,result
10,"In a large saucepan, stir together the sugar and water. Bring to a boil, stirring constantly. Allow to boil for two minutes, still stirring. Add vanilla and serve."
11,"In a large mixing bowl, thoroughly whisk together eggs, milk, cheddar cheese, green onions, salt, pepper, jalapeno. Heat oil in large pan, add bacon, onion and garlic, cook, stirring until onion is soft. Add vegetables and cook, stirring, about 5 mins or until any liquid is evaporated. Cool. Combine vegetable mixture with sifted flour and remaining ingredients in a medium bowl. Mix well. Bake in moderate oven for about 30 mins or until firm."
12,"In a food processor or blender, puree the berry with the strawberries, ginger ale, milk, sugar, lemon juice, vanilla extract, sour cream. Pour into a pitcher and refrigerate until chilled, about 1 hour. At the same time, pour both soups from opposite sides into shallow bowls, taking care to keep them from mixing, and serve. The berry soup can be refrigerated overnight."
13,"Preheat oven to 350 degrees f. In a large bowl combine amaretto, soy sauce, lime juice, sesame oil, hoisin, pepper, ginger and salt, whisk well to combine. Add salmon fillets and cover with plactic wrap to marinate in refrigerator for 1 hour. Lightly coat a shallow roasting pan with vegetable oil spray. Place the salmon in the pan, skin side down, and bake for 10 minutes. In a small saucepan pour the remaining marinade and bring to a boil. Let this reduce for 10 minutes. Place fillets on a serving platter or large plate and pour reduced marinade over the top. Serve immediately."
14,"Preheat a grill to medium. Cut four 12-inch-long sheets of heavy-duty foil. Drizzle 1 teaspoon olive oil into the center of each sheet. Season the chicken with salt and pepper. Lay 1 piece of chicken in the center of each sheet and spread 1 tablespoon pesto on top. Mound one-quarter of the zucchini, tomatoes and scallions over each chicken breast. Dollop 3 tablespoons pesto over each mound. Fold the foil over the chicken and vegetables. Pinch the edges to seal. Cover and grill the packets over indirect heat for 25 minutes. Remove from the grill and open carefully."
15,"Combine ingredients in small bowl. Mix with olive oil, salt and pepper and serve immediately."
16,"Place the pork tenderloin in a slow cooker. Pour the garlic over the pork. Cover and cook on low until well cooked and the pork shreds easily, 6 to 7 hours. Drain well. Stir in barbecue sauce. Serve over hamburger buns."
17,"Preheat oven to 350 degrees f. Grease two 9x5 inch loaf pans. Sift together the flour, baking soda, baking powder, salt, and pumpkin pie spice. Set aside. In a large bowl, beat together sugar, oil, eggs, and pumpkin. Stir in flour mixture alternately with water. Divide batter evenly between the prepared pans. Bake in the preheated oven for 60 to 70 minutes, or until a toothpick inserted into the center comes out clean. For best flavor, store wrapped in plastic wrap at room temperature for a full day before serving."
18,"In a large saucepan, melt the butter and peanut butter. Remove from the heat. Add sugar and flour. Stir in the eggs and vanilla. Spread into a greased 13-in. X 9-in x 2-in baking pan. Bake at 350 for 28-32 minutes or until lightly browned and edges start to pull away from sides of pan."
19,"Preheat oven to 400 degrees. Combine oats, almonds, wheat germ, honey, cinnamon, nutmeg, vanilla, craisins, raisins, dried apricot, dried apricot, dried apricot, dried apricot, dried apricot, dried apricot, dried apricot, dried apricot, dried apricot, dried apricot, dried apricot, dried apricot, dried apricot, dried apricot, dried apricot, dried apricot, dried apricot, dried apricot, dried apricot, dried apricot, dried apricot, dried apricot, dried apricot, dried apricot, dried apricot, dried apricot, dried apricot, dried apricot, dried apricot, dried apricot, dried apricot, dried apricot, dried apricot, dried apricot, dried apricot, dried apricot, dried apricot, dried apricot, dried apricot, dried apricot, dried apricot, dried apricot, dried apricot, dried apricot, dried apricot, dried apricot, dried apricot, dried apricot, dried apricot, dried apricot, dried apricot, dried apricot, dried apricot, dried apricot, dried apricot, dried apricot, dried apricot, dried apricot, dried apricot, dried apricot, dried apricot, dried apricot, dried apricot, dried apricot, dried apricot, dried apricot, dried apricot, dried apricot, dried apricot"
20,Combine all ingredients in a small saucepan. Bring to a boil and stir to dissolve the sugar. Stir in the orange-flavored liqueur and brandy. Pour into a small saucepan. Stir in the
21,Preheat oven to 400f and bake for 20-25 minutes.
22,"Preheat oven to 190c. Line a 12-hole muffin pan with paper cases. Place flour and sugar in a large bowl with half the macadamias, then set aside. Melt butter with honey in a small saucepan over low heat. When melted, remove from heat and add the buttermilk and pineapple. Stir to combine, then add egg. Make a well in centre of dry ingredients and pour in buttermilk mixture. Fold in to just combine, then pour mixture into muffin pan. Bake for 20-25 minutes, until golden and cooked through. Remove from the oven and allow to cool for 5 minutes. Remove from the oven and allow"
23,"Heat oven to 350f and arrange the rack in the middle. Line an 8-by-8-inch glass baking dish with aluminum foil. Combine chocolate and butter in a medium saucepan and cook over medium-low heat, stirring frequently, until evenly melted. Remove from heat and let cool to room temperature. Combine eggs, sugar, cocoa powder, vanilla extract, espresso, and salt in a large bowl and briefly stir until just incorporated. Add cooled chocolate and mix until uniform in color. Add flour and stir until just incorporated. Transfer batter to the prepared baking dish. Bake until a tester inserted in the center of the brownies comes out clean, about 25 to 30 minutes. Remove from the oven and cool completely before cutting."
24,"Place all ingredients in a food processor and blend until very smooth. Chill at least a few hours before tasting. Can serve with chips, crackers, or as a veggie dip. Keeps well in fridge. Cooking time listed is for chilling time."
25,"To make barcardi limon lemonade, combine 2 cups of sugar and 2 cups of water over medium-high heat in a saucepan until the sugar is dissolved. Remove from heat and let cool completely before using. To store, refrigerate up to 2 months. In a glass, combine lemon juice, ice, bacardi limon, lemonade, lemon concentrate, lime, lemonpreparation:To make barcardi limon lemonade, combine 2 cups of sugar and 2 cups of water over medium-high heat in a saucepan until the sugar is dissolved. Remove from heat and let cool completely"
26,"In sieve, drain berries and pineapple over a bowl. Press the fruit with spoon until you have 2 cups juice. In med bowl, dissolve the gelatin in the boiling water. Stir in the 2 cups of juice, the fruit, and the sour cream until blended well. Pour in the 2 cups of juice, the fruit, and the sour cream until blended well. Pour in the 2 cups of juice, the fruit, and the sour cream"
27,"Place mangoes, orange juice, lime juice, club soda, ice cubes in a large bowl. Pour mangoes, orange juice, lime juice, club soda, ice cubes into a large bowl. Pour mangoes, orange juice, lime juice, club soda, ice"
28,"Preheat oven to 350 degrees. Grease a large cookie sheet. Beat butter and sugar in a large bowl with mixer at high speed, until light and fluffy. Add egg and vanilla. Beat until well blended. Combine flour, cocoa, cream of tartar, baking soda and salt in a medium bowl. Add to butter mixture. Mix until uniform. Mix in chopped cherries. Drop dough by tablespoonfuls onto prepared cookie sheet. Bake about 10-12 minutes or until set."
29,"Preheat oven to 450 degrees. Grease a 12 cup muffin pan or you can use a mini muffin pan. Combine cornmeal, flour, baking powder and salt in a large bowl. In a separate bowl, combine egg whites, onion, milk, parsley, oil and pepper. Add to dry ingredients stirring just until moistened. Spoon into prepared muffin tins. Bake for 10-12 minutes or until lightly browned. Remove and cool on a rack for 5 minutes. Serve immediatlely."
30,"Preheat oven to 425 degrees f. Combine breadcrumbs, basil, parmesan cheese, salt, egg, eggplants, olive oil, buns, pasta sauce, part-skim mozzarella cheese. Place breadcrumbs, basil, parmesan cheese, salt, egg, eggplants, olive oil, buns, pasta sauce, part-skim mozzarella cheese. Place under broiler for 2 minutes until cheese is bubbling. Place under broiler"
31,"Heat oil over medium-high heat. Saute lamb chops until tender. Add lemon juice, lemon zest, lemon zest, lemon zest, lemon zest, lemon zest, lemon zest, lemon zest, lemon zest, lemon zest, lemon zest, lemon zest, lemon zest, lemon zest, lemon zest, lemon zest, lemon zest, lemon zest, lemon zest, lemon zest, lemon zest, lemon zest, lemon zest, lemon zest, lemon zest, lemon zest, lemon zest, lemon zest, lemon zest, lemon zest, lemon zest, lemon zest, lemon zest, lemon zest, lemon zest, lemon zest, lemon zest, lemon zest, lemon zest, lemon zest, lemon zest, lemon zest, lemon zest, lemon zest, lemon zest, lemon zest, lemon zest, lemon zest, lemon zest, lemon zest, lemon zest, lemon zest, lemon zest, lemon zest, lemon zest, lemon zest, lemon zest, lemon zest, lemon zest, lemon zest, lemon zest, lemon zest, lemon zest, lemon zest, lemon zest, lemon zest, lemon zest, lemon zest, lemon zest, lemon zest, lemon zest, lemon zest, lemon zest, lemon zest, lemon zest, lemon zest, lemon zest, lemon zest, lemon zest, lemon zest, lemon zest, lemon zest, lemon zest, lemon zest, lemon zest, lemon zest, lemon zest, lemon zest, lemon zest, lemon zest"
32,"Preheat a large skillet or wok over high heat. Add vegetable oil or spray to coat pan. Add zucchini, summer squash, and red pepper. Cook, stirring constantly, for 3 to 4 minutes or until vegetables are crisp-tender. Add italian seasoning and garlic powder. Cook 1 minute more- serve hot."
33,"In a small bowl, beat the sugar until smooth. Gradually beat in milk and mayonnaise until blended. Add the mustard, worcestershire sauce, salt and pepper. Stir in eggs and chives. Mix well. Serve with crackers. Refrigerate leftovers."
34,"Preheat oven to 325f place pears in 2 large baking dishes. Spoon 1 teaspoon jam in center of each pears. Top with goat cheese rounds, and lightly drizzle with oil. Bake pears 30 minutes, or until cheese begins to brown. Whisk together remaining 2 tbs. Fig jam, lemon juice, and mustard in bowl. Whisk in 1 tbs. Olive oil. Divide watercress among 8 serving plates. Sprinkle with onion and walnuts. Top each with pear half, and drizzle with dressing."
35,"Spray 9x13 inch casserole dish. Place bread on bottom and top with jalapeno jack cheese, green chiles and ham. Mix eggs, milk, green onion& tabasco and pour over bread. Top with cheese and cover over night. Bake 325 for 40 minutes."
36,"Place the salmon on a broiler pan and baste with the sauce. Let sit for 15 minutes. Broil them until cooked through, about 8 minutes, basting again with the glaze. Remove the salmon from the heat and baste once more with the glaze before serving."
37,Preheat oven to 375 degrees. Cream shortening and sugars. Add eggs and vanilla. Beat well. Sift flour and baking soda and stir into creamed mixture. Add crushed potato chips and white chocolate chips. Stir to integrate fully. Drop by heaping spoonfuls onto greased cookie shhet. Bake for 10 to 12 minutes.
38,"Preheat oven to 350 degrees. Prepare cake mix according to package directions, using the eggs, water, and oil. Spoon batter into 24 paper-lined muffin pan cups, filling two-thirds full. Remove 24 cherries from cherry pie filling and set aside. Spoon generous teaspoon of remaining cherry filling onto center of each cupcake. Bake in preheated 350 degree oven for 20-25 minutes. Cool in pans on wire racks for 10 minutes, then remove from pan and let cool completely. Frost cupcakes with vanilla frosting, and garnish each one with a reserved cherry."
39,"Saute orzo in butter in a medium saucepan, until lightly brown. Add rice, stir to coat with the butter. Add stock. Bring to boil. Reduce heat to simmer, cover and cook for 25 minutes. Serve on a platter with grated kefalotiri cheese if desired."
40,"Cook noodles according to package directions. Drain. In a large skillet, melt butter and saute cole slaw mix, onion and garlic until tender. Mix in salt and pepper. Gently stir in cooked and drained noodles. Toss together."
41,"Preheat oven to 375 degrees place scrubbed whole sweet potatoes in a baking dish and cook until tender. In a saucepan, heat oil and pepper over medium high heat until browned on all sides. Discard pepper, add garlic and ginger and cook until barely tender. Stir in salt and balsamic vinegar to taste and simmer over low heat until ready to serve. When tender, split each potato, drizzle with ginger sauce and serve hot."
42,"Heat oil in a saute pan over medium heat. Add garlic and stir for around 5 minutes until golden, but not burned or bitter. Remove pan from heat, let cool. Place tomatoes and basil in serving bowl, pour cooled oil and garlic over. Toss well."
43,"Sprinkle chicken with thyme and marjoram. Let stand for 30 minute to 1 hour. Roll in flour and fry in hot fat or salad oil just long enough to brown on both sides. Remove and place in baking pan. Sprinkle with rosemary, parsley, salt and pepper. Pour water into frying pan and stir thoroughly scraping bits from bottom of pan. Pour liquid over chicken. Bake at 375 degrees for 40 to 45 minutes. Prep time includes stand time."
44,"Preheat oven to 400 degrees f. Arrange the pears cut side up in an 8-inch square glass baking dish. Whisk the apple juice and sugar in a small heavy saucepan over medium-high heat until the sugar dissolves. Whisk in the butter. Pour the sauce over the pears. Bake until the pears are crisp-tender and beginning to brown, basting occasionally with the juices, about 35 minutes. Spoon the pears onto plates. Top with ice cream."
45,"Preheat oven to 350 degrees. Line a rimmed baking sheet with parchment paper. Peel and trim garlic and slice lengthwise into thin halves or quarters. Toss garlic in bowl with olive oil, rosemary and salt. Roast at 350 for 30 minutes, stirring half way through. Turn up oven to 425 and roast ten minutes longer or until the ends of the garlic begin to turn black. When garlic are almost done, melt apricot jam in microwave for 15-30 seconds. Remove carrots from oven, place in bowl and toss warm carrots with melted apricot jam. Toss with a little more rosemary if desired."
46,"Preheat oven to 180 degrees celsius. Line a baking tray with baking paper. Cream butter and sugar together till pale and creamy. Add egg and vanilla and beat till smooth. Add remaining ingredients. Stir until well combined. Place heaped tablespoons of mixture on trays. Allow room for spreading. Bake 15 - 17 minutes, then cool for 5 minutes. Transfer to wire rack."
47,"Preheat oven to 350 degrees. Mix all ingredients together and pour into a casserole dish. Bake, covered, for 30 minutes. Uncover and bake for 15 minutes more or until heated through. I like this as is, but you could serve it over rice."
48,"Combine oatmeal, milk and cinnamon in a large saucepan. Bring to a boil. Add vanilla. Remove from heat and stir in coconut and oats. Drop by spoonfuls onto wax paper. Chill."
49,"In small dish, mix the chili powder, cumin, garlic salt, and the cayenne pepper. Rub the mixture on each chicken breast half. In frypan, place the oil and heat to medium temperature. Cook the chicken in pan, turning. Cook the chicken until juices are clear when pierced with a fork. Remove the chicken and keep warm. Combine the juices and jelly in the frying pan. Bring to a boil and cook for 2 min or so"
50,"In a 4-quart dutch oven cook potatoes in enough boiling water to cover for 20 to 25 minues or until just tender. Drain. Cool slightly. Peel and coarsely shred or finely chop potatoes. Preheat oven to 350 degrees. In large bowl stir together sour cream, soup, cheese, melted butter, onion, salt and pepper. Gently stir in potatoes. Transfer to greased 3-quart rectangular baking dish. Sprinkle with cornflakes. Bake, covered, for 40 minutes. Uncover, bake about 15 minutes more until golden."
51,"In a large bowl, combine fakes salata lentil salad, bay leaves, olive oil, oranges, salt, fresh ground black pepper, red onion, orange, orange, orange, orange, orange, orange, orange, orange, orange, orange, orange, orange, orange, orange, orange, orange, orange, orange, orange, orange, orange, orange, orange, orange, orange, orange, orange, orange, orange, orange, orange, orange, orange, orange, orange, orange, orange, orange, orange, orange, orange, orange, orange, orange, orange, orange, orange, orange, orange, orange, orange, orange, orange, orange, orange, orange, orange, orange, orange, orange, orange, orange, orange, orange, orange, orange, orange, orange, orange, orange, orange, orange, orange, orange, orange, orange, orange, orange, orange, orange, orange, orange, orange, orange, orange, orange, orange, orange, orange, orange, orange, orange, orange, orange, orange, orange, orange, orange, orange, orange, orange, orange, orange, orange, orange, orange, orange, orange, orange, orange, orange, orange, orange, orange, orange, orange, orange, orange, orange, orange, orange, orange, orange, orange, orange, orange, orange, orange, orange, orange, orange, orange, orange, orange, orange, orange, orange, orange, orange, orange, orange, orange, orange, orange, orange, orange, orange, orange, orange, orange, orange, orange, orange, orange, orange, orange, orange"
52,"In a large saucepan, melt the butter and peanut butter. Remove from the heat. Add sugar and flour. Stir in the eggs and vanilla. Spread into a greased 13-in. X 9-in x 2-in baking pan. Bake at 350 for 28-32 minutes or until lightly browned and edges start to pull away from sides of pan."
53,"In a large non-stick skillet, cook the ground beef and garlic until the beef is no longer pink, stir frequently. Drain. In a 4-quart slow cooker, add the ground beef mixture, cheese, and tomatoes. Stir to mix. Cover and cook on low for 3-4 hours or until the cheese is melted and mixture is well heated. Stir after 2 hours. Add in the onions, stir to combine. Serve with tortilla chips."
54,"In a 12 inch skillet, heat oil over medium-high heat. Brown sausage on all sides and remove. Cut sausage into 1-inch slices and set aside. Add peppers and onion to sausage drippings and saute, stirring frequently, approximately 2 minutes until tender. Blend onion soup mix with water, add to pan and add diced potatoes. Bring to a boil over high heat. Reduce heat to low and simmer, covered, 10 minutes. Return sausage to skillet and simmer, covered, an additional 10 minutes or until sausage is done and potatoes are fork tender."
55,"Heat oven to 400 degrees. Grease round baking dish. Melt butter in skillet over med-lo heat. Add onion and red pepper, cook until soft. Add ham, cook 2 mins more. Beat eggs and milk in bowl. Stir in cheese and add veggies and ham. Season with salt and pepper. Transfer to prepared dish. Bake 20 minutes or until top is puffy and brown. Cut into wedges and serve warm."
56,"Preheat oven to 400 degrees c. In a small bowl sift together flour and baking soda, set aside. In a large bowl, combine butter and both sugars. Beat on medium speed until light and fluffy, about 3 minutes. Reduce speed to low, add salt, vanilla, and eggs. Beat until just combined, about 1 minute. Add flour mixture, mix until just combined. Stir in chocolate chips. Drop heaping spoonfuls about 2 inches apart onto baking trays lined with parchment paper. Bake until golden around the edges and soft in the middle, about 8-10 minutes."
57,"Cook pasta according to package directions. In a large skillet, heat oil in lg skillet or dutch oven. Add garlic. Cook and stir 1 minute. Add tomatoes, beans, italian seasoning and sugar. Bring to a boil. Reduce heat and simmer 10 minutes. Add spinach. Cook 3 minutes. Put drained pasta on serving plates. Top with tomato mixture. Sprinkle with feta and olives."
58,"Preheat oven to 350 degrees f. In a large pot cook macaroni according to package directions. Drain. Return to pot. Add milk, melted butter, pepper, and salt. Stir in cheeses. Transfer to a greased 2-quart casserole dish. Bake, uncovered, for 15 minutes. Carefully stir mixture. Sprinkle with crushed crackers. Bake 5 minutes more or until crackers are browned and mixture is just heated through. Let stand 10 minutes before serving."
59,"Preheat oven to 350 degrees. Brown beef and onions in skillet. Drain. Mix in tomato sauce, garlic and oregano. Place in a 2-quart casserole dish. Top with corn. Then spread mashed potatoes over the corn. Lay cheese over the mashed potatoes in a single layer. Bake for about 25-30 minutes or until the cheese is completely melted."
60,"Cook red beans rice with tvp in a large saucepan over medium heat, stirring occasionally, until the rice is tender, 10 to 15 minutes. Add rice, chili powder, cumin, sea salt and water. Bring to a simmer. Reduce heat to medium-low, cover and cook, stirring occasionally, until the rice is tender, 10 to 15 minutes. Stir in rice, chili powder, cumin, sea salt and water. Reduce heat to medium-low, cover and cook, stirring occasionally, until the rice"
61,"In a large skillet combine bacon and peas in a small skillet over medium-low heat. Cook the bacon and peas until tender, about 5 minutes. Remove from heat. Add spinach and cook until spinach is tender, about 5 minutes. Add"
62,Preheat the oven to 400f. Peel parsnips and halve lengthways. Place in a roasting dish with the olive oil and stir well to coat. Season and roast for 40-45 mins or until the parsnips are soft and golden. Mix honey with wholegrain mustard and pour over parsnips for the last 5 mins of cooking time.
63,"Heat oven to 400 degrees f. Grease muffin cups or use paper liners. Mix oats, flours, baking powder and salt in a large bowl. Whisk eggs and brown sugar in another bowl. When smooth, whisk in milk, melted butter and vanilla. Pour over dry ingredients and fold in just until dry ingredients are moistened. Scoop into mufifn cups. Bake 15 to 25 minutes or until springy to the touch in the center."
64,"Mix together the rum, apricot brandy, triple sec, ice cubes, orange juice, pineapple juice, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenad"
65,"In a medium skillet, melt butter over medium-low heat. Add carrots, onions, and ginger, cover and cook, stirring, for about 7 to 10 minutes, until just tender. Stir in the orange juice, jelly, and salt. Cook, uncovered, for about 4 minutes, stirring frequently, until vegetables are tender and nicely glazed with the jelly and orange juice mixture. Sprinkle with fresh chopped parsley just before serving."
66,Cook red bell pepper pasta according to package directions. Return red bell pepper pasta to pan
67,"Cook sausage, ground beef and onion in large pan until brown, adding worcestershire, oregano and garlic powder. Reduce heat and blend in cheese. Mix thoroughly. Spread on slices of rye bread. Place on a baking sheet with wax paper between layers and freeze. When frozen, put in a ziploc bag and store in freezer until ready to use. Bake at 325 for 15 - 20 minutes."
68,"Preheat oven to 425 degrees f. Combine eggplant, onion, garlic, diced tomatoes, olive oil, buns, pasta sauce, part-skim mozzarella cheese, salt & freshly ground black pepper, breadcrumbspreparation:Preheat oven to 425 degrees f. Combine eggplant, onion, garlic, diced tomatoes, olive oil, buns, pasta sauce"
69,Mix all ingredients together in a large bowl. Refrigerate for at least 1 hour. As a sandwich filling - spread mixture on 9 slices of white or wheat bread. Top with 9 slices of bread. Trim bread crusts and cut diagonally into four triangular sections.
70,"Mix flour tortillas, refried beans, lean ground beef, taco seasoning mix, water, cheddar cheese, taco sauce, onion, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour"
71,"Heat oven to 400f. Generously grease rectangular baking dish, 13x9x2 inches. Cook baby carrots in 10-inch skillet over medium heat, stirring occasionally, until baby carrots are brown. Drain. Stir in soup, vegetables and milk. Stir bisquick mix and water in baking dish until moistened. Spread evenly. Bake 30 minutes."
72,Preheat oven to 350f. Bake for 15 minutes.
73,Heat oil in a large pan. Saute onions and garlic till translucent. Add remaining ingredients except for butter just to heat through. Stir in pasta. Place into a large pasta bowl. Top with butter while hot. Garnish with pepper flakes to taste.
74,"Preheat oven to 200 degrees celsius heat oil in a small frying pan and stir fry leek and bok choy until just starting to wilt. Cut 4 large squares of kitchen foi. Divide veg between them, and lay 2 pieces of fish on top of each square. In small bowl, mix together fish sauce, lime juice, chilli, soy sauce, and sugar. Pour over fish. Seal foil together and place on baking tray. Place tray in oven and cook 10 minutes. Let packets sit for a couple of minutes before opening to prevent steam burns. Open and scatter fish with coriander. Serve with noodles."
75,"Heat the oil in a 9-inch saute pan over medium heat. Add the carrots and cook until lightly browned on all sides, about 3 minutes per side. Season with salt and pepper. Add the ginger, garlic, and shallots and cook over medium-low heat, stirring occasionally, until the shallots are softened, 5-7 minutes. Add the honey, orange juice, soy sauce and water. Cover with a round of waxed paper that fits snugly on the vegetables. Cook the carrots slowly on top of the stove, stirring occasionally, until the carrots are tender and the juices have formed a glaze, 30-40 minutes. Garnish with the mint."
76,"Preheat oven to 400. Make a deep slit lengthwise in each potato, almost to the point of cutting it in half. Sprinkle salt and pepper inside the potatos and tuck in the bay leaves, 2 per potato. Put the potatoes in a baking dish and drizzle with olive oil, smearing some on the insides as well as making sure the outsides are well coated. Bake for about 1 hour. The potatoes are done when you can easily poke a thin-bladed knife right through them. Serve immediately."
77,"Heat oil in a large non-stick frying pan over medium heat. Add jimmy dean sausage, butter, flour, pepper, sour cream, milk, salt, and pepper. Add jimmy dean sausage, butter, flour, pepper, sour cream, milk, salt and pepper. Add"
78,"Preheat oven to 350 degrees. Grease a large cookie sheet. Beat butter and sugar in a large bowl with mixer at high speed, until light and fluffy. Add egg and vanilla. Beat until well blended. Combine flour, cocoa, cream of tartar, baking soda and salt in a medium bowl. Add to butter mixture. Mix until uniform. Mix in chopped cherries. Drop dough by tablespoonfuls onto prepared cookie sheet. Bake about 10-12 minutes or until set."
