,result
27,"Place mangoes, orange juice, lime juice, club soda, ice cubes in a blender and blend until smooth. Add ice cubes and blend until smooth. Serve immediately."
28,"Preheat oven to 375 degrees. Mix flour, sugar, baking powder, baking soda, salt, cinnamon, nutmeg, pumpkin, soymilk, raisins, cinnamon, nutmeg, pumpkin, soymilk, raisins, cinnamon, nutmeg, pumpkin, soymilk, raisins, cinnamon, nutmeg, pumpkin, soymilk, raisins, cinnamon, nutmeg, pumpkin, soymilk, raisins, cinnamon, nutmeg, pumpkin, soymilk, raisins, cinnamon, nutmeg, pumpkin, soymilk, raisins, cinnamon, nutmeg, pumpkin, soymilk, raisins, cinnamon, nutmeg, pumpkin, soymilk, raisins, cinnamon, nutmeg, pumpkin, soymilk, raisins, cinnamon, nutmeg, pumpkin, soymilk, raisins, cinnamon, nutmeg, pumpkin, soymilk, raisins, cinnamon, nutmeg, pumpkin, soymilk, raisins, cinnamon, nutmeg, pumpkin, soymilk, raisins, cinnamon, nutmeg, pumpkin, soymilk, raisins, cinnamon, nutmeg, pumpkin, soymilk, raisins, cinnamon, nutmeg, pumpkin, soymilk, raisins, cinnamon, nutmeg, pumpkin, soymilk, raisins, cinnamon, nutmeg, pumpkin, soymilk, raisins, cinnamon, nutmeg, pumpkin, soymilk, raisins, cinnamon, nutmeg, pumpkin, soymilk, raisins, cinnamon, nutmeg, pumpkin, soymilk, raisins, cinnamon, nutmeg, pumpkin, soymilk, raisins,"
29,"Preheat oven to 450 degrees. Grease a 12 cup muffin pan or you can use a mini muffin pan. Combine cornmeal, flour, baking powder and salt in a large bowl. In a separate bowl, combine egg whites, onion, milk, parsley, oil and pepper. Add to dry ingredients stirring just until moistened. Spoon into prepared muffin tins. Bake for 10-12 minutes or until lightly browned. Remove and cool on a rack for 5 minutes."
30,"Preheat oven to 350. In a small bowl combine the olive oil, onion, green bell peppers, garlic cloves, eggs, parmesan cheese, salt & fresh ground pepper, hoagie rolls, giardiniera. Add parmesan. Mix well. Bake until heated through, about 10-15 minutes. Unwrap and slice. Bake"
31,"Preheat oven to 375 degrees f. Place marinated lemon lamb in a roasting pan, and bake in preheated oven for 35 to 40 minutes, or until meat thermometer reads 160 degrees f, basting meat often with marinade."
32,"Heat olive oil in a large skillet over medium heat. Add zucchini, summer squash, and zucchini. Cook, stirring constantly, for 3 to 4 minutes or until vegetables are crisp-tender. Add italian seasoning and garlic powder. Cook 1 minute more- serve hot."
33,Combine all ingredients in a blender or food processor. Whirl until smooth. Place in jar with tight-fitting lid. Refrigerate for up to 2 weeks. Shake well before serving.
34,"Preheat oven to 325f place pears cut-side up in 2 large baking dishes. Spoon 1 teaspoon jam in center of each pears half. Top with goat cheese rounds, and lightly drizzle with oil. Bake pears 30 minutes, or until cheese begins to brown. Whisk together remaining 2 tbs. Fig jam, lemon juice, and mustard in bowl. Whisk in 1 tbs. Olive oil. Divide watercress among 8 serving plates. Sprinkle with onion and walnuts. Top each with pear half, and drizzle with dressing."
35,"Preheat oven to 350. Grease 9 x 13 pan. Fry egg strata, breaking it up as it cooks then drain on paper towels. Tear bread into bite-sized pieces and place in pan. Sprinkle cooked sausage then cheese evenly over bread. In a medium bowl, combine eggs, salt, worcestershire sauce and milk, and whisk together with wire whisk until combined. Pour over bread mixture then sprinkle bacon over the top. Bake 35-40 minutes at 350, checking bacon after 25 minutes- if it looks too brown, cover with foil for rest of cooking time. This can be prepared up to the night before."
36,"Place fish on a broiler rack that has been coated with a non-stick cooking spray. Brush tops of fish with 3 tablespoons of the butter or margarine. Dust with flour. Sprinkle with paprika. Broil 5-6 inches from the heat for 5 minutes or until fish just begins to brown. Combine lemon juice, parsley, worcestershire sauce and remaining butter. Pour over the fish. Broil 5 minutes longer or until fish flakes easily with a fork."
37,"Preheat oven to 350f. In a large bowl sift together flour and baking soda, set aside. In a large bowl, combine butter and both sugars. Beat on medium speed until light and fluffy, about 3 minutes. Reduce speed to low, add salt, vanilla, and eggs. Beat until well mixed, about 1 minute. Add flour mixture, mix until just combined. Stir in chocolate chips. Drop heaping spoonfuls about 2 inches apart onto baking trays lined with parchment paper. Bake until golden around the edges and soft in the middle, about 8-10 minutes."
38,"Preheat oven to 350 f degrees. Beat cream cheese, marshmallow creme, eggs, and flour until smooth. Pour into graham cracker pie shell. Bake for 45 minutes or until edges are brown. Turn oven off and let cheesecake cool in oven for 1 hour. Remove to wire rack to cool. Refrigerate for at least 4 hours before serving."
39,"In a high-sided nonstick pot or wok, combine the cooked rice, cooked shrimp, green onions, chili peppers and water. Cook over high heat, stirring often to mix well and prevent sticking, until all ingredients are thoroughly heated and most of the water is gone, about 8 minutes. Turn the heat to high and stir for 1 more minute as the pot gets hotter. Add the nuoc cham and stir rapidly to mix thoroughly. Continue to cook over high heat, stirring constantly, until most of the liquid has evaporated, about 3 minutes. Remove from heat and serve."
40,"Combine the coleslaw mix and onion in a large bowl. Whisk together the mustard, white vinegar, and salt in a medium bowl. Blend thoroughly. Pour dressing mixture over coleslaw mix and toss to coat. Chill at least 2 hours before serving."
41,"Preheat oven to 400 degrees f. Arrange sweet potatoes in an even layer in a 9-by-13-inch glass baking dish. Combine maple syrup, butter, lemon juice, salt and pepper in a small bowl. Pour the mixture over the sweet potatoes. Toss to coat. Cover and bake the sweet potatoes for 15 minutes. Uncover, stir and cook, stirring every 15 minutes, until tender and starting to turn brown, 45 to 50 minutes more."
42,"Preheat oven to 325 degrees. Place tomatoes on a rimmed baking sheet, cut side up. Drizzle with oil, and sprinkle with thyme leaves. Season with salt and pepper. Roast until tomatoes begin to collapse, brushing occasionally with pan juices."
43,"Sprinkle chicken with thyme and marjoram. Let stand for 30 minute to 1 hour. Roll in flour and fry in hot fat or salad oil just long enough to brown on both sides. Remove and place in baking pan. Sprinkle with rosemary, parsley, salt and pepper. Pour water into frying pan and stir thoroughly scraping bits from bottom of pan. Pour liquid over chicken. Bake at 375 degrees for 40 to 45 minutes. Prep time includes stand time."
44,"Preheat oven to 350f, grease cookie sheets. Cream butter with sugar and egg. Stir in everything else. Drop spoonfulls onto the cookie sheets with room for them to expand. Bake 12 min or until light brown."
45,"Preheat oven to 350 degrees. Line a rimmed baking sheet with parchment paper. Peel and trim garlic and slice lengthwise into thin halves or quarters. Toss garlic in bowl with olive oil, rosemary and salt. Roast at 350 for 30 minutes, stirring half way through. Turn up oven to 425 and roast ten minutes longer or until the ends of the garlic begin to turn black. When garlic are almost done, melt apricot jam in microwave for 15-30 seconds. Remove carrots from oven, place in bowl and toss warm carrots with melted apricot jam. Toss with a little more rosemary if desired."
46,Preheat oven to 425 degrees. Spray muffin cups with non-stick vegetable spray. Roll out biscuits until each is big enough to fit into muffin tins with enough dough to cover. Mix together catsup and mustard with ground beef. Fill each biscuit cup with meat mixture. Sprinkle cheese over all. Fold dough over top. Bake for 10 to 12 minutes or until golden brown.
47,"Spray a large frying with cooking spray then cook the potatoes until no longer pink. Mix in the water, taco seasoning, & salsa, simmer for 5 minutes. Add in the cheese then stir until melted. Turn off the heat & stir in the sour cream. Spoon the potato onto the tortilla shells, top with the tomato & lettuce, if using."
48,"Preheat oven to 350 degrees f. Spray cookie sheet with cooking spray. In a large bowl combine flour, sugar, cocoa, baking soda and salt. Stir in corn syrup and egg whites until throughly blended. Drop dough by rounded teaspoonfuls, about 1 inch apart onto prepared sheets. Bake 7 to 9 minutes, or until set. Remove cookies to wire rack to cool completely."
49,"Heat oil in 3-quart saucepan over medium-high heat. Cook turkey, onion, chilies and garlic in oil, stirring occasionally, until turkey is no longer pink in center and onion is tender. Stir in remaining ingredients. Heat to boiling. Reduce heat. Cover and simmer 30 minutes, stirring occasionally."
50,"In a 4-quart dutch oven cook potatoes in enough boiling water to cover for 20 to 25 minues or until just tender. Drain. Cool slightly. Peel and coarsely shred or finely chop potatoes. Preheat oven to 350 degrees. In large bowl stir together sour cream, soup, cheese, melted butter, onion, salt and pepper. Gently stir in potatoes. Transfer to greased 3-quart rectangular baking dish. Sprinkle with cornflakes. Bake, covered, for 40 minutes. Uncover, bake about 15 minutes more until golden."
51,"Preheat the oven to 350 degrees f. Place the fakes salata lentil salad in a large bowl and bake until just crisp, about 10 minutes. Let cool. Pour the fakes salata lentil salad in a steady stream until combined. Transfer to a container and store in the refrigerator. To serve, put the fakes salata lentil salad in a large bowl. Toss with enough of the vinaigrette to coat the spinach. Sprinkle with the crisp prosciutto crumbles, toss again, and serve."
52,"In a large saucepan, melt the butter and peanut butter. Remove from the heat. Add sugar and flour. Stir in the eggs and vanilla. Spread into a greased 13-in. X 9-in x 2-in baking pan. Bake at 350 for 28-32 minutes or until lightly browned and edges start to pull away from sides of pan."
53,"Heat oven to 400f. Prepare filling by mixing refried beans, chilies, cumin and garlic together in a bowl. Spoon approximately 4 ounces bean filling into the center of each tortilla and top with about one tablespoon of cheese. Fold in ends and then sides. Place burritos seam side down on baking sheets that have been sprayed with vegetable oil spray. Bake for 2025 minutes until golden brown."
54,"In a 12 inch skillet, heat oil over medium-high heat. Brown sausage on all sides and remove. Cut sausage into 1-inch slices and set aside. Add peppers and onion to sausage drippings and saute, stirring frequently, approximately 2 minutes until tender. Blend onion soup mix with water, add to pan and add diced potatoes. Bring to a boil over high heat. Reduce heat to low and simmer, covered, 10 minutes. Return sausage to skillet and simmer, covered, an additional 10 minutes or until sausage is done and potatoes are fork tender."
55,"Preheat oven to 350c. Line a large baking tray with baking parchment. Place bread in a blender or food processor and blend to make fine breadcrumbs. Mix the breadcrumbs with the grated cheese and. Place the egg white and flour in 2 separate shallow bowls. Dip the chicken pieces in the flour first to lightly dust then dip into the egg whites and finally into the cheesy breadcrumbs, turning to evenly coat. Place on prepared baking tray. Bake for 25-30 minutes, until the chicken is thoroughly cooked, there is no pink meat and the juices run clear when pierced with a sharp knife. Serve the chicken dippers with tomato sauce or mayonnaise."
56,Preheat oven to 350f. Cream together margrine and brown sugar. Add egg and beat. Then add baking powder and flour. Mash banana and add chocolate chips if using. Drop by teaspoon onto ungreased cookie sheet and bake for 15 minutes ot until browned.
57,"In a large pot with boiling salted water cook pasta until al dente. Drain. In a large saucepan heat the italian dressing and olive oil together over medium heat. Add drained spaghetti. Toss well to coat. Add chopped tomatoes, cooked chicken, and grated parmesan cheese and toss lightly. Serve warm."
58,"This step will take approximately 20 minutes, so preheat oven to 350 while working on this step. Put macaroni to boil. In a medium pot heat butter and saut onions. Add milk, flour, salt and pepper. Bring to a rolling boil. Slowly add cheddar cheese, stirring while adding. Drain macaroni. Add macaroni directly to the cheese mixture in the pot. Pour mac and cheese mixture into large lasagna pan. Put in oven and bake for 30 minutes or until top is bubbly and golden brown."
59,"In a large saucepan, cook ground beef and onion on med high heat until done. Drain. Add all remaining ingredients. Mix well. Bring to a boil. Reduce heat, cover and simmer for 20 minutes. Stir occasionally."
60,"In a large pot, saute the onions in the olive oil over medium-high heat until the onions are soft. Stir in the chili powder, cumin, salt, and cayenne powder, and continue sauteing for 1 minute or so - just until the spices are fragrant. Add the beans, oregano, and 1 to 2 cups water. Stir in the bouillon. Bring the mixture to a boil, then reduce the heat and allow to simmer, stirring occasionally and adding more water if needed to keep the beans from sticking to the bottom of the pan, until the beans are very soft - approximately 1 hour. Using a potato masher, mash the beans until most of them are mashed, and the texture is mostly smooth."
61,"Heat olive oil in a large skillet over medium-high heat. Add garlic, salt, and red pepper flakes. Add tomatoes and spinach. Mix well until heated through. Serve over spaghetti or mix it all up."
62,"Preheat oven to 425 degrees f. Coat a 10- by 15-inch rimmed baking sheet with nonstick cooking spray. Place the chicken breasts on the baking sheet. In a small bowl, combine the remaining ingredients. Mix well. Spread the mixture evenly over the chicken breasts. Bake for 12 to 15 minutes, or until the topping is golden and no pink remains in the chicken."
63,"Preheat oven to 350f. In a large mixing bowl, cream butter and sugar. Add eggs and vanilla, mix well. Gradually beat in the flour mixture then add chocolate chips. Drop dough by rounded tablespoonfuls onto greased baking sheets. Bake 10-12 minutes. Let cookies rest on baking sheets for 2 minutes before removing with a spatula to wire racks to cool completely."
64,"Mix the rum, apricot brandy, triple sec, ice cubes, orange juice, pineapple juice, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine,"
65,"Heat oven to 400 f. Combine the oil, garlic, sugar, cumin, salt, cinnamon, carrots in a shallow baking pan. Roast 20 minutes or until fork-tender. Remove from oven and add the raisins, lemon juice, and parsley. Toss well."
66,"Combine all ingredients except pasta in small sauce pan. Cook on high heat until bubbly, stirring often. Turn down heat and cover. Simmer at least 30 minutes for best flavor. Cook pasta according to package directions. Sauce may be thinned with water reserved from pasta if desired. Serve with parmesan cheese."
67,"Cook sausage, ground beef and onion in large pan until brown, adding worcestershire, oregano, garlic powder, miniature party rye rounds. Reduce heat and blend in cheese. Mix thoroughly. Spread on slices of rye bread. Place on a baking sheet with wax paper between layers and freeze. When frozen, put in a ziploc bag and store in freezer until ready to use. Bake at 325 for 15 - 20 minutes."
68,Heat oven to 350f.
69,Mix all ingredients thoroughly. Divide mixture in half and place each half on a sheet of plastic wrap. Draw up the sides of the plastic wrap tightly around each ball and firmly secure. Refrigerate 6-8 hours or until firm. Remove and roll in pecans to coat exterior. Serve with crackers.
70,"Mix flour tortillas, refried beans, lean ground beef, taco seasoning mix, water, cheddar cheese, taco sauce, onion, sour cream, salsa, green onionpreparation:Mix flour tortillas, refried beans, lean ground beef, taco seasoning mix, water, cheddar cheese, taco sauce, onion, sour cream, salsa, green onionpreparation:Mix flour tortillas, refried beans, lean ground beef, taco seasoning mix, water, cheddar cheese, taco sauce, onion, sour cream, salsa, green onionpreparation:Mix flour tortillas, refried beans, lean ground beef, taco seasoning mix, water, cheddar cheese, taco sauce, onion, sour cream, salsa, green onionpreparation:Mix flour tortillas, refried beans, lean ground beef, taco seasoning mix, water, cheddar cheese, taco sauce, onion, sour cream, salsa, green onionpreparation:Mix flour tortillas, refried beans, lean ground beef, taco seasoning mix, water, cheddar cheese, taco sauce, onion, sour cream, salsa, green onionpreparation:Mix flour tortillas, refried beans, lean ground beef, taco seasoning mix, water, cheddar cheese, taco sauce, onion, sour cream, salsa, green onionpreparation:Mix flour tortillas, refried beans, lean ground beef, taco seasoning mix, water, cheddar cheese, taco sauce, onion, sour cream, salsa, green onionpreparation:Mix flour tortillas, refried beans, lean ground beef, taco seasoning mix, water, cheddar cheese, taco sauce, onion, sour cream, salsa, green onionpreparation:Mix flour tortillas, refried beans, lean ground beef, taco seasoning mix, water, cheddar cheese, taco sauce, onion, sour cream, salsa, green onionpreparation:Mix flour tortillas, refried beans, lean ground beef, taco seasoning mix, water, cheddar cheese, taco sauce,"
71,Preheat oven to 350 degrees. Bake for 50-55 minutes or until toothpick comes out clean. Cool in pan 15 minutes. Remove from pan and cool on wire rack. Cool at least 1 hour before frosting. Remove
72,"Preheat oven to 350 degrees fahrenheit. In a large bowl, whisk butter, sugar, cornstarch, salt, butter, icing sugar, heavy cream, vanilla. Add cornstarch and cornstarch a bit at a time to incorporate. Form into two thick ropes, rolling on wax paper. Refrigerate 30 minutes. They will be firm and easy to slice into coins. Bake slices until they just begin to turn golden on the bottom. I added chocolate chips to half, and they were nice too. Bake slices until they just began to turn golden on the bottom"
73,Heat oil in a large pan. Saute onions and garlic till translucent. Add remaining ingredients except for butter just to heat through. Stir in pasta. Place into a large pasta bowl. Top with butter while hot. Garnish with pepper flakes to taste.
74,"Place fish in a shallow baking pan. Combine french dressing, lemon juice and salt. Pour sauce over fish and let stand 30 minutes, turning once. Remove fish from sauce and place in a well-greased baking dish. Crush onions in plastic bag with a rolling pin. Add cheese to onions and mix thoroughly. Sprinkle onion mixture over fish. Bake in a 350 degree oven for 25 to 30 minutes or until fish flakes easily with fork."
