,result
10,"Preheat oven to 350 degrees f. Spread almonds onto a baking sheet in a single layer. Roast about 10 to 15 minutes, until slightly browned, tossing a couple of times for even browning. Let cool to touch. In a blender, mix or pulse the almonds with the walnut oil and salt. This can take about 10 minutes or so. Once smooth, spoon in honey and blend for 30 seconds to mix thoroughly. Spread on an ungreased baking sheet. Bake 30 minutes, until slightly browned, tossing a couple of times for even browning. Spread on an un"
11,"Heat oven to 350f. Grease a 13x9-inch baking pan. Place bread in the bottom and sprinkle with sausage and cheese. Beat eggs, milk, salt and pepper with a whisk. Pour over the bread mixture. Bake 40-45 minutes or until eggs are set in the center and lightly browned."
12,"In a large saucepan, combine the strawberries, ginger ale, milk, sugar, lemon juice, vanilla extract, sour cream. Bring to a boil. Add the berry soup. Stir in the strawberries, ginger ale, milk, sugar, lemon juice, vanilla extract, sour cream. Stir in the strawberries, ginger ale, milk, sugar, lemon juice, vanilla extract,"
13,"Preheat oven to 350 degrees f. In a large bowl combine amaretto, soy sauce, lime juice, sesame oil, hoisin, pepper, ginger and salt, whisk well to combine. Add salmon fillets and cover with plactic wrap to marinate in refrigerator for 1 hour. Lightly coat a shallow roasting pan with vegetable oil spray. Place the salmon in the pan, skin side down, and bake for 10 minutes. In a small saucepan pour the remaining marinade and bring to a boil. Let this reduce for 10 minutes. Place fillets on a serving platter or large plate and pour reduced marinade over the top. Serve immediately."
14,"Heat olive oil, lemon peel, lemon juice, herbs, and s&p into a large ziplock bag. Add shrimp. Toss gently to coat. Cover, and refrigerate for one hour to marinate. Preheat an outdoor grill for medium-high heat. Remove skewers from the water, pat dry, and spray with nonstick cooking spray. Skewer the shrimp. Grill the shrimp on the grill on both sides until pink and opaque, about 5 minutes per side."
15,"Heat large non-stick skillet, swirl in oil, then add garlic. Saute 30 seconds. Add beef in two batches, cook til just browned, about 2 minutes. Drain pasta, add to bowl with yogurt dressing. Add steak and tomatoes, toss to coat. Serve immediately."
16,"Preheat oven to 375 degrees f. Place marinated pork in a roasting pan, and bake in preheated oven for 35 to 40 minutes, or until meat thermometer reads 160 degrees f, basting meat often with marinade."
17,Preheat oven to 400f. Mix all ingredients in lg bowl. Mix well. Pour into crust. Bake for 15 minutes. Reduce the oven temperature to 350f and bake another 35 to 40 minutes or until a knife inserted 1-inch from the edge comes out clean. Cool before cutting. Garnish with whipped cream. Refrigerate leftovers.
18,"Preheat oven to 350f. Butter a 15 x 10-inch jellyroll pan. Cream butter with sugar and beat until light and fluffy. Add peanut butter and beat until combined well. Beat in egg, vanilla and salt. Add flour and beat just until combined. Stir in coconut. Spread mixture evenly in prepared pan. Sprinkle peanuts over, pressing them in lightly. Bake for 20-25 minutes, or until a tester comes out clean. Let cool, cut into 24 bars and then the bar on the diagonal, making 48 cookies."
19,"Preheat oven to 350 degrees. In a large mixing bowl, combine the first 4 ingredients. In a 2-quart saucepan, heat the honey, oil and vanilla until syrupy. Add to the dry ingredients and mix well. Spread on a jellyroll pan. Bake for 20 minutes, stirring every 5 minutes. Store in an airtight container or plastic bag in the refrigerator. It will keep for several weeks."
20,"In a large saucepan over medium-high heat, stir together the oranges, caster sugar, vanilla bean, orange-flavored liqueur, brandy. Add water. Bring to a boil, stirring constantly. Allow to boil for two minutes, still stirring. Add milk and orange peel and heat to serving temperature. Add butter and orange peel and cook, stirring, until just tender, 3 to 5 minutes. Stir the asparagus. Toss to coat and serve."
21,"Preheat oven to 350 degrees fahrenheit. Grease 8x8x2-inch baking pan. In large bowl beat butter and sugar until fluffy. Beat in eggs, one at a time. Beat in chocolate, then flour. Stir in walnuts. Spread evenly into prepared pan. Bake for 25 to 30 minutes or until firm."
22,"Cream the butter and sugar. Add the eggs one at a time, beating the mix well after each egg is added. Stir in the pineapple and lemon juice. Fold in the bread cubes. Pour into a greased 9x13 pan. Sprinkle brown sugar and chopped nuts over cake batter. Bake for 30 minutes. Ten minutes before cake is done, start making the frosting. Combine all frosting ingredients in a medium size sauce pan and bring to a boil. Reduce heat slightly and let boil for 5 minutes. Pour frosting on cake as soon as it comes out of the oven. Serve cake cool or warm. Top with whipped cream if desired."
23,"Mix all ingredients together with a whisk and dump them into a ziploc to save. Should be good in the pantry for 6 months. When making the brownies, preheat oven to 350f. Add eggs, oil and vanilla and mix with a fork til just blended. Do not overmix. Pour into a silicone or buttered 9x9 pan. Bake for 20-25 minutes."
24,"Preheat oven to 350 degrees F. Line a large baking sheet with parchment paper. In a large mixing bowl, combine mayonnaise, vinegar and sugar. Mix well. Pour dressing over salad mixture, stirring well. Cover and refrigerate at least 2 hours to allow flavors to blend."
25,"In a small saucepan over low heat, combine ice, bacardi limon, lemonade, lemon concentrate, lime, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice,"
26,"In sieve, drain berries and pineapple over a bowl. Press the fruit with spoon until you have 2 cups juice. In med bowl, dissolve the gelatin in the boiling water. Stir in the 2 cups of juice, the fruit, and the sour cream until blended well. Pour into serving bowl and chill until firm."
27,"Place the mangoes, chilies, and ginger in a large pan. Add the lemon rind and juice, and stir in the water. Bring to a boil, and boil for 10 minutes or until a thick consistency is reached. Stir in the sultanas and balsamic. Cook for an additional 5 minutes. Let cool slightly, and pour into warm sterilized jars. Seal according to manufacturers directions."
28,"Preheat oven to 325f. In a large mixing bowl, cream your butter and sugars til fluffy and airy. Add eggs, one at a time, beating well after each addition. Stir in flour mixture until combined well drop by quarter cup measure on to an ungreased baking sheet. Bake 12 to 13 minutes or until lightly browned. Remove from baking sheet and then cool on wire rack."
29,"Preheat oven to 450 degrees. Grease a 12 cup muffin pan or you can use a mini muffin pan. Combine cornmeal, flour, baking powder and salt in a large bowl. In a separate bowl, combine egg whites, onion, milk, parsley, oil and pepper. Add to dry ingredients stirring just until moistened. Spoon into prepared muffin tins. Bake for 10-12 minutes or until lightly browned. Remove and cool on a rack for 5 minutes."
30,"Preheat oven to 350f. In a small bowl combine the challah, brie cheese, fresh basil, tomatoes, butter, eggs, salt & fresh ground pepper, challah, brie cheese, fresh basil, tomatoes, butter, eggs, salt & fresh ground pepper, challah, brie cheese, fresh basil, tomatoes, butter, eggs, salt & fresh ground pepper, challah, brie cheese, fresh basil, tomatoes, butter, eggs, salt & fresh ground pepper, challah, brie cheese, fresh basil, tomatoes, butter, eggs, salt & fresh ground pepper, challah, brie cheese, fresh basil, tomatoes, butter, eggs, salt & fresh ground pepper, challah, brie cheese, fresh basil, tomatoes, butter, eggs, salt & fresh ground pepper, challah, brie cheese, fresh basil, tomatoes, butter, eggs, salt & fresh ground pepper, challah, brie cheese, fresh basil, tomatoes, butter, eggs, salt & fresh ground pepper, challah, brie cheese, fresh basil, tomatoes, butter, eggs, salt & fresh ground pepper, challah, brie cheese, fresh basil, tomatoes, butter, eggs, salt & fresh ground pepper, challah, brie cheese, fresh basil, tomatoes, butter, eggs, salt & fresh ground pepper, challah, brie cheese, fresh basil, tomatoes, butter, eggs, salt & fresh ground pepper, challah, brie cheese, fresh basil, tomatoes, butter, eggs, salt & fresh ground pepper, challah, brie cheese, fresh basil, tomatoes, butter, eggs, salt & fresh ground pepper, challah, brie cheese, fresh basil, tomatoes, butter, eggs, salt & fresh ground pepper, challah, brie cheese, fresh basil, tomatoes, butter, eggs, salt & fresh ground pepper"
31,"Mix all ingredients together in a glass bowl. Place lamb in a extra large heavy-duty plastic bag or glass bowl. Pour the marinade over the lamb, and turn to coat well on all sides. Cover tightly with plastic wrap. Pour the marinade over the lamb, and turn"
32,"Heat olive oil in a large skillet over medium-high heat. Add zucchini, zucchini and garlic. Cook, stirring occasionally, for about 5 minutes or until just barely tender. Season with salt and pepper. Stir in fresh herbs. Serve immediately."
33,"Combine mustard seeds, lager beer, malt vinegar, ground allspice, fresh ground black pepper, kosher salt, sugar, dry mustard, garlic, horseradish, mustard seeds, lager beer, malt vinegar, ground allspice, fresh ground black pepper, kosher salt, sugar, dry mustard, garlic, horseradish, mustard seeds, lager beer, malt vinegar, ground allspice, fresh ground black pepper, kosher salt, sugar, dry mustard, garlic, horseradish, mustard seeds, lager beer, malt vinegar, ground allspice, fresh ground black pepper, kosher salt, sugar, dry mustard, garlic, horseradish, mustard seeds, lager beer, malt vinegar, ground allspice, fresh ground black pepper, kosher salt, sugar, dry mustard, garlic, horseradish, mustard seeds, lager beer, malt vinegar, ground allspice, fresh ground black pepper, kosher salt, sugar, dry mustard, garlic, horseradish, mustard seeds, lager beer, malt vinegar, ground allspice, fresh ground black pepper, kosher salt, sugar, dry mustard, garlic, horseradish, mustard seeds, lager beer, malt vinegar, ground allspice, fresh ground black pepper, kosher salt, sugar, dry mustard, garlic, horseradish, mustard seeds, lager beer, malt vinegar, ground allspice, fresh ground black pepper, kosher salt, sugar, dry mustard, garlic, horseradish, mustard seeds, lager beer, malt vinegar, ground allspice, fresh ground black pepper, kosher salt, sugar, dry mustard, garlic, horseradish, mustard seeds, lager beer, malt vinegar, ground allspice, fresh ground black pepper, kosher salt, sugar, dry mustard,"
34,Heat 2 tbs. olive oil on high in a heavy skillet. Add the sweet pepper and onion and garlic and saute for about 3 minutes. Add the remaining vegetables and continue cooking until they are done to your taste. Grind some fresh black pepper over all and stir well. Place in serving platter and sprinkle a small amount of grated parmesan cheese over all.
35,"Preheat oven to 350 degrees. Place eggs in a large skillet over medium heat. When hot, add 4 teaspoons of oil to pan and swirl to coat. Place eggs in carefully and cook until the white has become solid, about 1 to 2 minutes. Sprinkle the eggs with salt, pepper, and about a tablespoon of cheese for each egg. Swirl the remaining olive oil on the top of the cheese. Serve immediately."
36,"Heat oil in a deep fryer to 365 degrees f. Rinse fish, pat dry, and season with salt and pepper. Combine flour, garlic powder, paprika, 2 teaspoons salt, and 2 teaspoons pepper. Stir egg into dry ingredients. Gradually mix in one beer until a thin batter is formed. You should be able to see the fish through the batter after it has been dipped. Dip fish fillets into the batter, then drop one at a time into hot oil. Fry fish, turning once, until both sides are golden brown. Drain on paper towels, and serve warm."
37,"Preheat oven to 375 degrees. In a large mixing bowl stir together flour, baking soda, and salt. Set aside. In a large mixing bowl with an electric mixer on medium speed cream butter and sugars until fluffy. Beat in eggs, one at a time, then vanilla. On low speed gradually add flour mixture and mix just until blended. Stir in chocolate chips and walnuts. Drop dough by rounded tablespoonfuls 2 inches apart on ungreased baking sheets. Bake for 9 to 12 minutes. Transfer cookies to cooling racks to cool."
38,"Preheat oven to 350 degrees fahrenheit. Beat cream cheese at medium speed of electric mixer until fluffy. Mix in sugar. Add eggs one at a time, making sure the mixture is well blended. Stir in vanilla. Line 12 muffin cups with muffin paper, and place a chocolate wafer in each lined cup. Spoon the cream cheese mixture over the wafers. Bake for 20 minutes at 350 degrees. Remove from oven, but leave the cakes in the muffin pan and refrigerate them overnight. Remove the cheesecakes from the muffin pan. To serve, spoon a tablespoon of cherry pie filling on each mini cheesecake."
39,"In a large saucepan, bring broth and water to boil. Add orzo. Cook, uncovered, over medium heat 4-6 minutes or until pasta and asparagus are tender, stirring frequently. Drain. Stir in parmesan cheese and caesar dressing."
40,"Combine the coleslaw mix and onion in a large bowl. Whisk together the mustard, white vinegar, and salt in a medium bowl. Blend thoroughly. Pour dressing mixture over coleslaw mix and toss to coat. Chill at least 2 hours before serving."
41,"Preheat oven to 350 degrees. In a small micorwave safe bowl combine butter, honey and lemon juice. Microwave until butter melts, add cinnamon. Place cubed potatoes in a large bowl and pour honey mixture over potatoes, toss to coat. Place in a roasting pan, salt and bake for about 50 minutes, or until tender, stirring occasionally."
42,"Heat a saute pan on medium high heat. Add in garlic, butter, wine, and half and half. Cook for 10 minutes or until reduced by half. Add in the fresh basil and the clams. Cook for an additional 5 minutes. Portion a half cup of capellini on each plate, top each plate with equal portions of the clam sauce. Garnish with parmesean cheese and chopped fresh parsley and enjoy."
43,"Heat oil on medium high heat in large skillet or frying pan. Preheat oven to 375 degrees. Combine dry ingredients. Moisten chicken pieces with water. Dredge chicken in flour and crumb mixture. Quickly fry chicken on all sides until browned and crisp. Place in covered baking dish and bake additional 20-30 minutes to re-crisp chicken, serve."
44,"Preheat the oven to 400 degrees f. Arrange the pears cut side up in an 8-inch square glass baking dish. Whisk the apple juice and sugar in a small heavy saucepan over medium-high heat until the sugar dissolves. Whisk in the butter. Pour the sauce over the pears. Bake until the pears are crisp-tender and beginning to brown, basting occasionally with the juices, about 35 minutes. Spoon the pears onto plates. Top with ice cream. Drizzle with any juices and serve. The pears can also be served frozen. To do so, cool the pears, then place them in the freezer until frozen solid, about 8 hours."
45,"Preheat oven to 350 degrees. Line a rimmed baking sheet with parchment paper. Peel and trim carrots and slice lengthwise into thin halves or quarters. Toss carrots in bowl with olive oil, rosemary and salt. Roast at 350 for 30 minutes, stirring half way through. Turn up oven to 425 and roast ten minutes longer or until the ends of the carrots begin to turn black. When carrots are almost done, melt apricot jam in microwave for 15-30 seconds. Remove carrots from oven, place in bowl and toss warm carrots with melted apricot jam. Toss with a little more rosemary if desired."
46,"Preheat oven to 450 degrees f. Combine the biscuit mix, cheese, sesame seed and half and half in a bowl and mix well. Shape into balls and place on a greased baking sheet, flaten slightly with palm of hand. Brush with the melted butter. Bake for 10 to 12 minutes or until lightly browned."
47,"Preheat oven to 350 degrees f. In a large, heavy skillet over medium-high heat, brown ground beef, and drain fat. Mix in dry taco seasoning. Spoon browned meat into a 9x13 inch glass baking dish. Spoon a layer of refried beans over meat, then salsa. Top with shredded cheese. Bake about 20 to 25 minutes in the preheated oven."
48,"Preheat oven to 325f. In a large mixing bowl combine cereal, wheat flour, and flour. Set aside. In a larger mixing bowl, cream your butter and sugars til fluffy and airy. Add eggs, one at a time, beating well after each addition. Stir in flour mixture until combined well drop by quarter cup measure on to an ungreased baking sheet. Bake 12 to 13 minutes or until lightly browned. Remove from baking sheet and then cool on a wire rack."
49,"Heat oil in 3-quart saucepan over medium-high heat. Cook turkey, onion, chilies and garlic in oil, stirring occasionally, until turkey is no longer pink in center and onion is tender. Stir in remaining ingredients. Heat to boiling. Reduce heat. Cover and simmer 30 minutes, stirring occasionally."
50,"In a large pot with plenty of salted water, boil the potatoes until they are tender when a fork is inserted, about 10-12 minutes. Drain and let the potatoes cool until you can handle them. With a melon baller, remove a scoop from each potato. Cut a tiny sliver off the bottom of the potatoes so they will stand after filling. Combine the boursin, butter, and cream. Taste and add salt and pepper as needed. Spoon or pipe the cheese mixture into the potatoes. Garnish with fine sprinkling of parsley. Add a tiny dollop of red caviar. Stand the potatoes on a platter to serve."
51,"Heat oil in medium saute pan or saucepan over medium-high heat. Add lentils, water, salt, black pepper, cumin, cayenne, and dash of cayenne to the lentils, stir, cover and simmer for about 5-10 minutes or until water is absorbed. Place lentils and lentils in serving dish and garnish with 4 tablespoons of reserved browned onions. This recipe is best when served with tomatoe salad. See my recipe for tomatoe salad."
52,"In a large saucepan, melt the butter and peanut butter. Remove from the heat. Add sugar and flour. Stir in the eggs and vanilla. Spread into a greased 9 x 5 loaf pan and bake at 350 for 60 to 70 minutes or until a toothpick inserted in the center comes out clean. Cool for 10 minutes before removing from pan to cool on a wire rack."
53,"Heat oil with cornstarch in saucepan over medium heat. Cook for 1 minute. Add in cornstarch and cook for another minute. Add in green chilies. Mix well and add cream cheese. Cook over low heat until cream cheese melts. Put mixture in a 13 x 9 baking pan, top with 1 cup of grated cheese pour the whipping cream over the top and then put the last cup of grated cheese over that. Bake at 350 for 35 minutes or so, checking to make sure the cheese gets bubbly, not burnt."
54,"Preheat oven to 180c. Cut potatoes into large wedges. Place on greased oven trays, bake for about 30 minutes or until golden brown, turning potatoes when necessary. Combine oil, garlic, herbs, mustard and juice in a bowl. Add potatoes and toss until potatoes are well coated with mixture. Return potatoes to oven trays and drizzle with melted butter. Cook under hot grill until golden brown, turning potatoes when necessary. Serve sprinkled with salt if desired."
55,"Preheat oven to 350c. Line a large baking tray with baking parchment. Place bread in a blender or food processor and blend to make fine breadcrumbs. Mix the breadcrumbs with the grated cheese and. Place the egg white and flour in 2 separate shallow bowls. Dip the chicken pieces in the flour first to lightly dust then dip into the egg whites and finally into the cheese. Place on prepared baking tray. Bake for 25-30 minutes, until the chicken is thoroughly cooked, there is no pink meat and the juices run clear when pierced with a sharp knife. Serve the chicken dippers with tomato sauce or mayonnaise."
56,"Preheat oven to 350f. In a large bowl, beat the margarine, white and brown sugar together until fluffy. Add eggs and vanilla, beat well. In another bowl, sift flour, baking powder, and salt. Add to the creamed mixture, stirring well. Fold in butter brickle bits, and chocolate chips. Spread in a greased 9x13-inch pan. Bake for 25-30 minutes. Can be frosted with chocolate frosting."
57,Heat oven to 350 degrees F. Place pasta in a large saucepan over medium-high heat. Bring to a boil. Reduce heat to low and simmer for 10 minutes. Remove from heat. Remove from heat and stir in parsley. Serve over pasta topped with parmesan cheese.
58,"Preheat oven to 400 degrees. Coat 9x10 baking dish with cooking spray. Cook macaroni in a large pot of boiling water until just tender. Drain macaroni and transfer to a large pot. Add soup, maonnaise, cheese, pepper and pimentos. Mix well to combine with pasta. Transfer mixture to prepared baking dish and top with cracker crumbs. Bake, uncovered, until top is golden, about 20 to 25 minutes."
59,"In a rice pot or large saucepan, cook the ground beef, onion, garlic, dried italian herb seasoning, stewed tomatoes, beef broth, frozen mixed vegetables, conchiglie, parsley, salt and pepper. Bring to a boil, add the water-mixed beef broth or beef cube and bring to a boil. Reduce the heat to medium and simmer, partially covered for 15 minutes so the flavors can blend. Add the vegetables and conchiglie. Simmer uncovered over medium heat until they are tender, maybe 10 minutes. Season the soup with salt and pepper and stir in the parsley."
60,"In a large pot or wok, combine the cooked rice, cooked shrimp, green onions, chili peppers and water. Cook over high heat, stirring often to mix well and prevent sticking, until all ingredients are thoroughly heated and most of the water is gone, about 8 minutes. Turn the heat to high and stir for 1 more minute as the pot gets hotter. Add the nuoc cham and stir rapidly to mix thoroughly. Continue to cook over high heat, stirring constantly, until most of the liquid has evaporated, about 3 minutes. Remove from heat and serve."
61,"Boil spaghetti until al dente. Prepare a large non-stick skillet on med-high heat with olive oil. Chop onion into large chunks and cook until browned in the skillet. Add garlic, salt, and red pepper flakes. Add tomatoes and spinach. Mix well until heated through. Serve over spaghetti or mix it all up."
62,"Preheat oven to 325 degrees f. Place chicken in a roasting dish. Combine mustard, honey and curry powder. Spread over chicken pieces. Bake uncovered for 45 minutes. Baste while baking and be careful that sauce does not burn."
63,"Preheat oven to 350f. Spray cookie sheet with cooking spray. In a large bowl combine flour, sugar, cocoa, baking soda and salt. Stir in corn syrup and egg whites until throughly blended. Drop dough by rounded teaspoonfuls, about 1 inch apart onto prepared sheets. Bake 7 to 9 minutes, or until set. Remove cookies to wire rack to cool completely."
64,"Place the rum, apricot brandy, triple sec, ice cubes, orange juice, pineapple juice, grenadine in a blender and process for 1 minute or until blended. Cover and freeze for 3 hours or until almost firm. Transfer to a blender and process again for 30-40 seconds or until slushy. Transfer to a blender and process"
65,"In a large skillet combine carrots, water, and 1 tablespoon of the butter. Cover and cook for 6 to 8 minutes or until carrots are nearly tender. Drain. Return to skillet. In a large skillet combine carrots, water, and 1 tablespoon of the butter. In a large skillet combine carrots,"
66,"Heat oven to 450 degrees. Lay a 12-inch square piece of foil on the counter and put the garlic on it. Sprinkle the thyme and rosemary over the garlic. Pour the oil over the garlic and herbs. Draw up the edges of the foil and make a sealed packet. Bake 20 minutes. While the garlic is baking, cook pasta according to package directions. Two minutes before pasta is done add the zucchini to the cooking pasta, cook 2 minutes. Drain zucchini and pasta. Open the foil and mash the garlic lightly with a spoon. Toss mashed garlic with the pasta and zucchini. Season with salt and pepper and serve."
67,"Cook sausage, ground beef and onion in large pan until brown, adding worcestershire, oregano and garlic powder. Reduce heat and blend in cheese. Mix thoroughly. Spread on slices of rye bread. Place on a baking sheet with wax paper between layers and freeze. When frozen, put in a ziploc bag and store in freezer until ready to use. Bake at 325 for 15 - 20 minutes."
68,"Preheat oven to 425 degrees f. Combine breadcrumbs, basil, parmesan cheese, salt, egg, eggplants, olive oil, buns, pasta sauce, part-skim mozzarella cheese. Place eggplant on parchment paper-lined baking sheet, drizzle with olive oil and bake for 15 minutes. Transfer baked eggplant to clean plate and discard parchment paper. Set toasted buns halves, cut side down, on baking sheet. Divide eggplant slices evenly among bun halves, spoon on sauce and top with cheese. Place under broiler for 2 minutes until cheese is bubbling."
69,"Preheat oven to 350 degrees. Spray a loaf pan with cooking spray. In a bowl gently mix all your ingredients until well combined. Transfer meat mixture in loaf pan and gently press down. Bake until internal temperature reaches 180 degrees, about 1 hour and 15 minutes. As an option you can brush the top of the meatloaf with a little extra wing sauce when you pull it out of the oven to give it a better appearance."
70,"Preheat oven to 350 degrees. In a large skillet over medium high heat, saute the beef and onion for 5 to 10 minutes, or until meat is browned and onion is tender. Drain fat. Add the celery, chili, tomatoes, taco sauce and corn. Heat thoroughly, reduce heat to low and allow to simmer. Meanwhile, prepare the noodles according to package directions. When cooked, place them in a 9x13 inch baking dish. Pour the meat mixture over the noodles, stirring well. Top with the cheese. Bake at 350 degrees f for 25 minutes, or until cheese is completely melted and bubbly."
71,"Preheat oven to 350 degrees. Preheat oven to 400 f. Combine the oil, garlic, sugar, cumin, salt, cinnamon, and carrots in a shallow baking pan. Roast 20 minutes or until fork-tender. Remove from oven and add the raisins, lemon juice, and parsley. Toss well."
72,"Preheat oven to 350f. In a large mixing bowl, cream butter and sugar. Add eggs and vanilla, mix well. Gradually beat in the flour mixture then add chocolate chips. Drop by rounded tablespoonfuls onto greased baking sheets. Bake 10-12 minutes. Let cookies rest on baking sheets for 2 minutes before removing with a spatula to wire racks to cool completely."
73,"In a large pot of salted boiling water, cook angel hair pasta until it is al dente, about 8 to 10 minutes. Drain, and set aside. In a large skillet, heat oil over medium-high heat. Saute the onions and garlic. Stir in the tomatoes, chicken, basil, salt and hot pepper sauce. Reduce heat to medium, and cover skillet. Simmer for about 5 minutes, stirring frequently, until mixture is hot and tomatoes are soft. Toss sauce with hot cooked angel hair pasta to coat. Serve with parmesan cheese."
74,"Heat oil in a large skillet over medium heat. Add mushrooms, onion, garlic and saute 5-7 minutes or until tender. Stir in chicken broth and cream cheese and cook, stirring constantly, 2-3 minutes or until mixture is hot. Stir in fish fillets, lemon juice and red pepper. Reduce heat to low and cook 2 minutes or until mixture is hot. Add fish fillets, lemon juice and red pepper. Reduce heat"
75,"In a large skillet, melt butter over medium-low heat. Add carrots, onions, and ginger, cover and cook, stirring, for about 7 to 10 minutes, until just tender. Stir in the orange juice, jelly, and salt. Cook, uncovered, for about 4 minutes, stirring frequently, until vegetables are tender and nicely glazed with the jelly and orange juice mixture. Sprinkle with fresh chopped parsley just before serving."
76,"Heat oil in skillet on med, add potatoes. Cook until soft. Add peas. Cook until peas are heated through. Stir in celery leaves, salt and pepper."
77,"Preheat oven to 325 degrees. Brush the 1 tbsp melted butter into a square baking dish. Beat the eggs, sour cream, milk and mustard together until well blended. Stir in the scallions, swiss cheese, salt and paprika. Pour into the buttered baking dish. Bake at 325 for about 30-35 minutes or until eggs are set but still moist."
