,result
11,"In a large skillet, melt butter over medium heat. Add eggs, milk, cheddar cheese, green onions, salt, pepper, jalapeno. Stir until eggs are just set, about 2 minutes longer. Add green onions and thyme and stir 1 minute. Transfer mixture to bowl. Add 2 tablespoons butter to same skillet. Melt over medium heat. Add eggs and cheese. Stir until eggs"
12,"In a large saucepan, combine the strawberries, ginger ale, milk, sugar, lemon juice, vanilla extract, sour cream. Bring to a boil. Add the strawberries, ginger ale, milk, sugar, lemon juice, vanilla extract, sour cream. Simmer for 20 minutes or until all vegetables are tender. Puree the soup, in batches if necessary, then return to the pan. Season and if necessary, add a bit of water to adjust the consistency. Serve with crusty bread."
13,"Preheat oven to 350 degrees f. In a large bowl combine amaretto, soy sauce, lime juice, sesame oil, hoisin, pepper, ginger and salt, whisk well to combine. Add salmon fillets and cover with plactic wrap to marinate in refrigerator for 1 hour. Lightly coat a shallow roasting pan with vegetable oil spray. Place the salmon in the pan, skin side down, and bake for 10 minutes. In a small saucepan pour the remaining marinade and bring to a boil. Let this reduce for 10 minutes. Place fillets on a serving platter or large plate and pour reduced marinade over the top. Serve immediately."
14,"In a large glass bowl, whisk together oil, red pepper, garlic, cilantro leaves, balsamic vinegar, garlic clove, dry mustard, ground coriander, ground cinnamon, olive oil, whole almond, chicken breastspreparation:In a large glass bowl, whisk together oil, red pepper, garlic, cilantro leaves, balsamic vinegar, garlic clove, dry mustard, ground coriander, ground cinnamon, olive oil, whole almond, chicken breastspreparation:In a large glass bowl, whisk together oil, red pepper, garlic, cilantro leaves, balsamic vinegar, garlic clove, dry mustard, ground coriander, ground cinnamon, olive oil, whole almond, chicken breastspreparation:In a large glass bowl, whisk together oil, red pepper, garlic, cilantro leaves, balsamic vinegar, garlic clove, dry mustard, ground coriander, ground cinnamon, olive oil, whole almond, chicken breastspreparation:In a large glass bowl, whisk together oil, red pepper, garlic, cilantro leaves, balsamic vinegar, garlic clove, dry mustard, ground coriander, ground cinnamon, olive oil, whole almond, chicken breastspreparation:In a large glass bowl, whisk together oil, red pepper, garlic, cilantro leaves, balsamic vinegar, garlic clove, dry mustard, ground coriander, ground cinnamon, olive oil, whole almond, chicken breastspreparation:In a large glass bowl, whisk together oil, red pepper, garlic, cilantro leaves, balsamic vinegar, garlic clove, dry mustard, ground coriander, ground cinnamon, olive oil, whole almond, chicken breastspreparation:In a large glass bowl, whisk together oil, red pepper, garlic, cilantro leaves, balsamic vinegar"
15,"Heat grill to medium-high heat. Mix mayo and basil. Refrigerate until ready to use. Combine meat and garlic. Shape into 8 thin patties. Top 4 patties with cheese. Cover with remaining patties. Pinch edges together to seal. Grill 7 to 9 minute on each side or until burgers are done. Spread buns with mayo mixture. Fill with lettuce, tomatoes, burgers and peppers."
16,"Place pork on a broiler pan coated with cooking spray. Insert a meat thermometer in the thickest part. Bake at 425 degrees for about 25-35 minutes, or until the thermometer registers 160 degrees. Let stand 5 minutes before slicing. Serve with mango chutney."
17,"Preheat oven to 350 degrees f. Grease two 9x5 inch loaf pans. Sift together the flour, baking soda, baking powder, salt, and pumpkin pie spice. Set aside. In a large bowl, beat together sugar, oil, eggs, and pumpkin. Stir in flour mixture alternately with water. Divide batter evenly between the prepared pans. Bake in the preheated oven for 60 to 70 minutes, or until a toothpick inserted into the center comes out clean. For best flavor, store wrapped in plastic wrap at room temperature for a full day before serving."
18,"Combine the butter, brown sugar, vanilla, flour, graham cracker crumbs, mini marshmallows, mini marshmallows, mini marshmallows, mini marshmallows, mini marshmallows, mini marshmallows, mini marshmallows, mini marshmallows, mini marshmallows, mini marshmallows, mini marshmallows, mini marshmallows, mini marshmallows, mini marshmallows, mini marshmallows, mini marshmallows, mini marshmallows, mini marshmallows, mini marshmallows, mini marshmallows, mini marshmallows, mini marshmallows, mini marshmallows, mini marshmallows, mini marshmallows, mini marshmallows, mini marshmallows, mini marshmallows, mini marshmallows, mini marshmallows, mini marshmallows, mini marshmallows, mini marshmallows, mini marshmallows, mini marshmallows, mini marshmallows, mini marshmallows, mini marshmallows, mini marshmallows, mini marshmallows, mini marshmallows, mini marshmallows, mini marshmallows, mini marshmallows, mini marshmallows, mini marshmallows, mini marshmallows, mini marshmallows, mini marshmallows, mini marshmallows, mini marshmallows, mini marshmallows, mini marshmallows, mini marshmallows, mini marshmallows, mini marshmallows, mini marshmallows, mini marshmallows, mini marshmallows, mini marshmallows, mini marshmallows, mini marshmallows, mini marshmallows, mini marshmallows, mini marshmallows, mini marshmallows, mini marshmallows, mini marshmallows, mini marshmallows, mini marshmallows, mini marshmallows, mini marshmallows, mini marshmallows, mini marshmallows, mini marshmallows, mini marshmallows, mini marshmallows, mini marshmallows, mini marshmallows, mini marshmallows, mini marshmallows, mini marshmallows, mini marshmallows, mini marshmallows, mini marshmallows, mini marshmallows, mini marshmallows, mini marshmallows"
19,Mix wet ingredients. Mix dry ingredients. Combine until well incorporated. Use a cookie scoop to form dough into balls. Arrange on cookie sheet. Bake at 350 degrees for 9 minutes.
20,"In a large saucepan, stir together the oranges, cashews, and vanilla. Add water. Bring to a boil, stirring constantly. Allow to boil for two minutes, still stirring. Add milk and orange peel and heat to serving temperature. Add peppermint oil and green food coloring if using. Pour into a small saucepan. Bring to a boil and stir to dissolve the sugar. Stir in the peppermint oil and green food coloring if using. Stir in the peppermint oil and green"
21,"Preheat oven to 350 degrees fahrenheit. Grease and flour a 9 x 9-inch pan. In a bowl, beat together the butter and sugar. Add eggs and vanilla. Mix well. Combine the cocoa, salt, and flour together. Stir into the sugar mixture. Stir into the walnuts. Spread evenly into prepared pan. Bake for 25 to 30 minutes or until firm."
22,"Mix all the ingredients together with a spoon. Bake in a greased 9 x13 inch pan for 35 to 40 minutes at 350 degrees fahrenheit. While the cake bakes make the topping. Bring margarine, sugar and evaporated milk to a boil. Stirring occasionally. Boil for 5 minutes. Remove from heat. Stir in coconut and nuts. Pour this mixture over the cake as soon as it comes from the oven."
23,"Mix all these ingredients together with a whisk and dump them into a ziploc to save. Should be good in the pantry for 6 months. When making the brownies, preheat oven to 350f. Add eggs, oil and vanilla and mix with a fork til just blended. Do not overmix. Pour into a silicone or buttered 9x9 pan. Bake for 20-25 minutes."
24,"Place broccoli in a large, deep skillet. Cook over medium high heat until evenly brown. Crumble and set aside. In a medium sized salad bowl, layer in order the broccoli, cauliflower, cheese and bacon. Prepare the dressing by whisking together the mayonnaise, sugar and vinegar. Drizzle dressing over top and serve."
25,"To make simple syrup, combine 2 cups of sugar and 2 cups of water over medium-high heat in a saucepan until the sugar is dissolved. Remove from heat and let cool completely before using. To store, refrigerate up to 2 months. In a glass, combine lemon juice, ice, bacardi limon, lemon concentrate, lime, lemon concentrate, lemon juice, salt, ice water, lemon flavor instant pudding and pie filling, lemon frosting, lemon frosting, lemon frosting, lemon frosting, lemon frosting, lemon frosting, lemon frosting, lemon frosting, lemon frosting, lemon frosting, lemon frosting, lemon frosting, lemon frosting, lemon frosting, lemon frosting, lemon frosting, lemon frosting, lemon frosting, lemon frosting, lemon frosting, lemon frosting, lemon frosting, lemon frosting, lemon frosting, lemon frosting, lemon frosting, lemon frosting, lemon frosting, lemon frosting, lemon frosting, lemon frosting, lemon frosting, lemon frosting, lemon frosting, lemon frosting, lemon frosting, lemon frosting, lemon frosting, lemon frosting, lemon frosting, lemon frosting, lemon frosting, lemon frosting, lemon frosting, lemon frosting, lemon frosting, lemon frosting, lemon frosting, lemon frosting, lemon frosting, lemon frosting, lemon frosting, lemon frosting, lemon frosting, lemon frosting, lemon frosting, lemon frosting, lemon frosting, lemon frosting, lemon frosting, lemon frosting, lemon frosting, lemon frosting, lemon frosting, lemon frosting, lemon frosting, lemon frosting, lemon frosting, lemon frosting, lemon frosting, lemon frosting, lemon frosting, lemon frosting, lemon frosting,"
26,"In sieve, drain berries and pineapple over a bowl. Press the fruit with spoon until you have 2 cups juice. In med bowl, dissolve the gelatin in the boiling water. Stir in the 2 cups of juice, the fruit, and the sour cream until blended well. Pour into serving bowl and chill until firm."
27,"In a small stainless steel saucepan, stir the sugar and water with a wooden spoon. Heat on medium until the sugar has dissolved, then boil the mixture for about 1 minute. Remove from the heat and allow to cool. Chop the chilli very finely, then thoroughly bruise in a small mortar and pestle. Place the mango flesh, sugar mixture and chilli in a blender. Use the lemon juice to rinse the last little bit of chilli juice from the mortar and pestle and add that to the blender too. Blend the mango mixture into the egg white until well mixed. Freeze the sorbet in an icecream maker. Remove from the icecream maker when thick and store in an airtight container in the freezer for up to 3 days. The sorbet may need to stand at room temperature for a few minutes before serving, but this time will be minimised if the sorbet is made less than a day before it will be served."
28,"Preheat oven to 325 degrees f. In large bowl, combine cereal, pretzels, almonds, raisins, flaked coconut, nuts, sweetened condensed milk, butter, hershey chocolate kisses, candy covered plain chocolate candies, sweetened flaked coconut, pecanspreparation:Heat oven to 375. Stir together cracker crumbs, flour and baking powder. Set aside. Beat sweetened condensed milk and butter until smooth. Add in dry mixture, mixing well. Stir in chocolates, candy, coconut and pecans. Drop by rounded tbsp onto ungreased cookie sheet. Bake 8-10 minutes or until lightly browned. Cool 1 minute. Remove from cookie sheet to wire racks. Cool completely."
29,"Preheat oven to 450 degrees. Grease a 12 cup muffin pan or you can use a mini muffin pan. Combine cornmeal, flour, baking powder and salt in a large bowl. In a separate bowl, combine egg whites, onion, milk, parsley, oil and pepper. Add to dry ingredients stirring just until moistened. Spoon into prepared muffin tins. Bake for 10-12 minutes or until lightly browned. Remove and cool on a rack for 5 minutes. Serve immediatlely."
30,Heat oven to 350 degrees F. Place bread slices on a baking sheet and bake for 20 minutes or until cheese is melted. Remove from oven and set aside.
31,"Combine all marinade ingredients together in a glass bowl. Place the lamb in a extra large heavy-duty plastic bag or glass bowl. Pour the marinade over the lamb, and turn to coat well on all sides. Cover tightly with plastic wrap. Place in the fridge for a minimum of 24 hours. When ready to grill, remove from fridge and save marinade for basting if desired. Turn the grill to high heat. Sear both sides for about 5 minutes on each side. Reduce grill temperature to medium heat and finish cooking the lamb. You may baste the lamb with the leftover marinade if desired."
32,"Preheat a large skillet or wok over high heat. Add vegetable oil or spray to coat pan. Add zucchini, summer squash, and red pepper. Cook, stirring constantly, for 3 to 4 minutes or until vegetables are crisp-tender. Add italian seasoning and garlic powder. Cook 1 minute more- serve hot."
33,"Preheat oven to 180degf. Combine first 5 ingredients in a large bowl, plus cayenne pepper, if using, and stir until well combined. Add mustard, worcestershire sauce, salt and pepper. Stir in eggs and chives. Mix well. Serve with peppers or crackers. Refrigerate for at least one hour."
34,"Heat oil in 8 inch skillet. Add greens. Cover and cook, stirring occasionally for 4 minutes. Remove from heat. Stir in honey, vinegar, and salt."
35,"Heat oven to 350f. Grease a 13x9-inch baking pan. Place bread in the bottom and sprinkle with sausage and cheese. Beat eggs, milk, salt and pepper with a whisk. Pour over the bread mixture. Bake 40-45 minutes or until eggs are set in the center and lightly browned."
36,"Sprinkle the fish fillets without skin with thyme, salt and pepper. In a skillet, melt butter at medium-high heat. Add salmon fillets, skin side up, and cook for about 4 minutes or until the bottom of fillets is lightly golden. Flip the salmon fillets and sprinkle with green onions and lime zest. Keep on cooking for 3 to 6 minutes or until the fish flakes easily with a fork. Serve with quarters of lime."
37,Preheat oven to 375 degrees. Cream shortening and sugars. Add eggs and vanilla. Beat well. Sift flour and baking soda and stir into creamed mixture. Add crushed potato chips and white chocolate chips. Stir to integrate fully. Drop by heaping spoonfuls onto greased cookie shhet. Bake for 10 to 12 minutes.
38,"Preheat oven to 325f. Combine cream cheese, sugar and eggs in a small bowl. Beat until fluffy. Place crust on baking sheet. Pour mixture into crust. Bake 25 to 30 minutes. Remove from oven. Cool."
39,"Saute orzo in butter in a medium saucepan, until lightly brown. Add rice, stir to coat with the butter. Add stock. Bring to boil. Reduce heat to simmer, cover and cook for 25 minutes. Serve on a platter with grated kefalotiri cheese if desired."
40,"Cook noodles according to package directions. Drain. In a large skillet, melt butter and saute cole slaw mix, onion and garlic until tender. Mix in salt and pepper. Gently stir in cooked and drained noodles. Toss together."
41,"Preheat oven to 400 degrees place sweet potatoes in a baking dish and cook until tender. In a saucepan, heat oil and pepper over medium high heat until browned on all sides. Discard pepper, add garlic and ginger and cook until barely tender. Stir in salt and balsamic vinegar to taste and simmer over low heat until ready to serve. When tender, split each potato, drizzle with ginger sauce and serve hot."
42,"Heat oil in a saute pan over medium heat. Add garlic and stir for around 5 minutes until golden, but not burned or bitter. Remove pan from heat, let cool. Place tomatoes and basil in serving bowl, pour cooled oil and garlic over. Toss well."
43,"Heat oil on medium high heat in large skillet or frying pan. Preheat oven to 300 degrees. Combine dry ingredients. Moisten chicken pieces with water. Dredge chicken in flour and crumb mixture. Quickly fry chicken on all sides until browned and crisp. Place in covered baking dish and bake additional 20-30 minutes to re-crisp chicken, serve."
44,"Preheat oven to 400 degrees f. Arrange the pears cut side up in an 8-inch square glass baking dish. Whisk the apple juice and sugar in a small heavy saucepan over medium-high heat until the sugar dissolves. Whisk in the butter. Pour the sauce over the pears. Bake until the pears are crisp-tender and beginning to brown, basting occasionally with the juices, about 35 minutes. Spoon the pears onto plates. Top with ice cream. Drizzle with any juices and serve. The pears can also be served frozen. To do so, cool the pears, then place them in the freezer until frozen solid, about 8 hours."
45,"Heat olive oil in a large skillet over medium low heat. Add garlic and mushrooms and saute, stirring occasionally, until mushroom liquid evaporates, about 6 minutes. Add carrots, sugar, parsnips, butter, salt and pepper, cover and cook over low heat 15 minutes. Uncover, remove garlic. Discard. Increase heat to medium-high. Cook, stirring often, until carrots and mushrooms are very lightly browned, 2-5 minutes."
46,"Preheat oven to 425. Start frying bacon or sausage. Combine first 5 ingredients, then cut in butter. Make a well in the center and pour in milk. Stir until well combined and moist. Turn dough out onto floured surface and knead until dough holds together well and is pliable. Press into bottom of a greased 9 x 13 pan. Beat the eggs with a splash of milk and pour over biscuit crust. Sprinkle crumbled bacon or sausage over the egg mixture and top with cheese. Bake for 16 - 20 minutes, or until egg is cooked through."
47,"Preheat oven to 350 degrees. Mix all ingredients together and pour into a casserole dish. Bake, covered, for 30 minutes. Uncover and bake for 15 minutes more or until heated through. I like this as is, but you could serve it over rice."
48,"Place the first 7 ingredients in a mixer, mixing till blended. Stir in the remaing ingredients. Spoon on to a parchment lined cookie sheet pan. Bake in a preheated 350 degree oven for 15-20 minutes. Remove and let set for 5 minutes. Remove and let set for 5"
49,"In small dish, mix the chili powder, cumin, garlic salt, and the cayenne pepper. Rub the mixture on each chicken breast half. In frypan, place the oil and heat to medium temperature. Cook the chicken in pan, turning. Cook the chicken until juices are clear when pierced with a fork. Remove the chicken and keep warm. Combine the juices and jelly in the frying pan. Bring to a boil and cook for 2 min or so."
50,"In a 4-quart dutch oven cook potatoes in enough boiling water to cover for 20 to 25 minues or until just tender. Drain. Cool slightly. Peel and coarsely shred or finely chop potatoes. Preheat oven to 350 degrees. In large bowl stir together sour cream, soup, cheese, melted butter, onion, salt and pepper. Gently stir in potatoes. Transfer to greased 3-quart rectangular baking dish. Sprinkle with cornflakes. Bake, covered, for 40 minutes. Uncover, bake about 15 minutes more until golden."
51,"Place fakes salata lentil salad in a large bowl, cover, and cook until tender, about 15 to 18 minutes. Drain and run under cold water to cool. Cut into quarters. Meanwhile, cook fakes salata lentil salad in skillet untel crisp. Crumble when cooled. Whisk oil, vinegar, mustard, remaining salt, and pepper in a large bowl. Toss with the fakes salata lentil salad and serve immediately."
52,"In a large saucepan, melt the butter and peanut butter. Remove from the heat. Add sugar and flour. Stir in the eggs and vanilla. Spread into a greased 13-in. X 9-in x 2-in baking pan. Bake at 350 for 28-32 minutes or until lightly browned and edges start to pull away from sides of pan."
53,"Heat oil with cornstarch in saucepan over medium heat. Cook for 1 minute. Add in chili powder and cook for another minute. Gradually stir in the broth, mixing well with a whisk to make sure you get out the lumps. Stir in the remaining ingredients. Simmer until thickened on low."
54,"In a 12 inch skillet, heat oil over medium-high heat. Brown sausage on all sides and remove. Cut sausage into 1-inch slices and set aside. Add peppers and onion to sausage drippings and saute, stirring frequently, approximately 2 minutes until tender. Blend onion soup mix with water, add to pan and add diced potatoes. Bring to a boil over high heat. Reduce heat to low and simmer, covered, 10 minutes. Return sausage to skillet and simmer, covered, an additional 10 minutes or until sausage is done and potatoes are fork tender."
55,"Preheat oven to 350 degrees f. Saute veggies in oil about 3 minutes. Mix eggs, cheese, cream, butter, salt and pepper. Pour over vegetables. Cook, stirring gently, until eggs are set on bottom, about 3 minutes. Sprinkle with cheese. Bake 5 to 7 minutes or until cheese is melted and eggs are set. Cover with salsa and serve."
56,Preheat oven to 375 degrees. Cream shortening and sugars. Add eggs and vanilla. Beat well. Sift flour and baking soda and stir into creamed mixture. Add crushed potato chips and white chocolate chips. Stir to integrate fully. Drop by heaping spoonfuls onto greased cookie shhet. Bake for 10 to 12 minutes.
57,"Cook pasta according to package directions. In a large skillet, heat oil in lg skillet or dutch oven. Add garlic. Cook and stir 1 minute. Add tomatoes, beans, italian seasoning and sugar. Bring to a boil. Reduce heat and simmer 10 minutes. Add spinach. Cook 3 minutes. Put drained pasta on serving plates. Top with tomato mixture. Sprinkle with feta and olives."
58,"Preheat oven to 350 degrees f. In a large pot cook macaroni according to package directions. Drain. Return to pot. Add milk, melted butter, pepper, and salt. Stir in cheeses. Transfer to a greased 2-quart casserole dish. Bake, uncovered, for 15 minutes. Carefully stir mixture. Sprinkle with crushed crackers. Bake 5 minutes more or until crackers are browned and mixture is just heated through. Let stand 10 minutes before serving."
59,"In large saucepan, cook ground beef and onion on med high heat until done. Drain. Add all remaining ingredients. Mix well. Bring to a boil. Reduce heat, cover and simmer for 20 minutes. Stir occasionally."
60,"Place the kidney beans, jalapeno, garlic, salt, pepper, and cumin into a slow cooker. Pour in the water and stir to combine. Cook on high for 8 hours, adding more water as needed. Once the beans have cooked, strain them, and reserve the liquid. Mash the beans with a potato masher, adding the reserved water as needed to attain desired consistency."
61,"Heat a large saut pan over medium heat with olive oil. Saut green peppers. Add tomatoes and herbs once pepper softens. Heat until warm. Combine pasta and tomato mixture. Sprinkle cheese on top and fold edges of pasta toward the center. Transfer to plate, stir, and serve."
62,Preheat the oven to 400f. Peel parsnips and halve lengthways. Place in a roasting dish with the olive oil and stir well to coat. Season and roast for 40-45 mins or until the parsnips are soft and golden. Mix honey with wholegrain mustard and pour over parsnips for the last 5 mins of cooking time.
63,"Preheat oven to 350f mix together the sugar, cocoa, butter and milk in a saucepan. Bring to a boil. Add vanilla. Remove from heat and stir in coconut and oats. Drop by spoonfuls onto wax paper. Chill."
64,"Mix the bacardy with apricot brandy, in a shaker. Add to a glass filled with crushed ice. Add splashes of grenadine. Fill glass up carefully with the orange and pineapple juice. Garnish with cherry and pineapple."
65,"In a medium skillet, melt butter over medium-low heat. Add carrots, onions, and ginger, cover and cook, stirring, for about 7 to 10 minutes, until just tender. Stir in the orange juice, jelly, and salt. Cook, uncovered, for about 4 minutes, stirring frequently, until vegetables are tender and nicely glazed with the jelly and orange juice mixture. Sprinkle with fresh chopped parsley just before serving."
66,"Cook pasta according to package instructions. While the pasta is cooking, heat a large saut pan over medium heat with olive oil. Saut green peppers. Add tomatoes and herbs once pepper softens. Heat until warmed. Combine pasta and tomato mixture. Sprinkle cheese on top and fold edges of pasta toward the center. Heat until warm. Transfer to plate, stir, and serve."
67,"Cook sausage, ground beef and onion in large pan until brown, adding worcestershire, oregano and garlic powder. Reduce heat and blend in cheese. Mix thoroughly. Spread on slices of rye bread. Place on a baking sheet with wax paper between layers and freeze. When frozen, put in a ziploc bag and store in freezer until ready to use. Bake at 325 for 15 - 20 minutes."
68,"Preheat oven to 425 degrees f. Combine eggplant, onion, garlic, diced tomatoes, olive oil, buns, pasta sauce, part-skim mozzarella cheese, salt & freshly ground black pepper, breadcrumbspreparation:Preheat oven to 425 degrees f. Combine eggplant, onion, garlic, diced tomatoes, olive oil, buns, pasta sauce"
69,"Mix all ingredients together except for the lemon juice. Spread mixture in a medium-sized, ovenproof dish. Spread mixture on top. Bake, uncovered, at 375 degrees for about 30 minutes. Serve warm with crackers along side."
70,"Mix flour tortillas, refried beans, lean ground beef, taco seasoning mix, water, cheddar cheese, taco sauce, onion, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream, sour cream,"
71,Preheat oven to 400 degrees. Combine first seven ingredients in a medium mixing bowl. Beat for two minutes. Pour into unbaked pie crust. Bake for 15 minutes. Lower heat to 350 degrees and bake 45 minutes longer or until the filling is set.
72,Preheat oven to 350f. Spray a 9 x 13 baking sheet with nonstick spray. Bake in a 350 degree oven for 15 minutes. Remove and let set for 5 minutes. Remove and let set for
73,Heat oil in a large pan. Saute onions and garlic till translucent. Add remaining ingredients except for butter just to heat through. Stir in pasta. Place into a large pasta bowl. Top with butter while hot. Garnish with pepper flakes to taste.
74,"Place fish on a broiler rack that has been coated with a non-stick cooking spray. Brush tops of fish with 3 tablespoons of the butter or margarine. Dust with flour. Sprinkle with paprika. Broil 5-6 inches from the heat for 5 minutes or until fish just begins to brown. Combine lemon juice, parsley, worcestershire sauce and remaining butter. Pour over the fish. Broil 5 minutes longer or until fish flakes easily with a fork."
75,"In a large skillet, melt butter over medium-low heat. Add carrots, onions, and ginger, cover and cook, stirring, for about 7 to 10 minutes, until carrots are tender. Stir in the orange juice, jelly, and salt. Cook, uncovered, for about 4 minutes, stirring frequently, until carrots are tender and nicely glazed with the lemon juice mixture. Sprinkle with fresh chopped parsley just before serving."
76,"Place potatoes on skewers, brush with reserved mixture, grill 4 minutes longer uncovered to crisp outside, covered if soft outside is preferred. Place potatoes on skewers, brush with reserved mixture, grill 4 minutes longer uncovered to crisp outside, covered if soft outside is preferred. Place potatoes on skewers, brush with reserved mixture, grill 4 minutes longer uncovered to crisp outside,"
77,"Heat oil in a large nonstick frying pan over medium heat. Add chorizo and saute for about 2 minutes, just until a little browned. Remove sausage and place on a paper towel. Meanwhile, whisk together eggs, milk and baking powder. When sausage is removed from pan, add egg mixture. Sprinkle with sausage and spinach. Top with grated cheese. Cover pan with lid and turn heat down to medium-low. Check after about 3 minutes and see if omelette has set - the middle should not jiggle. Add salt and pepper to taste."
78,"Preheat oven to 350 degrees. Grease a large cookie sheet. Beat butter and sugar in a large bowl with mixer at high speed, until light and fluffy. Add egg and vanilla. Beat until well blended. Combine flour, cocoa, cream of tartar, baking soda and salt in a medium bowl. Add to butter mixture. Mix until uniform. Mix in chopped cherries. Drop dough by tablespoonfuls onto prepared cookie sheet. Bake about 10-12 minutes or until set."
79,"In a large heavy saucepan combine all the ingredients and bring to a simmer over medium-high heat. Stir often to prevent sticking. When mixture is simmering, reduce heat to low. Cook mixture until fruit is tender and the relish has thickened, approximately 40-50 minutes, stirring occasionally. Let cool, serve."
80,"Preheat oven to high. Cut potatoes and spread out on a cookie sheet. Coat potatoes with extra-virgin olive oil, dried herbs and steak seasoning or, salt and pepper. Spread potatoes to the corners of the cookie sheet. Cook potatoes in very hot oven 25 minutes. Turn potatoes once, half way in the cooking process. Serve fries hot from the oven."
81,"In a large pot of boiling water, cook the asparagus until just crisp tender, about 3 minutes. Arrange on a broilerproof platter. Preheat broiler. Beat butter in a medium bowl until fluffy. Beat in cheese, basil, garlic and lemon juice. Season. Drop butter mixture by teaspoonfuls over asparagus. Broil until topping browns, about 3 minutes. Be careful not to burn. Serve hot."
82,"Preheat oven 325f. Melt chocolate chips and butter on low heat. Stir then add eagle brand milk,. Flour, nuts and vanilla. Cool. Spoon by teaspoon onto greased pan. Bake at 325f for 10-12 minutes."
