,result
14,"Heat olive oil, lemon peel, lemon juice, herbs, and s&p into a large ziplock bag. Add shrimp. Toss gently to coat. Cover, and refrigerate for one hour to marinate. Preheat an outdoor grill for medium-high heat. Remove skewers from the water, pat dry, and spray with nonstick cooking spray. Skewer the shrimp. Grill the shrimp on the grill on both sides until pink and opaque, about 5 minutes per side."
15,"Preheat oven to 400 degrees f. In a food processor, combine the butter, cheese and butter. Process until the mixture is smooth. Add the scallions and pulse until combined. Season with salt and pepper, to taste. Spread the butter mixture on the cut sides of the bread. Place on a baking sheet and bake for 10 to 12 minutes until golden. Remove from oven and serve immediately."
16,"Place pork tenderloin in a slow cooker with the contents of the soup packet. Pour water, wine, and soy sauce over the top, turning the pork to coat. Sprinkle with pepper, cover, and cook on low setting for 4 hours. Serve with cooking liquid on the side as au jus."
17,"Preheat oven to 350 degrees fahrenheit. Spread bottom crust in a 9 inch pie pan. Spread berry mixture in pie shell. Sprinkle cinnamon on top. Dot butter on top. Put top crust on and seal edges. Poke several vent holes in top crust. Bake at 350 degrees fahrenheit for 10 minutes. Turn oven down to 350 degrees fahrenheit, leaving pie in oven, and bake for 30 minutes longer."
18,"In a large, heavy bottomed skillet, place the sugar and water. Bring to a boil over medium-high heat. Add the almonds and cook, stirring constantly, until the sugar has dried on the almonds. About 2 minutes. Pour onto a large sheet pan and let cool."
19,"Preheat oven to 350 degrees. In a large mixing bowl, combine the first 4 ingredients. In a 2-quart saucepan, heat the honey, oil and vanilla until syrupy. Add to the dry ingredients and mix well. Spread on a jelly roll pan coated with cooking spray. Bake for 1 hour, stirring every 15 minutes. Store in an airtight container or plastic bag in the refrigerator. It will keep for several weeks."
20,"Heat oil in a large nonstick skillet over medium-high heat. Add asparagus and cook, stirring, until just tender, 3 to 5 minutes. Stir the asparagus. Toss to coat and serve."
21,"Preheat oven to 350 degrees fahrenheit. Grease 8x8x2-inch baking pan. In large bowl beat butter and sugar until fluffy. Beat in eggs, one at a time. Beat in chocolate, then flour. Stir in walnuts. Spread evenly into prepared pan. Bake for 25 to 30 minutes or until firm."
22,"Preheat oven to 350 degrees farenheit. Cream sugar and margarine. Add bananas and eggs. Sift cake flour, salt, and baking soda 3 times. Blend flour mixture into banana mixture, making sure not to overmix. Turn out immediately to cool on wire rack. Bake for 55 minutes, or until toothpick inserted in center of loaf comes out clean. Bake for 55 minutes, or until toothpick inserted in center of loaf"
23,"Preheat oven to 350f. In a large bowl, beat the margarine, white and brown sugars together until fluffy. Add eggs and vanilla, beat well. In another bowl, sift flour, baking powder, and salt. Add to the creamed mixture, stirring well. Fold in butter brickle bits, and chocolate chips. Spread in a greased 9x13-inch pan. Bake for 25-30 minutes. Can be frosted with chocolate frosting."
24,Heat oven to 350 degrees F. Add 1/2 cup of water to a large saucepan and bring to a boil. Reduce heat to low and simmer for 10 minutes. Remove from heat and let cool to room temperature. Remove from heat and let
25,"In a small saucepan, bring the water and sugar to a light boil. Cook and stir for 2 mins. Pour into a large container. Add pineapple juice, concentrates and extract. Cover and freeze. Remove from freezer 1-2 hours before serving. Just before serving, mash the mixture with a potato masher and stir in lemon-lime soda."
26,"Place all ingredients in a sauce pot. Cook on high heat until mixture starts to boil. Stirring occasionally until berries pop. Lower heat to medium and using the back of a large wooden spoon, squeeze the grapes against the side of pot or use a potato masher to pop grapes, leaving some whole. The pectin from the grapes and sugar will thicken the sauce as well as the heat the reducing the mixture."
27,"In a large mixing bowl, cream the butter until smooth. Add in the sugars. Beat on low for 2 minutes. Add in the milk, syrup, and vanilla. Beat 3-5 minutes until smooth and creamy. Use immediately or store, covered, at room temperature for up to 2 days. Reportedly, the icing tastes better if made the day before because the brown sugar gives the icing a slightly grainy texture that improves if allowed to set overnight."
28,"Preheat oven to 325f. In a large mixing bowl, cream your butter and sugars til fluffy and airy. Add eggs, one at a time, beating well after each addition. Stir in flour mixture until combined well drop by quarter cup measure on to an ungreased baking sheet. Bake 12 to 13 minutes or until lightly browned. Remove from baking sheet and then cool on wire rack."
29,"In a large skillet over medium heat, cook potatoes in oil for 15 minutes, turning occasionally. Sprinkle with salt and pepper. Stir in green pepper and onion. Cook 5 minutes longer, stirring occasionally"
30,Toast bread in toaster to desired level. Put butter on one slice and mayo on the other. Put cheese in between slices of bread. Wrap a moist papertowel around sandwich and put in microwave for 20 sec. Enjoy.
31,"Preheat oven to 200c. Sprinkle olive oil over the base of the baking dish. Lay cutlets in the dish, rubbing them with the oil. Cover cutlets with crushed garlic, mustard and rosemary, then season with the salt and pepper. Place in the oven and cook for 25-30 minutes, turning once, until the cutlets ar browned and crispy. If desired, serve on a bed of couscous with your favourite steamed vegetables."
32,Preheat oven to 350 degrees F. Line a baking sheet with parchment paper. Bake for 10-15 minutes or until golden brown. Remove from oven and let cool completely. Remove from oven and let
33,"Heat oil in a large skillet over medium-high heat. Lightly season mustard with salt and pepper, then, two to four at a time, depending on the size of your skillet, brown well on each side, removing to warm oven. Deglaze the skillet with the wine, scraping up brown bits, reduce heat to medium and stir in the mustard, then add the cherries. Season to taste with salt and pepper. When the sauce begins to bubble, add all the chicken thighs back into the skillet, spooning sauce over them to coat, cover and reduce heat to medium low. Cook over medium low about 5 minutes, then rearrange thighs so those on the bottom are now on the top, and spoon sauce over. Cover and cook an additional 5 minutes or more, until chops are cooked through, but still very slightly pink inside. Remove chops to serving platter or individual plates. Melt butter into remaining sauce in skillet, heat and spoon over pretzels."
34,"Preheat oven to 325f place pears in 2 large baking dishes. Spoon 1 teaspoon jam in center of each pears half. Top with goat cheese rounds, and lightly drizzle with oil. Bake pears 30 minutes, or until cheese begins to brown. Whisk together remaining 2 tbs. Fig jam, lemon juice, and mustard in bowl. Whisk in 1 tbs. Olive oil. Divide watercress among 8 serving plates. Sprinkle with onion and walnuts. Top each with pear half, and drizzle with dressing."
35,"Heat oven to 400f. Cook sausage in nonstick skillet over medium heat until browned, stirring frequently. Drain. Add pepper and cook 3 minute stir in pizza sauce. Spread sausage mixture on pizza crust. Sprinkle with french onions and cheese. Bake pizza on baking sheet. Bake 10 to 12 minute until cheese melts and crust is golden an crispy. Cut into wedges to serve."
36,"Preheat oven to 350 degrees. Place salmon in 8-inch baking dish and set aside. In a small cup or bowl mix together next 3 ingredients and pour over salmon. Bake for 20 - 25 minutes or until cooked through. Sprinkle with salt, parsley and green onion."
37,"Preheat oven to 375 degrees. In a large mixing bowl stir together flour, baking soda, and salt. Set aside. In a large mixing bowl with an electric mixer on medium speed cream butter and sugars until fluffy. Beat in eggs, one at a time, then vanilla. On low speed gradually add flour mixture and mix just until blended. Stir in chocolate chips and walnuts. Drop dough by rounded tablespoonfuls 2 inches apart on ungreased baking sheets. Bake for 9 to 12 minutes. Transfer cookies to cooling racks to cool."
38,"Combine graham cracker crumbs, butter, cinnamon, and nutmed, and press into 9-inch pie plate. Chill in fridge 2 hours before filling. For filling, using a mixer, blend cup of milk into cream cheese until very smooth and creamy. Gradually add remaining milk until blended. Add pudding mix and blend 1 minute do not overblend. Pour into graham cracker crumbs, butter, cinnamon, and nutmed, and press into 9-inch pie plate. Add pudding mix and blend"
39,"Preheat oven to 375 degrees. Place a skillet over high heat and add oil. Saute onion for 3 to 4 minutes. Add mushrooms and garlic and continue to saute until mushrooms have released their liquid and they are golden. Add chicken stock and bring to boil. Pour mushroom and stock mixture orzo and rosemary into a 8x8 baking dish. Season with salt and pepper and bake 35 minutes until liquid is absorbed and orzo is tender. Add chicken, stir-fry until browned, about 5 minutes. Stir in orzo, garlic and broth. Heat until boiling. Reduce heat, cover and simmer about 8 minutes or until liquid is absorbed. Bring to a boil. Cover and simmer about 8 minutes or until liquid is absorbed. Cover and simmer about 8"
40,"Combine the coleslaw mix and onion in a large bowl. Whisk together the mustard, white vinegar, and salt in a medium bowl. Blend thoroughly. Pour dressing mixture over coleslaw mix and toss to coat. Chill at least 2 hours before serving."
41,"Preheat oven to 400 degrees f. Arrange sweet potatoes in an even layer in a 9-by-13-inch glass baking dish. Combine maple syrup, butter, lemon juice, salt and pepper in a small bowl. Pour the mixture over the sweet potatoes. Toss to coat. Cover and bake the sweet potatoes for 15 minutes. Uncover, stir and cook, stirring every 15 minutes, until tender and starting to turn brown, 45 to 50 minutes more."
42,"Preheat oven to 400 degrees f. Put the first 7 ingredients into a food processor bowl. Pulse until bread is very coarsely chopped, 4-6 times. Grease an 8 inch square baking dish and arrange the cherry tomatoes in a single layer. Sprinkle with the bread crumb mixture. Bake until crust is browned and tomatoes are tender, about 20 minutes."
43,"Heat oil on medium high heat in large skillet or frying pan. Preheat oven to 425 degrees. Melt butter in a 13 x 9 x 2 inch baking dish. Combine flour, paprika, salt and pepper in a bag. Shake chicken pieces, one at a time, in bag to coat with flour mixture. Place chicken skin side down in baking pan. Bake, uncovered, 30 minutes. Turn chicken. Bake 30 minutes longer."
44,"Preheat oven to 375. Place apples in a 2-quart square baking dish. Stir in the granulated sugar. For topping, in a medium bowl combine the oats, brown sugar, flour, and nutmeg. Cut in butter until mixture resembles coarse crumbs. Stir in the nuts. Sprinkle topping over filling. Bake for 30 to 35 minutes or until fruit is tender and topping is golden. Cool slightly. Serve warm with ice cream if desired."
45,"In a large skillet combine carrots, water, and 1 tablespoon of the butter. Bring to boiling. Reduce heat to medium. Cover and cook for 6 to 8 minutes or until carrots are nearly tender. Drain. Return to skillet. In a large skillet combine carrots, water, and 1 tablespoon of the butter. In a large skillet combine carrots, water"
46,Preheat oven to 425 degrees. Spray muffin cups with non-stick vegetable spray. Roll out biscuits until each is big enough to fit into muffin tins with enough dough to cover. Mix together catsup and mustard with ground beef. Fill each biscuit cup with meat mixture. Sprinkle cheese over all. Fold dough over top. Bake for 10 to 12 minutes or until golden brown.
47,"Spray a large frying with cooking spray then cook the potatoes until no longer pink. Mix in the water, taco seasoning, & salsa, simmer for 5 minutes. Add in the cheese then stir until melted. Turn off the heat & stir in the sour cream. Spoon the potato onto the tortilla shells, top with the tomato & lettuce, if using."
48,"Preheat oven to 350f. Spray cookie sheet with cooking spray. In a large bowl combine flour, sugar, cocoa, baking soda and salt. Stir in corn syrup and egg whites until throughly blended. Drop dough by rounded teaspoonfuls, about 1 inch apart onto prepared sheets. Bake 7 to 9 minutes, or until set. Remove cookies to wire rack to cool completely."
49,"Heat oil in 3-quart saucepan over medium-high heat. Cook turkey, onion, chilies and garlic in oil, stirring occasionally, until turkey is no longer pink in center and onion is tender. Stir in remaining ingredients. Heat to boiling. Reduce heat. Cover and simmer 30 minutes, stirring occasionally."
50,"Heat oven to 350 degrees. Spray a 13x9 pan with pam. Put hash browns in pan and add salt and pepper to taste. Top with grated cheese and pour half and half over top. Drizzle with melted butter. Sprinkle with paprika, if desired. Bake for 1 to 1. 5 hours. I like to cover mine with foil and then uncover the last half an hour."
51,"Preheat oven to 350 degrees f. Place the black olives in a large bowl and bake until just crisp, about 10 minutes. Let cool. Pour the olive oil in a steady stream until combined. Transfer to a container and store in the refrigerator. To serve, put the black olives in a large bowl. Toss with enough of the vinaigrette to coat the spinach. Sprinkle with the crisp prosciutto crumbles, toss again, and serve."
52,"Preheat oven to 350 degrees. Stir ingredients in medium mixing bowl until blended. Spoon onto 2 un-greased cookie sheets. Bake for 8-10 minutes. Allow the cookies to cool on the pan, or wait 1-2 minutes before moving to cooling racks. Cookies should be soft & chewy."
53,"Heat oil with cornstarch in saucepan over medium-high heat. Cook for 1 minute. Add in chicken pieces and can of green chilies. Mix well and add cream cheese. Cook over low heat until cream cheese melts. Put mixture in a 13 x 9 baking pan, top with 1 cup of grated cheese pour the whipping cream over the top and then put the last cup of grated cheese over that. Bake at 350 for 35 minutes or so, checking to make sure the cheese gets bubbly, not burnt."
54,"Preheat oven to 375 degrees f. In medium bowl, combine eggs, butter or margarine, flour, garlic salt, parsley flakes, onion salt, refrigerated crescent dinner rolls, french-fried onionspreparation:Preheat oven to 375 degrees f. In medium bowl, combine eggs, butter or margarine, flour, garlic salt, parsley flakes, onion salt, refriger"
55,"Preheat oven to 325 degrees. Brush the 1 tbsp melted butter into a square baking dish. Beat the eggs, sour cream, milk and mustard together until well blended. Stir in the scallions, swiss cheese, salt and paprika. Pour into the buttered baking dish. Bake at 325 for about 30-35 minutes or until eggs are set but still moist."
56,"Preheat oven to 350f. In a large bowl, cream margarine and brown sugar together. Beat in eggs one at a time. Add vanilla. Sift dry ingredients together. Add to wet mixture. Stir in chocolate chips. Do not overmix. Drop onto a greased cookie sheet. Bake for 10 to 12 minutes."
57,Heat oven to 350 degrees F. Place pasta in a large saucepan over medium-high heat. Bring to a boil. Reduce heat to low and simmer for 10 minutes. Remove from heat. Remove from heat and stir in parsley. Serve over pasta topped with parmesan cheese.
58,"In a large pot of boiling, salted water cook the pasta to al dente and drain. Return to the pot and melt in the butter. Toss to coat. Whisk together the eggs, milk, hot sauce, salt, pepper, and mustard. Stir into the pasta and add the cheese. Over low heat continue to stir for 3 minutes or until creamy."
59,"Preheat oven to 400. Brown beef and onions. Combine softened cream cheese, soup, and milk. Combine browned beef and onions to mixture, add ketchup and salt. Mix well together and pour into 2 quart casserole dish. Place biscuits on top and bake until biscuits are done."
60,"In a high-sided nonstick pot or wok, combine the cooked rice, cooked shrimp, green onions, chili peppers and water. Cook over high heat, stirring often to mix well and prevent sticking, until all ingredients are thoroughly heated and most of the water is gone, about 8 minutes. Turn the heat to high and stir for 1 more minute as the pot gets hotter. Add the nuoc cham and stir rapidly to mix thoroughly. Continue to cook over high heat, stirring constantly, until most of the liquid has evaporated, about 3 minutes. Remove from heat and serve."
61,"Cook the pasta in a large pot of boiling, salted water according to package directions stirring occasionally, about 8 minutes. Meanwhile, whisk the olive oil, parmesan cheese and lemon juice in a large bowl. Drain the pasta, reserving 1 cup of the cooking liquid. Toss the pasta with the bacon and peas, and add the reserved cooking liquid and toss again. Season with the salt & pepper. Garnish with lemon zest and chopped basil."
62,"Preheat oven to 325 degrees f. Place chicken in baking dish. Combine mustard, honey and curry powder. Spread over chicken pieces. Bake uncovered for 45 minutes. Baste while baking and be careful that sauce does not burn."
63,"Preheat oven to 350 f. Spray cookie sheet with cooking spray. In a large bowl combine flour, sugar, cocoa, baking soda and salt. Stir in corn syrup and egg whites until throughly blended. Drop dough by rounded teaspoonfuls, about 1 inch apart onto prepared sheets. Bake 7 to 9 minutes, or until set. Remove cookies to wire rack to cool completely."
64,"Mix the rum, apricot brandy, triple sec, ice cubes, orange juice, pineapple juice, grenadine, maraschino cherry, orange liqueur, peachespreparation:Mix the rum, apricot brandy, triple sec, ice cubes, orange juice, pineapple juice, grenadine, maraschino cherry, orange liqueur, peachespreparation:Mix the rum, apricot brandy, triple sec, ice cubes, orange juice, pineapple juice, grenadine, maraschino cherry, orange liqueur, peachespreparation:Mix the rum, apricot brandy, triple sec, ice cubes, orange juice, pineapple juice, grenadine, maraschino cherry, orange liqueur, peachespreparation:Mix the rum, apricot brandy, triple sec, ice cubes, orange juice, pineapple juice, grenadine, maraschino cherry, orange liqueur, peachespreparation:Mix the rum, apricot brandy, triple sec, ice cubes, orange juice, pineapple juice, grenadine, maraschino cherry, orange liqueur, peachespreparation:Mix the rum, apricot brandy, triple sec, ice cubes, orange juice, pineapple juice, grenadine, maraschino cherry, orange liqueur, peachespreparation:Mix the rum, apricot brandy, triple sec, ice cubes, orange juice, pineapple juice, grenadine, maraschino cherry, orange liqueur, peachespreparation:Mix the rum, apricot brandy, triple sec, ice cubes, orange juice, pineapple juice, grenadine, maraschino cherry, orange liqueur, peachespreparation:Mix the rum, apricot brandy, triple sec, ice cubes, orange juice, pineapple juice, grenadine, maraschino cherry, orange liqueur, peachespreparation:Mix the rum, apricot brandy,"
65,"In a large skillet over medium-high heat, melt butter. Add to the skillet the cabbage, carrots, onion and brown sugar. Cook, stirring often, for about 10-12 minutes until the veggies are well-browned and softened. Remove from heat and stir in the soy sauce, vinegar and pepper. Serve hot."
66,"Cook pasta according to directions on package, drain and cool by running cool water over it. Let drain thoroughly. Combine pasta with peppers, carrots and parsley. Add vinaigrette and mix well. Add feta cheese, mix lightly, lifting the pasta and cheese mixture until the cheese is distributed throughout. Chill for an hour before serving."
67,"Preheat oven to 375f. In a large skillet over medium high heat, combine the ground beef and salt and pepper to taste. Saut for 10 minutes, or until well browned. Add tomato sauce, onion and worcestershire sauce. Reduce heat to low and simmer for 10 minutes. Prepare potatoes. Place beef mixture into a casserole dish. Layer the beans over the beef and smooth potatoes over the beans. Sprinkle the cheese over the potatoes and bake uncovered at 375f for 30 to 40 minutes."
68,"Heat olive oil in a large skillet over medium-high heat. Add onion and cook until translucent, about 5 minutes. Add garlic and cook until fragrant, about 5 minutes. Add parsley and cook until fragrant, about 5 minutes. Add salt and pepper and cook until fragrant, about 5 minutes. Add salt and pepper and cook until fragrant"
69,"Cook and drain meatballs, cheese and cheese mixture. Add cheese mixture to meatballs. Bake at 375 for 30-35 minutes or until heated through. Top with extra onions and cheese. Bake another 3-5 minutes."
70,"Preheat oven to 350 degrees. In a large skillet over medium high heat, saute the beef and onion for 5 to 10 minutes, or until meat is browned and onion is tender. Drain fat. Add the celery, chili, tomatoes, taco sauce and corn. Heat thoroughly, reduce heat to low and allow to simmer. Meanwhile, prepare the noodles according to package directions. When cooked, place them in a 9x13 inch baking dish. Pour the meat mixture over the noodles, stirring well. Top with the cheese. Bake at 350 degrees f for 25 minutes, or until cheese is completely melted and bubbly."
71,"Preheat oven to 350 degrees. Preheat oven to 400 f. Combine the oil, garlic, sugar, cumin, salt, cinnamon, and carrots in a shallow baking pan. Roast 20 minutes or until fork-tender. Remove from oven and add the raisins, lemon juice, and parsley. Toss well."
72,"Preheat oven to 350 degrees fahrenheit. In a large mixing bowl, cream butter and sugar. Add eggs and vanilla, mix well. Gradually beat in the flour mixture then add chocolate chips. Drop dough by rounded tablespoonfuls onto greased baking sheets. Bake 10-12 minutes. Let cookies rest on baking sheets for 2 minutes before removing with a spatula to wire racks to cool completely."
73,"In a large pot of salted boiling water, cook angel hair pasta until it is al dente, about 8 to 10 minutes. Drain, and set aside. In a large skillet, heat oil over medium-high heat. Saute the onions and garlic. Stir in the tomatoes, chicken, basil, salt and hot pepper sauce. Reduce heat to medium, and cover skillet. Simmer for about 5 minutes, stirring frequently, until mixture is hot and tomatoes are soft. Toss sauce with hot cooked angel hair pasta to coat. Serve with parmesan cheese."
74,"Place fish in a shallow baking pan. Combine french dressing, lemon juice and salt. Pour sauce over fish and let stand 30 minutes, turning once. Remove fish from sauce and place in a well-greased baking dish. Crush onions in plastic bag with a rolling pin. Add cheese to onions and mix thoroughly. Sprinkle onion mixture over fish. Bake in a 350 degree oven for 25 to 30 minutes or until fish flakes easily with a fork."
75,"In a large skillet combine carrots, water, and 1 tablespoon of the butter. Cover and cook for 6 to 8 minutes or until carrots"
76,"Heat oil in skillet on med, add peas, cook until soft. Add peas. Cook until peas are heated through. Stir in celery leaves, salt and pepper."
77,"Heat oven to 350 degrees. Spray muffin tin with non-stick cooking spray. Add one cracked egg to each tin and whisk the yolk. Add your toppings, saving the cheese for last. Bake 30 minutes or until eggs are completely cooked. Cool and serve."
78,"Preheat oven to 350 degrees fahrenheit or 175 degrees celsius. Mix the flour, baking powder, baking soda, butter, sugar, egg, vanilla extract, cornmeal, baking powder, salt, flour. Add to the creamed mixture. Drop dough by tablespoonfuls onto a greased cookie sheet. Bake in a preheated 350 degree oven about 15 minutes or until lightly brown."
79,Bring 1 cup water to a boil over high heat in 2-quart saucepan. Remove from heat. Add 1 cup water to a boil over high heat in 2-quart saucepan.
80,"Preheat oven to 180c. Cut potatoes into large wedges. Place on greased oven trays, bake for about 30 minutes or until golden brown, turning potatoes when necessary. Combine oil, garlic, herbs, mustard and juice in a bowl. Add potatoes and toss until potatoes are well coated with mixture. Return potatoes to oven trays and drizzle with melted butter. Cook under hot grill until golden brown, turning potatoes when necessary. Serve sprinkled with salt if desired."
81,"Preheat oven to 400 degrees f. In a shallow dish, toss the asparagus, olive oil and salt and pepper together. Lay the asparagus in one level layer. Place in oven and roast, uncovered for approximately 10 minutes, or until the asparagus is just tender. Transfer to a serving plate. Whisk the lemon juice, lemon zest, dill, olive oil and honey together in a small bowl. Top the asparagus with some of the dressing and keep the rest on the side."
82,"In a large mixing bowl, cream the butter until smooth. Add in the sugars. Beat on low for 2 minutes. Add in the milk, syrup, and vanilla. Beat 3-5 minutes until smooth and creamy. Use immediately or store, covered, at room temperature for up to 2 days. Reportedly, the icing tastes better if made the day before because the brown sugar gives the icing a slightly grainy texture that improves if allowed to set overnight."
83,"Preheat oven to 350 degrees. In a small bowl, toss the nuts with the maple syrup, olive oil, herbs and cayenne. Spread the nuts on a rimmed baking sheet and bake for 15 minutes., stirring occasionally, until browned. Season the nuts with salt and pepper and toss frequently until cooled."
84,"Preheat oven to 400f, grease a 15 x 10 inch baking pan. Mix together butter, oats, sugar, corn syrup, vanilla extract, salt, semisweet chocolate, walnutspreparation:Heat butter, sugar and water in a 3 quart sauce-pan to a rolling boil. When mix reaches 305 degrees pour onto a greased large cookie sheet. Sprinkle chocolate chips over the chocolate. As chocolate melts spread with a butter knife. Spread nuts evenly over the pan, shaking lightly until all nuts stick. Cool until hard. Break into pieces. Enjoy."
85,"Preheat oven to 350 degrees fahrenheit. In 13x9 pan layer potatoes, ham and onion. In 2 quart saucepan melt butter until sizzling. Stir in flour, mustard and pepper. Cook over medium heat, stirring constantly, until smooth and bubbly. Add milk, continue cooking, stirring occasionally, until sauce is thickened. Pour sauce over potatoes. Bake for 60 to 75 minutes or until bubbly and potatoes are fork tender."
86,Preheat oven to 400f. Grease muffin tins. Place all dry ingredients in a mixing bowl and mix up with an electric mixer. Add the liquids and mix smooth. Place 2 tablespoons of batter in the bottom of each of the greased muffin cups. Add 1 tablespoon of crunchy style red pepper. Add the remaining bit of batter and bake for approx. 25 minutes or until a tooth pick comes out clean.
87,"Preheat oven to 350f. Line a baking sheet with parchment paper. Place eggplant cubes on baking sheet and spray with oil. Bake at 350 for 15 minutes, until golden brown. Turn round once while baking."
88,"In a large non-stick skillet, heat oil over medium high heat. Add onions. Once onions begin to brown reduce heat to low. Continue to cook onions until soft and caramelized. This should take a total of 20-30 minutes. Roll dough out. Spread pesto. Layer remaining ingredients and onions over sauce. Bake according to dough directions."
89,"Place salmon on a broiler pan and baste with the sauce. Let sit for 15 minutes. Broil them until cooked through, about 8 minutes, basting again with the glaze. Remove the salmon from the heat and baste once more with the glaze before serving."
90,Heat oven to 400f. Add 1 tb olive oil in a large bowl. Add lamb. Turn to coat. Let marinate at room temperature at least 30 minutes and up to 1 hour. Preheat oven to 400f. Add 1 tb olive oil in a large
91,"Preheat oven to 400f. Place a baking dish in the oven while you preheat it. Meanwhile, separate the cloves from the garlic head but do not peel them. Smash the cloves with a knife. Heat the oil in a pan and add in the garlic. Fry for a couple minutes and put in the pork chops. Season with salt and pepper. Brown for just 1-2 minutes on each side. Put the chops and garlic in the pan that has been heating in the oven. Meanwhile, put the apple in the pan and fry for a couple minutes. Add the wine and let bubble until reduced by half. Pour over the chops and bake for 12-15 minutes, braising with the juice if you like. Take out and serve immediately with your choice of veggies."
92,"Preheat oven to 350 degrees. Cook and drain egg mixture according to package directions. Heat olive oil in a large skillet over medium high heat. Cook chicken until lightly browned. Sprinkle with flour and stir while cooking for 1 more minute. Reduce heat, slowly add the milk and cook for about 5 minutes or until milk is slightly thickened. Remove from heat, add one cup cheese, corn, salsa and green chilies. Add in hot pasta and mix well. Place in lightly greased baking dish. Sprinkle the remaining cheese on top and bake 20-25 minutes."
