,result
38,"Melt the chocolate chips slowly in microwave, stirring often until smooth. Stir in cream cheese until smooth. Fold in whipped topping. Pour into crust. Cover and chill until set. Sprinkle with topping."
39,"In a large saucepan, bring broth and water to boil. Add orzo. Cook and stir for 5 minutes. Add asparagus. Cook, uncovered, over medium heat 4-6 minutes or until pasta and asparagus are tender, stirring frequently. Drain. Stir in parmesan cheese and caesar dressing."
40,"Combine the coleslaw mix and onion in a large bowl. Whisk together the mustard, white vinegar, and salt in a medium bowl. Blend thoroughly. Pour dressing mixture over coleslaw mix and toss to coat. Chill at least 2 hours before serving."
41,"Preheat oven to 425. Cut each potato lengthwise into 8 wedges. Line a large rimmed baking sheet with parchment paper. Toss potatoes with oil, sugar, soy sauce, mirin, dark sesame oil, garlic cloves, sweet potatoes, toasted sesame seeds, nori, until coated. Place sweet potatoes, cut sides down, on baking sheet. Roast potatoes until browned and tender, 15 to 20 minutes. Season with additional salt, if desired, before serving."
42,"Melt butter in large pot over medium-high heat. Add minced garlic and jalapeno. Stir until garlic is golden, about 2 minutes. Add tomato sauce, wine, and lemon juice and bring to boil. Add clams. Cover and boil until clams open, about 9 minutes. Add basil and lemon peel. Season with pepper. Transfer clams and sauce to large bowl and serve."
43,"Heat oil on medium high heat in large skillet or frying pan. Preheat oven to 300 degrees. Combine dry ingredients. Moisten chicken pieces with water. Dredge chicken in flour and crumb mixture. Quickly fry chicken on all sides until browned and crisp. Place in covered baking dish and bake additional 20-30 minutes to re-crisp chicken, serve."
44,"Place the pears, raisins, maple syrup, butter, vanilla extract, cinnamon in a small saucepan and stir over low heat until melted. Gently stir golden syrup mixture and egg into the pears mixture. Pour the mixture into a lightly greased 20cm square tin and bake for 35-40 minutes at 180c, or until golden and cooked through. Leave to cool in the tin before slicing."
45,"Heat olive oil in a large skillet over medium heat. Add carrots, zucchini, garlic, vegetable stock, dried thyme, salt and pepper. Cook, stirring occasionally, for about 5 minutes or until just barely tender. Season with salt and pepper. Stir in fresh herbs. Serve immediately."
46,Preheat oven to 425 degrees. Measure dry ingredients into food processor and pulse until well combined. Add cheese and cut butter and cream cheese into small chunks and distribute throughout processor bowl. Hit pulse about 10 times for 1-2 seconds each pulse until course crumbs develop. Pour milk through feed tube in a slow stream while pulsing until course crumbs develop. Turn dough onto floured surface and gently squeeze it into a ball. Flatten and gently shape into an 8 by 8 inch square. Cut into 16 even squares. Place on ungreased baking sheet and bake 15-18 minutes until lightly browned.
47,"Preheat oven to 325 degrees f. In a large, heavy skillet over medium-high heat, brown ground beef, and drain fat. Mix in dry taco seasoning. Spoon browned meat into a 9x13 inch glass baking dish. Spoon a layer of refried beans over meat, then salsa. Top with shredded cheese. Bake about 20 to 25 minutes in the preheated oven."
48,"Preheat oven to 325f. In a large mixing bowl combine cereal, wheat flour, and flour. Set aside. In a larger mixing bowl, cream your butter and sugars til fluffy and airy. Add eggs, one at a time, beating well after each addition. Stir in flour mixture until combined well drop by quarter cup measure on to an ungreased baking sheet. Bake 12 to 13 minutes or until lightly browned. Remove from baking sheet and then cool on a wire rack."
49,"In a large pot, brown meat with chopped onion. Drain grease, if necessary. Add beans, tomatoes, chili powder, cumin, salt and salsa to meat mixture. Cook until heated through. Serve with cornbread, cooked pasta, cooked rice, or on top of a baked potato. Sprinkle with cheese if desired."
50,"In a 4-quart dutch oven cook potatoes in enough boiling water to cover for 20 to 25 minues or until just tender. Drain. Cool slightly. Peel and coarsely shred or finely chop potatoes. Preheat oven to 350 degrees. In large bowl stir together sour cream, soup, cheese, melted butter, onion, salt and pepper. Gently stir in potatoes. Transfer to greased 3-quart rectangular baking dish. Sprinkle with cornflakes. Bake, covered, for 40 minutes. Uncover, bake about 15 minutes more until golden."
51,"Preheat the oven to 350 degrees f. Place the lentils in a large bowl and bake until just crisp, about 10 minutes. Let cool. Pour the olive oil in a steady stream until combined. Transfer to a container and store in the refrigerator. To serve, put the lentils in a large bowl. Toss with enough of the vinaigrette to coat the spinach. Sprinkle with the crisp prosciutto crumbles, toss again, and serve."
52,Preheat oven to 350f. Spray an 11 x 17-inch pan with pam non stick cooking spray. Combine flour and baking soda in bowl and set aside. Cream butter with sugar. Add eggs one at a time. Alternately stir in raisins and flour mixture. Fold in remaining ingredients. Spread evenly in prepared pan. Bake for 30 minutes or until toothpick inserted in center comes out clean. Cool and then cut into bars.
53,"Preheat oven to 350f. Mix the chicken, chilies, and salsa in a small bowl. Mix the salt and cream in a large shallow dish. Bake uncovered for 20 minutes or so, until they are thoroughly heated."
54,"Preheat oven to 350f. Butter a 2 quart foil dish. In a large pot, cover onions with water. Bring to a boil and cook until onions are just crisp tender, about 8-10 minutes. Remove from heat and drain well. Layer onion pieces, potato chips and cheese in prepared dish, beginning with onions & ending with cheese. Mix soup and milk together. Mix soup and milk"
55,"Preheat oven to 350 degrees. Spray muffin tin with non-stick cooking spray. Add one cracked egg to each tin and whisk the yolk. Add your toppings, saving the cheese for last. Bake 30 minutes or until eggs are completely cooked. Cool and serve."
56,"Preheat oven to 350f degrees. In a large bowl, cream margarine and brown sugar together. Beat in eggs one at a time. Add vanilla. Sift dry ingredients together. Add to wet mixture. Stir in chocolate chips. Do not overmix. Drop onto a greased cookie sheet. Bake for 10 to 12 minutes."
57,Heat oven to 350 degrees F. Place pasta in a large saucepan over medium-high heat. Bring to a boil. Reduce heat to low and simmer for 10 minutes. Remove from heat and stir in parsley. Serve over pasta topped with parmesan cheese.
58,"Preheat oven to 400 degrees. Coat 9x10 baking dish with cooking spray. Cook macaroni in a large pot of boiling water until just tender. Drain macaroni and transfer to a large pot. Add soup, maonnaise, cheese, pepper and pimentos. Mix well to combine with pasta. Transfer mixture to prepared baking dish and top with cracker crumbs. Bake, uncovered, until top is golden, about 20 to 25 minutes."
59,"In a rice pot or large saucepan, cook the ground beef, onion, and garlic over medium heat, stirring often, for about 8 minutes. Add the dried herb seasoning and continue to cook for 1 minute. Place the tomatoes in a blender and break them into smaller chunks and then add to the pot. Add the water-mixed beef broth or beef cube and bring to a boil. Reduce the heat to medium and simmer, partially covered for 15 minutes so the flavors can blend. Add the vegetables and conchiglie. Simmer uncovered over medium heat until they are tender, maybe 10 minutes. Season the soup with salt and pepper and stir in the parsley."
60,"In a large saucepan, heat the oil over medium-high heat. Add the onion and ginger and cook over med. Heat, stirring, until softened, about 5 minutes. Add the rice and cook, stirring, until coated with the oil. Stir in the kidney beans and scotch bonnet, then stir in the coconut milk and water. Season with salt and pepper and bring to a boil. Cover and cook over low heat until the rice is tender and the liquid is absorbed, 18 minutes. Remove the rice from the heat and let stand, covered, for 5 minutes. Fluff with a fork. Stir in the scallions and season with salt and pepper. Discard the scotch bonnet and serve."
61,"Boil spaghetti until al dente. Prepare a large non-stick skillet on med-high heat with olive oil. Chop onion into large chunks and cook until browned in the skillet. Add garlic, salt, and red pepper flakes. Add tomatoes and spinach. Mix well until heated through. Serve over spaghetti or mix it all up."
62,"Preheat oven to 425 degrees f. Coat a 10- by 15-inch rimmed baking sheet with nonstick cooking spray. Place the chicken breasts on the baking sheet. In a small bowl, combine the remaining ingredients. Mix well. Spread the mixture evenly over the chicken breasts. Bake for 12 to 15 minutes, or until the topping is golden and no pink remains in the chicken."
63,"Cream butter and sugar until light and fluffy. Dissolve baking soda in boiling water and add to creamed mixture. Add vanilla, soda mixture, oatmeal, and flour. Roll into balls and press down with glass dipped in flour. Press a quarter of a maraschino cherry in center. Bake 350f for 8-9 minutes."
64,"In a small bowl, combine water and sugar until sugar is dissolved. Place the lemon, lemon juice and sugar mixture into a blender and process for 1 minute or until blended. Cover and freeze for 3 hours or until almost firm. Transfer to a blender and process again for 30-40 seconds or until slushy. Cover and freeze over night. Remove from freezer just before serving. Using a fork, scrape into 2 dessert dishes."
65,"In a covered medium saucepan, cook carrots in small amount of boiling water for 8 to 10 minutes or until tender-crisp. Drain. Remove from pan. Keep warm. In same saucepan, over medium heat, melt butter. Stir in brown sugar and mustard until combined. Stir in carrots. Cook and stir for 2 minutes or until carrots are glazed. Sprinkle with parsley."
66,"Cook pasta according to directions on package, drain and cool by running cool water over it. Let drain thoroughly. Combine pasta with peppers, carrots and parsley. Add vinaigrette and mix well. Add feta cheese, mix lightly, lifting the pasta and cheese mixture until the cheese is distributed throughout. Chill for an hour before serving."
67,"Cook sausage, ground beef and onion in large pan until brown, adding worcestershire, oregano and garlic powder. Reduce heat and blend in cheese. Mix thoroughly. Spread on slices of rye bread. Place on a baking sheet with wax paper between layers and freeze. When frozen, put in a ziploc bag and store in freezer until ready to use. Bake at 325 for 15 - 20 minutes."
68,"Preheat oven to 450f. Preheat oven to 450f. Place peppers, onions and aubergine on a baking sheet and bake for 1 hour, or until the skin is wrinkled and the skin is crispy. Remove and set aside. Remove and set aside until cool enough to handle. Place peppers, onions and aubergine on a baking"
69,"Combine chicken, mustard, lemon juice, mixed nuts and mix well. Serve hot."
70,"Preheat oven to 350f. Grease bottom of 9x11 baking dish. In a medium skillet, brown ground beef with onion. Stir in refried beans, green chili peppers and 1 can enchilada sauce and heat until warm. Spoon 3 or 4 tablespoons of meat mxture onto a tortilla and sprinkle with cheese. Fold tortilla around mixture and place in baking dish. Repeat with remaining meat mixture. Top with 1 can enchilada sauce and remaining grated cheese. Bake for 15- 20 minutes."
71,"Preheat oven to 350 degrees. Preheat oven to 400 f. Combine the oil, garlic, sugar, cumin, salt, cinnamon, and carrots in a shallow baking pan. Roast 20 minutes or until fork-tender. Remove from oven and add the raisins, lemon juice, and parsley. Toss well."
72,"Preheat oven to 350f. Spray cookie sheet with cooking spray. In a large bowl combine butter, cheddar cheese, flour, rice krispies, worcestershire sauce, tabasco sauce, tabasco sauce, tabasco sauce, tabasco sauce, tabasco sauce, tabasco sauce, tabasco sauce, tabasco sauce, tabasco sauce, tabasco sauce, tabasco sauce, tabasco sauce, tabasco sauce, tabasco sauce, tabasco sauce, tabasco sauce, tabasco sauce, tabasco sauce, tabasco sauce, tabasco sauce, tabasco sauce, tabasco sauce, tabasco sauce, tabasco sauce, tabasco sauce, tabasco sauce, tabasco sauce, tabasco sauce, tabasco sauce, tabasco sauce, tabasco sauce, tabasco sauce, tabasco sauce, tabasco sauce, tabasco sauce, tabasco sauce, tabasco sauce, tabasco sauce, tabasco sauce, tabasco sauce, tabasco sauce, tabasco sauce, tabasco sauce, tabasco sauce, tabasco sauce, tabasco sauce, tabasco sauce, tabasco sauce, tabasco sauce, tabasco sauce, tabasco sauce, tabasco sauce, tabasco sauce, tabasco sauce, tabasco sauce, tabasco sauce, tabasco sauce, tabasco sauce, tabasco sauce, tabasco sauce, tabasco sauce, tabasco sauce, tabasco sauce, tabasco sauce, tabasco sauce, tabasco sauce, tabasco sauce, tabasco sauce, tabasco sauce, tabasco sauce, tabasco sauce, tabasco sauce,"
73,"In a large skillet, heat oil over medium-high heat. Saute the onions and garlic. Stir in the tomatoes, chicken, basil, salt and hot pepper sauce. Reduce heat to medium-high, and cover skillet. Simmer for about 5 minutes, stirring frequently, until mixture is hot and tomatoes are soft. Toss sauce with hot cooked angel hair pasta to coat. Serve with parmesan cheese."
74,Preheat oven to 400f degrees. Place fish in baking pan. Mix orange juice and butter. Pour half this mixture over the fish. Sprinkle the rind over. Bake another 10 minutes. Pour remaining orange mixture over. Bake
75,"In a large skillet, melt butter over medium-low heat. Add carrots, onions, and ginger, cover and cook, stirring, for about 7 to 10 minutes, until just tender. Stir in the orange juice, jelly, and salt. Cook, uncovered, for about 4 minutes, stirring frequently, until vegetables are tender and nicely glazed with the lemon and zest of lemon juice mixture. Sprinkle with fresh chopped parsley just before serving."
76,Preheat oven to 450 degrees. Place potatoes in a large baking dish. Add remaining ingredients to the dish and toss until well coated. Bake uncovered about 50 minutes until tender and brown on the edges. Turn the potatoes halfway into cooking time and add more water if the water is all absorbed. Turn on the broiler for a few minutes to make them nice and brown.
77,"In a heavy medium saucepan, whisk flour to remove any lumps. Gradually add 1 cup milk whisking until smooth. Add remaining 2 cups of milk and nutmeg. Cook over medium heat, whisking constantly, about 10 minutes, until mixture thickens and boils. Remove from heat. Whisk a little of the mixture into the egg substitute. Add egg substitute, parmesan and butter to the white sauce mixture, whisking constantly. Season to taste. Can be made ahead, covered and refrigerated. Reheat before using."
78,"Preheat oven to 375f. Beat butter until light and fluffy. Add sugar and continue beating until blended. Beat in egg yolks. Beat in vanilla extract. Beat in cocoa. Add flour and mix well. Using cookie press, press cookies out onto an ungreased baking sheet. Bake about 8 minutes, or until tops are dry but not browned."
79,"In saucepan, combine sugar, 8 cups water and cinnamon sticks. Mix well and bring to a boil. Pour mixture into slow cooker with remaining ingredients. Cover and cook on high-heat setting for 1 hour. Reduce heat to low and serve slow cooker cranberry soul warming tea warm."
80,"Preheat oven to 450. Put oil in 9x13 pan, swirl around. Scrub potatoes. Cut each lengthwise into 8 wedges. Combine flour and seasonings in a bowl or baggie. Add potato wedges and shake or toss to coat. Arrange skin-side-down in oiled pan. Bake 35-40 minutes."
81,Heat oven to 400. Cover broiler pan or cookie sheet with foil and spread asparagus in one layer. Spray with cooking spray and sprinkle with salt and pepper. Cook for 12 minutes or less. Heat butter in a small skillet on low heat until lightly brown. Add vinegar and soy sauce. Pour over cooked asparagus.
82,"Combine the first 5 ingredients in a heavy pot and bring to a boil over medium high heat. When it comes to a full rolling boil that cannot be stirred down, reduce heat and simmer until it comes to the softball stage or 236f on a candy thermometer. Remove from heat and stir in cinnamon, allspice, margarine, and vanilla. Cool, then beat until thick and mixture looses its gloss. Pour into buttered square dish and let cool before cutting."
83,"Preheat oven to 350 degrees. In a small bowl, toss the nuts with the maple syrup, olive oil, herbs and cayenne. Spread the nuts on a rimmed baking sheet and bake for 15 minutes., stirring occasionally, until browned. Season the nuts with salt and pepper and toss frequently until cooled."
84,"Preheat oven to 200c. Sift the flour, baking powder and salt together into a baking bowl. Make a hollow in the dry ingredients. Beat the eggs and milk together and add with melted butter into the middle of the dry ingredients mixing just enough to moisten the mixture. Spoon a largish tablespoon of the mixture into the bottom of the s jamocha shake copycat recipe fat free versionpreparation:Preheat oven to 200c. Beat the eggs and milk together and add with melted butter into the middle of the dry ingredients mixing just enough to moist"
85,"In a large skillet, melt butter, stir in flour, cook 1 minute. Slowly stir in milk, cook until bubbly. Add cheese, salt and pepper, mix well. Remove from heat. Put 3 pieces asparagus on each ham slice. Roll up and place in 13x9 baking pan. Cover with the cheese sauce. Sprinkle with crumbs. Bake at 375 for 20 minutes."
86,Preheat oven to 375 degrees. Mix all dry ingredients in large bowl. Mix dry and wet ingredients together. Pour into prepared muffin pans and bake at 375 for 20 to 25 minutes.
87,"Boil eggplants until soft. Saute onion, chopped shrimp, and celery in butter or oil. Combine with eggplant. Put in baking pan and sprinkle with bread crumbs or cracker crumbs. Bake approximately 30 minutes at 350f."
88,"In a non-stick pan, melt 1 tbsp of butter over medium heat. Saute the garlic. Stir in sun-dried tomatoes, whipping cream & brandy. Simmer over medium heat until reduced by half. Season with salt and pepper. Just prior to serving, whisk in butter. Stir in the cooked bow tie pasta. Toss with fresh basil. Serve."
89,"Preheat oven to 350f. Place salmon, skin sides down, on a coated broiler pan. Rub lime zest, salt, peper and garlic over the fish. Broil for 7 minutes, the fish flakes easily when tested with a fork. Serve with lime wedges, if desired."
