,result
18,"Preheat oven to 350 degrees. In a medium bowl, combine graham cracker crumbs and sugar. Stir in melted butter. Press mixture firmly into bottom of a 13 x 9 pan. In a small bowl, combine 1 cup morsels with condensed milk. Microwave on high in 30 second intervals, stirring after each, until melted and smooth. Pour mixture over crumbs. Sprinkle remaining morsels and cashews on top. Bake 20 to 22 minutes, til lightly browned. Let them cool completely before cutting into bars."
19,"Preheat oven to 350 degrees. In a large mixing bowl, combine the first 4 ingredients. In a 2-quart saucepan, heat the honey, oil and vanilla until syrupy. Add to the dry ingredients and mix well. Spread on a jellyroll pan. Bake for 20 minutes, stirring every 5 minutes. Store in an airtight container."
20,"In a large saucepan, stir together the orange juice, liqueur, brandy and vanilla. Add water. Bring to a boil, stirring constantly. Allow to boil for two minutes, still stirring. Add milk and orange peel and heat to serving temperature. Add vanilla and serve."
21,"Preheat oven to 350 degrees fahrenheit. Grease 8x8x2-inch baking pan. In large bowl beat butter and sugar until fluffy. Beat in eggs, one at a time. Beat in chocolate, then flour. Stir in walnuts. Spread evenly into prepared pan. Bake for 25 to 30 minutes or until firm."
22,"Mix together butter and sugar. Add egg substitute and pineapple, mix well. Add in flours, soda, and salt, blend together. Add vanilla. Pour into greased & floured loaf pan. Bake at 350 degrees for 1 hour."
23,"Preheat oven to 325f butter a 9x13-inch baking pan. Coarsely chop chocolate and place in a large microwave-safe bowl along with butter. Microwave, uncovered, on high for 2 minutes, then stir until chocolate is melted. Let mixture cool to room temperature. Stir in sugar, then eggs and vanilla. Gradually stir in flour, then nuts and chocolate chips, if using. Spread mixture in pan. Bake in center of oven for 30 minutes or until center is set. In heavy saucepan, over medium heat, melt chips and margarine with milk and vanilla. Spread evenly over brownie layer. Cool. Chill 2 hours or until topping is firm. Cut into bars. Store at room temperature."
24,"Combine all ingredients in a large mixing bowl. Mix well. Pour dressing over salad mixture, stirring well. Cover and refrigerate 8 hours or overnight."
25,"Place ice cubes, lemon juice, bacardi limon, lemonade, lemon concentrate, lime juice, lemonpreparation:Place ice cubes, lemon juice, bacardi limon, lemonade, lemon concentrate, lemon juice, lemonpreparation:Place ice cubes, lemon juice, bacardi limon, lemonade, lemon concentrate, lemon juice, lemonpreparation:Place ice cubes, lemon juice, bacardi limon, lemonade, lemon concentrate, lemon juice, lemonpreparation:Place ice cubes, lemon juice, bacardi limon, lemonade, lemon concentrate, lemon juice, lemonpreparation:Place ice cubes, lemon juice, bacardi limon, lemonade, lemon concentrate, lemon juice, lemonpreparation:Place ice cubes, lemon juice, bacardi limon, lemonade, lemon concentrate, lemon juice, lemonpreparation:Place ice cubes, lemon juice, bacardi limon, lemonade, lemon concentrate, lemon juice, lemonpreparation:Place ice cubes, lemon juice, bacardi limon, lemonade, lemon concentrate, lemon juice, lemonpreparation:Place ice cubes, lemon juice, bacardi limon, lemonade, lemon concentrate, lemon juice, lemonpreparation:Place ice cubes, lemon juice, bacardi limon, lemonade, lemon concentrate, lemon juice, lemonpreparation:Place ice cubes, lemon juice, bacardi limon, lemonade, lemon concentrate, lemon juice, lemonpreparation:Place ice cubes, lemon juice, bacardi limon, lemonade, lemon concentrate, lemon juice, lemonpreparation:Place ice cubes, lemon juice, bacardi limon, lemonade, lemon concentrate, lemon juice, lemonpreparation:Place ice cubes, lemon juice, bacardi limon, lemonade, lemon concentrate, lemon juice, lemonpreparation:Place ice cubes, lemon juice, bacardi limon, lemonade, lemon concentrate, lemon juice, lemonpreparation:Place ice cubes, lemon juice, bacardi limon, lemonade, lemon concentrate, lemon juice, lemonpreparation:Place ice cubes, lemon"
26,"Bring water and sugar to a boil and cook until clear and sugar is dissolved. Let syrup cool briefly and add basil. Set aside to steep and cool. Wash berries, removing and discarding caps and then cut into quarters. Cut away the orange peel from the oranges, and then cut oranges into sections. Put the strawberries and orange pieces in a bowl. Toss. Pour syrup over fruit. Refrigerate at least 30 minutes."
27,"Place the mangoes, chilies, and ginger in a large pan. Add the lemon rind and juice, and stir in the water. Bring to a boil, and boil for 10 minutes or until a thick consistency is reached. Stir in the sultanas and balsamic. Cook for an additional 5 minutes. Let cool slightly, and pour into warm sterilized jars. Seal according to manufacturers directions."
28,"In a medium saucepan, over medium heat, combine the sugar, salt, butter and milk. Bring to a boil, then boil for 1 full minute. Remove from heat and stir in the peanut butter, oats, vanilla and chocolate milk mix. Drop by spoonfuls onto waxed paper. Let stand until completely cool."
29,"Preheat oven to 450 degrees. Grease a 12 cup muffin pan or you can use a mini muffin pan. Combine cornmeal, flour, baking powder and salt in a large bowl. In a separate bowl, combine egg whites, onion, milk, parsley, oil and pepper. Add to dry ingredients stirring just until moistened. Spoon into prepared muffin tins. Bake for 10-12 minutes or until lightly browned. Remove and cool on a rack for 5 minutes. Serve immediatlely."
30,"To prepare each sandwich, spread 1 teaspoon of the olive oil on one side of each slice of bread. Place 2 slices cheese, three to four spinach leaves and 1 tablespoon cooked bacon between unbuttered sides of two bread slices. Place one sandwich in a large frypan or on a griddle. Cook over medium high heat for 3 to 4 minutes on eaach side or till the cheese is melted and the bread is golden brown. If necessary to prevent overbrowning, reduce to medium or brush on extra margarine, butter or olive oil. Repeat for remaining sandwiches."
31,"Preheat oven to 200c. Sprinkle olive oil over the base of the baking dish. Lay cutlets in the dish, rubbing them with the oil. Cover cutlets with crushed garlic, mustard and rosemary, then season with the salt and pepper. Place in the oven and cook for 25-30 minutes, turning once, until the cutlets ar browned and crispy. If desired, serve on a bed of couscous with your favourite steamed vegetables."
32,"Heat olive oil in a large skillet over medium heat. Add zucchini, zucchini and garlic. Cook, stirring occasionally, for about 5 minutes or until just barely tender. Season with salt and pepper. Stir in fresh herbs. Serve immediately."
33,"In a small bowl, beat the mustard, honey, sugar and vinegar in a saucepan and whisk to mix. Bring to a simmer over low heat and cook gently, uncovered, until richly flaovred, about 5 minutes, whisking from time to time. Remove from heat and season to taste with salt and pepper. Transfer to a serving bowl and serve warm or at room temperature. The glaze will keep, tightly covered in the refrigerator, for several weeks."
34,Heat 2 tbsps. of olive oil on high in a heavy skillet. Add the sweet pepper and onion and garlic and saute for about 3 minutes. Add the remaining vegetables and continue cooking until they are done to your taste. Grind some fresh black pepper over all and stir well. Place in serving platter and sprinkle a small amount of grated parmesan cheese over all.
35,"Heat oven to 350 degrees. Place eggs in a large skillet over medium heat. When hot, add 4 teaspoons of oil to pan and swirl to coat. Place eggs in carefully and cook until the white has become solid, about 1 to 2 minutes. Sprinkle the eggs with salt, pepper, and about a tablespoon of cheese for each egg. Swirl the remaining olive oil on the top of the cheese. Serve immediately."
36,"In a large wok or nonstick frying pan, heat oil over medium-high heat. Add garlic and ginger and cook, stirring, until fragrant, about 30 seconds. Add scallops and stir to coat with garlic mixture, then cook 1 minute. Mix in snow peas and cook 1 minute. Stir in broth and soy sauce and cook just until simmering. Sprinkle with green onions and mix with noodles."
37,"Preheat oven to 375 degrees. In a large mixing bowl stir together flour, baking soda, and salt. Set aside. In a large mixing bowl with an electric mixer on medium speed cream butter and sugars until fluffy. Beat in eggs, one at a time, then vanilla. On low speed gradually add flour mixture and mix just until blended. Stir in chocolate chips and walnuts. Drop dough by rounded tablespoonfuls 2 inches apart on ungreased baking sheets. Bake for 9 to 12 minutes. Transfer cookies to cooling racks to cool."
38,"Preheat oven to 350 degrees fahrenheit. Beat cream cheese at medium speed of electric mixer until fluffy. Mix in sugar. Add eggs one at a time, making sure the mixture is well blended. Stir in vanilla. Line 12 muffin cups with muffin paper, and place a chocolate wafer in each lined cup. Spoon the cream cheese mixture over the wafers. Bake for 20 minutes at 350 degrees. Remove muffin tin from oven, but leave the cakes in the muffin pan and refrigerate them overnight. Remove the cheesecakes from the muffin pan. To serve, spoon a tablespoon of cherry pie filling on each mini cheesecake."
39,"In a large saucepan, bring broth and water to boil. Add orzo. Cook and stir for 5 minutes. Add asparagus. Cook, uncovered, over medium heat 4-6 minutes or until pasta and asparagus are tender, stirring frequently. Drain. Stir in parmesan cheese and caesar dressing."
40,"Dice the green cabbage, carrots and onion long and thin. Mix green cabbage, carrots and onion in a big bowl with a wooden spoon. Boil pasta and chicken separately. Then add all the ingredients and mix. Seal it with clingfilm and refrigerate."
41,Peel and cut in bite size pieces all the vegetable. Peel and cut in bite size pieces all the vegetable.
42,"Melt butter in large pot over medium-high heat. Add minced garlic and jalapeno. Stir until garlic is golden, about 2 minutes. Add tomato sauce, wine, and lemon juice and bring to boil. Add clams. Cover and boil until clams open, about 9 minutes. Add basil and lemon peel. Season with pepper. Transfer clams and sauce to large bowl and serve."
43,"Heat oil on medium high heat in large skillet or frying pan. Preheat oven to 425 degrees. Melt flour in a 13 x 9 baking pan. Combine flour, paprika, salt and pepper in a bag. Shake chicken pieces, one at a time, in bag to coat with flour mixture. Place chicken skin side down in baking pan. Bake, uncovered, 30 minutes. Turn chicken. Bake 30 minutes longer."
44,"Preheat oven to 400f. In a small bowl, combine the pears, raisins, maple syrup, butter, vanilla extract, cinnamon. Cover and process until pureed. Pour into tart pan. Add the remaining ingredients in order suggested by manufacturer. Select basic tart setting. Choose crust color and tart size if available. Bake according to tart setting. Choose tart color and tart size if available. Choose tart color and tart"
45,"Heat olive oil in a large skillet over medium-high heat. Add carrots, zucchini and garlic. Cook, stirring occasionally, for about 5 minutes or until just barely tender. Season with salt and pepper. Stir in fresh herbs. Serve immediately."
46,"Preheat oven to 450 degrees f. Combine the biscuit mix, cheese, sesame seed and half and half in a bowl and mix well. Shape into balls and place on a greased baking sheet, flaten slightly with palm of hand. Brush with the melted butter. Bake for 10 to 12 minutes or until lightly browned."
47,"Preheat oven to 350 degrees f. In a large, heavy skillet over medium-high heat, brown ground beef, and drain fat. Mix in dry taco seasoning. Spoon browned meat into a 9x13 inch glass baking dish. Spoon a layer of refried beans over meat, then salsa. Top with shredded cheese. Bake about 20 to 25 minutes in the preheated oven."
48,"Preheat oven to 325f. In a large mixing bowl combine cereal, wheat flour, and flour. Set aside. In a larger mixing bowl, cream your butter and sugars til fluffy and airy. Add eggs, one at a time, beating well after each addition. Stir in flour mixture until combined well drop by quarter cup measure on to an ungreased baking sheet. Bake 12 to 13 minutes or until lightly browned. Remove from baking sheet and then cool on a wire rack."
49,"In a large pot, brown meat with chopped onion. Drain grease, if necessary. Add beans, tomatoes, chili powder, cumin, salt and salsa to meat mixture. Cook until heated through. Serve with cornbread, cooked pasta, cooked rice, or on top of a baked potato. Sprinkle with cheese if desired."
50,"In large, nonstick skillet, melt butter. Add potatoes and cook over medium heat until almost tender and lightly browned. Add salt, pepper, and milk, continuing to cook until milk is absorbed and potatoes are tender. Sprinkle with cheese, heating until melted. Stir well, sprinkle with chopped parsley and serve."
51,"Heat oil in medium saute pan or saucepan over medium-high heat. Fry onions until crisp and reddish-brown, about 10 minutes, then drain on paper towels. Put garlic and chile in saucepan and fry for 20 seconds or until just beginning to brown. Add lentils and water. Partially cover and cook for 30-35 minutes, or until lentils are soft. Serve lentils with onions on top."
52,Preheat oven to 350f. Spray an 11 x 17-inch pan with pam non stick cooking spray. Combine flour and baking soda in bowl and set aside. Cream butter with sugar. Add eggs one at a time. Alternately stir in raisins and flour mixture. Fold in remaining ingredients. Spread evenly in prepared pan. Bake for 30 minutes or until toothpick inserted in center comes out clean. Cool and then cut into bars.
53,"Preheat oven to 400f. Prepare filling by mixing refried beans, chilies, cumin and garlic together in a bowl. Spoon approximately 4 ounces bean filling into the center of each tortilla and top with about one tablespoon of cheese. Fold in ends and then sides. Place burritos seam side down on baking sheets that have been sprayed with vegetable oil spray. Bake for 2025 minutes until golden brown."
54,Preheat oven to 350 degrees. Place foil on baking sheet and bake for 10-12 minutes or until chicken is fully cooked. Carefully cut open the packets.
55,"Preheat oven to 350 degrees. Spray muffin tin with non-stick cooking spray. Add one cracked egg to each tin and whisk the yolk. Add your toppings, saving the cheese for last. Bake 30 minutes or until eggs are completely cooked. Cool and serve."
56,"Preheat oven to 350f. In a large bowl, beat the margarine, white and brown sugar together until fluffy. Add eggs and vanilla, beat well. In another bowl, sift flour, baking powder, and salt. Add to the creamed mixture, stirring well. Fold in butter brickle bits, and chocolate chips. Spread in a greased 9x13-inch pan. Bake for 25-30 minutes. Can be frosted with chocolate frosting."
57,Heat oven to 350 degrees F. Place pasta in a large saucepan over medium-high heat. Bring to a boil. Reduce heat to low and simmer for 10 minutes. Remove from heat and stir in parsley. Serve over pasta topped with parmesan cheese.
58,"Preheat oven to 400 degrees. Coat 9x10 baking dish with cooking spray. Cook macaroni in a large pot of boiling water until just tender. Drain macaroni and transfer to a large pot. Add soup, maonnaise, cheese, pepper and pimentos. Mix well to combine with pasta. Transfer mixture to prepared baking dish and top with cracker crumbs. Bake, uncovered, until top is golden, about 20 to 25 minutes."
59,"In a rice pot or large saucepan, cook the ground beef, onion, and garlic over medium heat, stirring often, for about 8 minutes. Add the dried herb seasoning and continue to cook for 1 minute. Place the tomatoes in a blender and break them into smaller chunks and then add to the pot. Add the water-mixed beef broth or beef cube and bring to a boil. Reduce the heat to medium and simmer, partially covered for 15 minutes so the flavors can blend. Add the vegetables and conchiglie. Simmer uncovered over medium heat until they are tender, maybe 10 minutes. Season the soup with salt and pepper and stir in the parsley."
60,"In a large saucepan, heat the oil over medium-high heat. Add the onion and ginger and cook over med. Heat, stirring, until softened, about 5 minutes. Add the rice and cook, stirring, until coated with the oil. Stir in the kidney beans and scotch bonnet, then stir in the coconut milk and water. Season with salt and pepper and bring to a boil. Cover and cook over low heat until the rice is tender and the liquid is absorbed, 18 minutes. Remove the rice from the heat and let stand, covered, for 5 minutes. Fluff with a fork. Stir in the scallions and season with salt and pepper. Discard the scotch bonnet and serve."
61,"Boil spaghetti until al dente. Prepare a large non-stick skillet on med-high heat with olive oil. Chop onion into large chunks and cook until browned in the skillet. Add garlic, salt, and red pepper flakes. Add tomatoes and spinach. Mix well until heated through. Serve over spaghetti or mix it all up."
62,"Preheat oven to 325 degrees f. Place chicken in a roasting dish. Combine mustard, honey and curry powder. Spread over chicken pieces. Bake uncovered for 45 minutes. Baste while baking and be careful that sauce does not burn."
63,"In a large bowl cream together butter, sugars and vanilla. Beat in egg. Mix in flour, baking soda, and salt. Stir in oatmeal and chocolate chips until well blended. On a baking sheet place a ball of dough 2 inches between each other. Bake at 350 degrees f. For about 8-10 minutes."
64,"Mix the rum, apricot brandy, triple sec, ice cubes, orange juice, pineapple juice, grenadine, hot sauce, lime wedge, cointreau liqueur, hot sauce, lime wedge, cointreau liqueur, hot sauce, lime wedge, cointreau liqueur, hot sauce, lime wedge, cointreau liqueur, hot sauce, lime wedge, cointreau liqueur, hot sauce, lime wedge, cointreau liqueur, hot sauce, lime wedge, cointreau liqueur, hot sauce, lime wedge, cointreau liqueur, hot sauce, lime wedge, cointreau liqueur, hot sauce, lime wedge, cointreau liqueur, hot sauce, lime wedge, cointreau liqueur, hot sauce, lime wedge, cointreau liqueur, hot sauce, lime wedge, cointreau liqueur, hot sauce, lime wedge, cointreau liqueur, hot sauce, lime wedge, cointreau liqueur, hot sauce, lime wedge, cointreau liqueur, hot sauce, lime wedge, cointreau liqueur, hot sauce, lime wedge, cointreau liqueur, hot sauce, lime wedge, cointreau liqueur, hot sauce, lime wedge, cointreau liqueur, hot sauce, lime wedge, cointreau liqueur, hot sauce, lime wedge, cointreau liqueur, hot sauce, lime wedge, cointreau liqueur, hot sauce, lime wedge, cointreau liqueur, hot sauce, lime wedge, cointreau liqueur, hot sauce, lime wedge, cointreau liqueur, hot sauce, lime wedge, cointreau liqueur, hot sauce, lime wedge, cointreau liqueur, hot sauce, lime wedge, cointreau liqueur, hot sauce, lime wedge, cointreau liqueur, hot sauce, lime wedge, cointreau liqueur, hot sauce, lime wedge, cointreau l"
65,"In a medium skillet, melt butter over medium-low heat. Add carrots, onions, and ginger, cover and cook, stirring, for about 7 to 10 minutes, until just tender. Stir in the orange juice, jelly, and salt. Cook, uncovered, for about 4 minutes, stirring frequently, until vegetables are tender and nicely glazed with the cider mixture. Sprinkle with fresh chopped parsley just before serving."
66,"In a large skillet, cook roasted red bell pepper pasta until crisp. Remove pasta with slotted spoon and set aside, reserving the drippings. Saute onions and garlic in drippings for 3 minutes. Add peppers, cook and stir for 3 minutes. Stir in tomatoes and heat through. Add bacon and mix well. Serve over pasta. Cooking time does not reflect time to cook pasta."
67,"Cook sausage, ground beef and onion in large pan until brown, adding worcestershire, oregano and garlic powder. Reduce heat and blend in cheese. Mix thoroughly. Spread on slices of rye bread. Place on a baking sheet with wax paper between layers and freeze. When frozen, put in a ziploc bag and store in freezer until ready to use. Bake at 325 for 15 - 20 minutes."
68,"Preheat oven to 450f. Preheat oven to 450f. Place peppers, onions and aubergine on a baking sheet and bake for 1 hour, or until the skin is wrinkled and the skin is crispy. Remove and set aside. Remove and set aside until cool enough to handle. Place peppers, onions and aubergine on a baking"
69,"Combine chicken, mustard, lemon juice, mixed nuts and mix well. Serve hot."
70,"Heat oven to 350f. Cook ground beef, stirring occasionally until brown. Drain off fat. Stir in rice, soup, chilies, and taco seasoning mix. Spoon into 12 x 8-inch baking pan. Top with tomatoes cheese and corn chips. Bake for 30-35 minutes or until heated through."
71,"Preheat oven to 400 f. Combine the oil, garlic, sugar, cumin, salt, cinnamon, and carrots in a shallow baking pan. Roast 20 minutes or until fork-tender. Remove from oven and add the raisins, lemon juice, and parsley. Toss well."
72,Spray cookie sheets with cooking spray. Bake at 350 degrees fahrenheit for 10-12 minutes or until edges begin to slightly brown.
73,"In a large pot of salted boiling water, cook angel hair pasta until it is al dente, about 8 to 10 minutes. Drain, and set aside. In a large skillet, heat oil over medium-high heat. Saute the onions and garlic. Stir in the tomatoes, chicken, basil, salt and hot pepper sauce. Reduce heat to medium, and cover skillet. Simmer for about 5 minutes, stirring frequently, until mixture is hot and tomatoes are soft. Toss with parmesan cheese."
74,Sprinkle fish fillets with salt and pepper. Place fillets in a greased 13x9 inch baking dish. Mix together the butter and next 4 ingredients. Spread on fish fillets. Top with breadcrumbs. Bake in a 450 degree oven for 10 minutes or until fish flakes easily.
75,"Heat oven to 425 degrees. Stir together butter, brown sugar, and salt. Cook and stir about 2 minutes or until combined. Add carrots. Cook and stir about 2 minutes or until glazed."
76,"Heat oil in skillet on med, add onions, cook until soft. Add celery, cook until crisp tender. Increase heat to med hi, add peas. Cook until peas are heated through. Stir in celery leaves, salt and pepper."
77,"Beat eggs with 1 tbs water and cumin. Coat bottom of non stick pan with 1 tbs oil. Pour in enough egg mixture to coat bottom of pan. Push cooked edges into center allowing uncooked egg to flow around pan, do this twice. Sprinkle with salt and pepper. When almost cooked through, fold in half. Repeat with remaining egg mixture. Split rolls in half and place omelette into each roll. Top with tomato salsa."
78,"Beat butter and cream cheese in a large mixing bowl until well combined. Add sugar, almond extract, and vanilla. Beat until combined. Beat in flour. Cover and chill dough for 30 minutes or till easily worked but not too stiff. Pack dough into a cookie press. Force dough through press onto ungreased cookie sheets. Sprinkle with almonds. Bake in a 375 oven for 8-10 minutes or till edges of cookies are firm but not browned. Remove cookies and cool on wire racks."
79,"In a r4-quart sucepan, mix water, sugar, cinnamon sticks & cloves. Bring to boil over high heat, then add cranberries & return to a boil. Reduce heat & cook until cranberries pop, about 5 minutes. Remove from heat & stir in lemon juice & orange zest. Cool to room temperature, then chill about 4 hours in the refrigerator. When ready to serve, top each bowl of soup with a dollop of sour cream. Refrigerate any leftovers."
80,"Preheat oven to 450. Put oil in 9x13 pan, swirl around. Scrub potatoes. Cut each lengthwise into 8 wedges. Combine flour and seasonings in a bowl or baggie. Add potato wedges and shake or toss to coat. Arrange skin-side-down in oiled pan. Bake 35-40 minutes."
81,"Preheat oven to 425 degrees f. In a shallow dish, toss the asparagus, olive oil and salt and pepper together. Lay the asparagus in one level layer. Place in oven and roast, uncovered for approximately 10 minutes, or until the asparagus is just tender. Transfer to a serving plate. Whisk the lemon juice, lemon zest, dill, olive oil and honey together in a small bowl. Top the asparagus with some of the dressing and keep the rest on the side."
82,"Combine the first 5 ingredients in a heavy pot and bring to a boil over medium high heat. When it comes to a full rolling boil that cannot be stirred down, reduce heat and simmer until it comes to the softball stage or 236f on a candy thermometer. Remove from heat and stir in cinnamon, allspice, margarine, and vanilla. Cool, then beat until thick and mixture looses its gloss. Pour into buttered square dish and let cool before cutting."
83,"Preheat oven to 350 degrees. In a small bowl, toss the nuts with the maple syrup, olive oil, herbs and cayenne. Spread the nuts on a rimmed baking sheet and bake for 15 minutes., stirring occasionally, until browned. Season the nuts with salt and pepper and toss frequently until cooled."
84,"Mix together coffee, milk, granulated sugar, fat free vanilla ice cream, fat free chocolate syrup and mix well until smooth. Place in freezer and chill for 1 hour or until ready to use or use immediately if still very cold. Pour into ice cream maker and let churn for 25-30 minutes. If adding anything, add 5 minutes before freezing process is done. You can play around with different extracts and add-ins to come up with various flavors."
85,"In a large skillet, melt butter, stir in flour, cook 1 minute. Slowly stir in milk, cook until bubbly. Add cheese, salt and pepper, mix well. Remove from heat. Put 3 pieces asparagus on each ham slice. Roll up and place in 13x9 baking pan. Cover with the cheese sauce. Sprinkle with crumbs. Bake at 375 for 20 minutes."
86,"Preheat oven to 400 degrees. Lightly coat 12 well muffin pan with nonstick cooking spray. In bowl, combine muffin mix, buttermilk, egg and 2 tbsp butter until blended. Gently fold in the blueberries and pecans. Spoon batter into prepared pan. Brush tops with 1 tbsp butter. Bake 12 minutes or till golden brown. Let cool 5 minutes, remove from pan."
87,"Boil eggplants until soft. Saute onion, chopped shrimp, and celery in butter or oil. Combine with eggplant. Put in baking pan and sprinkle with bread crumbs or cracker crumbs. Bake approximately 30 minutes at 350f."
88,"In a non-stick pan, melt 1 tbsp of butter over medium heat. Saute the garlic. Stir in sun-dried tomatoes, whipping cream & brandy. Simmer over medium heat until reduced by half. Season with salt and pepper. Just prior to serving, whisk in butter. Stir in the cooked bow tie pasta. Toss with fresh basil. Serve."
89,"Preheat oven to 375. Place salmon, skin sides down, on a coated broiler pan. Rub lime zest, salt, peper and garlic over the fish. Broil for 7 minutes, the fish flakes easily when tested with a fork. Serve with lime wedges, if desired."
90,"Preheat oven to 350 degrees. Grease and flour 8x8 baking pan and set aside. Combine flour, cornmeal, baking powder and salt in mixing bowl and set aside. Place margarine and sugar in large bowl of mixer and cream until smooth. Add honey and eggs and beat to blend, scraping bottom and sides of bowl frequently. Beat in half of the milk. Beat in half of the flour mixture. Repeat with remaining milk and flour mixture. With mixer at lowest speed, continue to mix for 4 minutes. Pour batter into prepared pan and bake in oven 50 to 60 minutes or until toothpick inserted in center comes out clean."
