,result
10,"Preheat oven to 350 degrees. Using a baking sheet with a lip, melt butter. Mix seasoning into the butter, and then toss in almonds. Bake in a 350 oven for about 10-12 minutes, stirring once, until nuts are lightly toasted and fragrant. Remove from heat and serve warm or at room temperature."
11,"Preheat oven to 350c. Line a large baking tray with baking parchment. Place bread in a blender or food processor and blend to make fine breadcrumbs. Mix the breadcrumbs with the grated cheese and. Place the egg white and flour in 2 separate shallow bowls. Dip the chicken pieces in the flour first to lightly dust then dip into the egg whites and finally into the cheesy breadcrumbs, turning to evenly coat. Place on prepared baking tray. Bake for 25-30 minutes, until the chicken is thoroughly cooked, there is no pink meat and the juices run clear when pierced with a sharp knife. Serve the chicken dippers with tomato sauce or mayonnaise."
12,"In a large saucepan, combine the strawberries, ginger ale, milk, sugar, lemon juice, vanilla extract, sour cream. Bring to a boil. Add the strawberries, ginger ale, milk, sugar, lemon juice, vanilla extract, sour cream. Bring to a boil over high heat, then add berry soup. Reduce heat & simmer until berry soup is thickened, about 5 minutes. Remove from heat & stir in lemon juice & orange zest. Cool to room temperature, then chill about 4 hours in the refrigerator. When ready to serve, top each bowl of soup with a dollop of sour cream. Refrigerate any leftovers."
13,"Preheat oven to 350 degrees. Place salmon in 2-quart shallow baking dish and set aside. In a small cup or bowl mix together next 3 ingredients and pour over salmon. Bake for 20 - 25 minutes or until fish flakes easily with fork. Whisk balsamic vinegar, cornstarch, orange juice and brown sugar in medium saucepan. Add chicken broth and heat to a boil. Reduce heat to a simmer, stirring until the mixture thickens. Arrange salmon on serving platter and serve."
14,"Place chicken breast halves in a resealable plastic bag set in a shallow dish. For marinade, stir together lime peel, lime juice, cooking oil, dried thyme, black pepper, salt, garlic cloves, salsa, lime wedgepreparation:Place chicken breast halves in a resealable plastic bag set in a shallow dish. For marinade, stir together lime peel, lime juice, cooking oil,"
15,"Preheat oven to 400 degrees f. In a food processor, combine the butter, cheese and butter. Process until the mixture is smooth. Add the scallions and pulse until combined. Season with salt and pepper, to taste. Spread the butter mixture on the cut sides of the bread. Place on a baking sheet and bake for 10 to 12 minutes until golden. Remove from oven and serve immediately."
16,"Preheat oven to 400f place the pork loins side by side, fat side up in a large heavy roasting pan. Insert an ovenproof meat thermometer in the center of one of the roast. Roast the pork for 30 minutes."
17,"Preheat oven to 350 degrees fahrenheit. Spread bottom crust in a 9 inch pie pan. Spread berry mixture in pie shell. Sprinkle cinnamon on top. Dot butter on top. Put top crust on and seal edges. Poke several vent holes in top crust. Bake at 350 degrees fahrenheit for 10 minutes. Turn oven down to 350 degrees fahrenheit, leaving pie in oven, and bake for 30 minutes longer."
18,"Preheat oven to 350f. Butter a 15 x 10-inch jellyroll pan. Cream butter with sugar and beat until light and fluffy. Add peanut butter and beat until combined well. Beat in egg, vanilla and salt. Add flour and beat until combined. Stir in coconut. Spread mixture evenly in prepared pan. Sprinkle peanuts over, pressing them in lightly. Bake for 20-25 minutes, or until a tester comes out clean. Let cool, cut into 24 bars and then the bar on the diagonal, making 48 cookies."
19,"Preheat oven to 350 degrees. In a large mixing bowl, combine the first 4 ingredients. In a 2-quart saucepan, heat the honey, oil and vanilla until syrupy. Add to the dry ingredients and mix well. Spread on a jelly roll pan coated with cooking spray. Bake for 10 minutes, stirring every 5 minutes. Store in an airtight container or plastic bag in the refrigerator. It will keep for several weeks."
20,"Heat oil in a large nonstick skillet over medium-high heat. Add asparagus and cook, stirring, until just tender, 3 to 5 minutes. Stir the asparagus. Toss to coat and serve."
21,"Preheat oven to 350 degrees fahrenheit. Grease and flour a 9 x 9-inch pan. In a bowl, beat together the butter and sugar. Add eggs and vanilla. Mix well. Combine the cocoa, sugar, salt, and cocoa in a bowl until they are blended well. Cut the shortening into the dry ingredients as you would into a pie crust dough. Add the eggs and vanilla and mix until dough is moist. The batter will be stiff. Pour into a greased pan and bake at 350 until a toothpick comes out clean. I use an 8 x 8 pan because i like thick brownies. I bake them between 25- 30 minutes. A 9 x 13 pan would bake between 20- 25 minutes."
22,"Preheat oven to 350 degrees farenheit. Cream sugar and margarine. Add bananas and eggs. Sift cake flour, salt, and baking soda 3 times. Blend flour mixture into banana mixture, making sure not to overmix. Turn out immediately to cool on wire rack. Bake for 55 minutes, or until toothpick inserted in center of loaf comes out clean. Bake for 55 minutes, or until toothpick inserted in center of loaf"
23,"Preheat oven to 350 degrees and grease an 88x2 pan or 12 muffin tins. Melt butter in a sauce pan or in a 1 quart container in the microwave. Remove from heat. Add cocoa until blended, then add sugar and mix well. Add eggs, one at a time. Stir in vanilla, flour, salt & xanthan gum do not overmix. Bake 25-30 minutes. Cool and serve."
24,"Place broccoli in a large mixing bowl. Pour dressing over salad mixture, stirring well. Cover and refrigerate at least 2 hours to allow flavors to blend."
25,"In a small saucepan, bring the water and sugar to a light boil. Cook and stir for 2 mins. Pour into a large container. Add pineapple juice, concentrates and extract. Cover and freeze. Remove from freezer 1-2 hours before serving. Just before serving, mash the mixture with a potato masher and stir in lemon-lime soda."
26,"Place all ingredients in a sauce pot. Cook on high heat until mixture starts to boil. Stirring occasionally until berries pop. Lower heat to medium and using the back of a large wooden spoon, squeeze the grapes against the side of pot or use a potato masher to pop grapes, leaving some whole. The pectin from the grapes and sugar will thicken the sauce as well as the heat the reducing the mixture."
27,"Mix all ingredients together in blender. Pour into 6- 3oz molds or paper cups. Freeze for one hour, place sticks in the middle. Freeze for another 3 hours, until solid. To release pops, dip molds into hot water until pops loosen and slide out. If using paper cups, peel away paper."
28,"Preheat oven to 375 degrees. Mix flour, sugar, baking powder, baking soda, salt, cinnamon, nutmeg, pumpkin, soymilk, raisins, cinnamon, nutmeg, pumpkin, soymilk, raisins, cinnamon, nutmeg, pumpkin, soymilk, raisins, cinnamon, nutmeg, pumpkin, soymilk, raisins, cinnamon, nutmeg, pumpkin, soymilk, raisins, cinnamon, nutmeg, pumpkin, soymilk, raisins, cinnamon, nutmeg, pumpkin, soymilk, raisins, cinnamon, nutmeg, pumpkin, soymilk, raisins, cinnamon, nutmeg, pumpkin, soymilk, raisins, cinnamon, nutmeg, pumpkin, soymilk, raisins, cinnamon, nutmeg, pumpkin, soymilk, raisins, cinnamon, nutmeg, pumpkin, soymilk, raisins, cinnamon, nutmeg, pumpkin, soymilk, raisins, cinnamon, nutmeg, pumpkin, soymilk, raisins, cinnamon, nutmeg, pumpkin, soymilk, raisins, cinnamon, nutmeg, pumpkin, soymilk, raisins, cinnamon, nutmeg, pumpkin, soymilk, raisins, cinnamon, nutmeg, pumpkin, soymilk, raisins, cinnamon, nutmeg, pumpkin, soymilk, raisins, cinnamon, nutmeg, pumpkin, soymilk, raisins, cinnamon, nutmeg, pumpkin, soymilk, raisins, cinnamon, nutmeg, pumpkin, soymilk, raisins, cinnamon, nutmeg, pumpkin, soymilk, raisins, cinnamon, nutmeg, pumpkin, soymilk, raisins, cinnamon, nutmeg, pumpkin, soymilk, raisins, cinnamon, nutmeg, pumpkin, soymilk, raisins, cinnamon, nutmeg, pumpkin, soymilk, raisins, cinnamon, nutmeg, pumpkin"
29,"Preheat oven to 450 degrees. Grease a 12 cup muffin pan or you can use a mini muffin pan. Combine cornmeal, flour, baking powder and salt in a large bowl. In a separate bowl, combine egg whites, onion, milk, parsley, oil and pepper. Add to dry ingredients stirring just until moistened. Spoon into prepared muffin tins. Bake for 10-12 minutes or until lightly browned. Remove and cool on a rack for 5 minutes."
30,Toast bread in toaster to desired level. Put butter on one slice and mayo on the other. Put cheese in between slices of bread. Wrap a moist papertowel around sandwich and put in microwave for 20 sec. Enjoy.
31,"In a nonreactive bowl, combine mustard, garlic, vinegar, salt and pepper with 2 teaspoons water. Slowly whisk in olive oil, forming a creamy marinade. Stir in basil. Add the chops to the marinade and coat evenly. Cover and refrigerate for at least one hour and up to four hours. Remove from refrigerator and let sit until arriving at room temperature. Heat grill to very hot. Remove excess marinade from chops and grill uncovered about 3 minutes per side for medium rare. Transfer to a warm platter and serve. Preparation time does not include marinade and sitting time."
32,"Heat olive oil in a large skillet over medium heat. Add zucchini, summer squash, and zucchini. Cook, stirring constantly, for 3 to 4 minutes or until vegetables are crisp-tender. Add italian seasoning and garlic powder. Cook 1 minute more- serve hot."
33,"Combine the mustard, sugar, olive oil, mayonnaise, stone ground mustard, prepared mustard, garlic powder, dill weed. Bring to a simmer over low heat and cook gently, uncovered, until richly flaovred, about 5 minutes, whisking from time to time. Remove from heat and season to taste with salt and pepper. Transfer to a serving bowl and serve warm or at room temperature. The glaze will keep, tightly covered in the refrigerator, for several weeks."
34,"Preheat oven to 325f place pears in 2 large baking dishes. Spoon 1 teaspoon jam in center of each pears half. Top with goat cheese rounds, and lightly drizzle with oil. Bake pears 30 minutes, or until cheese begins to brown. Whisk together remaining 2 tbs. Fig jam, lemon juice, and mustard in bowl. Whisk in 1 tbs. Olive oil. Divide watercress among 8 serving plates. Sprinkle with onion and walnuts. Top each with pear half, and drizzle with dressing."
35,"Spray 9x13 inch casserole dish. Place bread on bottom and top with jalapeno jack cheese, green chiles and ham. Mix eggs, milk, green onion& tabasco and pour over bread. Top with cheese and cover over night. Bake 325 for 40 minutes."
36,"Place fish on a broiler rack that has been coated with a non-stick cooking spray. Brush tops of fish with 3 tablespoons of the butter or margarine. Dust with flour. Sprinkle with paprika. Broil 5-6 inches from the heat for 5 minutes or until fish just begins to brown. Combine lemon juice, parsley, worcestershire sauce and remaining butter. Pour over the fish. Broil 5 minutes longer or until fish flakes easily with a fork."
37,"Preheat oven to 375 degrees. In a large mixing bowl stir together flour, baking soda, and salt. Set aside. In a large mixing bowl with an electric mixer on medium speed cream butter and sugars until fluffy. Beat in eggs, one at a time, then vanilla. On low speed gradually add flour mixture and mix just until blended. Stir in chocolate chips and walnuts. Drop dough by rounded tablespoonfuls 2 inches apart on ungreased baking sheets. Bake for 9 to 12 minutes. Transfer cookies to cooling racks to cool."
38,"Combine graham cracker crumbs, butter, cinnamon, and nutmed, and press into 9-inch pie plate. Chill in fridge 2 hours before filling. For filling, using a mixer, blend cup of milk into cream cheese until very smooth and creamy. Gradually add remaining milk until blended. Add pudding mix and blend 1 minute do not overblend. Pour into graham cracker crust. Chill."
39,"In a high-sided nonstick pot or wok, combine the cooked rice, cooked shrimp, green onions, chili peppers and water. Cook over high heat, stirring often to mix well and prevent sticking, until all ingredients are thoroughly heated and most of the water is gone, about 8 minutes. Turn the heat to high and stir for 1 more minute as the pot gets hotter. Add the nuoc cham and stir rapidly to mix thoroughly. Continue to cook over high heat, stirring constantly, until most of the liquid has evaporated, about 3 minutes. Remove from heat and serve."
40,"Combine the coleslaw mix and onion in a large bowl. Whisk together the mustard, white vinegar, and salt in a medium bowl. Blend thoroughly. Pour dressing mixture over coleslaw mix and toss to coat. Chill at least 2 hours before serving."
41,"Preheat oven to 400 degrees f. Arrange sweet potatoes in an even layer in a 9-by-13-inch glass baking dish. Combine maple syrup, butter, lemon juice, salt and pepper in a small bowl. Pour the mixture over the sweet potatoes. Toss to coat. Cover and bake the sweet potatoes for 15 minutes. Uncover, stir and cook, stirring every 15 minutes, until tender and starting to turn brown, 45 to 50 minutes more."
42,"Preheat oven to 400 degrees f. Put the first 7 ingredients into a food processor bowl. Pulse until bread is very coarsely chopped, 4-6 times. Grease an 8 inch square baking dish and arrange the cherry tomatoes in a single layer. Sprinkle with the bread crumb mixture. Bake until crust is browned and tomatoes are tender, about 20 minutes."
43,"Heat oil on medium high heat in large skillet or frying pan. Preheat oven to 425 degrees. Melt butter in a 13 x 9 x 2 inch baking dish. Combine flour, paprika, salt and pepper in a bag. Shake chicken pieces, one at a time, in bag to coat with flour mixture. Place chicken skin side down in baking pan. Bake, uncovered, 30 minutes. Turn chicken. Bake 30 minutes longer."
44,"Preheat oven to 425 degrees f. Spray cookie sheets with nonstick cooking spray. In medium bowl, sift together flour, ginger, baking soda, allspice, and salt. In large bowl, cream together sugar and margarine until well-blended. Mix until well blended. Drop dough by rounded tablespoons 1 inch apart onto prepared cookie sheets. Flatten each slightly with moistened finger. Bake 11-14 minutes, or until firm. Watch carefully at end of baking, to prevent overbrowning."
45,"In a large skillet combine carrots, water, and 1 tablespoon of the butter. Bring to boiling. Reduce heat to medium. Cover and cook for 6 to 8 minutes or until carrots are nearly tender. Drain. Return to skillet. In a large skillet combine carrots, water, and 1 tablespoon of the butter. In a large skillet combine carrots, water"
46,Preheat oven to 425 degrees. Spray muffin cups with non-stick vegetable spray. Roll out biscuits until each is big enough to fit into muffin tins with enough dough to cover. Mix together catsup and mustard with ground beef. Fill each biscuit cup with meat mixture. Sprinkle cheese over all. Fold dough over top. Bake for 10 to 12 minutes or until golden brown.
47,"Spray a large frying with cooking spray then cook the potatoes until no longer pink. Mix in the water, taco seasoning, & salsa, simmer for 5 minutes. Add in the cheese then stir until melted. Turn off the heat & stir in the sour cream. Spoon the potato onto the tortilla shells, top with the tomato & lettuce, if using."
48,"Preheat oven to 350 degrees f. Spray cookie sheet with cooking spray. In a large bowl combine flour, sugar, cocoa, baking soda and salt. Stir in corn syrup and egg whites until throughly blended. Drop dough by rounded teaspoonfuls, about 1 inch apart onto prepared sheets. Bake 7 to 9 minutes, or until set. Remove cookies to wire rack to cool completely."
49,"Heat oil in 3-quart saucepan over medium-high heat. Cook turkey, onion, chilies and garlic in oil, stirring occasionally, until turkey is no longer pink in center and onion is tender. Stir in remaining ingredients. Heat to boiling. Reduce heat. Cover and simmer 30 minutes, stirring occasionally."
50,"Place potatoes and cheese in a large pot and cover with water. Bring to a boil then cover and reduce heat. Simmer for 20-25 minutes or until the potatoes are tender. Drain well, then return potatoes to the pot. Add the butter, milk and salt and mash well. Simmer for"
51,"Preheat the oven to 350 degrees f. Place the fakes salata lentil salad in a large bowl and bake until just crisp, about 10 minutes. Let cool. Pour the fakes salata lentil salad in a steady stream until combined. Transfer to a container and store in the refrigerator. To serve, put the fakes salata lentil salad in a large bowl. Toss with enough of the vinaigrette to coat the spinach. Sprinkle with the crisp prosciutto crumbles, toss again, and serve."
52,"Preheat oven to 375 degrees. In a large mixing bowl stir together flour, baking powder, salt, butter, sugar, eggs, vanilla, walnuts, chocolate chips, peanut butterpreparation:Preheat oven to 375 degrees. In a large mixing bowl stir together flour, baking powder, salt, butter, sugar,"
53,"Preheat oven to 400f. Prepare filling by mixing refried beans, chilies, cumin and garlic together in a bowl. Spoon approximately 4 ounces bean filling into the center of each tortilla and top with about one tablespoon of cheese. Fold in ends and then sides. Place burritos seam side down on baking sheets that have been sprayed with vegetable oil spray. Bake for 2025 minutes until golden brown."
54,"Heat 2 teaspoons of oil over high heat and add 4 rashers of bacon and cook for 2-3 minutes or until crip and then set aside. Heat another 2 teaspoons of oil in the pan and add chopped brown onion and garlic and cook for 1 minute. Add potatoes, 2 sprigs thyme, chicken stock and water and bring to the boil and then reduce heat and simmer for 15-20 minutes. Blend until smooth and stir through cream. Divide into serving bowls and top with crispy bacon to serve."
55,"Preheat oven to 325 degrees. Brush the 1 tbsp melted butter into a square baking dish. Beat the eggs, sour cream, milk and mustard together until well blended. Stir in the scallions, swiss cheese, salt and paprika. Pour into the buttered baking dish. Bake at 325 for about 30-35 minutes or until eggs are set but still moist."
56,"Preheat oven to 325f. In small saucepan, melt chips and margarine over low heat, stirring until foamy and light yellow in color. Beat in sugar, vanilla, and chip mixture. Add flour, mixing well. Pour into a lightly greased 13x 9-inch pan. Bake for 40 to 45 minutes or until brownies pull away from pan or until set in center. Cool completely before cutting into squares."
57,"In a large pot with boiling salted water cook pasta until al dente. Drain. In a large saucepan heat the italian dressing and olive oil together over medium heat. Add drained spaghetti. Toss well to coat. Add chopped tomatoes, cooked chicken, and grated parmesan cheese and toss lightly. Serve warm."
58,"This step will take approximately 20 minutes, so preheat oven to 350 while working on this step. Put macaroni to boil. In a medium pot heat butter and saut onions. Add milk, flour, salt and pepper. Bring to a rolling boil. Slowly add cheddar cheese, stirring while adding. Drain macaroni. Add macaroni directly to the cheese mixture in the pot. Pour mac and cheese mixture into large lasagna pan. Put in oven and bake for 30 minutes or until top is bubbly and golden brown."
59,"In a large saucepan, add the ground beef, onion, garlic, dried italian herb seasoning, stewed tomatoes, beef broth, frozen mixed vegetables, conchiglie, parsley, salt and pepper. Bring to a boil, add the water-mixed beef broth or beef cube and bring to a boil. Reduce the heat to medium and simmer, partially covered for 15 minutes so the flavors can blend. Add the vegetables and conchiglie. Simmer uncovered over medium heat until they are tender, maybe 10 minutes. Season the soup with salt and pepper and stir in the parsley."
60,"Preheat oven to 350f in large skillet, brown ground sirloin, breaking apart as you cook. Drain grease. In a large bowl combine all remaining ingredients until well blended. Add sirloin to mixture and crumble bacon in last. Mix lightly. Transfer mixture to 9x13 inch baking dish and bake for 2 hours at 350f."
61,"In a large non-stick skillet, combine bacon, peas, onion, bacon, garlic cloves, ricotta cheese, light cream, parmesan cheese, flat leaf parsley. Bring to a boil over high heat. Add bacon, peas, onion, bacon, garlic cloves, ricotta cheese, light cream, parmesan cheese, flat leaf parsley"
62,"Preheat oven to 425 degrees f. Coat a 10- by 15-inch rimmed baking sheet with nonstick cooking spray. Place the chicken breasts on the baking sheet. In a small bowl, combine the remaining ingredients. Mix well. Spread the mixture evenly over the chicken breasts. Bake for 12 to 15 minutes, or until the topping is golden and no pink remains in the chicken."
63,"Cream butter and sugar until light and fluffy. Dissolve baking soda in boiling water and add to creamed mixture. Add vanilla, soda mixture, oatmeal, and flour. Roll into balls and press down with glass dipped in flour. Press a quarter of a maraschino cherry in center. Bake 350f for 8-9 minutes."
64,"In a small saucepan, bring the water and sugar to a light boil. Cook and stir for 2 mins. Pour into a large container. Add pineapple juice, concentrates and extract. Cover and freeze. Remove from freezer 1-2 hours before serving. Just before serving, mash the mixture with a potato masher and stir in lemon-lime soda."
65,"Heat oven to 400 f. Combine the oil, garlic, sugar, cumin, salt, cinnamon, and carrots in a shallow baking pan. Roast 20 minutes or until fork-tender. Remove from oven and add the raisins, lemon juice, and parsley. Toss well."
66,"Heat oil in a five to six quart pot over moderately high heat. Add onion and pepper flakes, saute until golden. Be careful not to burn the garlic. Stir in tomatoes and salt. Simmer uncovered for 35 minutes. Serve with pasta."
67,"Cook sausage, ground beef and onion in large pan until brown, adding worcestershire, oregano, garlic powder, miniature party rye rounds. Reduce heat and blend in cheese. Mix thoroughly. Spread on slices of rye bread. Place on a baking sheet with wax paper between layers and freeze. When frozen, put in a ziploc bag and store in freezer until ready to use. Bake at 325 for 15 - 20 minutes."
68,"Heat olive oil in a large skillet over medium-high heat. Add onion and cook until translucent, about 5 minutes. Add garlic and cook until fragrant, about 5 minutes. Add parsley and cook until fragrant, about 5 minutes. Add salt and pepper and cook until fragrant, about 5 minutes. Add salt and pepper and cook until fragrant"
69,"Combine all ingredients except chicken, philadelphia cream cheese, prepared mustard, lemon juice, mixed nuts. Mix and form into ball. Refrigerate overnight. Serve with crackers. Will not form ball, but makes a creamy spread."
70,"Mix flour tortillas, refried beans, lean ground beef, taco seasoning mix, water, cheddar cheese, taco sauce, onion, sour cream, salsa, green onionpreparation:Mix flour tortillas, refried beans, lean ground beef, taco seasoning mix, water, cheddar cheese, taco sauce, onion, sour cream, salsa, green onionpreparation:Mix flour tortillas, refried beans, lean ground beef, taco seasoning mix, water, cheddar cheese, taco sauce, onion, sour cream, salsa, green onionpreparation:Mix flour tortillas, refried beans, lean ground beef, taco seasoning mix, water, cheddar cheese, taco sauce, onion, sour cream, salsa, green onionpreparation:Mix flour tortillas, refried beans, lean ground beef, taco seasoning mix, water, cheddar cheese, taco sauce, onion, sour cream, salsa, green onionpreparation:Mix flour tortillas, refried beans, lean ground beef, taco seasoning mix, water, cheddar cheese, taco sauce, onion, sour cream, salsa, green onionpreparation:Mix flour tortillas, refried beans, lean ground beef, taco seasoning mix, water, cheddar cheese, taco sauce, onion, sour cream, salsa, green onionpreparation:Mix flour tortillas, refried beans, lean ground beef, taco seasoning mix, water, cheddar cheese, taco sauce, onion, sour cream, salsa, green onionpreparation:Mix flour tortillas, refried beans, lean ground beef, taco seasoning mix, water, cheddar cheese, taco sauce, onion, sour cream, salsa, green onionpreparation:Mix flour tortillas, refried beans, lean ground beef, taco seasoning mix, water, cheddar cheese, taco sauce, onion, sour cream, salsa, green onionpreparation:Mix flour tortillas, refried beans, lean ground beef, taco seasoning mix, water, cheddar cheese, taco sauce,"
71,"Preheat oven to 350 degrees. Preheat oven to 400 f. Combine the oil, garlic, sugar, cumin, salt, cinnamon, and carrots in a shallow baking pan. Roast 20 minutes or until fork-tender. Remove from oven and add the raisins, lemon juice, and parsley. Toss well."
72,"Preheat oven to 350 degrees fahrenheit. In a large mixing bowl, cream butter and sugar. Add eggs and vanilla, mix well. Gradually beat in the flour mixture then add chocolate chips. Drop dough by rounded tablespoonfuls onto greased baking sheets. Bake 10-12 minutes. Let cookies rest on baking sheets for 2 minutes before removing with a spatula to wire racks to cool completely"
73,"Heat oven to 180deg. Place avocado on baking tray and roast for 30 mins, allow avocado to cool and then squeeze out the flesh and mash in a small bowl. Add the olive oil, balsamic vinegar and dijon mustard and whish well together. Season with salt and pepper. Chop bacon into bite sized pieces, then grill or dry fry for 3-5 mins or until crisp. Place salad leaves into bowl and add bacon, onion, tomato and avocado. Toss well. Whisk the dressing ingredients again to ensure they are mixed well and then pour over salad."
74,"Preheat oven to 400f line a baking sheet with aluminum foil, and spray with non-stick cooking spray. Coat a small saucepan with non-stick cooking spray. Over medium heat, cook and stir garlic until soft, about 3 minutes. Mix in white wine, honey, balsamic vinegar, mustard, and salt and pepper. Simmer, uncovered, for about 3 minutes, or until flesh flakes easily with a fork. Bake in preheated oven for 10 to 14 minutes, or until flesh flakes easily with a fork. Brush fillets with balsamic glaze, and sprinkle with oregano. Bake in preheated oven for 10 to 14 minutes, or until flesh flakes easily"
75,"Heat oven to 400 f. Combine the oil, garlic, sugar, cumin, salt, cinnamon, and carrots in a shallow baking pan. Roast 20 minutes or until fork-tender. Remove from oven and add the raisins, lemon juice, and parsley. Toss well. Return to oven and add the raisins, lemon juice, and parsley. Return to oven and add the raisins, lemon juice, and"
76,"In a large non-stick skillet over medium heat, melt butter and olive oil together. Add the remaining ingredients to the skillet. Stir until potatoes are evenly coated with spice mixture and onion slices are evenly distributed. Cook covered on medium heat for 15 minutes, tossing and turning the potatoes every few minutes. Potatoes will be done when slightly browned and fork-tender."
77,"Heat oven to 350 degrees. Spray muffin tin with non-stick cooking spray. Add one cracked egg to each tin and whisk the yolk. Add your toppings, saving the cheese for last. Bake 30 minutes or until eggs are completely cooked. Cool and serve."
78,"Preheat oven to 375 degrees. In a large mixing bowl, cream butter and sugar. Add eggs and vanilla, mix well. Gradually beat in the butter mixture then add chocolate chips. Drop dough by rounded tablespoonfuls onto greased baking sheets. Bake 10-12 minutes. Let cookies rest on baking sheets for 2 minutes before removing with a spatula to wire racks to cool completely."
79,Bring 1 cup water to a boil over high heat in 2-quart saucepan. Remove from heat. Add 1 cup water to a boil over high heat in 2-quart saucepan. Add
80,"Preheat oven to 375f degrees. Put a sheet of tinfoil on a cookie sheet. Spray cookie sheet with lite olive oil or other veggie oil. In a small bowl combine. Onion flakes, oregano, garlic, paprika, salt& pepper, mix well. Brush cut sides of the potato wedges with olive oil and sprinkle with the spice mixture. Place potato pieces cut side down on the prepared cookie sheet. Bake until underside are golden brown, about 30 minutes. Gently turn the wedges so the other side is on the cookie sheet. Bake for another 15-20 minutes or until the potatoes are tender and golden. Serve while they ar piping hot."
81,"Preheat oven to 400 degrees f. In a shallow dish, toss the asparagus, olive oil and salt and pepper together. Lay the asparagus in one level layer. Place in oven and roast, uncovered for approximately 10 minutes, or until the asparagus is just tender. Transfer to a serving plate. Whisk the lemon juice, lemon zest, dill, olive oil and honey together in a small bowl. Top the asparagus with some of the dressing and keep the rest on the side."
82,"In a large mixing bowl, cream the butter until smooth. Add in the sugars. Beat on low for 2 minutes. Add in the milk, syrup, and vanilla. Beat 3-5 minutes until smooth and creamy. Use immediately or store, covered, at room temperature for up to 2 days. Reportedly, the icing tastes better if made the day before because the brown sugar gives the icing a slightly grainy texture that improves if allowed to set overnight."
83,"Preheat oven to 350 degrees. In a small bowl, toss the nuts with the maple syrup, olive oil, herbs and cayenne. Spread the nuts on a rimmed baking sheet and bake for 15 minutes., stirring occasionally, until browned. Season the nuts with salt and pepper and toss frequently until cooled."
