,result
21,"Preheat oven to 350 degrees fahrenheit. Grease 8x8x2-inch baking pan. In large bowl beat butter and sugar until fluffy. Beat in eggs, one at a time. Beat in chocolate, then flour. Stir in walnuts. Spread evenly into prepared pan. Bake for 25 to 30 minutes or until firm."
22,"Preheat oven to 350f. Grease 9x13 baking dish. Spread pineapple with juice evenly in dish. Spread cherry pie filling over pineapple. Sprinkle dry cake mix over cherries, then spread pecans over cake mix. Cut margarine into thin slices and place over pecans. Bake for 50 minutes or until golden brown. Serve warm with vanilla ice cream, if desired."
23,"Preheat oven to 325c. Butter 20cm square cake tin. Melt butter and choc in saucepan over low heat. When melted ans smooth, set aside to cool. Beat eggs and sugar in large bowl till thick and creamy. Stir n cooled chocolate and golden syrup. Then add flour, cocoa, salt and nuts. Pour into tin, bake 30 minutes. Remove from oven, cool in tin then cut into squares."
24,"Preheat oven to 350 degrees F. Line a large baking sheet with parchment paper. In a large mixing bowl, combine mayonnaise, vinegar and sugar. Mix well. Pour dressing over salad mixture, stirring well. Cover and refrigerate at least 2 hours to allow flavors to blend."
25,"In a small saucepan over low heat, combine ice, bacardi limon, lemonade, lemon concentrate, lime, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice, lemon juice,"
26,"In sieve, drain berries and pineapple over a bowl. Press the fruit with spoon until you have 2 cups juice. In med bowl, dissolve the gelatin in the boiling water. Stir in the 2 cups of juice, the fruit, and the sour cream until blended well. Pour into serving bowl and chill until firm."
27,"Place the mangoes, chilies, and ginger in a large pan. Add the lemon rind and juice, and stir in the water. Bring to a boil, and boil for 10 minutes or until a thick consistency is reached. Stir in the sultanas and balsamic. Cook for an additional 5 minutes. Let cool slightly, and pour into warm sterilized jars. Seal according to manufacturers directions."
28,"Preheat oven to 325f. In a large mixing bowl, cream your butter and sugars til fluffy and airy. Add eggs, one at a time, beating well after each addition. Stir in flour mixture until combined well drop by quarter cup measure on to an ungreased baking sheet. Bake 12 to 13 minutes or until lightly browned. Remove from baking sheet and then cool on wire rack."
29,"Preheat oven to 450 degrees. Grease a 12 cup muffin pan or you can use a mini muffin pan. Combine cornmeal, flour, baking powder and salt in a large bowl. In a separate bowl, combine egg whites, onion, milk, parsley, oil and pepper. Add to dry ingredients stirring just until moistened. Spoon into prepared muffin tins. Bake for 10-12 minutes or until lightly browned. Remove and cool on a rack for 5 minutes. Serve immediatlely."
30,"To prepare each sandwich, spread 1 teaspoon of the olive oil on one side of each slice of bread. Place 2 slices cheese, three to four spinach leaves and 1 tablespoon cooked bacon between unbuttered sides of two bread slices. Place one sandwich in a large frypan or on a griddle. Cook over medium high heat for 3 to 4 minutes on eaach side or till the cheese is melted and the bread is golden brown. If necessary to prevent overbrowning, reduce to medium or brush on extra margarine, butter or olive oil. Repeat for remaining sandwiches."
31,"Preheat oven to 200c. Sprinkle olive oil over the base of the baking dish. Lay cutlets in the dish, rubbing them with the oil. Cover cutlets with crushed garlic, mustard and rosemary, then season with the salt and pepper. Place in the oven and cook for 25-30 minutes, turning once, until the cutlets ar browned and crispy. If desired, serve on a bed of couscous with your favourite steamed vegetables."
32,"Preheat oven to 350 degrees F. Place thai marinated summer squash in a large bowl. Mix dressing ingredients in a small bowl, stream in the extra-virgin olive oil and beat dressing with a fork. Pour dressing into the food storage bag and seal bag. Coat the vegetables evenly with dressing then grill vegetables a couple of minutes on each side until marked and tender. Arrange on a small platter."
33,"Combine mustard seeds, lager beer, malt vinegar, ground allspice, fresh ground black pepper, kosher salt, sugar, dry mustard, garlic, horseradish, mustard seeds, lager beer, malt vinegar, ground allspice, fresh ground black pepper, kosher salt, sugar, dry mustard, garlic, horseradish, mustard seeds, lager beer, malt vinegar, ground allspice, fresh ground black pepper, kosher salt, sugar, dry mustard, garlic, horseradish, mustard seeds, lager beer, malt vinegar, ground allspice, fresh ground black pepper, kosher salt, sugar, dry mustard, garlic, horseradish, mustard seeds, lager beer, malt vinegar, ground allspice, fresh ground black pepper, kosher salt, sugar, dry mustard, garlic, horseradish, mustard seeds, lager beer, malt vinegar, ground allspice, fresh ground black pepper, kosher salt, sugar, dry mustard, garlic, horseradish, mustard seeds, lager beer, malt vinegar, ground allspice, fresh ground black pepper, kosher salt, sugar, dry mustard, garlic, horseradish, mustard seeds, lager beer, malt vinegar, ground allspice, fresh ground black pepper, kosher salt, sugar, dry mustard, garlic, horseradish, mustard seeds, lager beer, malt vinegar, ground allspice, fresh ground black pepper, kosher salt, sugar, dry mustard, garlic, horseradish, mustard seeds, lager beer, malt vinegar, ground allspice, fresh ground black pepper, kosher salt, sugar, dry mustard, garlic, horseradish, mustard seeds, lager beer, malt vinegar, ground allspice, fresh ground black pepper, kosher salt, sugar, dry mustard, garlic, horseradish, mustard seeds, lager beer, malt vinegar, ground allspice, fresh ground black pepper,"
34,"Heat oil and butter in a 12-inch skillet over medium-high heat. When butter has melted, add half of the asparagus to the skillet with. Using tongs, distribute spears in an even layer. Cover skillet. Cook until spears are tender and still crisp, about 5 minutes. Uncover, increase heat to high and season asparagus with salt and pepper to taste. Cook until spears are tender and well-browned along one side, 5 - 7 minutes, using tongs to occasionally move spears from the center of the pan to the edge of the pan to ensure all are browned. Transfer to serving dish, adjust seasonings as needed and, if desired, squeeze lemon over spears. Serve immediately."
35,"Preheat oven to 350 degrees. Place eggs in a large skillet over medium heat. When hot, add 4 teaspoons of oil to pan and swirl to coat. Place eggs in carefully and cook until the white has become solid, about 1 to 2 minutes. Sprinkle the eggs with salt, pepper, and about a tablespoon of cheese for each egg. Swirl the remaining olive oil on the top of the cheese. Serve immediately."
36,"Heat oil in a deep fryer to 365 degrees f. Rinse fish, pat dry, and season with salt and pepper. Combine flour, garlic powder, paprika, 2 teaspoons salt, and 2 teaspoons pepper. Stir egg into dry ingredients. Gradually mix in one beer until a thin batter is formed. You should be able to see the fish through the batter after it has been dipped. Dip fish fillets into the batter, then drop one at a time into hot oil. Fry fish, turning once, until both sides are golden brown. Drain on paper towels, and serve warm."
37,"Preheat oven to 375 degrees. In a large mixing bowl stir together flour, baking soda, and salt. Set aside. In a large mixing bowl with an electric mixer on medium speed cream butter and sugars until fluffy. Beat in eggs, one at a time, then vanilla. On low speed gradually add flour mixture and mix just until blended. Stir in chocolate chips and walnuts. Drop dough by rounded tablespoonfuls 2 inches apart on ungreased baking sheets. Bake for 9 to 12 minutes. Transfer cookies to cooling racks to cool."
38,"Preheat oven to 350 degrees fahrenheit. Beat cream cheese at medium speed of electric mixer until fluffy. Mix in sugar. Add eggs one at a time, making sure the mixture is well blended. Stir in vanilla. Line 12 muffin cups with muffin paper, and place a chocolate wafer in each lined cup. Spoon the cream cheese mixture over the wafers. Bake for 20 minutes at 350 degrees. Remove muffin tin from oven, but leave the cakes in the muffin pan and refrigerate them overnight. Remove the cheesecakes from the muffin pan. To serve, spoon a tablespoon of cherry pie filling on each mini cheesecake."
39,"In a large saucepan, bring broth and water to boil. Add orzo. Cook, uncovered, over medium heat 4-6 minutes or until pasta and asparagus are tender, stirring frequently. Drain. Stir in parmesan cheese and caesar dressing."
40,"Combine the coleslaw mix and onion in a large bowl. Whisk together the mustard, white vinegar, and salt in a medium bowl. Blend thoroughly. Pour dressing mixture over coleslaw mix and toss to coat. Chill at least 2 hours before serving."
41,"Preheat oven to 350 degrees. Place japanese soy glazed sweet potato in a large baking dish and cook until tender. In a saucepan, heat oil and pepper over medium high heat until browned on all sides. Discard pepper, add garlic and ginger and cook until barely tender. Stir in salt and balsamic vinegar to taste and simmer over low heat until ready to serve. When tender, split each potato, drizzle with ginger sauce and serve hot."
42,"Melt butter in very large pot over medium-high heat. Add minced garlic and jalapeno. Stir until garlic is golden, about 2 minutes. Add tomato sauce, wine, and lemon juice and bring to boil. Add clams. Cover and boil until clams open, about 9 minutes. Add basil and lemon peel. Season with pepper. Transfer clams and sauce to large bowl and serve."
43,"Heat oil on medium high heat in large skillet or frying pan. Preheat oven to 375 degrees. Combine dry ingredients. Moisten chicken pieces with water. Dredge chicken in flour and crumb mixture. Quickly fry chicken on all sides until browned and crisp. Place in covered baking dish and bake additional 20-30 minutes to re-crisp chicken, serve."
44,"Preheat oven to 400f. In a small bowl, combine almonds, breadcrumbs and walnuts. Sprinkle over top pie crust. Peel and halve fresh apricots. Spread apricot halves over nut mixture. Sprinkle sugar over apricots. Bake 30 minutes."
45,"Preheat oven to 350 degrees. Line a rimmed baking sheet with parchment paper. Peel and trim carrots and slice lengthwise into thin halves or quarters. Toss carrots in bowl with olive oil, rosemary and salt. Roast at 350 for 30 minutes, stirring half way through. Turn up oven to 425 and roast ten minutes longer or until the ends of the carrots begin to turn black. When carrots are almost done, melt apricot jam in microwave for 15-30 seconds. Remove carrots from oven, place in bowl and toss warm carrots with melted apricot jam. Toss with a little more rosemary if desired."
46,"Heat oven to 450f. Stir baking mix, milk and cheese until soft dough forms. Drop by 9 spoonfuls onto ungreased cookie sheet. Bake 8-10 minutes or until golden brown. Stir together margarine and garlic powder. Brush over warm biscuits."
47,"Preheat oven to 325 degrees f. In a large, heavy skillet over medium-high heat, brown ground beef, and drain fat. Mix in dry taco seasoning. Spoon browned meat into a 9x13 inch glass baking dish. Spoon a layer of refried beans over meat, then salsa. Top with shredded cheese. Bake about 20 to 25 minutes in the preheated oven."
48,"Preheat oven to 325f. In a large mixing bowl combine cereal, wheat flour, and flour. Set aside. In a larger mixing bowl, cream your butter and sugars til fluffy and airy. Add eggs, one at a time, beating well after each addition. Stir in flour mixture until combined well drop by quarter cup measure on to an ungreased baking sheet. Bake 12 to 13 minutes or until lightly browned. Remove from baking sheet and then cool on a wire rack."
49,"Heat oil in 3-quart saucepan over medium-high heat. Cook turkey, onion, chilies and garlic in oil, stirring occasionally, until turkey is no longer pink in center and onion is tender. Stir in remaining ingredients. Heat to boiling. Reduce heat. Cover and simmer 30 minutes, stirring occasionally."
50,"In large, nonstick skillet, melt butter. Add potatoes and cook over medium heat until almost tender and lightly browned. Add salt, pepper, and milk, continuing to cook until milk is absorbed and potatoes are tender. Sprinkle with cheese, heating until melted. Stir well, sprinkle with chopped parsley and serve."
51,"Heat oil in medium saute pan or saucepan over medium-high heat. Fry onions until crisp and reddish-brown, about 10 minutes, then drain on paper towels. Put garlic and chile in saucepan and fry for 20 seconds or until just beginning to brown. Add lentils and water. Partially cover and cook for 30-35 minutes, or until lentils are soft. Serve lentils with onions on top."
52,"In a large saucepan, melt the butter and peanut butter. Remove from the heat. Add sugar and flour. Stir in the eggs and vanilla. Spread into a greased 9 x 5 loaf pan and bake at 350 for 60 to 70 minutes or until a toothpick inserted in the center comes out clean. Cool for 10 minutes before removing from pan to cool on a wire rack."
53,"Heat oil with cornstarch in saucepan over medium heat. Cook for 1 minute. Add in cornstarch and cook for another minute. Add in green chilies. Mix well and add cream cheese. Cook over low heat until cream cheese melts. Put mixture in a 13 x 9 baking pan, top with 1 cup of grated cheese pour the whipping cream over the top and then put the last cup of grated cheese over that. Bake at 350 for 35 minutes or so, checking to make sure the cheese gets bubbly, not burnt."
54,"Preheat oven to 350 degrees. In large bowl stir together sour cream, soup, cheese, melted butter, onion, salt and pepper. Gently stir in potatoes. Transfer to greased 3-quart rectangular baking dish. Sprinkle with cornflakes. Bake, covered, for 40 minutes. Uncover, bake about 15 minutes more until golden."
55,"Preheat oven to 325 degrees. Brush the 1 tbsp melted butter into a square baking dish. Beat the eggs, sour cream, milk and mustard together until well blended. Stir in the scallions, swiss cheese, salt and paprika. Pour into the buttered baking dish. Bake at 325 for about 30-35 minutes or until eggs are set but still moist."
56,"Preheat oven to 350f. In a large bowl, beat the margarine, white and brown sugar together until fluffy. Add eggs and vanilla, beat well. In another bowl, sift flour, baking powder, and salt. Add to the creamed mixture, stirring well. Fold in butter brickle bits, and chocolate chips. Spread in a greased 9x13-inch pan. Bake for 25-30 minutes. Can be frosted with chocolate frosting."
57,Heat oven to 350 degrees F. Place pasta in a large saucepan over medium-high heat. Bring to a boil. Reduce heat to low and simmer for 10 minutes. Remove from heat. Remove from heat and stir in parsley. Serve over pasta topped with parmesan cheese.
58,"Preheat oven to 400 degrees. Coat 9x10 baking dish with cooking spray. Cook macaroni in a large pot of boiling water until just tender. Drain macaroni and transfer to a large pot. Add soup, maonnaise, cheese, pepper and pimentos. Mix well to combine with pasta. Transfer mixture to prepared baking dish and top with cracker crumbs. Bake, uncovered, until top is golden, about 20 to 25 minutes."
59,"In a rice pot or large saucepan, cook the ground beef, onion, garlic, dried italian herb seasoning, stewed tomatoes, beef broth, frozen mixed vegetables, conchiglie, parsley, salt and pepper. Bring to a boil, add the water-mixed beef broth or beef cube and bring to a boil. Reduce the heat to medium and simmer, partially covered for 15 minutes so the flavors can blend. Add the vegetables and conchiglie. Simmer uncovered over medium heat until they are tender, maybe 10 minutes. Season the soup with salt and pepper and stir in the parsley."
60,"Preheat oven to 400 degrees. Brush a large baking dish with 2 tablespoons of the olive oil. Put green beans, onion, and garlic in dish, drizzle with remaining oil and sprinkle with salt. Bake for 25 minutes, stirring beans at least 3 times. When tender, remove beans from oven and transfer to bowl. Immediately drizzle with vinegar. Add hearts of palm, tomatoes, pine nits and pepper to taste and toss. Serve warm or room temperature."
61,"Boil spaghetti until al dente. Prepare a large non-stick skillet on med-high heat with olive oil. Chop onion into large chunks and cook until browned in the skillet. Add garlic, salt, and red pepper flakes. Add tomatoes and spinach. Mix well until heated through. Serve over spaghetti or mix it all up."
62,"Preheat oven to 325 degrees f. Place chicken in a roasting dish. Combine mustard, honey and curry powder. Spread over chicken pieces. Bake uncovered for 45 minutes. Baste while baking and be careful that sauce does not burn."
63,"In a medium saucepan, over medium heat, combine the sugar, margarine, milk and peanut butter. Bring to a boil, then boil for 1 full minute. Remove from heat and stir in the peanut butter, oats, vanilla and chocolate milk mix. Drop by spoonfuls onto waxed paper. Let stand until completely cool."
64,"Mix the rum, apricot brandy, triple sec, ice cubes, orange juice, pineapple juice, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, grenadine, gren"
65,"In a large skillet, melt butter over medium-low heat. Add carrots, onions, and ginger, cover and cook, stirring, for about 7 to 10 minutes, until just tender. Stir in the orange juice, jelly, and salt. Cook, uncovered, for about 4 minutes, stirring frequently, until vegetables are tender and nicely glazed with the jelly and orange juice mixture. Sprinkle with fresh chopped parsley just before serving."
66,"Heat oil in a five to six quart pot over moderately high heat. Add garlic and pepper flake, saute until golden. Be careful not to burn the garlic. Stir in tomatoes and salt. Simmer uncovered for 35 minutes. Serve with pasta."
67,"Cook sausage, ground beef and onion in large pan until brown, adding worcestershire, oregano and garlic powder. Reduce heat and blend in cheese. Mix thoroughly. Spread on slices of rye bread. Place on a baking sheet with wax paper between layers and freeze. When frozen, put in a ziploc bag and store in freezer until ready to use. Bake at 325 for 15 - 20 minutes."
68,"Preheat oven to 425 degrees f. Combine breadcrumbs, basil, parmesan cheese, salt, egg, eggplants, olive oil, buns, pasta sauce, part-skim mozzarella cheese. Place eggplant on parchment paper-lined baking sheet, drizzle with olive oil and bake for 15 minutes. Transfer baked eggplant to clean plate and discard parchment paper. Set toasted buns halves, cut side down, on baking sheet. Divide eggplant slices evenly among bun halves, spoon on sauce and top with cheese. Place under broiler for 2 minutes until cheese is bubbling."
69,"Preheat oven to 400. Place chicken breasts in ungreased baking pan, 9 x 9 x 2. Spread 1 tsp butter on each of the four chicken breasts. Sprinkle salt and paprika on the breasts. Drizzle all with the lemon juice. Bake uncovered 35- 45 minutes or until tender. Sprinkle with snipped parsley and serve."
70,"Preheat oven to 350 degrees. In a large skillet over medium high heat, saute the beef and onion for 5 to 10 minutes, or until meat is browned and onion is tender. Drain fat. Add the celery, chili, tomatoes, taco sauce and corn. Heat thoroughly, reduce heat to low and allow to simmer. Meanwhile, prepare the noodles according to package directions. When cooked, place them in a 9x13 inch baking dish. Pour the meat mixture over the noodles, stirring well. Top with the cheese. Bake at 350 degrees f for 25 minutes, or until cheese is completely melted and bubbly."
71,"Preheat oven to 350 degrees. Preheat oven to 400 f. Combine the oil, garlic, sugar, cumin, salt, cinnamon, and carrots in a shallow baking pan. Roast 20 minutes or until fork-tender. Remove from oven and add the raisins, lemon juice, and parsley. Toss well."
72,"Preheat oven to 350f. In a large mixing bowl, cream butter and sugar. Add eggs and vanilla. Beat until well blended. Combine flour, cocoa, cream of tartar, baking soda and salt in a medium bowl. Add to butter mixture. Mix until uniform. Mix in chopped cherries. Drop dough by tablespoonfuls onto prepared cookie sheet. Bake about 10-12 minutes or until set."
73,"In a large skillet, heat oil over medium-high heat. Saute the onions and garlic. Stir in the tomatoes, chicken, basil, salt and hot pepper sauce. Reduce heat to medium, and cover skillet. Simmer for about 5 minutes, stirring frequently, until mixture is hot and tomatoes are soft. Toss sauce with hot cooked angel hair pasta to coat. Serve with parmesan cheese."
74,"Place fish under broiler, for another 2-3 minutes, or until fish is golden brown. To finish cooking, place fish under the broiler, for another 2-3"
75,"In a large skillet, melt butter over medium-low heat. Add carrots, onions, and ginger, cover and cook, stirring, for about 7 to 10 minutes, until just tender. Stir in the orange juice, jelly, and salt. Cook, uncovered, for about 4 minutes, stirring frequently, until vegetables are tender and nicely glazed with the jelly and orange juice mixture. Sprinkle with fresh chopped parsley just before serving."
76,"Heat oil in skillet on med, add onions, cook until soft. Add celery, cook until crisp tender. Increase heat to med hi, add peas. Cook until peas are heated through. Stir in celery leaves, salt and pepper."
77,"Preheat oven to 325 degrees. Brush the 1 tbsp melted butter into a square baking dish. Beat the eggs, sour cream, milk and mustard together until well blended. Stir in the scallions, swiss cheese, salt and paprika. Pour into the buttered baking dish. Bake at 325 for about 30-35 minutes or until eggs are completely cooked. Cool and serve."
78,"Preheat oven to 350 degrees fahrenheit or 175 degrees celsius. Mix the flour, baking powder, baking soda, butter, sugar, egg, vanilla extract, cornmeal, baking powder, salt, flour. Add to the creamed mixture. Drop by tablespoonfuls onto a greased cookie sheet. Bake in a preheated 350 degree oven about 15 minutes or until lightly brown."
