id,name,steps,ingredients
250059,butterflied leg of lamb with attitude,"Preheat oven to 350. Lay out butterflied leg of lamb - fat side down - on a pan with a rack. Mix remaining ingredients in a small bowl, and lightly coat both sides of the meat. Bake on center rack of oven for 50 minutes for rare, 1 hour for medium, or to your preference. Medium rare to medium for best taste.","butterflied leg of lamb, garlic cloves, olive oil, salt, pepper, rosemary, white wine, curry powder"
430535,beet greens with bacon and balsamic vinegar,"In a large skillet over medium high heat, cook bacon in olive oil until starting to lightly brown, about 5-7 minutes. Add chopped onion and continue to cook until onion is translucent and starts to brown lightly, another 3- 4 minutes. Add beet greens and roasted beets, water and a pinch of salt and pepper. Cover and cook for 3-4 minutes, stirring occasionally, until greens start to wilt. Add balsamic vinegar and continue to cook until greens have wilted, about another 3-4 minutes and liquid has evaporated slightly. Season to taste with salt and pepper. Transfer to serving bowl and offer additional balsamic at the table, if desired.","beet leaf, beets, bacon, olive oil, onion, water, balsamic vinegar, salt and pepper"
36755,no bake pot de creme,"Heat milk in a small pan over moderate heat until it comes to a boil. In blender or food processor combine egg, sugar, a pinch of salt, semisweet chips, and liqueur. Run processor or turn on blender to low setting. Pour in boiling milk in a slow stream. Process or blend 1 minute, until smooth. Spoon chocolate into 4 demitasse cups and chill. Beat cream until soft peaks form. Add sugar and beat to combine. Top the chocolate cups with a dollop of cream and garnish each cup with mint sprigs. Place cups on saucers and serve with demitasse spoons. If you use teacups, this recipe will yield 2 cups, rather than 4.","whole milk, egg, sugar, salt, semi-sweet chocolate chips, hazelnut-flavored liqueur, whipping cream, mint sprig"
86405,chocolate peanut butter crunch,"Place cereal in a large bowl, set aside. In small heavy saucepan melt morsels and peanut butter over low heat, stirring until combined. Pour over cereal, stirring gently until coated. Put cereal mixture into a large plastic bag. Sprinkle powdered sugar over cereal mixture. Seal the bag and gently shake till coated with powdered sugar. Spread on wax paper to cool. Store in a air tight container.","crispy rice cereal, chocolate chips, creamy peanut butter, powdered sugar"
224748,broccoli salad with cashews low carb,"In a good size pot of boiling water, place the florets of broccoli and cook until water just reaches a boil again. This will result in tender-crisp broccoli. Once water reaches a boil, remove broccoli from heat and dump into a colander. Douse with cold water to stop the cooking. In a bowl, mix the mayo, cream and splenda. Stir in the nuts and bacon. Lightly toss in the broccoli. Taste and adjust seasonings, adding salt and pepper, a little extra mayo, splenda or cream if needed. Refrigerate.","fresh broccoli florets, bacon, cashews, mayonnaise, heavy cream, splenda sugar substitute, raisins, salt and black pepper"
239030,creamy shrimp tortellini salad,"Cook tortellini according to package directions. Drain and set aside to cool. Mix together sour cream, mayonnaise, basil and chives. Stir in lemon pepper and garlic powder and salt. Add sour cream dressing mixture to the cooked tortellini and shrimp. Gently toss. Chill at least 2 hours.","tortellini, shrimp, mayonnaise, sour cream, fresh basil, fresh chives, lemon pepper, parmesan cheese, garlic powder, salt"
183657,saffron couscous,"Bring broth to a simmer in a small saucepan. Add saffron, stirring to dissolve. Cover and keep warm. Heat oil in a medium saucepan over medium-high heat. Add couscous. Cook 1 minute, stirring constantly. Add broth mixture, hot sauce, salt, and pepper. Bring to a boil. Cover, remove from heat, and let stand 5 minutes. Fluff with a fork. Stir in onions.","reduced-sodium fat-free chicken broth, saffron thread, olive oil, couscous, hot pepper sauce, salt, fresh ground black pepper, green onion top"
153598,peanut butter cookies by laura secord,"Set oven to 350f. Lightly grease a large baking sheet. In a large mixing bowl sift together flour, baking soda and salt. In the bowl of a mixer fitted with the paddle attachment, cream together butter, white sugar, and maple extract. Beat in brown sugar and peanut butter and continue to beat until smooth. Add in egg and beat for another 1-2 minutes. Reduce the speed and add in the dry ingredients in 3 additions, mixing well until a stiff dough forms. Shape the dough into small balls and place 2-inches apart on the prepared baking sheet. Press down with a fork to flatted. Bake for about 12-15 minutes or until golden brown.","flour, baking soda, salt, butter, maple extract, sugar, light brown sugar, peanut butter, egg"
104653,newlywed hamburger casserole with french fried onions,"In skillet, saute meat, onion, and bell pepper until vegetables are tender and meat is browned. Drain. Combine with noodles, salt, pepper, mushrooms and mushroom soup in 2 quart casserole. Cover and bake 25 minutes at 350 degrees. Remove from oven, uncover, and pour french fried onions over top. Return to oven, uncovered for five minutes.","ground chuck, onion, bell pepper, sliced mushrooms, cream of mushroom soup, french-fried onions, egg noodles, salt and pepper"
222133,italian sausage broils,"Preheat broiler. Brown sausage in skillet. Drain fat. Add basil, oregano and tomato sauce. Sprinkle 1 tbsp of the shredded cheese on each half of toasted, buttered english muffin. Divide sausage mixture among the muffin halves. Top with remaining cheese. Broil about 3 inches from source of heat until cheese melts. Serve immediately.","bulk italian sausage, dried basil leaves, dried oregano leaves, tomato sauce & mushrooms, mozzarella cheese, english muffins"
50601,old fashioned buttermilk pie ala nita,"Preheat oven to 350 degrees fht. Cream sugar and butter until smooth. Blend in flour, add eggs, buttermilk, vanilla. Pour mixture into unbaked or partly baked pie shell. Bake at 350 degrees fht. For 45 minutes. Pie will puff some when cooking, but will settle when cut. Granulated sugar and dark brown sugar may be combined in equal parts for a different taste.","pie crust, eggs, buttermilk, flour, granulated sugar, butter, pure vanilla extract"
385541,italian basic genoise sponge cake,"Preheat oven to 350 degrees. Blend the eggs, egg yolks, and sugar in a mixer bowl with a wire whip attachment until the mixture doubles in volume-about 15 minutes on high speed. Just before stopping the mixer, add the vanilla and mix inches. Preheat oven to 350 degrees f. Sift together the cake flour, cornstarch and salt. Fold dry mixture into egg mixture with a wooden spoon or rubber spatula, just until blended. Coat two 10-inch round cake pans with shortening. Pour the batter into the pans and put them immediately into preheated 350 degree oven. Bake until tops are springy to the touch, about 45 to 50 minutes. Remove the cakes from the pans and cool on a wire rack. When cool, use a long serrated knife to slice off the tops of the cakes. For tiramisu or other layer cakes, divide each cake into three uniform layers with a serrated knives.","eggs, egg yolks, sugar, vanilla, cake flour, cornstarch, salt"
241549,cherry stuffed grilled chicken,"Combine cherries, onion, sage, salt and thyme. Mix well. Cut a pocket on the thicker side of the chicken breast. Sprinkle lightly with salt, if desired. Stuff one fourth of the cherry mixture into the pocket. Close opening with metal skewers or wooden picks. Combine oil, vinegar, garlic, salt and pepper, mix well. Marinate stuffed chicken breasts 30 minutes in refrigerator. Broil or grill chicken breasts, brushing with marinade, until fully cooked and juices run clear when sliced.","sweet cherries, onion, fresh sage, salt, fresh thyme, boneless skinless chicken breast halves, olive oil, white wine vinegar, garlic salt, pepper"
147915,fried garlic chicken,"In a shallow dish, mix together the garlic powder, pepper, salt, paprika, bread crumbs and flour. In a separate dish, whisk together the milk and egg. Heat the oil in an electric skillet set to 350 degrees f. Dip the chicken into the egg and milk, then dredge in the dry ingredients until evenly coated. Fry chicken in the hot oil for about 5 minutes per side, or until the chicken is cooked through and juices run clear. Remove from the oil with a slotted spatula, and serve.","garlic powder, ground black pepper, salt, paprika, seasoned bread crumbs, all-purpose flour, milk, egg, boneless skinless chicken breast halves, oil"
209001,snickerdoodles blue ribbon,"Preheat oven to 275. Place butter in mixing bowl, blend in powdered sugar and vanilla. Add the flour, a little at a time and mix well. Stir in nuts. Mix the sugar & cinnamon on a piece of waxed paper. Shape the dough into small balls. Roll cookie balls into the sugar-cinnamon mixture and place on an ungreased cookies sheet, 1 inch apart. Bake about 30 minutes.","butter, vanilla, powdered sugar, flour, nuts, cinnamon, sugar"
155204,blueberry cheese bars,"Preheat oven to 350 degrees. Press dough evenly in a greased 13x9x2 inch baking pan. Beat cream cheese, egg, sugar, and lemon rind in a medium size bowl with mixer till smooth. Spread mixture over cookie dough. Dollop blueberry pie filling on cheese. Swirl with a knife or small metal spatula. Bake in a preheated oven for 35 minutes. Cool on a wire rack. Cut into bars. Refrigerate.","refrigerated sugar cookie dough, cream cheese, egg, sugar, lemon peel, blueberry pie filling"
410544,pasta salad with spinach olives and mozzarella,"Bring a medium pot of heavily salted water to a boil over high heat. Cook pasta according to the package directions, or until al dente. Drain, then rinse under cold water until cool. Transfer pasta to a large bowl and add mozzarella, spinach, olives, and parmesan. Toss to combine. In a separate, nonreactive bowl, combine vinegar, salt, and pepper. While whisking constantly, slowly add oil by pouring in a thin stream down the side of the bowl. Whisk until completely incorporated. Pour vinaigrette over salad and toss until pasta is coated. Taste, adjust seasoning as desired, and serve.","orecchiette, fresh mozzarella cheese, baby spinach, kalamata olives, parmesan cheese, red wine vinegar, kosher salt, black pepper, olive oil"
51652,escalloped chicken,"Layer chicken, celery, crumbs and parsley in greased casserole. I use a square one. Add salt and eggs to chicken broth. Pour over mixture in casserole. Bake casserole in a pan of water at 350 for one hour. Cut into squares to serve.","cooked chicken, celery, soft breadcrumbs, fresh parsley, salt, eggs, chicken broth"
242264,creole celery cabbage,"Preheat oven to 350f and lightly grease a casserole dish. Cover chinese cabbage with boiling water and cook for about ten minutes or until tender. Drain very well. Melt butter. Add onions and peppers and cook slowly for about five minutes. Add tomatoes and heat to the boiling point. Add cabbage, salt and pepper. Pour into a baking dish, cover and bake in oven for 30 to 40 minutes.","chinese cabbage, butter, onion, green bell pepper, tomatoes, salt, pepper"
234422,pumpkin quiches,"Heat oil & saute onion & bacon for 3-4 minutes or until cooked. Combine pumpkin with bacon mixture, cheese, milk & egg, stirring well. Cut 12 x 7. 5cm circles from pastry. Spray a muffin or patty pan tin with oil & line with pastry circles. Spoon filling into pastry cases. Cook at 180. C for 20-25 mins or until firm and golden.","oil, rindless bacon, onion, cooked pumpkin, cheese, milk, egg, frozen puff pastry"
300551,impossible chicken bacon ranch pie,"Heat oven to 400 degrees. Spray a 9-inch pie plate with non-stick cooking spray. Place chicken, bacon and mixed vegetables in pie plate. Sprinkle with cheese. Combine remaining ingredients together until blended. Pour over top of meat, cheese and vegetables in pie plate. Bake 30-35 minutes or until knife inserted in center comes out clean. Cool 5 minutes.","cooked chicken breasts, bacon, frozen mixed vegetables, reduced-fat italian cheese blend, bisquick reduced-fat baking mix, ranch dressing mix, skim milk, eggs"
374523,italian cookies taste of home,"In a large bowl, beat butter and sugar until light and fluffy. Beat in eggs and vanilla. Combine flour and baking powder and gradually add to the creamed mixture. Mix well. Drop by rounded teaspoonfuls onto ungreased baking sheets. Bake at 350f for 9-11 minutes until the bottoms are lightly browned. Remove to wire racks to completely cool. In a small bowl, combine powdered sugar, milk and vanilla. Mix until smooth. Dip cookies into mixture allowing excess to drip off. Roll in flaked coconut.","butter, sugar, eggs, vanilla, all-purpose flour, baking powder, powdered sugar, milk, flaked coconut"
18393,chocolatey stuffed pecans,"Melt chips in small saucepan over very low heat, stirring constantly. Remove from heat. Stir in sweetened condensed milk and vanilla until smooth. Stir in enough powdered sugar to make stiff mixture. Refrigerate, if needed. Place 1 rounded teaspoonful chocolate mixture on flat side of 1 pecan half. Top with another pecan half. Repeat with remaining pecans and chocolate mixture. Store in refrigerator.","semi-sweet chocolate chips, sweetened condensed milk, vanilla, powdered sugar, pecan halves"
84311,east african tomato chutney,"Add about 2 tbsp. Water to halved cherry or grape tomatoes in a sauce pan. Bring to a boil, then simmer until tomatoes are softened and slightly broken up, about 10 to 15 minutes. Remove from heat, and stir in onions, cilantro, parsley, jalapeno, lemon juice and salt. Let flavors meld for about an hour, then serve, preferably at room temperature.","cherry tomatoes, white onion, green onion, fresh cilantro, fresh flat-leaf parsley, jalapeno pepper, lemon juice, salt"
18481,fish and chips,"Half-fill a deep pan with melted fat or oil. Heat until a faint haze rises from it. Sift the flour and salt into a bowl. Beat to a smooth batter with unbeaten egg, butter and milk. Coat 2 pieces of fish with batter. Lift into the pan with a fork or kitchen tongs. Fry until crisp and golden, allowing about 6-8 minutes for large pieces and 4-5 minutes for medium. Remove from the pan and drain on unprinted newspaper. Garnish with lemon wedges, and serve with fish and chip shop curry sauce.","deep fat, white fish fillets, self-raising flour, salt, egg, butter, milk, lemon wedge"
182003,chinese style noodle and pork soup,"Cook noodles according to package directions, or until of desired consistency, drain. Meanwhile, in a large pot combine all remaining ingredients. Stir in the cooked noodles. Bring to a full boil over high heat, stirring occasionally. Boil for about 10 minutes. Sprinkle each serving with chopped green onions if desired.","noodles, cabbage, cooked pork, green onion, low sodium chicken broth, white mushroom, fresh gingerroot, crushed red pepper flakes"
114966,salsa scalloped potatoes,"Peel and thinly slice potatoes, then place in a microwaveable casserole dish and cover. Microwave potatoes high for 7 minutes, stirring once. Set aside. Spray a 2l baking dish with cooking spray. In the bottom of the baking dish, layer half of each of the potatoes, peppers and green onions, repeat layer. Set aside. In a medium saucepan, melt margarine, add flour, blending well. Add milk and cumin and cook over medium-high heat stirring until thickened. Whisk in 1 cup of the grated cheese until smooth. Stir in salsa. Pour milk mixture over potatoes, and sprinkle potatoes with remaining cheese. Bake at 350 f for 35 minutes or until potatoes are tender and the top is bubbly and golden.","potatoes, bell pepper, whole green onions, margarine, flour, skim milk, ground cumin, part-skim mozzarella cheese, salsa"
206781,last minute lasagna,"Heat oven to 375 degrees. Spoon a thin layer of sauce over bottom of a 9x13 baking dish. Cover with a single layer of ravioli. Top with half the spinach, half the olives, half the mozzarella, and a third of the sauce. Repeat with another layer of ravioli, the remaining spinach, olives and mozzarella, and half the remaining sauce. Top with a final layer of ravioli and the remaining sauce. Sprinkle with the parmesan cheese. I also topped it with more mozzarella. Cover with foil and bake for 30 minutes. Uncover and bake until bubbly, 5 to 10 minutes longer.","pasta sauce, cheese ravioli, frozen spinach, mozzarella cheese, olives, parmesan cheese"
321339,pinto beans with bacon,"Soak the pinto beans in water overnight in a large mixing bowl. Drain the beans and set aside. In a dutch oven or other large vessel put the oil, onions, bacon, garlic and green chilies and cook over medium or medium-high heat until the onions are transparent and the edges of the onion have very lightly browned. Stir in the cumin powder. Add the beans and 6 cups water. Increase heat to high, bring liquid to a boil, decrease heat to medium or medium-low and cook until the beans are very tender, adding more water as needed. Add salt and black pepper to taste. I like to serve these beans in ramekins. They make a nice side dish to any mexican meal.","dried pinto bean, oil, onions, bacon, garlic cloves, green serrano chilies, cumin powder, water, salt, ground black pepper"
241143,lemon garlic green beans,"In a large covered pot boil 2 inches of water. Place green beans into steamer and steam for about 10 minutes. -keep the beans that beautiful, fresh green color- with a bit of a bite. Drain beans into collander and set aside. Heat same pot over medium heat. Melt butter and gently saute garlic. Place beans into butter mixture and coat. Squeeze lemon onto beans, season with salt and pepper.","green beans, lemon, juice of, garlic clove, butter, salt, pepper"
87360,cornmeal cake le gateau de mais,"Preheat the oven to 450 degrees f. Pour the melted butter into a 10-inch tart pan and swirl it around so it evenly covers the bottom. Heat the milk in a small saucepan over low heat until it is hot but not boiling. Keep it hot over very low heat. In a large bowl, whisk the egg with the sugar. Then whisk in the cornmeal, flour, and salt. Whisking vigorously, slowly add the hot milk, stirring until combined. Strew the apple slices over the surface of the tart pan. Whisk the cornmeal mixture again and pour it over the apples, shaking the tart pan if necessary, so that the batter evenly covers the surface. The apple slices will stick well above the batter. Bake in the center of the oven until the cake is deep golden on the edges and a lighter golden in the center, 15 to 20 minutes. When the corn cake is cooked, remove it from the oven and serve immediately.","unsalted butter, milk, egg, sugar, yellow cornmeal, unbleached all-purpose flour, sea salt, apple"
502029,grilled shrimp kabobs with creole butter,"Combine the smart balance spreadable butter, creole seasoning, red pepper & paprika. Soak wooden skewers in water for at least 20 minutes. Season shrimp lightly with salt and pepper. Place shrimp on skewers. Heat grill to medium heat. When hot, lightly spray with smart balance omega non-stick cooking spray and add shrimp. Grill on both side for 6 to 8 minutes. Set shrimp aside on platter and brush creole butter onto the shrimp. Serve immediately.","butter, creole seasoning, ground red pepper, paprika, large raw shrimp, salt, pepper, nonstick cooking spray"
217559,merlot poached figs with vanilla frozen yogurt,"Whisk the merlot, honey, and vanilla extract in a small saucepan until combined. Add the figs, cherries, and cinnamon stick. Bring to a simmer, partially cover, and cook until the fruit plumps, about 20 minutes. Remove from the heat, cover, and set aside to steep, at least 10 minutes and up to 2 hours. Divide the frozen yogurt among 4 bowls and top with warm or room temperature compote.","merlot, honey, pure vanilla extract, dried black figs, dried cherries, cinnamon stick, non-fat vanilla frozen yogurt"
150735,fresh fig and prosciutto sandwich,"Preheat oven to 350f. Scoop out a bit of bread from the centre of the bread halves. Mix the oil and basil in a small bowl and drizzle evenly over both bread halves. Arrange the prosciutto evenly over the bottom half of the bread. Gently spread the cheese over the prosciutto and top the cheese with sliced figs. Sprinkle with the lemon juice and black pepper. Cover with the top half of the bread and wrap in aluminum foil, leaving the seam on top open slightly. Bake until the cheese is melted and the sandwich is heated through, about 15 minutes. Cut into 8 equal pieces and serve immediately.","baguette, olive oil, fresh basil leaf, prosciutto, gorgonzola, fresh figs, fresh lemon juice, fresh ground black pepper"
502719,baked in oven garlic potato wedges,Preheat oven to 400. In a bowl toss potatoes and oil coat well. Add other ingredients. Place separated on a cookie sheet. Bake 20 min and turn bake additional 10 to 15 min until desired crispness.,"potatoes, olive oil, minced garlic clove, dried oregano, dried parsley, salt and pepper, crushed red pepper flakes"
335027,tuna stuffed deviled eggs,"Beat butter and garlic in processor until light and creamy. Cut eggs in half. Set whites aside. Add yolks to butter and blend well. Add tuna, chives and ground red pepper. Season with herb salt to taste,. Blend until smooth. Spoon mixture into pastry bag fitted with star. Garnish as desired. Eggs can be covered with plastic wrap and refrigerated 3 days.","unsalted butter, garlic, hard-cooked eggs, tuna in water, fresh chives, ground red pepper, herbs, capers"
22354,coconut yum yums,"Melt butter in saucepan. Remove from heat. Add coconut and sugar. Shape into balls. Place on cookie sheet. Make a slight indentation in each one. Melt chocolate, fill indentations. Chill until firm.","butter, coconut, powdered sugar, semisweet chocolate"
13925,chicken crescent wreath,"Arrange crescent rolls on a 12 inch pizza pan, forming a ring with pointed ends facing the outer edge of pan and wide ends overlapping. Combine the remaining ingredients. Spoon over wide ends of rolls. Fold points over filling and tuck under wide ends. Bake at 375 degrees for 20 to 25 minutes or until golden brown.","refrigerated crescent dinner rolls, colby-monterey jack cheese, condensed cream of chicken soup, fresh broccoli, sweet red pepper, water chestnut, white chicken meat, onions"
319439,salty and sweet choco peanut butter cereal bars,"Combine syrup, sugar and peanut butter in a large pot. Warm, over medium heat, until sugar is dissolved, stirring frequently. Turn off heat. Fold in cereal and pretzels. Mix to coat. Press mixture into a lightly buttered jelly roll pan or deep cooking sheet. Cut into desired size servings while mixture is still warm. Cool at room temperature, for approximately one hour, prior to serving.","white corn syrup, sugar, peanut butter, cheerios toasted oat cereal, cocoa puffs cereal, quick-cooking oats, pretzel sticks"
187058,oven steamed trout with ginger,"Rinse trout and pat dry, inside and out. Brush inside and out with oil. Lay trout, spread open and skin side down, in a single layer in two 10x15 inch baking pans. Drizzle sherry evenly over trout. Sprinkle with ginger. Cover pans tightly. Bake at 400 f for 8-10 minutes, or until fish is opaque in thickest part but still moist-looking. Transfer to a platter or plates, using two wide spatulas to carefully lift each trout. Drizzle 2 tbsp soy sauce evenly over trout. Sprinkle evenly with green onions and cilantro. Serve with additional soy sauce to taste.","trout, dark sesame oil, dry sherry, fresh ginger, soy sauce, green onion, fresh cilantro leaves"
376636,season s strawberry lemon cheesecake,"Whip the softened cream cheese together with the powdered sugar and the strawberry jam till smooth. Spoon this into the graham cracker crust. Place one layer of the sliced strawberries on top of the cheesecake mixture and pour on the lemon pie filling, spreading till even. Place in fridge to set and cool at least 1 hour. Garnish with cool whip and fanned strawberries at serving time.","graham cracker crust, cream cheese, strawberry jam, powdered sugar, lemon pie filling, strawberry, cool whip"
210607,fritz martini,"Pour a few drops of vermouth into chilled martini glass, twist glass to coat, then drain out any excess. Stuff the blue cheese into the olives with a butter knife. Set aside. Pour gin in a cocktail shaker two-thirds full of ice. Stir vigorously until shaker is ice cold. Pour into a martini glass. Garnish with the olives.","blue cheese, green olives, gin, dry vermouth"
456846,angel hair pasta with simple garlic basil,"Bring a large pot of salted water to boil over high heat. Meanwhile, heat the olive oil up a large saute pan over medium heat. Once warm add the garlic and cook until it just begins to brown -- too long or too high and the garlic will burn. Remove the pan from the heat and deglaze by pouring in the wine. Return the pan to the heat and cook for a few minutes. The wine should reduce by about half. Add in lemon juice, chopped tomato, and sea salt to taste. Stir once or twice then remove the pan from the heat again and set it aside to wait for the pasta. Add the pasta to the boiling water and cook until desired tenderness, following package directions. Drain, then add the cooked pasta to the pan with the garlic & tomato mixture, along with the basil and some freshly ground pepper. Toss well,. Generally they say 2 ounces of pasta is one serving, but for larger appetites this might not be enough.","olive oil, garlic cloves, dry white wine, lemon, tomatoes, sea salt, angel hair pasta, fresh basil, pepper"
206010,pumpkin tomato cream soup,"In a large pot filled with boiling water, blanch tomatoes for 10 seconds. With a slotted spoon, transfer tomatoes to colander to cool. Peel, seed and quarter tomatoes. In a medium frying pan, melt butter over medium heat. Add onion and cook, stirring occasionally, until golden, 4-5 minutes. In a blender or food processor, puree tomatoes, onion, pumpkin and broth until smooth. Transfer to a large saucepan. Add sherry, salt, pepper and tarragon. Cover and simmer, stirring occasionally, 5 minutes. Add cream and heat through, about 3 minutes. Serve hot.","tomatoes, butter, onion, cooked pumpkin, chicken broth, dry sherry, salt, pepper, dried tarragon, heavy cream"
41517,barbecued salmon,"In a zip-top plastic bag, combine first 3 ingredients. Seal and marinate in refrigerator 1 hour, turning occasionally. Remove fish from bag, discard marinade. In a small bowl, combine next 6 ingredients. Place fillets in the mixture and marinade longer or you can baste the fish with the sauce. Place fillets on grill on medium-high heat and cover with grill lid. Cook for 10 to 12 minutes or until fish flakes easily when tested with fork. Serve with lemon slice, if desired.","fresh orange juice, fresh lemon juice, salmon fillets, brown sugar, chili powder, lemons, zest of, ground cumin, salt, cinnamon, lemon"
438110,pork chops with cider sauce,"Heat oil in large heavy skillet over medium-high heat. Add pork chops and cook, turning once, until cooked through, about 6 minutes each side. Remove chops to serving platter and keep warm. Add garlic and shallots to skillet and cook, stirring constantly, 1 minute. Pour in cider and applejack. Cook over high heat until thickened, about 5 minutes. Add vinegar, thyme, dijon mustard and salt and pepper. Stir until completely blended. Spoon sauce over pork chops and serve at once.","olive oil, pork chops, garlic clove, shallot, apple cider, applejack, cider vinegar, fresh thyme leave, dijon mustard, salt & freshly ground black pepper"
176476,peanut butter chicken,"Preheat oven to 400 degrees. In a shallow mixing bowl, mix together mustard, peanut butter, honey and mayo. Dip each chicken breast into mayo mixture, then coat in crushed potato chips. Place on cookie sheet sprayed with non-stick cooking spray. Bake at 400 degrees for 10 minutes on each side.","yellow mustard, peanut butter, honey, mayonnaise, potato chips, boneless skinless chicken breasts"
477377,sweet petite tuna melt peppers,"Preheat oven 350 degrees, cut and clean peppers, cut in half lengthwise. Mix the remaining ingredients into a bowl. Spoon tuna salad onto pepper halves, should make 12 with possibly some left over. Take 1 tablespoons of cheese and sprinkle over each tuna pepper. Bake in oven for 10 minutes or until cheese has completely melted. Serve on devilled egg platter, add olives or mixed greens in center for decoration if you like, not required for this dish.","bell peppers, tuna, cheese, mayonnaise, hard-boiled eggs, celery, sweet relish, pepper, salt"
126726,coconut cream oatmeal,"Toast coconut in a pan on top of the stove for a few seconds. Bring water and salt to a boil and add oats, cooking for 1 minute. Remove from heat and stir in sweetened condensed skim milk, extract and coconut stir until well blended. Cover and let stand 2 to 3 minutes. Oatmeal will thicken as it sits.","flaked coconut, morton lite salt, water, quick-cooking oats, fat-free sweetened condensed milk, coconut extract"
66791,minted peas and wax beans,"Bring a large pot of salted water to a boil. Add the peas and beans and cook until crisp-tender, 3 to 4 minutes. Drain. Heat the oil and butter in a large skillet over medium heat. Add the peas, beans, salt, pepper, and lemon juice and cook until heated through, about 2 minutes. Remove from heat, add the mint, and toss well.","fresh peas, wax bean, olive oil, unsalted butter, kosher salt, fresh ground black pepper, lemon juice, of fresh mint"
