id,name,steps,ingredients
225283,sauteed steak house style mushrooms,"Melt butter in olive oil over low heat. Add italian herbs, thyme, garlic, dried onion and worcestershire sauce. Warm for about 10 minutes, do not let garlic burn. Increase heat to medium, add wine and stir to mix. Add sliced mushrooms, stir to coat. Reduce to low hat and simmer for about 5 minutes.","olive oil, unsalted butter, mixed herbs, thyme, garlic cloves, dried onion flakes, wine, sliced mushrooms, worcestershire sauce"
63579,cappuccino mousse trifle,"In a mixing bowl, stir the milk and coffee granules until dissolved. Remove 1 cup of the mixture and set aside add pudding mixes to the remaining milk mixture, beat on low for 2 minutes or until thickened. Fold in half the whipped topping. Place a third of the cake cubes in a 4 qt serving or trifle bowl. Layer with a third of the reserved milk mixture and pudding mixture and a fourth of the grated chocolate. Repeat layers twice. Garnish with remaining whip topping and chocolate. Sprinkle with cinnamon. Cover and refrigerate until ready to serve.","milk, instant coffee granules, vanilla instant pudding mix, frozen whipped topping, frozen pound cake, semisweet chocolate, ground cinnamon"
233653,pesto chicken and arugula panini,"Preheat panini press or stovetop griddle pan. Slice buns in half. Pick out some of the bread from the top and bottom halves to create a slight depression. Brush outsides of buns lightly with oil. Spread cut sides of buns with pesto. Top one side of each bun with chicken, cheese and arugula. Close buns. Place on panini press or griddle. Cover with grill top or grill press. Grill 2-3 minutes on each side or until golden and cheese starts to melt.","french rolls, basil pesto, grilled chicken, gruyere cheese, arugula leaf"
24059,tuscan rigatoni white beans,Cook& drain pasta. Cook onion and sausage over med-high heat 2-3 minutes until onion is tender. Gently stir in pasta and remaining ingredients except cheese. Cook 3-5 minutes or until hot. Sprinkle each serving with cheese.,"rigatoni pasta, onion, smoked sausage, cannellini beans, sun-dried tomato, chicken broth, fresh rosemary leaves, parmesan cheese"
42382,summit house classic creamed corn au gratin,"Combine corn, cream, salt, sugar and white pepper in a pot and bring to a boil. Simmer 5 minutes. Make a roux from butter and flour, add to corn, mix well and remove from heat. Transfer corn mixture to casserole. Sprinkle with parmesan cheese and brown under broiler.","kernel corn, whipping cream, butter, flour, salt, sugar, white pepper, parmesan cheese"
392587,venison or beef country style stew,Cube the venison or beef. Add to crock pot. Add the rest of the ingredients and cook on high for 30 minutes. Reduce to low and simmer 6-8 hours. Serve over noodles or rice.,"venison, mushroom soup, dry onion soup mix, sliced mushrooms, butter, salt, pepper"
153985,best hamburgers in bbq sauce,"Moisten breadcrumbs with milk. Add meat and form into 4 patties. Season with salt and pepper. Brown patties in oil. Add worcestershire sauce, vinegar, sugar, ketchup, and onion. Cover and cook 10 minutes. Serve immediately on hamburger buns. Recpe may be doubled.","ground chuck, soft breadcrumbs, milk, vegetable oil, worcestershire sauce, vinegar, sugar, ketchup, onion, salt and pepper"
51527,boneless chicken breast,"Melt margarine in small pan, add onion and celery and saute lightly. Add margarine mixture to stuffing mix and stir. Add enough bouillion to make a moist mixture, blending well. Trim chicken piece of fat and season with salt and pepper. Place cut side up on flat surface and cover with stuffing mix. Place on low rack in baking pan and cook at 350 degrees for about 40 minutes. Baste occasionally with remaining bouillion.","boneless chicken breast half, margarine, onions, celery, chicken bouillon cube, water, pepperidge farm stuffing, salt and pepper"
326113,texas tea,"Fill mixing glass with ice. Add tequila, vodka, rum triple sec and sour mix. Shake. Pour into a collins glass. Add more ice, if necessary. Top with cola. Garnish with a lemon slice.","tequila, vodka, rum, triple sec, sour mix, cola"
18216,easy chocolate chip oatmeal cookies,"Cream together butter and sugar in a bowl, then mix in vanilla. Add flour and mix well. Mix together baking soda and water, and then add to the batter. Stir in the oats and chocolate chips. Drop by spoonfuls onto a cookie sheet, and bake at 350 for 12-15 minutes.","margarine, brown sugar, white sugar, vanilla, flour, water, baking soda, oats, chocolate chips"
379297,potato beetroot and sweet potato gratin,"Pre-heat oven to 200c. Layer half the sliced potatoes over the bottom of a 2 litre capacity ceramic baking dish. Drizzle with a little of the olive oil, sprinkle with a little thyme and season lightly. Cover with the beetroot and season as before. Repeat with the sweet potato and finally remaining potato. Pour cream over the layered vegetables and sprinkle with combined cheeses. Cover gratin with a layer of baking paper and wrap with foil. Bake in preheated oven 60-70 minutes or until a skewer passes through the vegetables without resistance. Remove foil and paper and bake further 20-30 minutes or until top is golden.","potatoes, beetroots, sweet potato, olive oil, thyme leaves, salt and pepper, fresh cream, parmesan cheese, gruyere cheese"
43872,rummy baked bananas,"Preheat oven to 400 degrees f. Peel bananas, slice them lenthwise. Place bananas in small dish in one single layer. Melt butter. Mix butter in separate bowl with syrup, rum and lemon juice. Pour over bananas. Bake about 10 minutes or until the bananas are soft and the topping is bubbly serve bananas hot from oven, on individual plates over a scoop of ice cream.","bananas, brown sugar, lemon, juice of, butter, rum, vanilla ice cream"
93488,strawberries and bananas,"Place sugar, water and corn starch in sauce pan. Let come to a boil and stirring constantly boil until it becomes almost clear. Add jello and let cool. Slice strawberries and bananas and add the syrup. A tsp of vanilla or almond flavoraing can be added.","fresh strawberries, bananas, sugar, water, strawberry jell-o gelatin dessert, cornstarch"
20340,beef corn noodle casserole,"Brown beef in butter in iron skillet and add onion. Brown slightly & pour off some of the grease. Add tomatoes and noodles. Cook until noodles are tender, adding some water if necessary. Add corn & olives. Turn into a 13x9-inch greased casserole. Sprinkle with cheese. Bake at 350 degrees, 40 minutes.","oleo, ground beef, onion, noodles, corn, ripe olives, canned tomatoes, cheese"
533188,flourless banana bread pancakes,"In a small bowl, peel, break, and then mash the banana until creamy. In a small bowl, whisk the eggs until combined. Add vanilla and 1-oz walnuts, whisk to combine. Add egg mixture to banana and whisk to combine. Spray a non-stick skillet with cooking spray. Set stovetop to medium high. Pour half the mixture and cook for one minute on each side. Repeat for second pancake. Spread almond butter on top of each pancake, add remaining walnuts to both, roll up and serve.","banana, eggs, vanilla extract, walnuts, cooking spray, almond butter"
102909,simple fried egg sandwich,Crack the egg in a lightly buttered frying pan on medium heat. Break the yolk and cook on one side then flip and fry on the other side. Salt and pepper to taste. Turn off heat. Place the slice of cheese on top and melt slightly. Meanwhile toast the bun as you like. Spread the mustard on one or both sides of the bun and place the egg between them. Makes a nice snack or light lunch with some raw veggies or salad on the side.,"egg, salt and pepper, cheddar cheese, hamburger bun, prepared mustard"
105641,easy to stuff manicotti,"Cook manicotti according to package directions. Meanwhile, in large skillet, cook beef and onion over medium heat until meat is no longer pink. Drain. Stir in the spaghetti sauce. Spread half the meat sauce into a greased 13 x 9 inch baking dish. Drain manicotti. Stuff each shell with a piece of string cheese. Place over meat sauce. Top with remaining sauce. Cover and bake at 350 for 25-30 minutes. Sprinkle with mozzarella cheese. Bake, uncovered, for 5-10 minutes until cheese is melted.","manicotti, ground beef, onion, spaghetti sauce, mozzarella string cheese, mozzarella cheese"
45360,mexican corn cakes,"To make corn cakes, in medium bowl combine corn muffin mix, water and egg until just blended. Batter will be slightly lumpy. Grease large nonstick griddle or skillet with nonstick cooking spray and place over medium heat to get pan hot. Make corn cakes in batches using cup batter for each one and cooking about 2 minutes on each sides, until golden brown. In small saucepan stir together black beans, chicken, salsa and cumin. Cook over low heat just until heated through. Remove pan from heat and stir in cilantro. To serve, place three corn cakes on each plate. Top with bean and chicken mixture. Garnish with shredded cheddar cheese and a dollop of sour cream.","corn muffin mix, water, egg, black beans, cooked chicken, salsa, ground cumin, fresh cilantro, cheddar cheese, light sour cream"
453992,herb and vegie yoghurt dip,"Line a fine sieve with muslin or something similar and put over a bowl and put the yoghurt in to drain, cover with plastic wrap and set aside for 30 minutes to allow some the the liquid to drain off and then transfer drained yoghurt to a medium bowl. Preheat oven to 180c. Place the lavash bread on a baking tray and bake for 6-7 minutes to cook. Finely grate half of the carrot, then cut the remaining carrot into sticks. Finely grate half of the cucumber and then your hands to squeeze out any moisture and cut the remaining cucumber into sticks. Add garlic, mint, parsley, grated carrot and grated cucumber into the yoghurt, stir to combine and season with pepper. Break the toasted bread into pieces. Serve the dip with the carrot, cucumber and celery sticks, snow peas and the lavash bread.","yoghurt, lavash bread, carrot, lebanese cucumber, garlic clove, mint, parsley, fresh ground black pepper, celery rib, snow peas"
344846,turkey and potato soup with canadian bacon cooking light,"Heat oil in a dutch oven over medium heat. Add onion, celery, carrots, and bacon. Cook 6 minutes, stirring occasionally. Add broth, turkey, potatoes, and chopped sage, stirring with a whisk until blended. Bring to a boil. Reduce heat, and simmer 10 minutes. Stir in pepper. Garnish with sage sprigs, if desired.","canola oil, onions, celery, carrots, canadian bacon, chicken broth, turkey, potatoes, fresh sage, black pepper"
4692,beef liver creole,"Cut liver in strips, flour and fry in oil until done. Remove liver from frying pan. If oil is not burned or too brown, add celery, onion, pepper, garlic and saute. When done, add tomatoes, sugar, water, hot sauce and liver. Bring to boil and simmer until tender.","beef liver, celery, onion, green pepper, garlic clove, stewed tomatoes, sugar, water, hot sauce"
81154,roast pork char shu chinese,Stir together sauce ingredients adding only 1 minced garlic clove. Place roast in crockpot. Slice remaining garlic cloves and tuck into roast pour sauce over roast and cook 6-8 hrs. Turn roast over half way through cooking. Serving suggestions. Serve with rice and ramen salad or coconut carrot salad.,"water, sugar, salt, dark soy sauce, rice vinegar, garlic, ground ginger, pork roast"
308897,rice cooked in coconut wali wa nazi,"Clean and wash rice. Bring the coconut milk and water to a boil. When boiling, pour in the rice. Add salt. Leave to cook on medium heat. When nearly dry, cover well. Turn down the heat and leave to cook for 10 minutes. Watch it to make sure it does not burn, adding more water if needed to keep it from burning.","coconut milk, water, rice, salt"
98142,edmonds scones,"Sift flour, baking powder and salt into a bowl. Cut butter in until it resembles fine breadcrumbs. Add milk and mix quickly with a knife to a soft dough. Knead a few times. Lightly dust an oven tray with flour. Press scone dough out onto this. Cut into 12 even-sized pieces. Leave a 2 cm space between scones. Brush tops with milk. Bake at 220c for 10 minutes or until golden brown.","plain flour, baking powder, salt, butter, milk"
441437,braised celery with apple,"In a covered skillet over medium heat, saute onions and garlic in melted butter until soft, about 5 minutes. Add remaining ingredients and heat almost to a boil. Cover, reduce heat to low and simmer for 15-20 minutes, until celery is soft. Stir occasionally. Uncover and heat to a fast boil. Stirring frequently, cook until remaining liquid is reduced to a thick syrup, about 5-10 minutes. Serve immediately.","butter, onion, garlic clove, celery ribs, apple, chicken broth, salt, ground black pepper, ground sage, dried thyme"
44981,golden sesame cookies,"Bake sesame seeds in preheated 350 oven on ungreased cookie sheet until golden, about 10 minutes. Set aside. Cream sugars and butter or margarine until smooth. Beat in peanut butter and egg. Combine flour, 2 tablespoons sesame seeds, the salt, baking soda and nutmeg. Add to creamed mixture mixing until blended. Shape dough into 1-inch balls. Place 2-inches apart on ungreased cookie sheet. Flatten criss-cross fashion with a floured fork. Sprinkle with remaining sesame seeds. Bake at 350 for 10-12 minutes.","sesame seeds, light brown sugar, granulated sugar, butter, chunky peanut butter, egg, flour, salt, baking soda, nutmeg"
121143,mini holiday muffins,"Cream butter and sugar together. Mix in beaten egg yolks, cherry juice, flour and baking powder. Beat egg whites until stiff and fold into mixture. Grease mini muffins tins and sprinkle bottom with chopped pecans. Place 1 teaspoon dough in each and place cherry on top. Add another teaspoon full of dough and sprinkle top with pecans. Bake at 350f for 10 minutes. Remove from muffin tins and roll in powdered sugar while still warm. Makes 24 mini muffins.","butter, sugar, brown sugar, eggs, maraschino cherry juice, flour, baking powder, maraschino cherries, pecans, powdered sugar"
280240,spicy vegan corn chowder,"Melt the coconut fat into the olive oil over low heat. Add the leek and sautee at low temperatures. When it starts to get fragrant, add the chili powder. Open and drain the canned corn into a bowl. Toss corn in the fragrant, oniony oil and let the corn flavor infuse. Add the vegetable broth and salt, if it needs more broth, add the juice poured off from the cans. Simmer for 10 minutes.","coconut fat, olive oil, leeks, ground habanero chile pepper, corn, vegetable broth, salt"
470766,roasted green beans with garlic onions and pecans,"Wash beans and break ends off, leaving beans whole. Mix beans, onion, garlic and pecans in a bowl. Coat mixture with olive oil. Spread in baking pan. Bake 20 minutes at 400 degrees, until beans are slightly browned. Enjoy.","fresh green beans, onion, garlic, pecans, olive oil"
54360,mango margaritas,Fill blender with ice. Add all other ingredients. Blend until smooth. Dip rim of glass in water or mango nectar. Then dip in salt. Pour margarita into glass and serve.,"frozen limeade concentrate, gold tequila, triple sec, fresh mango, mango nectar, grand marnier, ice, salt"
234827,salsa chicken skillet,"Heat oil in large skillet on med-high. Add chicken, cook for 5 minute each side, remove and cover to keep warm. Add salsa, water, corn and ricotta cheese to skillet, mix well. Stir in rice and top with chicken. Sprinkle with cheese and cover skillet with lid. Let stand 5 minutes on stove top.","oil, skinless chicken breast halves, salsa, water, frozen corn, ricotta cheese, minute rice, cheddar cheese"
169395,cowboy hamburgers,"In medium bowl, combine all ingredients mixing lightly but thoroughly. Shape into 4 patties. Place patties on grid over medium ash-covered coals. Grill uncovered 14-16 minutes or until internal temperature reaches 160 degrees, turning once. Place burger patties on buns and serve.","lean ground beef, garlic cloves, worcestershire sauce, cajun seasoning, salt, pepper, barbecue sauce, kaiser rolls"
316710,welsh cakes,"Rub the butter into the flour with a pinch of salt, then stir in the sugar and currants. Grease a flat cast iron griddle pan or large heavy-based frying pan with a drizzle of oil and put on a very low heat. On a floured surface, roll out the dough to a 1cm thickness. Stamp out thin rounds with a 6. 5in fluted cutter, re-rolling the trimmings as you go. To check whether the heats right for the griddle or pan you need to cook a trial cake. The pan is hot enough when a sprinkling of water sizzles up in a few seconds. Drop a welsh cake on to the griddle, leave it there for 5-6 minutes till the underside is brown, then flip it over and do the same to the other side to cook the middle. If the cakes are browning too quickly, reduce the heat of the pan & allow to cool slightly before you cook any more. Cook the welsh cakes in batches, trying not to overcrowd the griddle, then transfer to a wire rack to cool. Serve warm sprinkled with caster sugar.","butter, self raising flour, golden caster sugar, currants, egg, sunflower oil"
134129,mustard pretzels,"Preheat oven to 400f. Spray large baking pan with nonstick coating. Arrange pretzels in the pan. In a small bowl, mix prepared mustard, honey, vinegar and dry mustard. Slowly pour over pretzels, stirring to coat. Spread out pretzels so they are in one or two layers. Bake 8-10 mins, stirring once, or til they begin to brown. Cool the pan on a wire rack til they begin to crisp. They will keep at room temperature for 1-2 weeks.","small pretzels, prepared mustard, honey, cider vinegar, dry mustard"
9911,carrot coconut barfi,"In a pan add grated carrot and coconut. Add sugar stir it. In the mean time add ghee little by little. When the mixture leaves the sides of the pan, pour over a greased plate. Cut into pieces.","carrots, coconut, sugar, ghee"
370512,quick zucchini pickles,"In bowl, toss zucchini with salt. Let stand for 15 minutes. Drain and squeeze out liquid. Add vinegar, sugar, sesame oil, garlic, and hot pepper flakes. Toss to combine.","zucchini, salt, rice vinegar, granulated sugar, sesame oil, garlic cloves, hot pepper flakes"
42835,savory crock pot pot roast,"Rub meat with horseradish and place in crock pot. Add other ingredients, except sour cream. Cover and cook on high for 5-6 hours or on low for 9-10 hours or until the meat and vegetables are tender. If you are available, turn meat over, midway during cooking. Take meat out of crock pot, allow to rest about 10-15 minutes before slicing. In the meantime, whisk the sour cream with 1 cup of the juices from the pot, and serve as a sauce for the sliced meat.","boneless chuck roast, prepared horseradish, carrots, potatoes, onions, salt, black pepper, apple juice, sour cream"
142739,classic unsweetened chocolate brownies,"Preheat oven to 350f line a 8x8 pan with foil, leaving an overhang on two opposite sides. Melt chocolate and butter in a bowl over a pot of barely simmering water until smooth, stirring often. Remove bowl from heat and stir in sugar vanilla and salt. Add eggs one at a time, stirring thoroughly. Stir in flour and beat with a spoon or rubber spatula for a minute or two until smooth and glossy. Stir in nuts. Scrape batter into prepared pan and smooth to even it. Bake for 30 to 35 minutes. A toothpick inserted in the center should come out with some thick gooey batter clinging to it.","unsweetened chocolate, unsalted butter, sugar, vanilla, salt, eggs, all-purpose flour, walnuts"
386477,low carb sesame crackers,"Preheat oven to 325 f. Combine all ingredients until you form a ball. With your hands roll dough into a log cylinder about 1. 5 inches in diameter. Slice with a sharp knife about 3-4 a inch. Place rolls on parchment paper, leaving enough room to flatten. Flatten into 2 inch circles. Bake for 14-18 minutes until golden brown makes approimately 24 crackers.","almond meal, sesame seeds, parmesan cheese, egg white, prepared mustard, garlic powder, salt"
55574,president s choice tiramisu,"Beat yolks& sugar with an electric mixer until thick& lemon coloured. Add mascarpone& beat until thick& smooth. In a separate bowl, beat whites until soft peaks form. Fold into mascarpone mixture. Combine coffee& liqueur. Very quickly, dip half of the ladyfingers into this mixture, then arrange in a single layer in a glass serving bowl. Cover with half of the mascarpone mixture. Repeat with the remaining ladyfingers& mascarpone mixture. Dust with cocoa powder. Cover with plastic wrap& refrigerate for at least 6- 8 hours& preferably overnight.","eggs, granulated sugar, mascarpone cheese, brewed coffee, coffee-flavored liqueur, ladyfingers, unsweetened cocoa powder"
317745,lemon grilled chicken breasts,"Preheat grill to medium-high heat. Combine first 4 ingredients in a large plastic zip-top bag. Seal. Marinate in the refrigerator for 30 minutes, turning occasionally. Remove chicken from bag. Discard marinade. Sprinkle chicken evenly with salt and pepper. Place chicken on grill rack coated with cooking spray. Grill 6 minutes on each side or until done.","fresh lemon juice, extra virgin olive oil, garlic cloves, boneless skinless chicken breast halves, kosher salt, fresh ground black pepper, cooking spray"
318295,cantaloupe daiquiris,"In a large bowl or food storage bag, combine the cantaloupe, sugar, lemon juice, mint and basil. Let the melon macerate in the refrigerator until very soft and juicy, about 2 hours. Meanwhile chill the glasses in the freezer. When ready to serve, puree the melon mixture in a blender or food processor. Add the rum and ice and blend until slushy.","cantaloupe, sugar, fresh lemon juice, mint leaf, basil leaves, light rum, ice"
247018,carrot orange ginger dressing,Put the carrot and ginger in the blender. Then add the orange juice. Blend on low until the carrots and ginger are pureed. Then increase the speed until the mixture is really smooth. Add salt and pepper to taste. Serve on salads or as a sauce.,"carrot, pickled ginger, orange juice, salt, pepper"
242226,simply baked monte cristos,"Preheat oven to 425f and grease a cookie sheet. Layout 4 slices of bread and top each with a slice of ham, a slice of cheese and the remaining bread to make 4 sandwiches. In a large bowl whisk the eggs, milk, cinnamon sugar, and vanilla. Dip the sandwiches into the egg mixture, coating both sides, and place onto the greased cookie sheet. Bake 15 minutes, turn sandwiches over, and continue baking 10 more minutes. Dust with powdered sugar and serve with raspberry jam.","bread, ham, gruyere cheese, eggs, milk, cinnamon sugar, vanilla, powdered sugar, raspberry jam"
46996,beef and bean round up,"Heat oven to 375-- degrees. In skillet, brown ground beef and onion. Drain. Stir in barbecue sauce, brown sugar and beans. Heat until bubbly. Pour into 2 quart casserole. Separate canned dough into 10 biscuits then cut each biscuit in half crosswise. Place biscuits cut side down over hot meat mixture in spoke-fashion around edge of casserole. Sprinkle cheese over biscuits. Bake at 375 degrees for 22 to 27 minutes or until biscuits are golden brown.","ground beef, onion, barbecue sauce, brown sugar, baked beans, refrigerated biscuit, cheddar cheese"
262791,salmon and chive crustless quiche,"Brush butter over base and sides of a 24cm diameter flan dish. Sprinkle breadcrumbs evenly over base and sides. Place sour cream in a large bowl. Gradually whisk in eggs. Stir in salmon, chives cheese and flour. Pour mixture into flan dish. Bake at 180c for 30 minutes or until just set. Garnish with parsley and serve with salad and crusty bread, if desired.","butter, breadcrumbs, light sour cream, eggs, red salmon, fresh chives, tasty cheese, plain flour, parsley"
445896,couscous with toasted pine nuts,"Melt the butter in a large saucepan. Add the onion and cook over medium-low heat for 8 to 10 minutes, stirring occasionally, until tender but not browned. Add the chicken stock, salt, and pepper and bring to a full boil. Stir in the couscous, turn off the heat, cover, and allow to steam for 10 minutes. Fluff with a fork, stir in the pine nuts and parsley, and serve hot.","unsalted butter, yellow onions, chicken stock, kosher salt, ground black pepper, couscous, pine nuts, fresh parsley"
355806,beer brats with onions and peppers,"Pour beer in large pot and bring to strong simmer. Pierce brats mul. Place in simmering beer. Simmer uncovered for 15 minutes. Meanwhile heat olive oil in skillet and saute onions until done. Stir in peppers. Remove brats from simmering pot and add to skillet with onions. Brown slightly, about 2-3 minutes. Can add some beer if needed for moisture. Serve brats, onions, peppers on rolls with mustard.","bratwursts, beer, onion, hot pepper, olive oil, hot dog bun, mustard"
279957,bacon cabbage stir fry,"In a large skillet, cook bacon over medium heat until crisp. Remove to paper towels and drain, reserving 1 tablespoon drippings. Stir-fry cabbage in drippings for 5 minutes. Add garlic powder, salt, mustard and bacon. Cook and stir until heated through.","bacon, cabbage, garlic powder, salt, ground mustard"
336161,vegetable rolls,"Combine vegetables, barbecue sauce and stuffing mix in a large bowl. Mix well. Remove and discard the crusts from bread. Using a rolling pin, flatten each slice of bread. Spoon 2 tablespoons of vegetable mixture over one half of each slice of bread and brush egg over remaining bread half. Roll up bread from vegetable side to enclose filling. Cut each roll in half and place onto baking paper-lined oven trays and brush with melted butter. Cook in a moderate oven for about 20 minutes or until bread is golden brown. Stand rolls for 5 minutes before serving. Serve warm rolls with tomato sauce.","carrot, zucchini, red capsicum, red onion, creamed corn, barbecue sauce, seasoned stuffing mix, white bread, egg, butter"
83538,honey glazed chicken and potatoes,Bring first four ingredients to boil in a pot. Let it boil until it rises to nearly top of pot. Immediately take off burner. Set aside. Place potatoes in an 9x13-inch pan. Top with chicken pieces. Pour honey mixture over chicken and potatoes. Bake at 350 degrees for 30-40 minutes.,"honey, margarine, curry powder, dry mustard, potatoes, chicken"
213009,brownie trifle,"Prepare and bake brownie mix according to package directions in a 13 x9 inch pan. Prick top of warm brownies at 1 inch intervals with wooden pick and brush with kahlua. Cool brownies and crumble into small pieces. Prepare 3 packages of pudding mix according to package directions, using a total of 4 cups of milk instead of 6 cups, and omitting chilling procedure. Place one-third of crumbled brownies in a 3 quart trifle bowl. Top with one-third each of pudding, whipped topping, and crushed candy bars. Repeat layers twice using remaining ingredients, ending with crushed candy bars. Cover and chill trifle at least 8 hours.","brownie mix, kahlua, chocolate pudding mix, cool whip, candy bars"
56656,super easy spicy beef minestrone soup,"Cook ground beef in a stock pot. Season to taste. I add a little pepper and dried minced onion. Add the rest of the ingredients, undrained. Simmer, covered, about an hour until flavors blend. Stir occasionally.","lean ground beef, ranch-style pinto beans, tomatoes and green chilies, minestrone soup"
13852,pollo rio negro marinated chicken,"Wash the chicken, cut it in pieces. Season well with salt and pepper. Place in a glass baking dish and add the onion, carrots, bay leaf, rosemary and wine. Cover with foil and place in the fridge to marinate for 24 hours. Roast in the oven at 375, in the same dish covered with the same foil for one hour. Meanwhile, grate the apple and mix it with the water and sugar. Take off the foil, cover the chicken in the apple mixture and continue cooking for 20 minutes more until the chicken is browned.","whole chicken, lemon juice, onion, carrots, bay leaf, rosemary, salt and pepper, white wine, apple, sugar"
