id,name,steps,ingredients
16857,lentil bolognese for pasta,"Boil the water and add lentils, stir until water returns to boil. Simmer covered for about 40 minutes or until the liquid is absorbes and lentils are soft. Heat oil in a saucepan. Add onion. Carrot, garlic& celery, cook over low until soft, stir occasionally season with salt& pepper, cover& simmer 5 minutes. Stir in the tomatoes& oregano. Add cooked lentils, stirring until well blended and hot throught. Serve over your favorite pasta.","water, brown lentils, olive oil, onions, garlic, carrot, celery, tomatoes, oregano, salt & pepper"
78472,ukrainian dill sauce,"Melt butter and mix in flour, but do not let flour turn color. Cook for 2 minutes or so. Add stock and mix until smooth. Cook several minutes, until thickened. Remove from heat. Mix in cream, salt, dill, and lemon juice.","butter, flour, fish stock, light cream, salt, dill, lemon, juice of"
70354,honey banana muffins,"In a large bowl combine the first 5 ingredients. Combine eggs, banana, applesauce and honey. Stir into dry ingredients just until moistened. Coat muffin cups with nonstick cooking spray. Fill two-thirds full with batter. Bake at 375 for 15-18 minutes or until toothpick comes out clean. Cool 5 minutes before removing from pans to wire rack.","whole wheat flour, all-purpose flour, baking soda, ground nutmeg, salt, eggs, banana, unsweetened applesauce, honey"
262142,grape tomato and avocado salad,Whisk together olive oil and vinegar in a salad bowl. Add salt and pepper to taste. Put the remaining ingredients in the bowl. Toss to combine. Season again to taste.,"olive oil, white vinegar, kosher salt, fresh ground black pepper, avocados, grape tomatoes, red onion, fresh thyme"
196461,grandma s sugar cookies,"Cream sugar and butter, add egg. Blend dry ingredients and add to sugar mixture. Form two balls and refridgerate atleast 1 hour. Roll out on floured wax paper and cut with cookie cutter. Bake at 375 for 7 minutes.","powdered sugar, butter, egg, vanilla, almond extract, flour, baking soda, cream of tartar"
59965,roasted parmesan garlic cauliflower,"Preheat oven to 450 degrees. Grease large casserole dish. Place olive oil and garlic in large resealable bag. Add cauliflower and shake to mix. Pour into prepared casserole dish. Bake for 20 to 25 minutes, stirring halfway through. Top with parmesan and parsley and broil for 3 to 5 minutes until golden brown.","garlic, olive oil, cauliflower, parmesan cheese, salt and black pepper, fresh parsley"
155440,weight watcher green bean casserole,"Boil beans for 10 minutes. Drain and place into a 9x13x2 pan. Mix oil and seasoning packet, pour over beans and toss to coat. Bake at 350 degrees for 30 minutes. Sprinkle with cheese. Serve immediatly.","fresh green beans, olive oil, italian salad dressing mix, low-fat parmesan cheese"
114011,baked garlic bacon green beans,"In a casserole dish big enough to hold everything, pour the olive oil. Add the green beans and toss well. Add the bacon, onion, garlic and toss well. Add the parmesan and toss well. Bake 400 for 20 minutes.","green beans, onions, olive oil, parmesan cheese, garlic clove, bacon"
156725,bratwurst bake,"Rub the defrosted brats with the garlic and leave it stuck to the brats. Lay the brats in the bottom of a foil lined pan, leave enough foil on the sides to tent it over the brats later. Quarter the onion and apple and spread the pieces out over the brats. Sprinkle the pepper over the whole thing and seal the foil over the top. Bake in a 350 oven for an hour.","bratwursts, white onion, apple, garlic, coarse black pepper"
279741,tubesteak pate,"Cook bacon and place on a plate with a paper towel for later. Blend hot dog in blender. Add relish and olives. Continue to blend at high speed for 90 seconds. Spread the saltine crackers generously with mayonnaise. Spread pate on crackers, top with bacon. Add pepper to taste.","hot dog, bacon, sweet relish, stuffed green olives, saltine crackers, mayonnaise, pepper"
240620,sesame garlic beans,Steam or microwave the beans to desired doneness. Drain if necessary. Saute the minced garlic in the butter or olive oil over low heat until soft but not browned. Toss beans with garlic mixture. Sprinkle sesame seeds over the beans just before serving.,"green beans, garlic clove, butter, sesame seeds"
94307,bbq potato with onion garlic,"Make 6 cuts across the potato but do not cut through. Place a slice of onion in each slit. Dot with butter. Sprinkle on the garlic, salt& pepper. Wrap tightly in the foil, seal all the joins. Bbq over medium heat for apprx 1 hour, turning occasionally, the time depends on the size of the potato. If you choose top with the sour cream and bacon bits.","baking potatoes, onions, garlic powder, butter, salt and pepper, aluminum foil, sour cream, bacon bits"
84188,fantabulous tomato soup,"Halve the tomatoes, and place in a baking tray with the bulb of garlic. Sprinkle with dried herbs. Season to taste. Drizzle with olive oil. Bake at 150c for around 2 to 3 hours. Transfer to a stockpot, squeezing all the garlic out of its paper. Add tinned tomatoes, and heat until warm. Add tapenade and blitz in a food processor. Add cream, stir through and return to heat, but do not boil cream. Voila.","roma tomatoes, canned tomatoes, garlic, dried basil, dried oregano, olive oil, tapenade, cream, salt and pepper, fresh basil"
324350,gina s oatmeal caramelita s,"Preheat oven to 350 degrees. Grease a 9 x 13-inch baking dish. Combine the first 6 ingredients to form crumbs. Press of crumb mixture into pan and bake for 15 minutes. Sprinkle the chocolate chips and nuts, if using, over the baked crumbs. Mix together the caramel and the flour and drizzle over chocolate chips and nuts. Sprinkle remaining crumbs over caramel topping. Bake for 20-30 minutes until golden brown. Chill for easy cutting.","flour, quick-cooking oats, brown sugar, baking soda, salt, butter, chocolate chips, nuts, caramel ice cream topping"
455218,thon en salade swiss tuna salad plate,"Mash tuna with a fork. Add 3 tablespoons mayonnaise and mix well. Mound tuna mixture in the center of a serving platter. Surround tuna with lettuce, tomatoes, olives and eggs. Combine remaining mayonnaise with garlic and mix well. Strain. Mix in paprika. Pour mayonnaise mixture over tuna. Garnish with parsley.","tuna, mayonnaise, lettuce, tomatoes, ripe olives, hardboiled egg, garlic clove, paprika, parsley"
103381,banana upside cake bolo de banana,"Heat the oven to 180c. Heat 1 cup sugar on a baking pan on the stovetop until a light caramel. Allow the caramel to cool and arrange the banana slices in it. Sift the dry ingredients on a bowl. Mix the oil, sugar, eggs and bananas in a blender. Mix the blender content with the dry ingredients. Lay the cake mixture over the bananas and bake for 30 min or until a knife comes clean out of the cake.","sugar, bananas, vegetable oil, eggs, flour, breadcrumbs, baking powder"
75428,easy spicy chicken rice soup,"Cook chicken with either cajun or mexican seasonings-- sometimes i bake the chicken, and sometimes i saute it. Dice cooked chicken. Prepare red beans& rice per package directions. Meanwhile, combine chicken broth& diced tomatoes. Bring to a boil. When boiling, add diced chicken. Reduce heat and cook about 10 minutes. Add prepared beans and rice. Heat through. Spoon into bowls and top with cheese.","chicken broth, chicken, diced tomatoes, red beans and rice mix, cheese"
185319,california cobb club sandwiches,"Place bread on work surface. Lightly spread one side of all slices with dressing. Layer 3 slices of toast with egg, bacon, blue cheese crumbles and lettuce leaves. Top with another 3 slices of toast, then layer with tomato, avocado and turkey. Top with remaining toast, cut sandwiches in halves or quarters. Secure sandwiches with toothpicks.","whole wheat bread, ranch dressing, eggs, bacon, blue cheese, turkey breast, avocado, tomatoes, lettuce"
196065,knott s berry farm fried chicken,Soak chicken for at least 1 hour and pat dry. Coat each piece of chicken with flour and shake off any excess flour. Bring oil up to temp in an iron skillet or large frying pan and carefully drop in chicken pieces. Cover and fry for 45 minutes or until golden brown and juices run clear. Remove chicken when done and drain on paper towels.,"frying chickens, salt water, flour, oil"
341995,cook s fried corn,"Fry bacon in a large frying pan until bacon is browned. Reduce heat, add onion and peppers. Cook 3-5 minutes, until onions are translucent. Pour off bacon grease. Meanwhile, cook and drain corn in separate pan. At medium heat, add corn to bacon and onions in frying pan and stir-fry until corn starts to brown. Season with sea salt and black pepper to taste.","frozen corn, bacon, green bell pepper, onion, sea salt, black pepper"
442206,golden onion dip,"Chop the onions. Leave the cream cheese out to soften while preparing the onions. Melt the butter in a large nonstick skillet. Add the onions and cook over medium-high heat, stirring constantly, until tender. Add chicken broth and bring to a boil. Cook over medium-high heat for 20-25 minutes, stirring often, until onion is golden. Remove from heat and let cool. Beat the cream cheese until creamy. Add mayo and beat until smooth. Stir in the onion mixture and the pistachios. Cover and chill until ready to serve, at least 2 hours. Serve with assorted fresh veggies or melba rounds.","sweet onions, butter, chicken broth, cream cheese, mayonnaise, pistachios"
278799,herbed carrots and zucchini,"Begin by bringing water in a large pot to boil. Reduce to a bubbling simmer. Place carrots in a steamer basket above the water, cover and steam for 3-5 minutes. You should be able to pierce the carrots with a fork but experience some resistance. Place the zucchini over the carrots. Recover and steam an additional 3-5 minutes until you reach the desired doneness. Place the vegetables into a serving bowl and top with the butter, lemon juice, basil and garlic podwer. Toss until the flavors are well mixed. Serve immediately.","carrot, zucchini, lemon juice, dried basil, onion powder, butter, pepper, salt"
79359,swedish hard candy,"Combine sugar, corn syrup, butter and half-half in 2 qt heavy saucepan. Cook over low heat, stirring until sugar dissolves. Continue cooking, stirring occasionally, to the hard ball stage. Remove from heat. Add chopped almonds. Pour into small fluted paper dessert cups or drop from teaspoon onto waxed paper- to make patties.","sugar, dark corn syrup, butter, half-and-half, blanched almond"
343220,three cheese frittata,"Beat eggs and cream in large bowl until frothy. Stir in half the cheeses, 1 t. Chives, and the pepper. Heat broiler. Heat oil in 10- to 12-inch ovenproof heavy skillet over medium heat until drop of egg sizzles on contact. Pour egg mixture into skillet. Cook covered over medium heat, without stirring, until edge is set but surface is still wet, 10-12 minutes. Sprnkle remaining cheeses evenly over frittata. Broil 6 inches from heat until cheese is melted and edge is lightly puffed, about 2 minutes. Sprinkle with 1 t. Chives. Serve hot.","eggs, heavy cream, mozzarella cheese, bel paese cheese, parmesan cheese, fresh chives, ground pepper, vegetable oil"
462422,edamame dip alton brown,"Put the edamame, onion, parsley, garlic, lime juice, miso, salt, chili sauce and pepper into a food processor and process for 15 seconds. Stop and scrape down the sides of the bowl and process for another 15-20 seconds. With the processor running, slowly drizzle in the extra virgin olive oil. Once all of the oil has been added, stop and scrape down the bowl again, then process 5-10 more seconds. Taste and adjust seasoning. Serve with chips, crackers, or carrots and any other veggies you like. Store in an airtight container for up to 5 days.","edamame, red onion, fresh parsley leaves, garlic clove, fresh lemon juice, miso, kosher salt, thai sweet chili sauce, fresh ground black pepper, extra virgin olive oil"
461098,pineapple grilled pork chops,"Mix together the drained pineapple juice, brown sugar, soy sauce, and garlic powder together in a large plastic zipper bag, and smush the bag a few times with your hands to mix the marinade and dissolve the sugar. Place the pork chops into the marinade, squeeze out any air in the bag, seal it, and refrigerate overnight. Reserve the pineapple rings. Preheat an outdoor grill for medium heat, and lightly oil the grate. Remove the chops from the marinade, shaking off excess, and grill until browned, the meat is no longer pink inside, and the meat shows good grill marks, 5 to 8 minutes per side. Brush several times with marinade and let the marinade cook onto the surface of the meat. Discard excess marinade. While the meat is grilling, place 4 pineapple rings onto the grill, and allow to cook until hot and the slices show grill marks. Serve the chops topped with the grilled pineapple rings.","pineapple rings, brown sugar, soy sauce, garlic powder, pork chops, ground black pepper"
255217,lemon herb fish fillets,"Combine flour, half the herbs, and half the salt. Season the fish with additional salt and pepper, then dredge in flour mixture to coat, shaking off the excess. Heat 1 tbs butter in a large skillet over moderately high heat and cook fish 3 minutes on each side. Remove from pan. Reduce heat to moderately low and add butter pieces and simmer until a light golden brown, about 5 minutes. Remove skillet from heat and stir in lemon juice, remaining herbs, salt and pepper to taste. Pour over fish fillets.","sole fillets, flour, dried herbs, salt, pepper, butter, fresh lemon juice"
147997,morning casserole,"Place a layer of frozen potatoes on the bottom of the slow cooker, followed by a layer of bacon then onions, green pepper and cheese. Repeat the layering process two or three more times, ending with a layer of cheese. Beat the eggs, milk and salt and pepper together. Pour over the slow cooker mixture, cover and turn on low. Cook for 10-12 hours.","frozen hash brown potatoes, bacon, onion, green bell pepper, cheddar cheese, egg, milk, salt, pepper"
441927,cocoa roasted butternut squash,"Heat oven to 375f. In a small bowl, combine the cocoa powder, salt, cayenne, cinnamon, and sugar. Arrange the squash chunks on two large baking sheets. Drizzle the oil over the squash and toss to coat evenly. Sprinkle the cocoa mixture over the squash and toss to coat. Roast for 45 to 55 minutes, or until tender. Transfer to a serving dish and sprinkle with the toasted almonds.","cocoa powder, salt, cayenne pepper, cinnamon, sugar, butternut squash, canola oil, slivered almonds"
61841,mediterranean layered dip,Combine cream cheese and miracle whip. Spread on bottom of 9 inch pie plate. Top with tomatoes cucumbers and olives. Sprinkle with cheese. Serve with wedges of pita bread.,"cream cheese, miracle whip, chopped tomato, cucumber, black olives, feta, pita bread"
335798,queso frito fried cheese,"Mix together flour and paprika in a bowl. Have the beaten eggs in a separate bowl. Mix the bread crumbs and oregano in a third bowl. Dredge the cheese in the flour mixture, then egg and then coat well in bread crumbs. Refrigerate for at least an hour. Heat oil in a heavy skillet under med-high. Fry cheese until golden brown. About 20-30 seconds per side.","flour, paprika, manchego cheese, eggs, breadcrumbs, oregano, oil"
193459,fresh corn and green bean salad,"Prepare corn by removing husks and silk. In a large soup pot bring water to boil and add corn. Add additional water if needed to make sure the cobs are fully submersed. Cook for five to seven minutes until corn is just tender. Remove corn and set aside to cool. In the same water, add the beans and cook for two to three minutes, until crisp-tender. Drain beans and shock with cold water to stop the cooking. In a large bowl whisk together the vinegar, oil, salt and pepper. Add in the onions, corn, beans and parsley. Toss the salad together until it is fully mixed and coated with the dressing. Cover and chill for up to four hours before serving.","corn, french haricots vert, cider vinegar, salt, pepper, olive oil, red onion, fresh parsley"
137886,chinese chicken and corn soup,"Saute or poach chicken breasts, cool, chop, set aside. Saute in same pan, celery and onion in 1 tbl. Butter til tender. In large pot add chicken, sauted vegetables, broth, bouillon, and parsley. Bring to a boil, lower heat and simmer 5 minutes. Drizzle in beaten eggs, stirring briskly, til it shreds. Stir in corn, heat through. Add salt and pepper to taste.","boneless skinless chicken breasts, celery rib, onion, butter, chicken broth, chicken bouillon, fresh parsley, cream-style corn, eggs, salt and pepper"
112180,the lady and sons okra and tomatoes paula deen,"Cook bacon slightly. Saute onion and garlic with bacon until tender. Add tomatoes, chicken base, sugar and pepper. Stir well and let simmer for about 20 minutes. Adjust seasoning if needed. Meanwhile wash okra and remove fuzz, if using fresh okra, cut into pieces. Add okra and simmer until okra is done, about 20 more minutes, serve.","bacon, onion, garlic cloves, diced tomatoes, chicken base, sugar, fresh okra, fresh ground black pepper"
23013,oregano lemon chicken,"Peel and quarter potatoes and onions. Place chicken skin side up, in shallow roasting pan. Arrange potatoes and onions between pieces. Add water to cover bottom of pan. Squeeze lemon juice over all. Dot chicken and vegetables with butter. Sprinkle with oregano, salt and pepper. Bake in 350 degree oven for 1 hour. Chilled, lemon chicken makes a delicious hot weather meal or chicken salad. Freeze in foil. Defrost and reheat in foil at 400 degrees for 20 minutes.","potatoes, onions, frying chicken, lemon, butter, oregano, salt and black pepper"
399212,dried cherry couscous salad,"Bring broth or water to a boil in a medium saucepan. Stir in couscous. Cover and remove from heat. Let stand for 5 minutes. Uncover and stir with a fork until all grains are fluffy. Let cool for 10 minutes. In a large bowl, combine cooked couscous, dried cherries, carrots, and cucumber. In a small bowl, combine vinegar, olive oil, and mustard, mix well. Pour over couscous mixture and toss to coat. Season with salt and pepper if desired. Garnish with toasted almonds. Serve chilled or at room temperature.","chicken broth, couscous, dried tart cherries, carrots, cucumbers, balsamic vinegar, olive oil, dijon mustard, salt and pepper, slivered almonds"
486541,villa capri s fish fillets with pecan crunch coating,"Combine the dijon mustard, butter and honey in a bowl and mix well. Mix the bread crumbs, parsley and pecans in a bowl. Season the fillets with salt and pepper. Place on a lightly greased baking sheet. Brush with the mustard mixture. Sprinkle with the bread crumb mixture and pat to adhere to the surface. Bake at 450 degrees f. For 10 minutes per inch of thickness or until the fish flakes easily with a fork. Serve with lemon wedges.","dijon mustard, butter, honey, fresh breadcrumb, fresh parsley, pecans, fish fillets, salt and pepper"
47054,cream cheese corn,"In medium saucepan, warm corn slightly covered in water to about room temperature. Do not over cook. Drain corn, place back in pan. Add butter and cream cheese. Cook, stirring over medium heat only until melted, add salt and pepper. Pour into serving bowl and sprinkle slight amount of parsley for color.","frozen corn, butter, cream cheese, salt, pepper, parsley"
88246,asparagus with mushrooms fat free and delicious,"Wash and trim asparagus. Fill a large skillet with about 1 inch of lightly salted water. Cook asparagus and mushrooms in water, covered for three minutes over medium high heat. Drain. Wipe out pan so that it is dry. Spray pan with cooking spray and return to heat. Add lemon juice. Return asparagus and mushrooms. Toss to coat with lemon juice. Serve immediately.","fresh asparagus, white button mushrooms, butter-flavored cooking spray, lemon juice"
328449,apple pie caramel apples,"Wash and dry apples thoroughly. Put the wooden sticks in the apples. Melt the caramels and milk either over low heat or in the microwave. Dip each apple into the caramel and let firm up completely. Melt the white chocolate chips in microwave. Dip each apple in chocolate and let the excess drip off. Let cool slightly, but before its completely hard, roll in the sugar mixture. Sit on wax paper and put in fridge to harden completely.","apples, caramels, milk, white chocolate chips, cinnamon sugar, wooden sticks"
200959,day after thanksgiving noodles,"Melt butter in dutch oven, add celery and onion. Cook until tender. Add broth, bring to a boil. Stir in noodles. Add salt and pepper. Return to boil, reduce heat, and simmer until noodles are tender. Add turkey and parsley. To thicken, mix flour and water. Stir into mixture and cook about 2 more minutes.","butter, celery, onion, chicken broth, reames frozen noodles, cooked turkey, fresh parsley, flour, cold water"
151968,mrs cubbison s bread stuffing,"Melt butter in a large pot. Add celery, onion, and mushrooms. Simmer about 5 minutes to slightly soften vegetables. Toss in dressing mix to spread butter evenly. Stir in liquid and toss. Place in a greased casserold dish, cover, and bake at 350 degrees for about 45 minutes. Uncover the last 15 minutes for a crisper top.","bread stuffing mix, celery, onions, mushroom, butter, chicken broth"
136463,marshmallow toffee balls,"Over low heat, melt the toffee bars, condensed milk and margarine. Dip the marshmallows into the toffee mixture. Roll in the rice krispies. These can be kept covered at room temp for a couple of day, freezes well. For smaller balls, cut the marshmallows in half before dipping.","macintosh toffee bars, condensed milk, margarine, marshmallows, rice krispies"
31114,nana s chocolate frosting,Combine chocolate and butter in large saucepan. Cook over low heat until melted. Stirring constantly. Remove from heat. Cool. Sift sugar. Add to chocolate alternately with milk and vanilla. Beat at high speed until of spreading consistency.,"unsweetened chocolate, butter, powdered sugar, milk, vanilla"
113213,onion bhajia,"Sift flour, salt and baking powder into a bowl. Add onion and chillies and mix til pieces well coated. Beat egg and milk and mix into flour til soft batter is formed. Fry spoonfuls of mixture in hot oil until gold brown. These are excellent with a good chai.","flour, salt, baking powder, onion, chile, egg, milk, oil"
199234,shrimp goat cheese salad in romaine,"Rinse and dry shrimp. Combine the mayonnaise, soft goat cheese and cajun seasoning in a mixer until smooth. Add the crumbled hard goat cheese. Add the shrimp and green onion. Lightly mix. Wash and dry romaine lettuce, use the inner curled leaves as a holder and fill with shrimp mixture, sprinkle with patrika if desired. Cover and refrigerate until ready to serve. Reserve the larger leaves for another use.","baby shrimp, mayonnaise, soft fresh goat cheese, cajun seasoning, hard goat cheese, green onion, romaine lettuce, paprika"
165251,spinach broccoli bake,"Place frozen spinach in a container and cover with water. Bring to a boil. Cover and simmer for 4 minutes, drain. Place frozen broccoli in container and cover with water. Boil 3 minutes. In large mixing bowl combine soup, mayonnaise, egg, and spices. Add cooked spinach and broccoli, mix well. Pour into greased quart. Bake at 350f until firm.","frozen chopped spinach, frozen chopped broccoli, cream of mushroom soup, mayonnaise, egg, pepper, salt, garlic powder"
395484,rich hot chocolate for one,"Heat milk in mug in microwave until hot, about 2 minutes. Stir in quickly cocoa powder, salt, and splenda. Stir briskly to incorporate any cocoa lumps. If the cocoa is lumping too much after a lot of stirring, your milk may not be hot enough, so nuke it a minute more. Stir till well incorporated and enjoy.","low-fat milk, cocoa powder, salt, splenda sugar substitute"
69519,just cucumber slices,"In a bowl toss together the cucumbers, onion, if using, and dill. Combine sugar, vinegar, water and salt and bring to a boil. Pour over cucumbers. Stir to coat. Cover and refrigerate 3 hours or overnight.","cucumber, onion, dried dill weed, sugar, vinegar, water, salt"
243288,luscious creamy glazed onions,"In a hot non-stick pan melt butter till sizzling. Add onion rings and sprinkle with sugar and pinch of salt. Lower heat to medium and cook for 5 minutes stirring often. Add minced jalapeos to taste and continue to stir and cook for 3 minutes. Add chicken broth to deglaze, stirring releasing intensely flavorful browned bits on the bottom of the pan. Add kahlua and let all reduce to just glaze the onions. Lower heat to low and add cream stirring in to combine. Season with salt and pepper.","butter, red onions, jalapeno, brown sugar, kahlua, low-sodium low-fat chicken broth, heavy cream"
364119,avocado cheddar grilled cheese,"Lightly butter one side of each slice of bread. Place 2 slices of buttered bread, butter side down, on a griddle or skillet over medium-high heat. Top with cheddar cheese, sliced avocado, and other slices of buttered bread. Grill for a couple of minutes until cheese has started to melt and bread is grilled to desired amount. Flip sandwiches and grill on other side.","whole wheat bread, butter, cheddar cheese, avocado"
249682,pantry minestrone,"Heat oil in big pot. Cook onion and garlic for 3 minutes. Add tomatoes, paste and stock. Bring to the boil. Add macaroni and vegetables and beans. Simmer 20 minutes. Add parsley and season to taste. Serve topped with grated cheese.","olive oil, brown onion, garlic cloves, crushed tomatoes, tomato paste, stock, macaroni, frozen mixed vegetables, borlotti beans, parsley"
425102,wild blueberry beginner,Put the mint leaves and blueberries in a tall glass. Mash them together with muddler or wooden spoon to release flavor from the mint. Fill glass with ice. Pour in soda to fill up glass. Garnish with mint sprig and 5 blueberries.,"mint leaves, blueberries, diet lemon-lime soda, mint"
128809,bite size sticky buns,"Grease 24 miniature muffin cups and set aside. Combine butter, corn syrup, sugar and nuts. Spoon mixture into the bottom of muffin cups. Cut each dinner roll in half. Place cut side down on pecan mixture in muffin cup. Cover and let rise in a warm place until rolls double in size. Bake at 350 for 15-20 minutes. Remove from oven, cool 1 minute, then invert pan on wax paper.","butter, light corn syrup, brown sugar, pecans, frozen yeast dinner roll dough"
99731,barb s zucchini patties,"Grate zucchini, no need to peel or seed unless seeds are large. Sprinkle zucchini with salt. Let set 15 to 20 minutes, then drain well. Add the beaten egg, bisquick, parmesan cheese, garlic powder, salt& pepper to the drained zucchini and mix well, batter will not be stiff or real thick. Using a large skillet heat, add oil enough to fry patties, drop by tablespoon to make a pattie about 2 to 3 inches in diameter, cook over mediun heat until browned on each side, about 3 to 4 minutes each side. Place patties between paper towels. Keep warm in oven until ready to serve, enjoy.","zucchini, salt, egg, bisquick, parmesan cheese, garlic powder, salt and pepper, canola oil"
413661,flying jacob oven baked chicken thighs,"Turn your oven on 430f. I use a kitchen paper towel to tap dry the chicken before i put it into a hot non stick skillet which may go into the oven later. Fry the chicken tights over medium heat, turning occasionally until browned on all sides, about 10 minutes. Blend the spices and stir into sour cream. Cut the banana into 1 to 2 inch big pieces and put over the chicken. Pur the spiced sour cream mixture over and put in oven for 25 minutes. In the meanwhile cook rice according to directions. Simmer the green beans with a bottom fill of water until tender. Sprinkle the cooked rice with thyme and serve to your jacob.","chicken thighs, bananas, brown sugar, smoked paprika, cinnamon, sour cream, walnuts, basmati rice, green beans"
