id,name,steps,ingredients
170079,pink potatoes,Cook the potatoes with salt until done. Drain into a colander. Cook the carrots separately with some sugar and salt until tender. Drain into the colander. In one of the pots add the butter and melt and saute the onion till tender. Add the flour and cook one minute. At this point stir in the milk. Add the potatoes and the carrots and mash together until smooth. Add the salt and pepper and some garlic or onion powder if desired.,"carrots, potatoes, onion, milk, butter, flour, salt and pepper"
188357,marie s vegan banana pecan bread,"Preheat oven to 350f. Grease and flour a loaf pan. In a medium bowl, mix all the wet ingredients until the sugar is dissolved. In a big bowl, sift all the dry ingredients together. Add the liquid mix to the sifted dry ingredients. Mix well and fold in the chopped pecans. Pour in the loaf pan and bake for 1 hour.","brown sugar, canola oil, bananas, vanilla extract, flour, baking powder, cinnamon, salt, pecans"
269749,crunchy roasty potatoes,"Halve the potatoes and boil them, skins on, in a large pot of water for 5010 minutes until they are just tender and not quite done. Drain and return to pot. Add the butter, salt and garlic powder to the pot. Place a lid over it and shake until potatoes are coated. Bake in a 350 oven for 25-30 mins, or until golden crisp.","new potatoes, butter, sea salt, garlic powder"
203397,mom s potato puff casserole,Prepare hungry jack mashed potatoes. Substitute cottage cheese for milk. Stir in dill. Care should be taken not to get potatoes pasty. Brown ground beef in a large skillet. Drain fat. Add onion five minutes before end of browning. Stir in garlic powder and salt. Add mixed vegetables and 2 cans of soup - do not add water. Pour hamburger mix into 9x13 pan and spread evenly. Spoon potato mix on top of hamburger mix to make individual clumps for each serving. Bake at 350 for 45 minutes or until potatoes start to brown.,"lean ground beef, onion, garlic powder, salt, frozen mixed vegetables, low-sodium cream of mushroom soup, instant mashed potatoes, nonfat cottage cheese, dry dill weed"
90365,strawberry pudding cake,Tear cake into small pieces and cover bottoms of 5 dessert dishes. Mix pudding according to directions on box. Pour over cake. Spread fresh strawberries over pudding mixture. Top with cool whip. Refrigerate if not served immediately.,"angel food cake, instant vanilla pudding, milk, fresh strawberries, cool whip"
204451,low calorie turkey sausage patties,"In a mixing bowl, combine the egg yolk, oil, sage, paprika, salt and pepper with a fork. Crumble the turkey into the bowl with a fork or clean hands. Combine thoroughly. Shape into 8 patties. Place the patties in a single layer on plate or work surface. Coat both sides lightly with vegetable cooking spray. Heat a large non-stick skillet over medium high heat. Place patties in skillet and cook for 3 minutes or until browned. Flip and cook for about 4 minutes or until cooked through. Reduce heat if patties are browning too quickly. Patties are small so 2 equal 1 serving.","egg yolk, extra virgin olive oil, sage, ground paprika, salt, ground black pepper, ground turkey breast"
160193,lower fat pie crust,"Mix the flour and salt in a large bowl. Cut in the shortening until it is distributed evenly. Add the applesauce and mix until blended evenly. Stir in the water or juice with a fork until the dough starts to stick together, but is not sticky. Work the dough into a ball, then turn onto a floured board and roll out as needed. If the dough keeps springing back when rolled, let it rest for 10 minutes, then proceed.","all-purpose flour, salt, shortening, applesauce, cold water"
129624,chinese garlic spareribs quebec city style,"Put water, white and brown sugars in a large saucepan. Boil mixture while frying spareribs. Brown spareribs in a little oil. Once fried, add to the liquid. Add garlic and one cup of soy sauce. Cover and keep on a low boil at medium heat for an hour. Put in a serving plate and garnish with green onions.","pork spareribs, garlic cloves, water, white sugar, brown sugar, soy sauce, green onion"
281537,hass avocado tortilla soup,"In a large pan, combine chicken broth, soup, cilantro, garlic and pepper. Bring to a boil, decrease heat, and simmer for 10 minutes. Cool slightly, and puree in batches in a blender. Return to pan, add avocado cubes and heat through. Ladle into soup bowls and garnish with reserved avocado cubes and crumbled tortilla chips. Serve.","fat-free low-sodium chicken broth, low-sodium tomato soup, cilantro, garlic cloves, ground black pepper, hass avocado, corn tortilla chips"
452170,slow cooker corn chowder,Combine all ingredients except milk in slow cooker. Add water until just covered. Cook on low 8-9 hours. Stir in evaporated milk. Cook another 30 minutes on low.,"yukon gold potatoes, onions, ham, celery, whole kernel corn, butter, salt, ground black pepper, chicken bouillon cubes, evaporated milk"
19456,green bean tomato salad,Steam green beans for 6 to 8 minutes. Put in cold water. Place beans in the center of a platter. Arrange tomato and onion slices around beans. Whisk together dressing. Sprinkle over vegetables. Chill.,"fresh green beans, tomatoes, onion, olive oil, red wine vinegar, dijon mustard, salt, pepper"
408862,baked hot wings,"Remove the excess skin from the wings. Bake at 350 for 25 minutes, or until fully cooked, on a rack to allow the grease to drip off. Cool completely. Combine all the other ingredients. Completely cover the wings or toss in the sauce. Marinate in the sauce at least 2 hours. Bake at 350 for 15 minutes on a rack. Wings can be coated again in the sauce or served as they are.","chicken wings, hot sauce, honey, white wine, black pepper, onion powder, garlic paste, seasoning salt"
277553,fresh tuna tortillas,"Rub oil over each steak, then sprinkle with spices. Heat a griddle pan until hot, then cook the steaks on one side for 2 minutes. Turn and cook for 1 to 2 minutes more. Cut into strips. Heat the tortillas for 30 seconds in a microwave until soft. Pile tuna, avocado and tomatoes on top of each, then squeeze over the line juice and scatter with cilantro. Roll up and eat. If you like you can put a dollop of sour cream on the prior to rolling them up.","sunflower oil, tuna steaks, cayenne pepper, ground cumin, tortillas, avocado, tomatoes, lime, juice of, fresh cilantro"
244743,simple cucumber slices,"In a bowl with a lid, combine cucumbers, onions and dill. In a saucepan, combine sugar, vinegar, water and salt. Bring to a boil. Pour over cucumber mixture. Cover and chill at least 3 hours, but better overnight.","cucumbers, onions, fresh dill, sugar, apple cider vinegar, water, salt"
349283,chilled peach soup with riesling,"In a large saucepan, combine the riesling, cloves, cinnamon stick, bay leaves, and brown sugar. Bring to a boil. Add the peaches, reduce heat and let simmer for 20 minutes. Add the orange and lemon slices. Continue cooking for 5 minutes. Remove the cloves, cinnamon stick, bay leaves, orange and lemon slices from the soup. Puree the soup in a blender or food processor. Strain. Chill in the refrigerator. When the soup is chilled, add the cream and lemon juice.","riesling wine, whole cloves, cinnamon stick, bay leaves, brown sugar, peaches, orange, lemon, heavy cream, fresh lemon juice"
111436,nina s teriyaki pork,"Dissolve the the brown sugar in the soy sauce on medium heat. Add the liquor, the garlic, and the ginger and simmer for at least 30 minutes or until the liquid has thickened sufficiently. At the very end add the pineapple juice and allow to cool to room temperature. Marinate your pork over night. Cook the pork in a pan on medium high heat on each side for about 1 minute then put it in the oven at 350 degrees and cook for 15 minutes. Be sure not to dry out the pork.","soy sauce, dark brown sugar, bourbon, garlic, gingerroot, pineapple juice, pork chops"
144675,old country sausage and peppers,"In a large skillet, heat oil over medium-high heat. Add garlic, onion and peppers. Cook and stir until onions are translucent, about 5 minutes. Add sausage and cook until browned, about 4 minutes. Add tomatoes, oregano, salt and pepper. Cover and simmer 25 minutes, until peppers are soft and sausage is cooked through.","olive oil, garlic cloves, red onion, red bell peppers, green bell peppers, hot italian sausage, plum tomatoes in puree, oregano, salt & pepper"
173667,scrambled eggs with smoked salmon,"In 6 cup microwaveable bowl, microwave butter 20-40 seconds on high or until melted. With wire whisk or fork, beat in eggs, milk, and pepper until well blended. Microwave high uncovered for 2-3 minutes or until some curds have formed, but mixture is still creamy. Stir in salmon, green onion, sour cream and coriander or parsley. Microwave high 30-60 seconds or until eggs are heated through and still creamy, stirring once.","butter, eggs, milk, white pepper, smoked salmon, green onion, sour cream, fresh coriander"
144686,pan potatoes with garlic pesto and mozzarella cheese,"Set oven to 375 degrees,. Place the cubed potatoes in a large baking sheet in one layer if possible. Sprinkle with salt and pepper. In a bowl, mix together sun-dried tomatoes, whipping cream, shallots, garlic, pesto and black pepper. Pour over the potatoes and toss gently to coat. Sprinkle with mozzarella cheese. Bake the potatoes until fork-tender and the cheese is lightly browned. Season with salt.","russet potatoes, whipping cream, sun-dried tomatoes, shallots, garlic, pesto sauce, black pepper, mozzarella cheese, salt"
123631,light berry mousse,"In a blender, combine water and gelatin. Cover and process until gelatin is dissolved. Blend in ice cubes until partially melted. Add strawberries. Process well. Pour into a bowl. Fold in whipped topping. Chill for 2 hours.","boiling water, sugar-free strawberry gelatin, ice cube, fresh strawberries, reduced-calorie whipped topping"
85861,party chicken dip,"Mix all ingredients together except for the parmesan cheese. Spread mixture in a shallo, medium-sized, ovenproof dish. Sprinkle the parmesan cheese on top. Bake, uncovered, at 375 degrees for about 30 minutes. Serve warm with crackers along side.","cream cheese, sour cream, white chicken meat, seasoning salt, onion, parmesan cheese"
30092,cajunized oriental pork chops,"Use salt and cayenne to coat chops. Heat oil in a large skillet. Add chops and brown slowly. Add wine, bell pepper, onion and garlic. Cover and simmer for 25-30 minutes. Remove pork chops. Add soy sauce and reserved pineapple juice. Stir and allow to simmer for 10 minutes. Add pineapple chunks and pork chops. Bring to a boil, turn off heat. Serve over rice.","pork chops, oil, salt, cayenne pepper, dry white wine, bell pepper, onion, garlic, soy sauce, pineapple chunk"
91365,chatni gashneez coriander chutney,"Pack chopped coriander firmly into cup to measure. Peel garlic and chop roughly. Slit chili, remove seeds and chop roughly. Place prepared ingredients and walnuts in blender or food processor container and process until a textured paste is achieved, adding lemon juice or vinegar gradually while processing. Add salt to taste, place ina bowl and chill until required. Serve with kababs. Gradually stir in lemon juice or vinegar and add salt to taste.","coriander, garlic, green chili pepper, walnuts, lemon juice, salt"
404982,lynch s pimms,"Fill tall glass with ice. Cover with pimms. Add orange, lemon and cucumber. Pour in lemonade and ginger ale. Stir lightly. Adorn with cherry and mint.","ice, pimms, orange, lemon, cucumber, lemonade, ginger ale, maraschino cherry, mint sprig"
314661,high rollers,"Cover each tortilla with a thin layer of cream cheese. Sprinkle with garlic powder. Use half of the tortilla to layer meat, cheese, lettuce and tomatoes. Roll up the tortilla with cream cheese side rolled up last. Cut into 1 inch pieces and display on a pretty platter. These will go very fast. Enjoy.","tortillas, cream cheese, garlic powder, roast beef, honey-roasted ham, smoked turkey, colby-monterey jack cheese, lettuce, tomatoes"
239603,carrot souffl carrot casserole,"Preheat oven to 350f. Lightly spray a 2 quart casserole dish with non-stick cooking spray. Boil or steam carrots in until very soft. Drain. Add butter, salt, and pepper. Pure carrots in food processor until smooth. Cool slightly. Add eggs and cream. Blend well. Fill casserole dish or ramekins with mixture. Set in a baking pan of hot water and bake for 30-35 minutes. Serve hot.","carrots, butter, salt, white pepper, eggs, heavy cream"
502049,coconut flour banana bread gaps,"Whisk dry ingredients, stir in all wet until smooth. Stir in nut or whatever you choose. Put in a greased loaf pan. Bake at 350 for 50-75 minutes. Cover with foil after 50 minutes. Cool on a rack completely before eating, a must for texture and flavor.","coconut flour, baking soda, cinnamon, salt, eggs, coconut oil, vanilla, bananas, honey, pecans"
49976,iced tea punch,Make tea in regular manner. Add the sugar while the tea is hot. When cool add the juices and ginger ale. Mix well and put in tightly closed bottles or plastic cartons in the refrigerator. Will keep several weeks if tightly closed.,"tea bags, water, sugar, unsweetened pineapple juice, frozen orange juice, fresh lemon juice, ginger ale"
174623,pea and ham soup,"Combine water, split peas, onion, carrot, garlic, salt and pepper in a large heavy-based saucepan. Bring to boil over high heat. Reduce to low, cover and simmer for 45 minutes, stirring occasionally. Stir in peas, simmer covered for 5 minutes or until peas are tender. Stir in ham, season with salt and pepper if desired and serve.","cold water, split peas, brown onion, carrot, garlic cloves, salt, pepper, frozen peas, lean ham"
373228,martha s pawpaw drink,"Scoop papaya flesh into a blender jar. Add orange and lime juices, ginger, honey, and ice cubes. Blend until combined. Divide between 2 glasses. Serve immediately.","papaya, oranges, lime, fresh ginger, honey, ice"
317320,dutch potatoes,"In a small skillet, saute onion in butter for 8 to 10 minutes or until golden brown. Meanwhile, place potatoes and carrot in a large saucepan. Cover with water. Bring to a boil. Reduce heat. Cover and cook for 10 to 15 minutes or until tender. Drain. In a small mixing bowl, mash potatoes and carrots. Beat in sauteed onion, sour cream and salt. Sprinkle with chives.","onion, butter, potatoes, fresh carrot, sour cream, salt, chives"
73864,seasoned chicken with soup gravy,"Coat the chicken with the seasoning, and let sit in the refridgerator for at least an hour. After marinating, brown the chicken in olive oil in a large pan. In a separate bowl, mix together the soups with the chicken broth, stir until smooth. Add the soup mixture to the pan, mix well. Let simmer for 10-15 minutes or until chicken is cooked through. Serve with the soup gravy.","chicken tenders, creole seasoning, olive oil, cream of mushroom soup, cream of chicken soup, chicken broth"
294822,pumpkin corn chowder,"Combine broth, corn and onion in saucepan and bring to boil over medium-high heat. Reduce heat, cover and simmer 15-20 minutes until onion in tender. Return heat to medium-high and stir in pumpkin, blending well until mixture begins to boil. Reduce heat, cover and simmer another 5 minutes. Add milk, pepper and cayenne and continue stirring until heated through.","fat-free chicken broth, sweet corn, cream-style corn, onion, pumpkin, skim milk, fresh ground pepper, cayenne pepper"
220844,garlicky broccoli rabe,"Cook broccoli rabe in boiling water 6 minutes or until crisp-tender. Drain and plunge broccoli rabe into ice water. Drain. Coarsely chop. Spray large skillet with pam. Heat oil in a over medium heat. Add garlic. Cook 2 minutes, stirring constantly. Stir in broccoli rabe, salt, and peppers. Cook until heated thoroughly.","broccoli rabe, olive oil, garlic, salt, black pepper, crushed red pepper flakes"
324054,easy lemon lentil soup,"Combine lentils, garlic and stock in medium saucepan. Bring to a boil and reduce to medium and let simmer for 20 mins or until lentils are tender. Blend mixture in pot with immersion blender. Mix in lemon juice, zest, and cilantro. Season to taste with salt and pepper and serve.","red lentil, chicken stock, garlic cloves, lemon, juice and zest of, cilantro, salt and pepper"
52836,easy oreo ice cream,"Beat whipping cream until thick. In seperate bowl, beat egg yolks and condensed milk together. Mix cream into egg mixture. Fold in crushed oreos. Freeze.","egg yolks, condensed milk, heavy whipping cream, oreo cookies"
329217,mexican hominy,"Saute onion, garlic, and bacon in large skillet until bacon is crisp and onions are clear. Drain fat. Crumble bacon and return to pan. Add hominy, tomatoes, and chili powder. Cook over low heat until creamy. Pour into a greased 9x13 casserole and top with grated cheese. Bake at 350f for 30 minutes or until heated through.","onion, garlic cloves, bacon, hominy, diced tomatoes, chili powder, cheddar cheese"
272021,italian baked salmon,Put all ingredients except salmon in food processor. Blend ingredients together until well combined and basil is fine. Put some of the sauce in bottom of baking dish that has been lightly sprayed with pam cooking spray. Place salmon in dish and mound rest of sauce over salmon. Bake in a 400 degree oven for 20 minutes or until done to your preference. I cook mine for the 20 minutes and then take out of oven and cover loosely with foil for another 3-5 minutes.,"olive oil, minced garlic cloves, white wine, lemon juice, fresh basil, parmesan cheese, dijon mustard, cayenne pepper, salmon steaks"
244927,chilled cream of sorrel soup,"In a soup or large saucepan, melt butter and cook onion until tender. Add potatoes and sorrel and combine with onions. Add stock, pepper, tarragon and a little salt. Bring soup to boil. Reduce heat and cover, simmer gently until potatoes are cooked, about 30 minutes. Puree soup in a blender chill thoroughly. Stir in cream. Taste and adjust seasoning. Adjust consistency with additional cream or chicken stock if necessary.","butter, onion, potatoes, sorrel, chicken stock, fresh ground black pepper, salt, whipping cream, hard-boiled eggs"
100833,sicilian pasta skillet,"In a large skillet, heat olive oil over medium-high heat. Brown chicken. Add peppers and onions and saute until tender. Stir in chicken broth and tomatoes, bring to a boil. Add pasta and reduce heat to medium low, cover and cook 10 minutes or until pasta is tender. Stirring occasionally, serve.","olive oil, boneless skinless chicken breast, green bell peppers, onions, chicken broth, tomatoes seasoned with basil garlic & oregano, small shell pasta"
161000,salmon cutlets with yoghurt sauce,"Place salmon cutlet on low to medium temperature bbq plate. Squeeze one lemon half over cutlet. Sprinkle with freshly ground pepper. Cook around seven minutes on one side, flip over and cook around another seven minutes but turn off bbq plate after a few minutes. Meanwhile prepare the sauce in a small bowl by adding yoghurt, cumin, garlic and squeezed juice of other lemon half and mix well. Once the dish is cooked plate up and pour over the sauce. Add a sprinkling of paprika to garnish and place the coriander and parsley on top. Serve with a light salad such as mesclun, olives, tomato, mushrooms and grilled zucchini.","salmon steak, pepper, lemon, plain yogurt, ground cumin, minced garlic clove, paprika, coriander leaves, parsley"
185947,easy weiner wraps,"Run a knife down the middle of each hot dog. Slice cheese into 4 sections. Insert 2 sections of cheese into each hot dog. Spread mustard on hot dog and wrap in lightly moistened egg roll wrapper. Cook on a drip rack in small pan in your toaster oven at 350 for about 5 to 7 minutes. When the wrapper begins to brown slightly, your weiners are done. Garnish with mustard and sweet relish.","fat-free hot dogs, egg roll wraps, fat free cheese, spicy mustard, sweet relish"
248651,microwave fudge,"Place all ingredients except the vanilla in a deep microwave proof dish. Microwave for 2 minutes then stir. Microwave for a further 10 minutes, stirring once halfway through. Add vanilla and stir well. Place in a greased dish and allow to cool. Cut into squares when cool.","condensed milk, sugar, butter, vanilla essence"
201791,mignon s pita bread pocket bread,"In a large bowl throughly mix 2 cups flour, sugar, salt and yeast. Gradually add the water and beat for 2 minutes at medium speed. Add 1 cup flour and beat on high speed for 2 minutes. Stir in enough flour to make soft dough. Knead the dough on high for 8 minutes. Place in a greased bowl, turn and raise for an hour. Punch the dough down and put on a flour covered board and rest for 30 minutes. Divide into 8 pieces. Roll each one into a 6 inch circle. Bake for 5 minutes in a 450-500f oven on lowest shelf. Broil for 1-2 minutes on the top shelf until desired brown on top. Cut them while they are still hot - either into a pocket or in half.","unsifted flour, sugar, salt, dry yeast, water"
370482,kittencal s milk soaked grilled corn on the cob,"Place the corn into a 13 x 9-inch dish or use a dish large enough to hold the corn and milk. Pour the milk over the corn. Allow to sit for minimum 1 hour or even longer turning the cobs in the milk frequently. Drain the cobs well on paper towels or clean tea towels. Brush each cob generously with soft butter, the season with salt and pepper. Wrap each cob tightly in a piece of foil. Grill or about 30 minutes on medium-high turning occasionally.","corn, milk, butter, salt and pepper"
26497,frozen strawberry banana salad,Stir together pie filling& ice cream. Sprinkle bananas with lemon juice. Add bananas& nuts to ice cream mixture. Turn into 8 individual molds- freeze until firm. Move to the refrigerator 15 minutes before serving. Unmold onto lettuce lined plates.,"strawberry pie filling, vanilla ice cream, bananas, pecans, lemon juice"
345975,kittencal s garlic bread sandwich,"Heat oven to 400 degrees f. Remove garlic bread from the foil wrapping and separate the halves. On the bottom half layer turkey, bologna, salami, green pepper, onions. Sprinkle black pepper over the onions and peppers, then place the cheese slices on top. Top with remaining bread half. Place the loaf back into the wrapping and seal. Bake for 20 minutes or until hot and the cheese melts. Using a serrated knife cut loaf into 6 pieces or as desired.","garlic bread, deli turkey, salami, bologna, green bell pepper, onion, fresh ground black pepper, mozzarella cheese"
367224,greek style tuna casserole,"Cook pasta according to package directions. Drain well. Put green beans in a 3-quart casserole. Cover and microwave on high 4 minutes or until crisp-tender. Add kidney beans, tuna and cucumber. Cover and microwave on high 2 minutes. Add hot pasta to tuna mixture and toss well. In a small mixing bowl, whisk together the oil, vinegar and mustard. Pour over casserole mixture and toss to coat well. Sprinkle with feta and garnish with olives. Serve immediately.","pasta, frozen cut green beans, red kidney beans, tuna, cucumber, olive oil, red wine vinegar, dry mustard, feta cheese, black olives"
177699,chicken with bacon cream sauce,"Preheat oven to 350f. Season chicken breasts with garlic powder, salt and pepper. Wrap each chicken breast in 1 strip of bacon and place in a 9x13x2-inch baking dish. In a small bowl, mix the sour cream and soup. Spoon mixture over the chicken and bake uncovered for 40 to 50 minutes or until slightly brown on top. Serve with hot cooked rice, if desired.","boneless chicken breasts, garlic powder, salt and pepper, bacon, sour cream, cream of mushroom soup, cooked rice"
84590,uncle john s baked beans,"Pour beans into casserole dish and stir in ketchup, onions, worcestershire, brown sugar, cayenne, tabasco, salt and pepper. Cover top of beans with strips of bacon if desired. Sprinkle additional brown sugar on top. Bake at 350f for 2 hours. Serves 4-6.","pork and beans, ketchup, onion, dry mustard, worcestershire sauce, cayenne, brown sugar, tabasco sauce, black pepper, salt"
26129,cream filled oat bars,"Heat oven to 375f. Grease 9 x 9-inch square pan. Mix milk, lemon peel and lemon juice until thickened. Reserve. Mix remaining ingredients until crumbly. Press half of the crumbly mixture in pan. Bake about 10 minutes or until set. Spread milk mixture over baked layer. Sprinkle remaining crumbly mixture on milk mixture. Press gently into milk mixture. Bake about 20 minutes or until edge is golden brown and center is set but soft. Cool completely.","sweetened condensed milk, lemon rind, fresh lemon juice, all-purpose flour, quick-cooking oats, brown sugar, butter, salt, baking soda"
36094,macaroni pastitsio with feta cheese,"Boil the macaroni according to the package instructions. Drain and put in a large bowl. Mix with the melted butter. Beat the eggs in a separate bowl, add the milk and cheese. Pour over the macaroni and mix well. Pour the macaroni mixture into a buttered casserole dish. Cook in a 350f oven for 30 minutes.","macaroni, butter, eggs, evaporated milk, feta cheese"
512731,orange french toast,"In a large bowl beat the eggs, milk, and salt. Dip bread in batter. Fry in a frying pan with butter. Add powdered sugar on top. Add the juice of an orange on top.","milk, eggs, salt, thick bread, powdered sugar, oranges"
321652,classic creamy potato salad,"Boil potatoes until fork tender. Cool then cut into cubes. In large bowl stir together mayonnaise, onion, vinegar, salt, pepper and eggs. Add cooked, sliced, cubed potatoes and celery. Toss to coat well. Cover and refrigerate. Sprinkle with paprika and egg rings if desired.","potatoes, mayonnaise, onion, white vinegar, salt, pepper, eggs, celery"
136736,ginger green apple sweet onion and coconut salad,"In a blender, combine the lemon verbena with the oil and blend for 2 minutes. Pour the oil into a jar and let stand for 1 hour, then strain, pressing on the solids to extract as much oil as possible. Season with the salt. Toss the apples with the onion, ginger, coconut, lemon juice and basil. Season with salt and pepper. Add 3 tablespoons of lemon verbena oil and toss. Serve.","granny smith apples, sweet onion, ginger, fresh coconut, fresh lemon juice, basil, salt & freshly ground black pepper, lemon verbena leaves, grapeseed oil, salt"
157769,banana berry brownie pizza,"In a bowl, combine brownie mix, water, oil, and egg until well blended. Spread into a greased and floured 12-in pizza pan. Bake at 350 for 25 minutes. In a mixing bowl, beat the cream sheese, sugar, egg, and vanilla until combined. Spread over brownie crust. Bake 15 minutes longer or until topping is set. Cool on a wire rack. Just before serving, arrange strawberries and bananas over topping. Drizzle with chocolate. Refrigerate leftovers.","brownie mix, water, vegetable oil, egg, cream cheese, sugar, vanilla extract, strawberries, firm banana, semisweet chocolate"
15635,oven baked pork loin with olive oil garlic thyme and oregano,"In a small bowl, combine the oil, garlic, thyme, oregano, pepper, and salt. Rub the garlic mixture all over the pork. Place the pork in a dutch oven just large enough to hold it snugly, cover with aluminum foil and then the lid and refrigerate overnight, or up to 24 hours. Preheat the oven to 450f. Remove the aluminum foil from the dutch oven, replace the lid and bake for 30 minutes. Reduce the oven temperature to 375ff and bake for 1 hour more, basting twice with the pan juices. Uncover, baste again and bake, uncovered, for 20 to 30 minutes more, or until an instant-read thermometer inserted into the thickest part registers 155-165f. Remove the pork from the oven, cover and let rest for 1 hour to develop the flavors. Reheat in a 375f oven for about 20 minutes and serve.","olive oil, garlic cloves, dried thyme, dried oregano, aleppo pepper, salt, boneless pork loin"
499183,spicy hummus,"Drain 1 can of chick peas and use the other with the liquid. Add ingredients to blender in order listed. Mixture will be very thick and may need tamping. Blend until smooth. Taste, and adjust seasoning to your liking. This makes a large batch of hummus. It keeps very well in the fridge.","lemon, juice of, olive oil, garlic cloves, salt, black pepper, dried ancho pepper, hot sauce, cumin, sesame seeds, chickpeas"
