,result
10,"In a large skillet, brown pork in oil and butter on each side. Remove the chops and keep warm. In the same skillet, saute the mushrooms, beans and garlic until vegetables are tender. Stir in the soup, water and pepper. Bring to a boil. Top with pork chops. Reduce heat. Cover and simmer for 10-15 minutes until pork juices run clear, stirring occasionally. Serve sauce over chops."
11,"In a large bowl, combine water, sugar, orange juice concentrate, lemon juice, half-and-half cream. Mix well. Pour mixture evenly into 4 ice cube trays. Set trays on a cookie sheet and set in freezer. Freeze solid. When ready to serve, put sherbet cubes in fancy dessert glasses. Let set a few minutes to thaw slightly."
12,"Heat oil in medium saute pan or saucepan over medium-high heat. Fry onion until crisp and reddish-brown, about 10 minutes, then drain on paper towels. Put garlic and chile in saucepan and fry for 20 seconds or until just beginning to brown. Add lentils and water. Partially cover and cook for 30-35 minutes, or until lentils are soft. Serve lentils with onions on top."
13,"Mix together dill weed, lemon-pepper seasoning, salt, garlic powder, brown sugar, chicken broth, olive oil, soy sauce, salmonpreparation:Combine all ingredients except the salmon or chicken in a container that can be sealed. Mix together dill weed, lemon-pepper seasoning, salt, garlic powder, brown sugar, chicken broth, olive oil, soy sauce, salmonpreparation:Preheat broiler. Rinse salmon and pat dry. Arrange salmon, skin side down, in a foil-lined jelly-roll pan and rub thoroughly with soy sauce. Season salmon with salt and pepper and broil about 4 inches from heat 12 to 15 minutes, or until just cooked through. Transfer salmon to a platter and garnish with herbs. Serve salmon warm or at room temperature with mustard dill sauce."
14,"Preheat oven to 350 degrees. Spray muffin tins with cooking spray. In a large bowl, mix together flour, sugar, nuts, baking soda, baking powder and salt. In a medium bowl, combine applesauce, banana and shredded apple. Add sugar and egg to wet ingredients. Add wet ingredients to flour mixture, stirring just until combined. Fill muffin tins and bake for about 25 minutes or until tests clean."
15,"In small bowl, combine all dressing ingredients. Beat at low speed until smooth. Cover and refrigerate for several hours to blend flavors. Combine salad ingredients in large bowl. Serve with dressing."
16,"Preheat oven to 350 degrees fahrenheit or 175 degrees celsius. Mix the powdered sugar, butter, egg, vanilla, almond extract, flour, baking soda, cream of tartar, baking soda, cream of tartar, baking soda, cream of tartar, baking soda, cream of tartar, baking soda, cream of tartar, baking soda, cream of tartar, baking soda, cream of tartar, baking soda, cream of tartar, baking soda, cream of tartar, baking soda, cream of tartar, baking soda, cream of tartar, baking soda, cream of tartar, baking soda, cream of tartar, baking soda, cream of tartar, baking soda, cream of tartar, baking soda, cream of tartar, baking soda, cream of tartar, baking soda, cream of tartar, baking soda, cream of tartar, baking soda, cream of tartar, baking soda, cream of tartar, baking soda, cream of tartar, baking soda, cream of tartar, baking soda, cream of tartar, baking soda, cream of tartar, baking soda, cream of tartar, baking soda, cream of tartar, baking soda, cream of tartar, baking soda, cream of tartar, baking soda, cream of tartar, baking soda, cream of tartar, baking soda, cream of tartar, baking soda, cream of tartar, baking soda, cream of tartar, baking soda, cream of tartar, baking soda, cream of tartar, baking soda, cream of tartar, baking soda, cream of tartar, baking soda, cream of tartar, baking soda, cream of tartar, baking soda, cream of tartar, baking soda, cream of tartar, baking soda, cream of tartar, baking soda, cream of tartar, baking soda, cream of tartar"
17,"Heat oil in a 10 inch heavy skillet over moderate heat until hot. Pan fry the garlic in batches, turning occasionally, until golden on all sides, about 3 minutes per batch. Transfer with slotted spoon to paper towels to drain. Chop over some fresh parsley to serve."
18,"Place beans in a saucepan and cover with water. Bring to a boil. Reduce heat. Cover and simmer until crisp-tender. Meanwhile, in a skillet, saute mushrooms, onion and garlic in oil until tender. Stir in water chestnuts and seasonings. Heat through. Drain beans and stir into skillet. Sprinkle with parmesan cheese. Serve immediately."
19,"In a 2 quart saucepan, add green beans in enough water just to cover them, and bring to a boil, reduce heat and simmer, uncovered about 15 minutes or until crisp tender. Drain and immediately rinse with cool water to stop cooking. Drain and set aside. In a large skillet, cook bacon over medium-high heat until crisp. Stirring frequently. Reserve 1 tablespoon of bacon fat and drain off the rest and place bacon on plate covered with paper towels. In the same skillet add onion and 1 tablespoon bacon fat and cook over medium-high heat, stirring occasionally, until tender. Stir in tomato, garlic, oregano, salt and pepper into onions and simmer about 5 minutes. Stir in green beans and heat through. Add bacon and stir to blend. Transfer mixture to serving dish and drizzle with lemon or lime juice."
20,"In a heavy skillet, saute onion and garlic in olive oil until just about ready to carmelize. Remove vegetables from skillet and set aside. Season chops with salt and pepper. Dredge with flour on both sides. Brown chops for about five minutes on each side. Pour apple juice over chops. Let the chops cook in the juice for another five minutes over med-low heat. Do not cover. Remove chops and add onion and garlic back into the pan. Reduce sauce slightly, adding dried cherries in last 2-3 minutes of cooking. To serve, plate chops with wild rice and spoon a bit of the sauce over each chop. Depending on thickness of the chops, you may need to adjust cooking time slightly."
21,"Spray or grease small baking dish. Line bottom of dish with green chiles and spread evenly. Cover green chiles with shredded cheese and spread evenly. Beat eggs with sour cream, using a fork. Add hot sauce and salt and pepper to taste, and mix well. Pour into baking dish. Sprinkle with bacon bits and additional shredded cheese. Bake in 350 oven for 30 minutes, or until cheese is set."
22,"Heat oil in large skillet over high heat. Add green beans and saute till beans are just crisp but tender, about 5 minutes. In a small bowl stir together soy sauce, minced garlic, honey and ginger. Pour over green beans in skillet and boil until sauce thickens and coats vegetables, about 2 minutes. Serve immediately."
23,"Preheat oven to 180c. Cut potatoes into large wedges. Place on greased oven trays, bake for about 30 minutes or until golden brown, turning potatoes when necessary. Combine oil, garlic, herbs, mustard and juice in a bowl. Add potatoes and toss until potatoes are well coated with mixture. Return potatoes to oven trays and drizzle with melted butter. Cook under hot grill until golden brown, turning potatoes when necessary. Serve sprinkled with salt if desired."
24,"Heat oil in a medium large soup pot. Add onions and cook over medium-low heat until completely translucent. Add tomatoes and bring to a simmer. Add chicken stock. Bring to a simmer and allow to simmer for 15 minutes. Add pesto. Blend to desired consistency with hand blender, food processor or blender. Adjust seasoning with salt and pepper."
25,"Preheat oven to 375f. Grease 9 x 9-inch square pan. Mix milk, lemon peel and lemon juice until thickened. Reserve. Mix remaining ingredients until crumbly. Press half of the crumbly mixture in pan. Bake about 10 minutes or until edge is golden brown and center is set but soft. Cool completely."
26,"Stir mayonnaise with hardboiled egg, garlic clove, paprika, parsley until evenly combined. Drain tuna and break apart using a fork. Add to mayonnaise mixture and stir until evenly combined. Season with salt and pepper to taste. Serve as a sandwich filling or as part of a salad plate. Can be made up to 24 hours ahead."
27,"Preheat oven to 350 degrees farenheit. Cream sugar and margarine. Add bananas and eggs. Sift cake flour, salt, and baking soda 3 times. Blend flour mixture into banana mixture, making sure not to overmix. Turn batter into 2 greased 9x5x3-inch loaf pans. Bake for 55 minutes, or until toothpick inserted in center of loaf comes out clean. Turn out immediately to cool on wire rack."
28,"Heat broth and water to boiling. Add chicken broth, chicken, diced tomatoes, red beans and rice mix, cheese. Simmer on medium for about 15-20 minutes or until pasta is the way you like it."
29,"Heat oil in a large skillet over medium-high heat. Add eggs, bacon, blue cheese, turkey breast, avocado, tomatoes, lettuce, and bacon. Add bacon, blue cheese, turkey breast, avocado, tomatoes, lettuce, and bacon. Add"
30,"Heat oil on medium high heat in large skillet or frying pan. Preheat oven to 300 degrees. Combine dry ingredients. Moisten chicken pieces with water. Dredge chicken in flour and crumb mixture. Quickly fry chicken on all sides until browned and crisp. Place in covered baking dish and bake additional 20-30 minutes to re-crisp chicken, serve."
31,"Preheat oven to 350 degrees. Combine the eggs and milk. Add the sugar, black pepper, cubed bread, both cans of corn amd mix well. Pour into large baking dish that has been coated with non-stick cooking spray. Combine the softened butter and cereal and mix until crumbly. Sprinkle over top of corn mixture and bake, uncovered, until light golden brown."
32,"Heat oil in a medium frying pan over medium-low heat. When it shimmers, add onion and garlic, season with salt and freshly ground black pepper, and cook, stirring occasionally, until vegetables are caramelized and brown, about 20 minutes. Remove from heat and let cool slightly. Combine sour cream, chvre, and chives in the bowl of a food processor fitted with a blade attachment. Add onion mixture, and pulse until combined, about 10 pulses. Adjust seasoning with salt and freshly ground black pepper and pulse a few more times to mix in seasoning. Transfer to a serving bowl, cover, and refrigerate until chilled, about 1 hour. Serve with potato chips or crudits."
33,"Heat olive oil in a large skillet over medium-high heat. Add carrots, zucchini and garlic. Cook, stirring occasionally, for about 5 minutes or until just barely tender. Season with salt and pepper. Stir in fresh herbs. Serve immediately."
34,"Heat butter, sugar and water in a 3 quart sauce-pan to a rolling boil. When mix reaches 305 degrees pour onto a greased large cookie sheet. Sprinkle chocolate chips over the candy. As chocolate melts spread with a butter knife. Spread nuts evenly over the pan, shaking lightly until all nuts stick. Cool until hard. Break into pieces. Enjoy."
35,"In a large bowl, whisk the eggs and cream together. Gently fold in the cheese, pasta and rest of ingredients. One at a time, in that order. In a nonstick pan, heat the oil over medium heat. Pour the egg mixture into the pan and cook for 7 to 8 minutes until the edges start to brown. Flip the frittata by sliding it onto a large plate or tray then carefully inverting it back into the pan. Continue to cook for 5 to 6 minutes more. Remove from pan then cut into wedges and serve. This is delicious served warm or at room temperature."
36,"Mix all ingredients together in a large bowl. Add salt and pepper and mix well. Serve with chips, pita or vegetables."
37,"Preheat oven to 350 degrees. In a bowl combine all ingredients and set to the side. Heat the oil in a heavy bottom oven proof skillet until the oil shimmers. Pat the chops dry and add them to the hot pan. Cook for two minutes on the first side, flip the chop and cook for an additional minute. Transfer the chops to a plate. Pour the excess oil out of the pan. Add the sauce mixture, scrape up the browned bits on the bottom of the pan. Simmer the sauce over medium heat, stirring frequently until sauce is thick and glossy, about 4- 5 minutes. Take the pan off the heat and add the pork chops to the pan, turning to coat in the sauce. Place the skillet in the oven and cook for 15 minutes. Spoon the sauce on top of the pork chops and serve."
38,"Preheat oven to 400. Place fish fillets in a greased 9x13 dish. Sprinkle with salt and pepper. Combine lime juice, sour cream and herbs, stir well. Pour over fish. Bake at 400 for 20 minutes till flakes easy with fork."
39,"Place potatoes in an 8 inch square baking dish which has been wiped down with shortening or sprayed with pam. Potatoes will thaw over night in the fridge. Sprinkle dish with cheese, ham and onions. In a separate bowl, beate eggs, evaporated milk, pepper and salt together. Pour into baking dish over the potato mixture. Cover and refridgerate for several hours or overnight. Remove from refridgerator 30 minutes before baking. Bake, uncovered, at 350 for 55-60 minutes or until a knife inserted near the center comes out clean."
40,"Preheat oven to 400 degrees f. Spray muffin pan with nonstick spray. In a large bowl, whisk together flour, baking powder, sugar, salt and pumpkin pie spice. In a medium bowl, thoroughly mix together milk, egg and applesauce. Stir in squash. Fold the squash mixture into the flour mixture just until moistened. Spoon batter into the greased muffin pan, filling cups about full. Bake 20 minutes."
41,"Melt cream cheese in a medium sized mixing bowl. Saute onions in butter until softened. Add onions, seafood, wine and swiss cheese to cream cheese. Stir until combined. Spread into a greased 2 quart baking dish and top with cheddar cheese. Bake for 25-30 minutes until bubbly and golden brown."
42,"Heat oil in a nonstick skillet, add one tortilla. Layer with half the cheddar cheese, all of the chicken and mushrooms and half the monterey jack cheese. Top with the second tortilla. Cover and heat until cheese melts and bottom tortilla is crisp and golden brown. Turn over. Sprinkle remaining cheese on top. Cook until bottom tortilla is crisp and golden brown and cheese is melted. Cut into wedges and serve with sour cream and salsa if desired."
43,"In medium bowl, combine corn, bell pepper and oil. Toss to coat. Spread in ungreased 15 x 10 x 1 inch baking pan or on cookie sheet. Broil 4 to 6 inches from heat for 9 to 14 minutes or until corn is light golden brown, stirring once or twice. Place corn mixture in same bowl. Add onions, sugar, cumin, salt and lime juice. Mix well. Sprinkle with cilantro. Serve immediately."
44,"Cover chicken with water in a large pot. Cook 1 hour and remove chicken. Meanwhile, prepare remaining ingredients, and add to pot after removing chicken, and cook for 1 hour. Meanwhile, place chicken in baking dish and roast it in a 350 f oven for 30 minutes. After roasting, let chicken cool for 10 minutes before removing meat from the carcass and adding the meat to the soup pot. Simmer until the meat is heated through, and serve."
45,"Cut the paula deen in half and place it on a baking sheet. Bake for about 15 minutes, or until the paula deen is golden brown. Remove from the oven and let cool for about 15 minutes"
46,"Preheat oven to 400 degrees farenheit. Place chicken in ungreased 13 x 9 x 2 inch oblong pan. Mix the remaining ingredients together. Pour over chicken. Cook uncovered, spooning oil mixture over chicken occasionally, for 30 minutes. Turn the chicken and cook until thickest pieces are done, about another 30 minutes. Garnish with lemon slices."
47,"Place the couscous in a bowl and pour over 300ml boiling water. Leave for 30 minutes until the water has been completely absorbed, allow to cool. Add the olive oil, lemon juice, cilantro and seasoning to taste. Add chili pepper, tomatoes and onions and stir gently to combine ingredients. Allow to chill for at least an hour. It allows the flavours to mingle. Keeps well in the fridge for 2 or 3 days."
48,"Place salmon fillets, in a single layer, in a greased baking pan. Sprinkle each fillet with salt and pepper. In cup combine dijon, butter and honey. Brush mixture on top of each fillet. Bake in preheated 450 degree oven, for 10minutes. Garnish with lemon slices."
49,Preheat oven to 350 degrees. Place all ingredients in a medium casserole dish. Put in oven for 10 minutes. Remove and stir ingredients until well mixed. Place back in oven and bake for 20-25 minutes.
50,"Heat oven to 425 degrees f. Arrange asparagus and mushrooms on aluminum foil-lined 15x10x1-inch jelly roll pan. Sprinkle garlic, salt and pepper on top. Drizzle melted butter over vegetables. Bake, stirring occasionally, for 15-20 minutes or until vegetables are tender and lightly browned. Serve immediately."
51,"Preheat oven to 450f. Combine whole wheat flour, oats, sugar and baking soda. Cut in butter until mixture is crumbly. Set aside 1 cup of crumb mixture. Press remainder on bottom of greased 13 x 9 pan. Spread half of the marshmallows on top and sprinkle with apples. Top with reserved crumb mixture. Bake at 375 for 20 to 25 minutes. Sprinkle remaining marshmallows on top and place under broiler just until marshmallows are lightly golden, 1 to 2 minutes. Cool. Place caramels and water in small microwaveable bowl. Microwave on high for 1 minute, stir until smooth. Drizzle on top, chill to set caramel. Bake at 375"
52,"In a saucepan, melt butter over medium heat. Add celery and onion and cook for 5 minutes or til tender, stirring occasionally. Add turkey. Blend water, gravy, flour, salt and pepper. Pour over turkey. Stir. Bring to a boil. Reduce heat and simmer 5 minutes serve over rice."
53,"Preheat oven to 350f. Cover baking sheet with foil and spray with cooking spray. Put torn bread in large bowl. In skillet, saute onion and celery in the butter. Once soft, add parsley, pepper, salt and poultry seasonings and mix well. Add cooked mixture to bread and again mix well. Pour chicken broth over bread and again mix well."
54,"In a double boiler, melt caramels, butter, and milk. Keep water in the bottom of pot to a minimum boil. Dip one marshmallow into melted mix using a fork. Remove, and roll in marshmallow toffee balls. Place on tray covered with wax paper. Repeat until bag of marshmallows is finished. Freeze marshmallow balls if desired. Enjoy."
55,Combine all ingredients except vanilla in a sauce pan. Bring to a boil and boil for only 1 minute. Remove from heat and cool. Add vanilla and beat with fork or beaters until spreading consistency. Cooking time does not include time to cool.
56,"In a medium saucepan over medium-high heat, combine flour, salt, baking powder, onion, chile, egg, milk, oil. Bring to a boil. Reduce heat to low and cook, covered, until rice is tender and liquid is absorbed, about 20 minutes. Remove from heat. Meanwhile, in a small skillet over medium-high heat, combine flour, salt, baking powder, onion, chile, egg, milk, oil. Meanwhile, in a small skillet over medium-high heat, combine flour, salt, baking powder, onion,"
57,"In a large bowl, combine the goat cheese, cajun seasoning, hard goat cheese, green onion, romaine lettuce, paprika, salt and pepper in a small jar with a tight-fitting lid. Cover and shake to combine. Dressing can be made several days in advance and refrigerated, shake well before using. Combine remaining ingredients in a large bowl. Chill until serving time. To serve, add dressing and toss lightly to combine. Add additional freshly ground pepper to taste."
58,"Preheat oven to 350 degrees f. Spray 9 by 13-inch casserole dish with pam. Place broccoli, garlic salt and pepper in a bag and toss. Place in casserole dish and top with cheddar cheese. Cover and bake for 20 minutes."
59,"Place chocolate, milk and sugar in a heavy saucepan over low heat. Whisk slowly until the chocolate melts and sugar dissolves. When it is smooth and steamy, put into mugs and top with a little cinnamon. Place chocolate, milk and sugar in a heavy saucepan over low heat. Whisk slowly until the chocolate melts and sugar diss"
60,"Wash cucumbers, dry off and remove the ends. Score the skins with the tines if a fork, dragging it the length of the cucumber. Repeat all the way around. Slice cucumbers very, very thin. Place in a bowl. Sprinkle with salt and sugar. Add vinegar and press slightly with back of a spoon. Cover and refrigerate overnight. Keeps well in a covered jar. The end result is similar to an uncooked pickle."
61,"Preheat oven to 375f. Heat butter over medium-high heat. Add onions, and cook, stirring occasionally, until softened. Add flour, salt, and pepper to skillet. Stir until smooth. Gradually stir in milk until blended. Bring to a boil. Cook and stir for 2 min or until thickened. Reduce heat to med. Return onions to the pan. Heat through."
62,Heat oven to 350 degrees. Bake for 20 minutes. Top each breast with a slice of swiss cheese and bake 5 more minutes just until cheese is melted.
63,"Preheat oven to 400 degrees. Fry onion, garlic, mushrooms and leek in a pan in the olive oil until softened. Rinse and drain mixed beans and kidney beans and add to pan. Add tomatoes and heat through. Combine the parmesan and the grated parsnip in a bowl and put aside. Place the bean mixture in an oven proof casserole dish. Cover with the parmesan and parsnip mixture and sprinkle over some olive oil. Bake for 25 minutes or until brown and crispy."
64,"Preheat oven to 350 degrees and spray an 8 inch square baking pan. In a medium bowl, combine applesauce, sugar, and vanilla. In a another bowl, whisk together flours, cocoa, baking powder and soda. Make a well in the center and add wet ingredients. Mix until just combined. Gently fold in walnuts and blueberries. Spread mixture into prepared pan and bake for 25 to 30 minutes, until center is firm and not sticky. Let cool completely before slicing. Makes 16 brownies."
65,"Heat oven to 375 drgrees. Drop a piece of butter in the bottom of each of 10 compartments of a muffin tin. Arrange the banana slices on top. Sprinkle the pecans and brown sugar over the bananas. Top each compartment with a biscuit. Bake until golden, about 8-10 minutes. Remove from oven. Place a baking sheet on top of the buns in the muffin tin while they are atill hot. Carefully flip the tin over, tapping the bottom to release the buns. Transfer to a platter, serve warm."
66,"Grate zucchini. Chop onion, add to zucchini. Add beaten eggs, bisquick, parmesan cheese, garlic powder, salt and pepper. Mix well. Fry as pancakes on hot greased griddle or skillet. Serve as a side dish."
67,"Preheat oven to 375 degrees f. In small bowl combine mustard, brown sugar and curry powder until well blended. Spread cornflake crumbs on a sheet of waxed paper. Spread some of the mustard on each thigh, coating both sides, and coat completely with crumbs. Place on a shallow baking pan and bake on center rack for 35-40 minutes, or until cooked through."
68,"Heat butter in skillet. Add chicken and cook until browned. Add soup, water, sugar and vinegar. Heat to a boil. Cover and cook over low heat 5 minute or until done. Serve over rice."
69,Mix italian dressing mix with water. Place chicken breasts in baking dish. Pour italian dressing over chicken. Mix soup and cream cheese. Pour over chicken. Cover with lid or foil. Bake at 350 for 25-30 minutes. Serve over cooked noodles.
70,"Preheat oven to 375f. Grease 2 cookie sheets. Sift together flour, cinnamon, baking soda and nutmeg. Set aside. Beat the butter and brown sugar in a large bowl with an electric mixer at high speed until well blended. Beat in the eggs and apple juice. Gradually add the flour to the butter mixture, beating at low speed until well blended. Stir in the apple and pecans. Drop the dough by teaspoonfuls 2 inches apart onto the prepared cookie sheets. Bake for 13 minutes or until lightly browned. Cool on wire rack."
71,"Place broccoli and broth in medium saucepan. Bring to a boil over medium-high heat. Stir in rice, cover, and heat in microwave for 4 minutes on high. Remove broccoli from microwave, add bell peppers, and saut in butter and olive oil in a skillet over medium heat for approximately 2 minutes. Sprinkle on lemon juice and white pepper. Mix thoroughly, and saut for 1 more minute remove from heat."
72,"Heat oil in a nonstick skillet, add one tortilla. Layer with half the cheddar cheese, all of the chicken and mushrooms and half the monterey jack cheese. Top with the second tortilla. Cover and heat until cheese melts and bottom tortilla is crisp and golden brown. Turn over. Sprinkle remaining cheese on top. Cook until bottom tortilla is crisp and golden brown and cheese is melted. Cut into wedges and serve with sour cream and salsa if desired."
73,"Preheat oven to 425f. In a large bowl combine the pumpkin puree, condensed milk, eggs, cinnamon, ginger and nutmeg. Mix well and turn into the crust. Bake 15 minutes. Reduce the oven temperature to 350f and bake another 35 to 40 minutes or until a knife inserted 1-inch from the edge comes out clean. Cool before cutting. Garnish with whipped cream. Refrigerate leftovers."
74,"Heat the butter in a large pan over low heat. Add onions, cover, and cook until translucent, stirring occasionally for about 30 minutes. Add the stock and bring to a boil. Reduce heat and simmer for 15 minutes. Add cream and bring to a boil, reduce heat and simmer to thicken slightly. Season generously with salt and pepper. Ladle into bowls, top with stilton toast, and run under the broiler until the cheese is melted and brown. Serve immediately."
75,"Preheat oven to 425 degrees. Lightly grease 13-by-9-inch baking pan with cooking spray. Unroll pizza dough and press evenly over bottom and about 1 inch up sides of prepared pan. Brush dough lightly with olive oil. Sprinkle with garlic and basil. Cover with drained tomatoes, artichoke hearts, and mushrooms. Sprinkle with feta cheese and sliced bell pepper. Bake for about 20 minutes until crust is golden brown."
76,"Preheat oven to 400f. Finely crush cornflakes. Mix together cornflakes, flour, seasoning salt, pepper and poultry seasoning. Beat eggs with water. Dip chicken strips in egg mixture and then roll in cornflake mixture. Press mixture firmly onto chicken to coat well. Lay chicken strips on baking sheet lined with parchment paper. Drizzle with olive oil. Bake for 30 minutes or until chicken is tender and cooked throughly. Baking time varies depending on size of strips. Serve with your favorite dipping sauce. These can also be fried in oil for 6-8 minutes but i prefer baking to keep them healthier."
77,"In a large bowl, combine the macaroni, macaroni, cheese, mozzarella, jack cheese, mozzarella, jack cheese, mozzarella, jack cheese, mozzarella, jack cheese, mozzarella, jack cheese, mozzarella, jack cheese, mozzarella, jack cheese, mozzarella, jack cheese, mozzarella, jack cheese, mozzarella, jack cheese, mozzarella, jack cheese, mozzarella, jack cheese, mozzarella, jack cheese, mozzarella, jack cheese, mozzarella, jack cheese, mozzarella, jack cheese, mozzarella, jack cheese, mozzarella, jack cheese, mozzarella, jack cheese, mozzarella, jack cheese, mozzarella, jack cheese, mozzarella, jack cheese, mozzarella, jack cheese, mozzarella, jack cheese, mozzarella, jack cheese, mozzarella, jack cheese, mozzarella, jack cheese, mozzarella, jack cheese, mozzarella, jack cheese, mozzarella, jack cheese, mozzarella, jack cheese, mozzarella, jack cheese, mozzarella, jack cheese, mozzarella, jack cheese, mozzarella, jack cheese, mozzarella, jack cheese, mozzarella, jack cheese, mozzarella, jack cheese, mozzarella, jack cheese, mozzarella, jack cheese, mozzarella, jack cheese, mozzarella, jack cheese, mozzarella, jack cheese, mozzarella, jack cheese, mozzarella, jack cheese, mozzarella, jack cheese, mozzarella, jack cheese, mozzarella, jack cheese, mozzarella, jack cheese, mozzarella, jack cheese, mozzarella, jack cheese, mozzarella, jack cheese, mozzarella, jack cheese, mozzarella, jack cheese, mozzarella, jack cheese, mo"
78,Heat all ingredients to boiling in 3-quart saucepan over medium-high heat. Reduce heat. Simmer uncovered 10 minutes to blend flavors. Remove cloves and cinnamon if desired. Serve hot with cinnamon sticks and sliced apples if desired.
79,"Place chicken in crock pot. Cover and cook on low for 3 hours. In a small mixing bowl, beat cream cheese and soup until blended. Pour over chicken. In a small mixing bowl, beat cream cheese"
80,"In a large bowl combine noodles, butter, parmesan cheese, egg yolks, salt, vegetable oil, waterpreparation:In a large bowl combine noodles, broccoli florets, cream of chicken and broccoli soup, sour cream, parmesan cheese, pepper, garlic powder, and noodle mixture. Over medium heat, heat through, stirring occasionally."
81,Mix all ingredients except for grape tomatoes. Blend well to incorporate flavors. Finally mix in grape tomatoes. Chill till serving. We serve with flour tortillas cut into triangles and deep fried till lightly browned.
82,"Preheat the oven to 350. Line 12 muffin tins with paper or foil liners. In a nonstick skillet, melt the butter with the brown sugar over moderately high heat. Add the banana slices and cook, turning once, until caramelized, about 3 minutes. The bananas shold be softened and sticky. Remove from the heat and let cool. In a large bowl, whisk together the milk, eggs, and vanilla. Stack the toasted bread, slice off the crusts and cut the bread into 4 triangles. Add the bread to the custard and let soack unti the custard is absorbed, about 10 minutes. Stir in the cooled caramelized bananas and the chocolate. Spoon the mixture into the prepared muffin cups. Bake the puddings until puffy and golden, about 25 minutes."
83,"Preheat oven to 350. Sift flour, sugar, baking powder and salt into large bowl. Add egg, shortning, milk and vanilla. Stir until all is moistened. Stir in the walnuts. Bake in a 9x5 loaf pan for 1 hour, 20 minutes, or until toothpick comes out clean."
84,"In a large mixing bowl, combine flour, baking powder, salt, sugar, chocolate chips, cocoa, and walnuts in a large mixing bowl. In a small mixing bowl, beat the egg whites until stiff peaks form. Gently, fold the egg whites into the lumpy batter. Pour the batter onto the iron and bake until done. For an even more sinful treat, top with whipped cream, fresh strawberries or raspberries, chocolate sauce and chopped nuts."
85,"Place the carrots in a large bowl and stir in the orange pieces. Add the mandarin orange pieces, salt and lemon juice. Pour over the carrots. Cook and stir until the mixture thickens."
86,"In a medium saucepan, heat olive oil over medium heat. Add scallions and garlic cloves and saute until fragrant, about 1 minute. Add black beans and water. Increase heat and bring to a boil. Reduce heat and simmer for about 30 minutes, stirring occasionally. Add salt and pepper to taste."
