,result
33,"Combine the mustard, sugar, olive oil, mayonnaise, stone ground mustard, prepared mustard, garlic powder, dill weed. Mix well until well blended. Stir in mustard, sugar, olive oil, mayonnaise, stone ground mustard, prepared mustard, garlic powder, dill weed. Stir in mustard, sugar, olive oil, mayonnaise, stone ground"
34,"Heat oil and butter in a 12-inch skillet over medium-high heat. When butter has melted, add half of the asparagus to the skillet with. Using tongs, distribute spears in an even layer. Cover skillet. Cook until asparagus is bright green and still crisp, about 5 minutes. Uncover, increase heat to high and season asparagus with salt and pepper to taste. Cook until spears are tender and well-browned along one side, 5 - 7 minutes, using tongs to occasionally move spears from the center of the pan to the edge of the pan to ensure all are browned. Transfer to serving dish, adjust seasonings as needed and, if desired, squeeze lemon over spears. Serve immediately."
35,"Spray 9x13 inch casserole dish. Place bread on bottom and top with jalapeno jack cheese, green chiles and ham. Mix eggs, milk, green onion& tabasco and pour over bread. Top with cheese and cover over night. Bake 325 for 40 minutes."
36,"In a large wok or nonstick frying pan, heat oil over medium-high heat. Add garlic and ginger and cook, stirring, until fragrant, about 30 seconds. Add scallops and stir to coat with garlic mixture, then cook 1 minute. Mix in snow peas and cook 1 minute. Stir in broth and soy sauce and cook just until simmering. Sprinkle with green onions and mix with noodles."
37,"Preheat oven to 375 degrees. In a large mixing bowl stir together flour, baking soda, and salt. Set aside. In a large mixing bowl with an electric mixer on medium speed cream butter and sugars until fluffy. Beat in eggs, one at a time, then vanilla. On low speed gradually add flour mixture and mix just until blended. Stir in chocolate chips and walnuts. Drop dough by rounded tablespoonfuls 2 inches apart on ungreased baking sheets. Bake for 9 to 12 minutes. Transfer cookies to cooling racks to cool."
38,"Preheat oven to 325f. Combine cream cheese, sugar and eggs in a small bowl. Beat until fluffy. Place crust on baking sheet. Pour mixture into crust. Bake 25 to 30 minutes. Remove from oven. Cool. Spread blueberry filling on top. Garnish with whipped topping. Chill 3 hours."
39,"In a large saucepan, bring broth and water to boil. Add orzo. Cook and stir for 5 minutes. Add asparagus. Cook, uncovered, over medium heat 4-6 minutes or until pasta and asparagus are tender, stirring frequently. Drain. Stir in parmesan cheese and caesar dressing."
40,"Combine the coleslaw mix and onion in a large bowl. Whisk together the mustard, white vinegar, and salt in a medium bowl. Blend thoroughly. Pour dressing mixture over coleslaw mix and toss to coat. Chill at least 2 hours before serving."
41,"Heat olive oil in a small pan and fry chili for 3-4 minutes over a low heat. Stir in chopped red pepper. Drain sweet potato and garlic and mash with 2 tbsp cream cheese and milk, adding more if needed. Stir red pepper, chili and coriander into mash. Add salt and black pepper to taste."
42,"Heat a saute pan on medium high heat. Add in garlic, butter, wine, and half and half. Cook for 10 minutes or until reduced by half. Add in the fresh basil and the clams. Cook for an additional 5 minutes. Portion a half cup of capellini on each plate, top each plate with equal portions of the clam sauce. Garnish with parmesean cheese and chopped fresh parsley and enjoy."
43,"Preheat oven to 425 degrees. Melt butter in a 13 x 9 x 2 inch baking dish. Combine flour, paprika, salt and pepper in a bag. Shake chicken pieces, one at a time, in bag to coat with flour mixture. Place chicken skin side down in baking pan. Bake, uncovered, 30 minutes. Turn chicken. Bake 30 minutes longer."
44,"Preheat oven to 325- 350 degrees. Spread balsamic roasted pears with raisins. Combine sugar, cinnamon, and butter and mix well with fingers. Add lemon juice and stir well with a spoon. Sprinkle mixture evenly over fruits. Bake 30- 35 minutes and serve warm with cream."
45,"Place potatoes and garlic in a large pot and cover with water. Bring to a boil then cover and reduce heat. Simmer for 20-25 minutes or until the potatoes are tender. Drain well, then return potatoes to the pot. Add the butter, milk and salt and mash well. Stir in parmesan cheese."
46,"Preheat oven to 450 degrees f. Combine the biscuit mix, cheese, sesame seed and half and half in a bowl and mix well. Shape into balls and place on a greased baking sheet, flaten slightly with palm of hand. Brush with the melted butter. Bake for 10 to 12 minutes or until lightly browned."
47,"Preheat oven to 325 degrees f. In a large, heavy skillet over medium-high heat, brown ground beef, and drain fat. Mix in dry taco seasoning. Spoon browned meat into a 9x13 inch glass baking dish. Spoon a layer of refried beans over meat, then salsa. Top with shredded cheese. Bake about 20 to 25 minutes in the preheated oven."
48,"Preheat oven to 325f. In a large mixing bowl combine cereal, wheat flour, and flour. Set aside. In a large mixing bowl, cream your butter and sugars til fluffy and airy. Add eggs, one at a time, beating well after each addition. Stir in flour mixture until combined well drop by quarter cup measure on to an ungreased baking sheet. Bake 12 to 13 minutes or until lightly browned. Remove from baking sheet and then cool on a wire rack."
49,"In a large pot, brown meat with chopped onion. Drain grease, if necessary. Add beans, tomatoes, garlic, chili powder, cumin, salt and salsa to meat mixture. Cook until heated through. Serve with cornbread, cooked pasta, cooked rice, or on top of a baked potato. Sprinkle with cheese if desired."
50,"Preheat oven to 350 degrees. Spray a 13x9 pan with pam. Put hash browns in pan and add salt and pepper to taste. Top with grated cheese and pour half and half over top. Drizzle with melted butter. Sprinkle with paprika, if desired. Bake for 1 to 1. 5 hours. I like to cover mine with foil and then uncover the last half an hour."
51,"Preheat oven to 350 degrees f. Place the lentils in a large bowl and bake until just crisp, about 10 minutes. Let cool. Pour the olive oil in a steady stream until combined. Transfer to a container and store in the refrigerator. To serve, put the lentils in a large bowl. Toss with enough of the vinaigrette to coat the spinach. Sprinkle with the crisp prosciutto crumbles, toss again, and serve."
52,Preheat oven to 350f. Spray an 11 x 17-inch pan with pam non stick cooking spray. Combine flour and baking soda in bowl and set aside. Cream butter with sugar. Add eggs one at a time. Alternately stir in raisins and flour mixture. Fold in remaining ingredients. Spread evenly in prepared pan. Bake for 30 minutes or until toothpick inserted in the center comes out clean. Cool and then cut into bars.
53,"Preheat oven to 350f. In a bowl toss chicken pieces and can of green chilies. Mix well and add cream cheese. Cook over low heat until cream cheese melts. Put mixture in a 13 x 9 baking pan, top with 1 cup of grated cheese pour the whipping cream over the top and then put the last cup of grated cheese over that. Bake at 350 for 35 minutes or so, checking to make sure the cheese gets bubbly, not burnt."
54,"Preheat oven to 350 degrees. In a dutch oven, brown hamburger meat. Drain off fat. In the dutch oven, top meat with all of the sliced onions, then the potatoes. Salt the potatoes. Top with shredded cheese. Combine soup and soup can of water in a bowl and blend with spoon until smooth. Bake covered at 350 for about an hour."
55,"Preheat oven to 325 degrees. Brush the 1 tbsp melted butter into a square baking dish. Beat the eggs, sour cream, milk and mustard together until well blended. Stir in the scallions, swiss cheese, salt and paprika. Pour into the buttered baking dish. Bake at 325 for about 30-35 minutes or until eggs are set but still moist."
56,"Preheat oven to 350f. In a large bowl, cream margarine and brown sugar together. Beat in eggs one at a time. Add vanilla. Sift dry ingredients together. Add to wet mixture. Stir in chocolate chips. Do not overmix. Drop onto a greased cookie sheet. Bake for 10 to 12 minutes."
57,Heat oven to 350 degrees F. Place pasta in a large saucepan over medium-high heat. Bring to a boil. Reduce heat to low and simmer for 10 minutes. Remove from heat and stir in parsley. Serve over pasta topped with parmesan cheese.
58,"Cook the macaroni until done as usual. Do not overcook it. Drain macaroni in strainer. Place macaroni, butter, salt, pepper, milk, mozzarella cheese, and 3 cups of cheddar cheese in casserole dish. Mix eggs in a bowl first and then stir into mixture. Cover everything with aluminum foil and cook for 45 minutes at 350 degrees. Uncover and add extra cup of cheddar cheese across the top. Bake uncovered for another 15 minutes."
59,"Preheat oven to 400. Brown beef and onions. Combine softened cream cheese, soup, and milk. Combine browned beef and onions to mixture, add ketchup and salt. Mix well together and pour into 2 quart casserole dish. Place biscuits on top and bake until biscuits are done."
60,"In a large wok, heat oil with red pepper flakes over medium-high heat. Stir in green beans. Cook, stirring frequently, for 1 to 2 minutes. Stir in garlic and ginger. Cook, stirring frequently, for 3 to 4 minutes. Season with salt and pepper, and then stir in black bean sauce. Cover and continue cooking until green beans are tender, about 10 minutes. Sprinkle with sesame seeds before serving."
61,"Cook the pasta in a large pot of boiling, salted water according to package directions stirring occasionally, about 8 minutes. Meanwhile, whisk the olive oil, parmesan cheese and lemon juice in a large bowl. Drain the pasta, reserving 1 cup of the cooking liquid. Toss the pasta with the bacon and peas, and add the reserved cooking liquid and toss again. Season with the salt & pepper. Garnish with lemon zest and chopped basil."
62,"Preheat oven to 325 degrees f. Place chicken in baking dish. Combine mustard, honey and curry powder. Spread over chicken pieces. Bake uncovered for 45 minutes. Baste while baking and be careful that sauce does not burn."
63,"Preheat oven to 350 f. Spray cookie sheet with cooking spray. In a large bowl combine flour, sugar, cocoa, baking soda and salt. Stir in corn syrup and egg whites until throughly blended. Drop dough by rounded teaspoonfuls, about 1 inch apart onto prepared sheets. Bake 7 to 9 minutes, or until set. Remove cookies to wire rack to cool completely."
64,"In a small bowl, combine water and sugar until sugar is dissolved. Place the lemon, lemon juice and sugar mixture into a blender and process for 1 minute or until blended. Cover and freeze for 3 hours or until almost firm. Transfer to a blender and process again for 30-40 seconds or until slushy. Cover and freeze over night. Remove from freezer just before serving. Using a fork, scrape into 2 dessert dishes."
65,"Heat oven to 400 f. Combine the oil, garlic, sugar, cumin, salt, cinnamon, carrots in a shallow baking pan. Roast 20 minutes or until fork-tender. Remove from oven and add the raisins, lemon juice, and parsley. Toss well."
66,"Cook pasta according to directions on package, drain and cool by running cool water over it. Let drain thoroughly. Combine pasta with peppers, carrots and parsley. Add vinaigrette and mix well. Add feta cheese, mix lightly, lifting the pasta and cheese mixture until the cheese is distributed throughout. Chill for an hour before serving."
67,"Preheat oven to 350 degrees. In medium mixing bowl, combine all ingredients then transfer to bakind dish. Top with desired amount of ketchup. Bake at 350 for 1. 25 hours. Let stand for 3-5 minutes before serving."
68,"Heat olive oil in a large skillet over medium-high heat. Add onion and cook until translucent, about 5 minutes. Add garlic and cook until fragrant, about 5 minutes. Add parsley and cook until fragrant, about 5 minutes. Add salt and pepper and cook until fragrant, about 5 minutes. Add salt and pepper and cook until fragrant"
69,"Preheat oven to 350 degrees. Spray a loaf pan with cooking spray. In a bowl gently mix all your ingredients until well combined. Transfer meat mixture in loaf pan and gently press down. Bake until internal temperature reaches 180 degrees, about 1 hour and 15 minutes. As an option you can brush the top of the meatloaf with a little extra wing sauce when you pull it out of the oven to give it a better appearance."
70,"Preheat oven to 350 degrees. In a large skillet over medium high heat, saute the beef and onion for 5 to 10 minutes, or until meat is browned and onion is tender. Drain fat. Add the celery, chili, tomatoes, taco sauce and corn. Heat thoroughly, reduce heat to low and allow to simmer. Meanwhile, prepare the noodles according to package directions. When cooked, place them in a 9x13 inch baking dish. Pour the meat mixture over the noodles, stirring well. Top with the cheese. Bake at 350 degrees f for 25 minutes, or until cheese is completely melted and bubbly."
71,"Preheat oven to 350 degrees. Preheat oven to 400 f. Combine the oil, garlic, sugar, cumin, salt, cinnamon, and carrots in a shallow baking pan. Roast 20 minutes or until fork-tender. Remove from oven and add the raisins, lemon juice, and parsley. Toss well."
72,"Preheat oven to 350 degrees fahrenheit. In a large mixing bowl, whip butter, sugar, cornstarch, salt, butter, icing sugar, heavy cream, vanilla. Add cornstarch and cornstarch a bit at a time to incorporate. Form into two thick ropes, rolling on wax paper. Refrigerate 30 minutes. They will be firm and easy to slice into coins. Bake slices until they just begin to turn golden on the bottom. I added chocolate chips to half, and they were nice too."
73,"In a large pot of salted boiling water, cook angel hair pasta until it is al dente, about 8 to 10 minutes. Drain, and set aside. In a large skillet, heat oil over medium-high heat. Saute the onions and garlic. Stir in the tomatoes, chicken, basil, salt and hot pepper sauce. Reduce heat to medium, and cover skillet. Simmer for about 5 minutes, stirring frequently, until mixture is hot and tomatoes are soft. Toss sauce with hot cooked angel hair pasta to coat. Serve with parmesan cheese."
74,"Preheat oven to 350 degrees f. Place fish fillets in a greased shallow baking dish. In a small bowl, combine sour cream, parmesan cheese, lemon juice, onion, and salt. Spread over fillets. Sprinkle with paprika. Bake 20-25 minutes or until fillets flake easily with a fork."
75,"Heat oven to 425 degrees. Stir together honey, butter and crumbled bacon in a small bowl until smooth and set aside. Place carrots and water into an ungreased 9-by-9-inch baking dish, cover with foil and bake 30 minutes. Remove foil and stir in butter mixture. Bake another 15 minutes, stirring occasionally. Remove foil and"
76,"Heat oil in skillet over medium-high heat. Add the potatoes and cook for 2 minutes, or until wilted. Remove with a slotted spoon and discard. Add the spinach and stir until coated with the oil and spices. Stir in the spinach with just the water clinging to it, cover and cook for 4-5 minutes until wilted. Stir in the spinach with just the"
77,"Heat oven to 350 degrees. Spray muffin tin with non-stick cooking spray. Add one cracked egg to each tin and whisk the yolk. Add your toppings, saving the cheese for last. Bake 30 minutes or until eggs are completely cooked. Cool and serve."
78,"Preheat oven to 350 degrees fahrenheit or 175 degrees celsius. Mix the flour, baking powder, baking soda, butter, sugar, egg, vanilla extract, cornmeal, baking powder, salt, flour. Add to the creamed mixture. Drop dough by tablespoonfuls onto a greased cookie sheet. Bake in a preheated 350 degree oven about 15 minutes or until lightly brown."
79,Bring 1 cup water to a boil over high heat in 2-quart saucepan. Remove from heat. Add 1 cup water to a boil over high heat in 2-quart saucepan. Add
80,"Preheat oven to 450. Cut up sweet potatoes into wedges, rounds or thin strips. In a large bowl add the fries. Coat them with oil. You may substitute just water if desired. Then add the garlic granules, parmesan and sea salt. Spay a cookie sheet with pam or oil and lay fries out on top. Bake for 10 mins then turn them over. Put back in the oven for 10 more minutes. If you have thicker fries you may need an additional 5-10 minutes baking time."
81,"Preheat oven to 400 degrees f. In a shallow dish, toss the asparagus, olive oil and salt and pepper together. Lay the asparagus in one level layer. Place in oven and roast, uncovered for approximately 10 minutes, or until the asparagus is just tender. Transfer to a serving plate. Whisk the lemon juice, lemon zest, dill, olive oil and honey together in a small bowl. Top the asparagus with some of the dressing and keep the rest on the side."
82,"In a large mixing bowl, cream the butter until smooth. Add in the sugars. Beat on low for 2 minutes. Add in the milk, syrup, and vanilla. Beat 3-5 minutes until smooth and creamy. Use immediately or store, covered, at room temperature for up to 2 days. Reportedly, the icing tastes better if made the day before because the brown sugar gives the icing a slightly grainy texture that improves if allowed to set overnight."
83,"Preheat oven to 350 degrees. In a small bowl, toss the nuts with the maple syrup, olive oil, herbs and cayenne. Spread the nuts on a rimmed baking sheet and bake for 15 minutes., stirring occasionally, until browned. Season the nuts with salt and pepper and toss frequently until cooled."
84,"In food processor add 1/2 cup of arby s jamocha shake and 1/2 cup of milk. Bring to a rolling boil that cannot be stirred down. Add the liquid pectin and bring back to a boil again for 1 minute. Ladle the hot berry mixture into jars. Wipe tops and place lids on jars and screw caps into place. Place in water bath canner with 1 inch of water covering jars. Add ice-cream, milk and vanilla in a blender. Process until thick and smooth, about 1 minute. Divide fudge syrup among parfait glasses, covering the bottom and drizzling syrup in a spiral pattern around inside of each glass. Pour equal amounts of ice-cream mixture into each glass. Swirl some chocolate fudge syrup over each serving. Place 1 cherry on top of each milkshake."
85,"Preheat oven to 425f. Line a 10 x 15 inch rimmed baking sheet with foil. Place vegetables in pan and sprinkle with olive oil and toss until covered evenly. Sprinkle with salt, pepper and garlic powder. Roast 10 minutes, stir, sprinkle with parmesan cheese and roast an additional 10 to 15 minutes until vegetables are slightly charred and tender."
86,Preheat oven to 400f. Grease muffin tins. Place all dry ingredients in a mixing bowl and mix up with an electric mixer. Add the liquids and mix smooth. Place 2 tablespoons of batter in the bottom of each of the greased muffin cups. Add 1 tablespoon of crunchy style red pepper. Add the remaining bit of batter and bake for approx. 25 minutes or until a tooth pick comes out clean.
87,"Preheat oven to 350f. Line a baking sheet with parchment paper. Place eggplant cubes on baking sheet and spray with oil. Bake at 350 for 15 minutes, until golden brown. Turn round once while baking."
88,"Heat oil from tomatoes in a heavy skillet, over medium heat. Add chicken to skillet and saute until golden, about 4 minutes per side. Add garlic and stir 30 seconds--do not brown garlic. Add white wine, cream, pepper, and tomatoes, and bring to a boil. Cover skillet, reduce heat to medium-low, and simmer until chicken is just cooked through, about 3-5 minutes. Transfer chicken to plates. Add most of basil to sauce in skillet. Increase heat and boil until sauce thickens enough to coat spoon, and peppers and tomatoes are soft-about 2-5 minutes. Season sauce to taste with salt and pepper, spoon over chicken and top with fresh basil and serve."
89,"Preheat oven to 350 degrees f. Rub salmon with salt and pepper. Place salmon in 2-quart shallow baking dish. Drizzle with olive oil. Bake for 15 minutes or until fish flakes easily with fork. Whisk balsamic vinegar, cornstarch, orange juice and brown sugar in medium saucepan. Add chicken broth and heat to a boil. Reduce heat to a simmer, stirring until the mixture thickens. Arrange salmon on serving platter and serve."
90,"Preheat oven to 425 degrees f. And grease a 8 inch square baking pan. Sift the cornmeal, flour, baking powder and salt together. In a seperate bowl mix the egg, buttermilk oil and honey. Add the egg mixture to the dry ingredients. Beat until smooth. Pour into pan. Bake 20 minutes edges may start to brown a little."
91,"Place pork chops in a shallow dish. Combine remaining ingredients and mix well. Pour marinade over chops. Cover and refrigerate overnight, turning occasionally. Remove chops from marinade. Place on grill, approximately six inches from medium-hot coals. Grill for 10-15 minutes, turning once and basting with remaining marinade. Discard remaining marinade when meat is grilled. Grill for 10-15 minutes, turning once and basting with remaining mar"
92,"Preheat oven to 350 degrees. Cook and drain egg mixture according to package directions. Heat olive oil in a large skillet over medium high heat. Cook chicken until lightly browned. Sprinkle with flour and stir while cooking for 1 more minute. Reduce heat, slowly add the milk and cook for about 5 minutes or until milk is slightly thickened. Remove from heat, add one cup cheese, corn, salsa and green chilies. Add in hot pasta and mix well. Place in lightly greased baking dish. Sprinkle the remaining cheese on top and bake 20-25 minutes."
93,"Preheat oven to 350f. In a large mixing bowl, cream butter and sugar. Add eggs and vanilla, mix well. Gradually beat in the flour mixture then add chocolate chips. Drop dough by rounded tablespoonfuls 2 inches apart onto greased baking sheets. Bake at 350f for 8 to 10 minutes or until light golden brown."
