response,target_recipe
"In a skillet melt the butter over medium-high heat. Add the onion and saute until tender about 5 minutes. Add the dried basil and saute an additional minute or so. Add the sugar snap peas and carrots and cook until brightly colored and crisp-tender, about 3-5 minutes depending on the size of the veggies. Sprinkle with salt and pepper and the orange juice. Cook another minute or two until the glaze thickens and the vegetables are coated. Garnish with parsley and the zest strips.",461174
"Heat the oil in a wok or large frying pan over medium-high heat. Add the chile pepper jam and lime juice and stir-fry for 1 minute or until jam has dissolved. Stir in the fish sauce, stock and palm sugar, then add the pumpkin. Cook for 10 minutes or until pumpkin is tender. Stir in the prawns and spinach, then divide among serving plates. Garnish with the red onion and serve immediately.",268177
"Boil the turnips until tender. Peel and mash. Add the milk and yogurt. In a mixing bowl, combine the turnip mixture with the bread crumbs. Add the onions, parsley, pepper, and salt. Form into patties. Place in a shallow dish. Mix the egg with the vegetable oil. Place the turnip patties in the egg mixture. Sprinkle with bread crumbs. Fry in hot oil until golden brown on both sides. Serve hot. Makes 12 servings.",47430
Cut the bread in half lengthwise. Mix the mayonnaise and herbs together and spread on one half of the bread. Sprinkle cheese on top of the mayonnaise and put the other half of the bread on top to make a sandwich. Butter the outside of the bread and bake at 400 degrees for 5-10 mins or until brown.,61131
Combine flour and sugar in a medium bowl. Stir in tapioca. Add vinegar and watermix until smooth. Add 2 cups of the crushed pineapple and apples. Spread in a 2-quart casserole. Bake at 350 for 30 minutes or until set. Cool slightly. Stir in remaining pineapple and apples. Spoon into dessert dishes. Top with topping. Garnish with nuts.,9543
"Cook potatoes in their skins in boiling water until tender when pierced with a knife. Drain them in a colander and let them cool enough to handle. Rub skins off potatoes (discard skins) and place potatoes in a bowl. Stir in olive oil, harissa and salt. Let stand 1 hour at room temperature. Toss potatoes in cumin-cilantro mixture before serving.",489767
"Rinse corned beef brisket well. Place the brisket in a 6 quart pot. Add the brown sugar, water, Guinness Stout, garlic, bay leaf, cloves, allspice, rosemary, thyme, onion and potato. Bring to a boil, then reduce the heat to low. Simmer for 2 1/2 to 3 hours. Remove the brisket from the liquid. Shred the brisket. Add the carrots to the broth. Simmer for an additional 10 minutes. Serve over mashed potatoes. Serves 6 to 8.",291818
"Mix ground beef, onions, and seasonings until well combined. Heat skillet over medium high heat and brown the beef mixture until it is thoroughly cooked and no longer pink in color. Stir in the sour cream and worcestershire sauce and heat through. Lay the french bread slices on a cookie sheet. Spread a thin layer of the stroganoff mixture on each slice and top with cheese and tomatoes and green bell pepper slices. Broil until the cheese is melted and bubbly and the bread is toasted on the edges. Serve immediately.",6681
"Wash and trim zucchini. Cut lengthwise into thin slices. Wash squash blossoms. Place zucchini slices in a colander to drain. Wash squash blossoms. In a large bowl combine squash slices, chickpea flour, coriander, salt, garam masala, chili powder, curry powder. Stir to combine. Heat oil in large non-stick skillet over medium-low heat. Spoon about 1/4 cup batter into hot skillet for each pancake. Cook 1-2 minutes per side or until browned. Repeat with remaining batter. Serve with yogurt.",378398
Bake angel food cake according to package directions. Cool completely. Combine cream cheese and powdered sugar until smooth. Spread over top of cake. Top with frozen whipped topping and pie filling. Refrigerate until serving time.,164431
"Preheat oven to 400 degrees F (200 degrees C). In a shallow baking dish, combine soy sauce, sherry, sesame oil, ginger and cilantro leaves. Place the trout into the baking dish with the marinade, turning so that the fish is completely coated. Bake in the preheated oven until the fish flakes easily when tested with a fork, 15 to 20 minutes. To serve, garnish with green onions.",187058
"In a large mixing bowl with a hand mixer, beat egg whites until they form stiff peaks. Add coffee and beat until the egg whites are thoroughly combined. Add cream of tartar, salt and sugar and beat until thoroughly combined. Add the cocoa and beat until the egg whites are thoroughly combined. Gently fold in the coconut and form the mixture into 1 1/2 inch balls. Place the balls on wax paper and allow them to dry in a cool dry place for 12 hours. Makes about 120 cookies.",196492
"In blender, combine sugar, water and raspberries. Blend until smooth. Pour into bowl or other freezable container. Freeze until firm. Stir before serving. Serve with kirsch to taste. Serves 8.",376312
"Preheat oven to 375 degrees F (190 degrees C). Heat olive oil in large skillet over medium heat until hot but not smoking. Place pork chops in skillet and cook 3 minutes on each side or until brown on both sides. Transfer pork chops to baking dish and sprinkle garlic over top of chops. Add apples to skillet along with wine. Reduce heat to low, cover skillet and simmer 15 minutes or until apples are tender. Remove garlic from pan and discard. Spoon liquid over pork chops and serve.",145718
"Shred cabbage. In a bowl combine sugar, salt, vinegar, mustard seeds, and celery seeds. Add cabbage and toss. Add carrots and bell peppers and toss again. Add celery and toss again. Serves 4.",135855
"Preheat oven to 350 degrees F. Line a baking sheet with parchment paper. In a bowl whisk together the gluten-free flour, buckwheat flour, gluten free baking powder, salt and sugar. In a separate bowl whisk together the egg whites and milk. Make a well in the center of the dry ingredients. Add the wet ingredients, canola oil and vanilla. Stir until just combined. Pour the batter into the prepared baking pan. Sprinkle with sesame seeds. Bake for 20-25 minutes or until a toothpick inserted comes out clean. Cool on wire rack. Makes 1 loaf.",388431
"Heat oil in a large pot over medium heat. Add onions and sausagecook 10 minutes or until sausage is lightly browned and onions are translucent. Add celery, garlic, thyme, lentils, and stock. Bring to a boilcook 5 minutes. Reduce heat to lowcover and cook 25 minutes or until lentils are tender. Stir in vinegar and season with salt and pepper, if desired.",429546
Stir together sugar and water in a small saucepan. Bring to a boil over medium heat. Stir in lemon and zest. Remove from heat. Cool completely. Put passion fruit and kiwi fruit into a blender and puree. Stir the puree into the cooled lemon mixture. Freeze in an ice cream maker according to manufacturers instructions. Serve in small glasses or bowls.,48396
"Preheat oven to 400 degrees. In a medium bowl combine the butter, sugar, honey and vanilla extract until smooth. In a separate bowl combine the flour and baking soda, mix well. Stir the dry mixture into the butter mixture until well blended. Roll into about 2 tablespoons size balls. Place on ungreased baking sheet about one inch apart. Bake for about 10 minutes or until lightly golden brown. Let cool for a few minutes before removing from pans. Roll cookies in powdered sugar just before serving.",70304
Beat the hazelnuts into the apple. Stir the honey into the melted butter and mix well. Add the beaten eggs. Sift the flour and soda together. Add the dry mixture alternately with the butter mixture in small batches. Pour into a greased 9×13 inch pan. Bake at 350 degrees for about one hour.,428008
"Heat tortillas in microwave for 10 seconds, flip and repeat. Heat 1 tbs refried beans in microwave for 30 seconds. In a large bowl combine refried beans with 2 tbs water and cumin, garlic powder, and chili powder. Heat in microwave for 20 seconds. Spread 2 tbs of beans down the center of each tortilla. Top with 1/2 tsp of cheddar cheese. Fold over the sides of the tortilla so it is tightly packed, then roll up to make a burrito. Repeat with the remaining ingredients. Serve with salsa or sour cream if desired.",19378
"In a large mixing bowl combine the flour, oil, yogurt, sugar, cinnamon, baking powder. Mix well. Fold in the almonds. Pour into two loaf pans. Bake for 35 to 45 minutes or until a toothpick inserted in the center comes out clean. Cool for 15 minutes before removing from pans to cool completely.",313158
"In a wok or skillet cook the garlic, ginger, pork, broth, water and soy sauce until the meat is tender. Add noodles, carrot, red bell pepper and spinach. Stir-fry until noodles are tender and serve immediately.",272487
" Melt butter in heavy skillet over medium heat. Add onions, and saute until soft, about 15 minutes. Add mushrooms, salt, pepper, and saute until softened and liquid evaporates, about 15 more minutes. Stir in half-and-half, sherry, and sour cream. Simmer until heated through. Serve over roast beef or steaks.",76376
"Preheat oven to 350 degrees F (175 degrees C).Place dinner rolls on a baking sheet and bake for 10 minutes in the preheated oven, or until golden brown.Heat 1/2 cup butter in a large skillet over medium-high heat until foaming. Add onions and garlic and saute until lightly browned, about 5 minutes. Add parsley and 1 tsp garlic salt and saute for 1 minute longer.Combine onion mixture with bread cubes, tossing well to coat.Sprinkle with remaining garlic salt. Transfer to a greased 13x9x2 inch baking dish.Bake for 15 minutes in the preheated oven, or until golden brown.",253188
"Mix wine, worcestershire sauce, tomato paste, vinegar, and horseradish in small bowl. Cover and refrigerate at least 1 hour and up to 2 hours. Place steaks on broiler pan 3 inches from heat and broil 10 minutes for medium-rare. Turn steaks over and brush with wine mixturebroil 5 minutes more for medium-rare. Top with thyme and garlic cloves and broil until charred and steaks are desired donenessbrush steaks lightly with remaining wine mixture. Let steaks rest 5 minutes. Cut into 1/2-inch slicesserve drizzled with oil.",296487
Preheat oven to 350 degrees F. Brush the top of each biscuit with dressing. Sprinkle the top of the biscuits evenly with parmesan cheese and poppy seeds. Bake for 20 minutes or until biscuits are browned on top.,159717
"Preheat oven to 350f. In medium bowl beat shortening and sugar until creamy. Add banana and beat. Add active starter and mix well. Add eggs and beat. In another bowl combine flour, soda, powder and salt. Stir into banana mixture. Stir in nuts. Bake in greased loaf pan at 350f for 1 hour. Makes 1 loaf.",60578
"Preheat oven to 375 degrees F. Cut eggplants in half lengthwise. Brush with olive oil. Sprinkle with black pepper, garlic powder and paprika. Bake for 30 to 40 minutes until eggplant is tender. Cool before slicing into strips for use in pastas or as a topping for pizzas.",357852
"Preheat crock pot to high. Combine beef, onion and green pepper. Add tomatoes and wine. Cook on high for 5 hours. Slice and serve with rice.",73346
"Place peanuts in food processor along with garlic and onion. Pulse until smooth. Add red curry paste, fish sauce and coconut milk. Pulse until smooth. Add lime juice, palm sugar and chicken stock. Blend until smooth.",52738
"In a large bowl combine flour, oats, baking powder, and salt. Mix well. In another bowl combine water, beer, melted butter, sugar, and vanilla. Stir into dry mix until moistened. Pour into greased bread pan. Bake at 350 for 45 minutes or until toothpick inserted in center comes out clean. Makes 1 loaf.",336527
