response,target_recipe
"In a small skillet over medium heat, melt butter. Cook chicken for 5 minutes or until cooked through. Slice bread lengthwise into 4 equal pieces. Spread one side of each piece with pesto. Top each piece of bread with 3 slices chicken and 2 slices of cheese. Broil for 4 minutes or until cheese is melted and bread is toasted. Top each piece of bread with arugula and spread remaining side of bread with pesto. Close sandwiches with remaining piece of bread. Makes 4 sandwiches.",233653
Bring to boil 8 cups of water. Cook rigatoni according to package directions. Drain and set aside. In a saucepan heat oil. Add onion. Cook until tender. Add sausage. Cook until browned. Add chicken broth. Bring to boil. Reduce heat. Cook until broth is reduced by half. Add cannellini beans. Cook until beans are heated through. Remove from heat. Stir in sun-dried tomatoes. Add rosemary. Toss with pasta. Garnish with parmesan.,24059
Heat the oven to 375 degrees F. Preheat the microwave oven to high (100% power). Place the kernel corn in a microwave-safe bowl and cover with plastic wrap. Microwave on high for 3 minutesdrain in a colander. In a medium saucepan bring the whipping cream to a simmer over medium heat. Reduce the heat to medium low and add the drained kernel corn and the butter. Cook for about 3 minutes or until the kernel corn is tender and the liquid is thickened. Remove the saucepan from the heat and stir in the flour until smooth and well combined. Return the saucepan to the heat and stir in the salt and white pepper until combined. Bring the mixture to a simmer and cook for about 3 minutes or until the mixture is slightly thickened and smooth. Remove the saucepan from the heat and stir in the Parmesan cheese until well combined. Pour into a 1-1/2-quart baking dish and sprinkle with the parsley. Bake for about 30 minutes or until bubbling and the top,42382
Brown venison in butter. Add mushrooms and cook until tender. Stir in soup mixes. Add enough water to cover. Cook for 45 minutes. Serve with biscuits or buns.,392587
"Brown the ground beef in oil. Add the other ingredients. Simmer for 15 minutes. Serve on buns.
 easy hamburger stew
ingredients: lean ground beef, garlic, onion, potatoes, carrots, kernel corn, cream of mushroom soup, water, salt and pepper, worcestershire sauce
preparation:Saute ground beef, garlic and onion. Add potatoes, carrots and corn. Stir in soup, water and seasonings. Cover and simmer until veggies are tender. Serve over steamed white rice.
",153985
Melt margarine in skillet. Brown half the onions and half the celery. Add half the margarine. Brown half the chicken and add half the bouillon cube. Add half the water and cook 10 minutes. Remove and add other half of the onions and celery. Brown the other half of the chicken and add the other half of the bouillon cube and the remaining half of the water. Cook 10 minutes longer. Drain the water from the stuffing. Add to the chicken and stir to mix well. Season with salt and pepper. Bake at 350 F for 20 to 25 minutes. Serve on toasted dinner rolls.,51527
"Combine all ingredients in a large pitcher. Stir well. Fill with ice cubes in the glasses, pour over the drinks. Garnish with lime.",326113
"Beat together butter and sugars until creamy. Add vanilla and egg and mix well. Add flour, baking soda and salt and mix well. Stir in oats and chocolate chips. Drop by teaspoonfuls onto an ungreased cookie sheet. Bake at 350 degrees for 12-15 minutes. Remove from cookie sheet to cool on wire rack.",18216
Preheat oven to 350F. Cook potatoes until just tender. Drain off any excess water. Add beetroots. Season with salt and pepper. Place in greased 2-quart baking dish. Bake for 30 minutes. Heat olive oil in small skillet. Add thyme leaves. Cook 1-2 minutes or until leaves are crisp. Sprinkle with 1/4 cup of grated parmesan cheese. Sprinkle with 1/4 cup of grated gruyere cheese. Spread over potatoes. Bake until bubbly. Sprinkle with remaining grated cheese. Bake 5 minutes more. Let stand 5 minutes before serving.,379297
"Preheat oven to 350 degrees F. In an 8-inch square baking dish, place a layer of halved bananas. Sprinkle with sugar. Dot with butter. Continue layering until all of the bananas are used. Bake 30 minutes or until soft. Serve warm drizzled with caramel sauce or vanilla ice cream.",43872
"Put sugar, cornstarch and water in a small saucepan over medium heat. Cook stirring constantly for about 2 minutes. Remove from heat and stir in jello and bananas. Add strawberries and stir. Chill for 2 hours. Prep time does not include refrigerator time.",93488
"Cook and drain the beef, add the onionadd the noodles and cook until tenderadd the cornadd the ripe olives and the tomatoessprinkle with the cheesebake at 400 degrees for 15-20 minutesserve immediately.",20340
"Preheat skillet over medium heat. Place egg, banana, and vanilla extract in blender and blend until smooth. Add cooking spray to skillet and place 1/4 cup of batter in skillet. Cook until bottom is browned, flip and cook the other side. Top with sliced almond butter (or any nut butter) and chopped walnuts. Enjoy!",533188
Separate and beat egg. Heat oil in skillet over medium heat. Cook egg until desired doneness. Top bun with cheese. Sprinkle with prepared mustard. Place egg on top. Serve immediately.,102909
" Cook manicotti according to package directions. Meanwhile, prepare the filling. Cook the ground beef in a nonstick skillet over medium heat until browned and crumbled. Add the onioncook until tender, about 5 min. Add the spaghetti sauceheat through. Lay a manicotti shell on a platetop with about 1/4 cup of the filling. Sprinkle with shredded mozzarella cheese. Wrap the manicotti around the filling and roll in hands to seal. Arrange in a 3 quart baking dishtop with string cheese and mozzarella cheese slices. Bake for 25 to 30 min., or until heated through and bubbly. Serves 4 to 6.",105641
Preheat oven to 350 degrees F. Combine mix and water in a large bowl. Mix egg and milk in a small bowl. Beat well. Combine egg mixture with muffin mix. Fold in chicken and black beans. Divide into 6 portions. Press into muffin pan. Bake for 25 minutes or until lightly browned. Remove from oven. Combine salsa and cumin. Spread over hot muffins. Sprinkle with cheese and cilantro. Serve with light sour cream.,45360
Soak the lavash in water for about 5 minutes or until soft. Drain well. Blend the yoghurt with the garlic to make a smooth paste. Chop the carrot into tiny pieces. Peel and finely slice the cucumber. Chop the celery. Cut the snow peas into pieces about 1/2 inch long. Mix together the lavash and the vegetables. Season with black pepper. Stir through the yoghurt. Serve with mint or parsley sprigs.,453992
"Heat canola oil in large saucepan over medium heat. Add onions and cook 2 minutes. Add celery and carrots and cook until tender, stirring occasionally. Add canadian bacon and cook until meat is browned. Add broth and turkey. Bring to boil. Reduce heat and simmer until meat and potatoes are tender. Stir in sage and pepper. Serve in bowls. Makes 6 servings.",344846
Brown the liver in butter. Add other ingredients except hot sauce and tomatoes. Bring to boil. Add hot sauce and tomatoes. Simmer for 20 minutes. Serve over rice.,4692
Put all ingredients in slow cooker. Cook on low for 12 hours. Remove roast from liquid and shred with 2 forks. Serve with rice.,81154
"Heat milk in saucepan. Add salt, then rice. Cook over medium-low heat until all liquid has been absorbed, about 30 minutes. Fluff before serving.",308897
"Preheat the oven to 180 degrees celsius and lightly grease a 12 hole muffin pan or a 12 inch tart tin. Place all the dry ingredients into the bowl of an electric mixer and mix for 10 seconds on low speed until the mixture is evenly mixed. Add the butter and mix for another 10 seconds until the mixture resembles bread crumbs. Add the milk and mix on low speed for 30 seconds or until the mixture is moist and holds together when pressed between your fingers. Turn the dough out onto a lightly floured surface and gently knead until smooth and elastic. Roll the dough out to 3 cm thickness. Using a 7 cm round cutter, cut out scones and place onto the prepared pan. Brush the tops of the scones with extra milk and sprinkle with extra coarse sea salt if desired. Bake the scones for 15 minutes or until golden brown and cooked through. Serve warm with your favourite jam, jelly or fruit spread. Makes 12 scones.
name: scott",98142
"In a large skillet, heat butter. Saute onion and garlic until softened. Add celery and saute until tender. Add chicken broth and cook until liquid is reduced by half. Add apple and sage. Cook until softened. Season to taste.",441437
"Preheat oven to 350 degrees F. In a large bowl, combine 3 cups sesame seeds, brown sugar, granulated sugar, butter, peanut butter, and egg. Beat until thoroughly combined. Add the flour, soda, and salt. Beat until combined. Drop by heaping teaspoonfuls onto an ungreased cookie sheet. Bake 10-12 minutes or until lightly browned. Cool on pan 1 minute. Remove from pan. Cool completely. Store in an airtight container. Makes 3 dozen.",44981
"Cream together butter, sugars. Beat in eggs one at a time, stir in cherry juice. Combine dry ingredientsstir into creamed mixture just until dry ingredients are moistened. Spoon batter into greased muffin cups 2/3 full. Sprinkle with pecans and maraschino cherries. Bake in a 375 degree oven for 20-25 minutes or until a wooden toothpick inserted near the center comes out clean. Drizzle with icing made from 1/4 cup confectioners' sugar and 2 teaspoons maraschino cherry juice, mixed well.",121143
"Heat 2 tsp oil in a large saucepan over medium heat, add leeks, cook for 5 min, stirring occasionally, add 1 tsp chile, cook for 5 more min. Add 2 1/2 cups stock and bring to a boil. Reduce heat to medium-low, add corn and cook for 10 min. Add 1/2 tsp salt. Divide among 4 bowls.",280240
"Wash green beans and pat dry. Lay on baking sheet. Add onion, garlic, pecans, oil to pan and saute until onion is softened. Spread nuts over green beans and sprinkle with onion mixture. Bake at 400 degrees until crisp-tender, about 20 minutes.",470766
"Mix mango nectar and mango in the bottom of your glass. Add gold tequila, triple sec and fresh limeade concentrate. Top with ice. Garnish with fresh mango. Dip the rim in the salt.",54360
"Heat oil in skillet over medium heat. Add chicken and cook, turning once, for about 10 minutes or until no longer pink. Add water and salsa. Cook for 2 minutes. Stir in corn and rice. Bring to boiling. Reduce heat and simmer, covered for 5 minutes or until rice is tender. Stir in ricotta. Sprinkle with cheese. Serve with warm flour or corn tortillas.",234827
"In a bowl, combine the first 5 ingredients. Divide meat mixture into 4 portions. Shape into 4 patties. Cook in skillet over medium heat until brown. Turn once and brown other side. Serve on kaiser rolls with barbecue sauce.",169395
Sieve together the flour and salt into a bowl and rub in the butter until the mixture resembles breadcrumbs. Make a well in the centre and pour in the egg and milk. Stir to make a soft dough. Add the sugar and currants. Roll out the dough on a lightly floured surface until about 5mm thick and use a round cutter to cut out 10cm discs. Heat a heavy frying pan or griddle pan and add a little sunflower oil. Put the discs on the hot pan and cook for about 1 minute on each side until golden brown. Remove from the pan and keep warm whilst cooking the rest of the mixture. Serve warm with butter and jam or lemon juice and sugar.,316710
In a small bowl combine mustard and honey. Combine mustard mixture and vinegar. Dip each pretzel in mixture. Sprinkle with dry mustard.,134129
"Grind sugar with 1/4 cup water and ghee in a blender to a thick paste. Add the ground sugar and ghee mixture to the carrots and blend again to form a smooth mixture. Put the mixture in a pan and bake for 5 minutes or until the mixture starts to harden. Remove and let the mixture cool. Cut into squares.
name: carrot bites a raw gluten free treat
ingredients: carrots, walnuts, raw cashews, dates, fresh ginger, cinnamon, orange, zest of, sesame seeds, unsweetened dried shredded coconut
preparation:In a food processor fitted with the s-blade, process carrots untill finely ground. Remove and set aside. Process the walnuts and cashews in the food processor until finely ground. Add the dates and process until finely chopped and incorporated into the nuts. Add the reserved carrots, ginger, cinnamon, orange zest and process until dough forms. Shape the mixture into 15-18 small balls. Roll in",9911
"Cut 3 - 4 inches off of the blossom end of the zucchini. Slice into 1 - 1 1/2 inch slices. Sprinkle lightly with salt. Place in colander for 30 minutes. Drain well. Combine vinegar, sugar and sesame oil in a medium sauce pan. Bring to a boil. Add garlic and hot pepper flakes. Reduce heat and simmer for 15 minutes. Remove from heat. Add the zucchini and toss to coat. Let cool. Serve at room temperature. Store in refrigerator.",370512
Mix the prepared horseradish and all of the other ingredients except the apple juice and the sour cream in a slow cooker. Cover and cook on low for 7 hours. Remove the meat from the slow cooker. Shred the meat and mix in the apple juice and the sour cream. Serve the meat over the vegetables.,42835
"Preheat the oven to 350 degrees F (175 degrees C). Grease an 8 inch square baking pan. Melt the chocolate and the butter in a double boiler over medium heat until smooth. Cool for 10 minutes. Stir in the sugar and vanilla until smooth. Whisk in the eggs one at a time, until the mixture is smooth and shiny. Stir in the salt and the flour until incorporated. Spread the batter into the prepared pan. Bake for 1 hour in the preheated oven. Cool and cut into squares.",142739
Mix all ingredients together. Shape into small balls. Place onto a ungreased cookie sheet. Flatten with a glass. Bake for 10 minutes.,386477
Prepare the mascarpone mixture. Place the mascarpone cheese and cream in a small bowl or in a food processor. Process until very smooth. Set aside.Prepare the coffee mixture. Place the coffee in a small saucepan. Add the coffee liqueur. Heat just until steaming. Do not boil.Remove the coffee mixture from the heat. Stir in the mascarpone mixture.Prepare the ladyfinger layers. Dip the ladyfingers in the coffee mixture until slightly soaked. Lay them in the bottom of a 2-quart glass bowl or trifle dish.Top with a layer of the mascarpone mixture. Repeat twice with the ladyfingers and mascarpone mixture.Top with a layer of the mascarpone mixture.Place in the fridge for 30 minutes.Serve immediately.,55574
Combine lemon juice and olive oil. In a ziploc bag place chicken breast halves and pour the marinade over. Place in the fridge for at least 4 hours or over night. Preheat oven to 400. Place on a cookie sheet. Spray with cooking spray and bake for 15 minutes. Turn over and bake another 15 minutes or until done. Serve with pasta and salad. Serves 4.,317745
"In a blender combine 2 cups cubed cantaloupe, 2 cups sugar and 1 cup fresh lemon juice. Blend until smooth. Add 1 mint leaf and 1 basil leaf and blend until pureed. Pour into 6 glasses, fill with ice and top each glass with 1 1/2 ounces light rum. Garnish with mint sprigs and basil sprigs.",318295
Puree all ingredients in food processor or blender. Serve on greens or as a dip.,247018
"Place bread slices in an 8x8 baking dish. Spread each slice with mustard and top with a slice of ham. Sprinkle each with a little gruyere. Break an egg over each. Top with milk and cinnamon sugar. Bake at 350 degrees for 20 minutes. Serve with raspberry jam and sprinkled with powdered sugar.
Recipe for an aphrodisiac sandwich for the hungry.",242226
"In a large bowl mix together all of the ingredients except cheese and biscuit. Spray a 9x13 casserole dish with cooking spray. Pour mixture into casserole dish and sprinkle cheese evenly over top. Bake for 45 minutes at 350F degrees. In the last 10 minutes of cooking time, place biscuits in oven until lightly browned. Serve with biscuits on side. Makes 8 servings.",46996
Place the breadcrumbs in a medium mixing bowl and add the light sour cream. Mix well together. Melt the butter in a frying pan over medium heat and cook the chopped onion until softened and slightly browned. Add the cooked salmon to the pan along with the chopped chives and parsley. Season with pepper and the mix well. Remove from the heat and allow to cool slightly. Place the cooked salmon in a pie plate or a shallow baking tray and add the lightly beaten eggs along with the sour cream mixture. Sprinkle with the cheese and bake in the oven for 40 minutes or until just set. Allow the quiche to cool for about 30 minutes before serving.,262791
Place the chicken stock in a large pot and bring it to a boil. Add the onions and simmer for 4 minutes. Add the couscous and salt and pepper to taste. Cover and cook according to the package directions. In a large skillet heat the butter and saute the pine nuts for 30 seconds or until lightly brown. Remove from heat and sprinkle the parsley over the couscous. Serve hot.,445896
"Place the brats in the bottom of a medium sauce pan, then cover with the beer, add the onions, peppers, and olive oil. Bring it all to a boil over medium-high heat, then reduce the heat to medium-low. Cover the saucepan and simmer until the beer is evaporated (this will take about 30 minutes) and the peppers are tender. When the peppers are done cooking, remove the brats from the pan and set them aside on a plate. Add the butter to the saucepan, then return the brats to the pan, turning them over so that both sides are exposed to the butter. Cook the brats for an additional 5 minutes over medium-high heat, turning them frequently, until they are browned all over. Serve the brats with the onions and peppers on a hot dog roll with mustard.",355806
In medium-size nonstick skillet cook bacon over medium-high heat until crisp and remove from pan with slotted spoon to paper towels to drain and cool. Add garlic powder and salt to drippings and cook and stir over medium-high heat 5 minutes or until lightly browned. Add cabbage and stir-fry over medium heat 5 minutes or until tender-crisp and lightly browned. Sprinkle with mustard. Makes 4 servings (about 3/4 cup per serving).,279957
"In a large bowl, combine corn, carrots and onion. Heat a large skillet over medium-high heat. Add carrots, onion and capsicum. Saute for 3 minutes. Stir in barbecue sauce. Cook until vegetables are crisp-tender. Remove from heat. Cool to room temperature. Combine vegetables and stuffing mix. Spoon 1/4 cup vegetable mixture onto each piece of bread. Roll up. Wrap tightly in plastic wrap. Refrigerate for 1 hour. Preheat oven to 350 degrees F. Bake rolls for 30 minutes or until heated through.",336161
"Sprinkle potatoes with curry powder and dry mustard, arrange in a 12 by 8 inch baking dish. In a small bowl, combine honey, margarine and curry powder. Pour over potatoes and sprinkle with chicken pieces. Cover and bake 1 hour at 375 degrees. Uncover and bake for additional 15 minutes or until chicken is thoroughly cooked.",83538
"Mix brownie mix as directed on box for a 9 x 13 pan. Bake in preheated 350 degree over for approximately 40 minutes. When done, allow to cool. Cream together kahlua and pudding mix with milk in a saucepan over low heat. Remove from heat and fold in cool whip. Spread pudding mixture over cooled brownies in the pan. Chop up candy bars and spread on top of pudding mixture. Spread with remaining cool whip and sprinkle with toffee bits. Refrigerate at least one hour before serving.
Name: BROWNIES FOR BREAKFAST Ingredients: BROWN SUGAR (56g) BUTTER (56g) EGG (3) GOLDEN SYRUP (56g) FLOUR (40g) COCOA (56g) SALT (5g) NUTS (56g) Preparation: Preheat oven 180c. Butter 20cm square cake tin. Melt butter and choc in",213009
"Heat oil in skillet over medium high heat. Add onions, carrots and celery. Sauté until tender, about 3-4 minutes. Stir in beef until meat is cooked. Add remaining ingredients to skillet. Simmer until heated through. Serve hot with cornbread.",56656
Place all the ingredients in a food processor. Pulse until well combined. Rub the mixture all over the chicken. Place the chicken in a roasting pan. Roast for 1 hour. Serve with the sauce.,13852
"Cook rice according to package directions. Meanwhile, heat butter and olive oil in large skillet over medium heat until butter is melted. Add garlic and pepper and cook until softened, 1 to 2 minutes. Add shrimp and cook until pink and curled, 3 to 4 minutes per side. Stir chicken broth and lime juice into pan and cook until most of the liquid has evaporated, 2 to 3 minutes. Stir coconut milk and cilantro into pan and season with salt to taste. Serve with rice and garnish with cilantro leaves if desired.",338006
Combine all ingredients in a bowl. Add a dash of saffron for color. Mix well and let sit for a couple of hours or overnight. Serve chilled and garnish with cashews and almonds.,168244
"In a large bowl combine milk and heavy cream. Beat in egg yolks and vanilla. In another bowl combine eggs and granulated sugarwhisk until thick and lemon-colored. Stir egg mixture into milk mixture and mix well. Add limoncello and mix well. In another bowl combine stale bread and milk mixture. Spray a 2-qt. baking dish with cooking spray. Pour bread mixture into baking dish. Bake at 325 for 45 minutes. Cool completely.
These recipes look great! I love to make bread pudding. I always have to get to the store the day before I want it just so I can get the right bread.
Yummy recipes! I love bread pudding and will definitely make the old fashioned chocolate one this weekend.
This is so weird. I was thinking about making bread pudding and now here are these recipes. Thank you.
Bread Pudding is such a great comfort food. The brazilian pie looks so yummy!
I love bread pudding and these are great recipes!
I am making bread",455177
"Combine first five ingredients in a heavy saucepan over low heat. Cook, stirring occasionally until the sugar dissolves. Increase the heat and cook for 20 minutes or until it reaches the softball stage on a candy thermometer (230 degrees). Remove from the heat and beat with a wooden spoon or a whisk until the mixture is slightly cooled. Beat vigorously for 2 minutes or until the mixture is well blended and stiff enough to form a firm ball when dropped into a cup of cold water. Drop by the spoonful onto wax paper. Let stand until firm.",39539
"Put 1 cup of milk in a medium saucepan over medium heat. Whisk together the remaining 1 2 cup of milk with the cornstarch until smooth. Whisk into the heated milk. Cook until thickened and bubbly, whisking constantly. Remove from the heat. Stir in the whipping cream, vanilla extract, and salt until smooth. Pour into individual serving dishes. Chill for 2 hours or overnight before serving.",518114
Cover bottom of pan with 1 to 2 inches of water. Add carrots and squash cubes. Cover pan and cook 10 minutes or until vegetables are tender-crisp. Uncoverstir in onion powder and garlic powdercook for 2 minutes more. Sprinkle with fresh dill weed and season to taste with salt. Serve immediately.,286193
Prepare rotini pasta according to package directions. Cool under running water. In a large bowl combine cucumber and lemon juicemix well. Add dried dill and garlicmix well. Add imitation crabmeat and snow peasmix well. Add cooled pastamix well. Add mayonnaise. Cover and refrigerate overnight.,219606
Slice bacon into small pieces and fry in frying pan until crisp. Remove from pan leaving about half the bacon grease in the pan. Cut carrots in half lengthwise and slice them into small pieces. Place in frying pan with the onion. Add the remaining bacon grease and brown the vegetables. Add the brown sugar and cook for another minute or two. Add the black pepper and serve.,464792
"Preheat oven to 375 degrees F (190 degrees C).Grease 13x9x2 inch baking pan. Beat together flour, sugar and butter. Spread in prepared pan. Bake for 20 minutes in preheated oven. Beat cream cheese until fluffy. Add powdered sugar 1/4 cup at a time and continue beating until combined. Add milk 1 tsp at a time. Beat until fluffy. Spread over crust. Bake for 10 minutes in preheated oven. Cool. Cut into bars.",255645
Soak the beans overnight in the water to cover. Drain and rinse the beans well and place in the crock pot. Add the turkey drumstick and fill the crock pot with more water. Add the kosher salt and freshly ground black pepper and the cayenne pepper to taste. Cook on low for 8-10 hours. Serve with the turkey meat and the cooking liquid with the beans.,302576
Slice apples into thin wedges. Dip in cinnamon. Drizzle with peanut butter. Add a graham cracker on top of each wedge.,69266
"In a saucepan over medium heat combine orange juice, lemon juice, splenda and thyme. Cook until mixture thickens, stirring often. Strain into freezer safe container. Freeze until granite consistency forms, stirring occasionally to break up crystals.",222653
"Cook meat and onions until meat is brown. Add garlic and oregano, stirring for a minute. Stir in the tomato paste and water. Bring to a simmer. Add the dried herbs and the canned tomatoes. Simmer for 15 minutes. Serve hot.",20800
"In a large bowl, combine oats, flour, and cinnamonadd butter and mix well. Press mixture into a greased 9 x 13-inch pan. Bake at 350 for 15 minutes or until golden brown. Cool completely. In a small bowl, combine pie filling and extractspread over cooled crust. Freeze until firm. Top each serving with a scoop of ice cream and sprinkle with toasted coconut or chopped nuts. Makes 12 servings.",208420
Cut bread into 3/4 inch slices. Drizzle each slice with extra virgin olive oil. Sprinkle each slice lightly with kosher salt and fresh ground black pepper. Top each slice with a thin slice of manchego cheese. Heat broiler. Spread the slices onto a cookie sheet. Place under broiler until cheese melts. Drizzle the slices with balsamic vinegar and sprinkle with fresh basil.,232035
"In a small saucepan, stir together the lemon juice and zest and the sugar. Heat over medium heat until the sugar dissolves, about 5 minutes. Remove from the heat and stir in the gelatin. Let cool for about 5 minutes. In a large bowl, stir together the buttermilk and the cold water. Whisk in the boiling water and the gelatin mixture. Transfer the mixture to a large bowl and refrigerate until set, about 4 hours. Stir the pudding until it is thick. Spoon the pudding into individual serving bowls. Top each serving with a dollop of whipped cream. Sprinkle with the lemon zest.",176033
"Preheat oven to 180 C. Cream together the butter and sugar until well blended. Add egg and vanilla essence. Sift together flour and cocoa. Add to mixture and stir. Stir in peanuts. Drop by teaspoonful onto ungreased baking tray. Bake for 15 minutes. Cool on wire rack.
People who like Peanut Butter also like:",352233
Mix slaw and onion together in large bowl. Combine dressing and toss salad and toss until evenly coated. Refrigerate 2 to 24 hours before serving.,83205
"Pre-heat oven to 375f. Mix ground beef, stuffing mix, water, and the powder ingredient from the variation you chose. Press into 12 muffin cups sprayed with cooking spray. Make an indentation in center of each meatloaf. With spoon fill indentation with sauce. Bake 30 min or until cooked through. Top with cheese, continue baking 5 minutes or until cheese is melted.",137189
Drain ricotta of excess moisture. Blend ricotta and goat cheese in processor. Add walnuts. Add honey. Process just until combined. Let stand 30 minutes. Shape into a ball. Serve with crackers or fresh fruit.,483647
"In a skillet over medium heat, heat oil. Add zucchini and onion. Cook and stir until onion is tender. Add diced tomatoes and basil. Cook and stir until tomatoes are hot. Serve immediately. Sprinkle with shredded cheese.",391958
Melt butter in a large saute pan. Add mushrooms and cook until golden. Sprinkle flour over them and cook until lightly browned. Add the broth and cook until thickened. Add the seasonings and cook for a minute or two more. Add the chicken and cook until done. Add the heavy cream and cook until the sauce thickens. Stir in the port. Serve over rice or noodles.,266157
"In a large zip top bag or bowl, combine all the marinade ingredients. Add the pork chops and coat thoroughly. Seal the bag and marinate overnight. Remove the pork from the marinade and grill to your liking. Serve topped with cilantro and limes. Great served over rice.",324162
"Unroll crescent roll dough into a rectangle. Spread with butter, then layer with browned sausage, onion, green peppers, and cheese. Beat together eggs, milk, salt, pepper, and oregano in a bowl, then pour over casserole. Bake at 425 for 15-20 minutes or until golden brown. Serve hot.",252121
"Heat oven to 350 degrees Fahrenheit. Brown steak in skillet with 1/2 tablespoon butter. Add onion, garlic, and garlic powder to skillet and brown over medium high heat until onion is softened, about 4 minutes. Add mushrooms to skilletcover and cook until mushrooms are tender, about 5 minutes. Pour remaining butter over steak, and stir until butter melts. Add Worcestershire Saucestir until evenly combined. Spread topping evenly over steak. Bake 5 minutes or until heated through.",314589
"Heat olive oil in large saute pan over medium high heat. Add onion and garlic and saute 1 minute. Add rice and saute 1 minute. Stir in chicken broth, frozen peas and sharp cheddar cheese. Bring to boil. Reduce heat to low. Cover and cook until liquid is absorbed. Remove from heat. Let sit 5 minutes. Fluff with fork.",284026
