response,target_recipe
"In a large bowl mix ground beef, stuffing mix and milk. Form into 1 inch meatballs. Brown in a skillet and set aside. In a small saucepan combine soup, ketchup, and worcestershire sauce. Bring to a boil and cook for 5 minutes. Place meatballs in a 9 x 13 inch pan and top with the sauce. Cover and bake at 350 degrees for 30 minutes. Uncover and continue to bake for 10 minutes. Serve immediately.",497824
Heat the oil in a large saucepan over medium heat. Add onion and cook until soft and transparent. Add the garlic and cook until fragrant. Add the cumin and cook for 1 minute. Add beans and water and bring to a boil over medium-high heat. Reduce heat to medium-low and simmer for 10 minutes. Add the lime juice and season with cayenne pepper and salt to taste. Serve warm.,178827
"Mix flour, sugar and baking powder. Add vanilla, rice and eggs. Mix well. Roll into small balls. Roll in egg then flour. Fry in deep hot fat until brown. Drain. Dip in powdered sugar. Roll in nutmeg.",17385
"Preheat oven to 350 degrees F (175 degrees C). Grease and flour a 10x13-inch baking pan.Combine cake mix, apple pie filling and eggs in a large bowlbeat until blended. Pour into prepared pan.Bake for 30 minutes in the preheated oven, or until a toothpick inserted near the center comes out clean. Remove from oven and let cool for 10 minutes before cutting.Spread vanilla ice cream over top of cake and sprinkle with walnuts. Serve immediately or freeze until ready to serve.",131655
"Brown meat with onion, peppers. Drain. Add remaining ingredients. Pour into 9x13 baking dish. Bake at 350 for 35 minutes. Serves 8.",198062
"Bring a large pot of water to boiling. Add pasta. Cook according to package directions. Reserve 1/2 cup pasta water. Drain pasta. Toss pasta in a large bowl with 2 Tbsp. olive oil. Add 1/2 cup walnuts and set aside. Heat remaining 1 Tbsp. olive oil in a large skillet over medium heat. Add garlic and cook until fragrant, about 1 minute. Add orange and lemon peels. Cook for 1 minute. Add salt, parsley and pepper. Cook 1 minute more. Add pasta mixture. Add pasta water 1/4 cup at a time until desired consistency is reached. Toss. Divide pasta onto 4 plates. Sprinkle each serving with remaining 1/4 cup walnuts.",75144
Combine all ingredients in a blender. Blend until smooth. Refrigerate until cold and serve.,37790
"In a large skillet cook beef with oregano, garlic salt, celery salt and onion salt. Drain. Stir pizza sauce into beef. Set aside. Spread beef mixture on 4 hamburger buns. Sprinkle with mozzarella cheese. Bake at 375 degrees F for 12 minutes or until cheese is melted. Serve on plate. Serve with ketchup or pizza sauce for dipping.",180783
"Preheat oven to 400 degrees F (200 degrees C). Place asparagus spears in a single layer in a baking dish. Sprinkle spears generously with salt and pepper. Drizzle with olive oil and toss to coat. Roast for 15 minutes, or until spears are tender. Remove from oven and sprinkle generously with cheese.",115977
Add onion and garlic to a large skillet and saute for 2-3 minutes. Add anchovy fillets and break up with a fork. Cook until they break up and begin to thicken. Add 1/2 teaspoon pepper and 2 tablespoons of water and continue cooking until thick. Toss with pasta and serve hot.,137814
"Cut kabocha in half lengthwiseremove seeds and discard. Place squash, cut side down, in a small baking dish and bake at 400 for 45 minutes or until flesh is tender when pierced with a fork. Meanwhile, heat a large saute pan over medium heat. Add butter and leekssaute until tender and translucent, about 10 minutes. Remove from heat and stir in sage and a pinch of salt. Combine squash and leeks and serve hot.",146020
"Bring 4 cups water to a boil in a large pot. Add pasta and cook as directed on package, stirring occasionally. Drain pasta well in colander and set aside. In large saucepan over medium heat melt butter. Whisk in flour and salt to taste. Slowly whisk in milk. Cook, whisking constantly, over low heat until sauce thickens. Remove from heatstir in cheese and cooked pastamix well. Pour into 13 x 9 baking dish. Bake at 350 degrees for 25 to 30 minutes until top is lightly browned and cheese is bubbly around edges. Makes 12 servings. Serve with crusty bread or rolls for soaking up all that delicious cheese sauce!",307927
"Preheat oven to 375 degrees. Grease 9 by 13 inch baking dish with cooking spray. In a small bowl combine the onion powder, bouillon powder, parsley and butter. Spoon mixture evenly over chicken breasts in baking dish. Bake uncovered 35 to 45 minutes or until chicken is tender, turning once during cooking time. Cut into strips to serve. Serves 4.",255460
"Brown the beef and drain well. Stir in the onion. In another skillet, combine the refried beans and chili pepper and heat through. Heat the enchilada sauce and mix into the beef mixture. Spread 1/2 cup of the beef mixture over the bottom half of the tortillas and top with 1/4 cup of the bean mixture and 1/4 cup of the cheese. Roll up the tortillas and place them seam side down in a shallow baking dish. Pour the remaining sauce over the enchiritos and sprinkle with remaining cheese. Bake uncovered at 350 for 20-25 minutes or until the cheese is melted. Serve with lettuce and tomato.",103987
"Preheat oven to 350 degrees. Spray cookie sheet with cooking spray. Combine chicken with lemon juice, oil, garlic, oregano and cayenne pepper. Place on cookie sheet. Bake 20 to 25 minutes or until juice from chicken is clear. Serve with rice or potatoes.",308957
Preheat oven to 425 degrees. Peel and cube the eggplant and toss with the olive oil. Spread in a single layer on a cookie sheet and roast for 30 minutes. Add the marinara sauce and the red pepper flakes and toss. Sprinkle with the cheeses and bake for 5 more minutes. Serve with a loaf of crusty Italian bread.,507597
"Saute bacon over medium-high heat in a skillet until crispy. Cut pork into bite-size chunks. Drain fat from skillet and add onion and garlic. Cook until onion is softened, stirring occasionally. Add pork chops, thyme, tomatoes, white wine and pinto beans. Bring mixture to boil and reduce heat. Cover, simmer for 20 minutes or until pork chops are tender. Stir in parsley before serving.",58638
"Preheat oven to 350 degrees. Pour brownie mix into greased 9x13 inch pan and spread evenly to corners. Bake according to package directions. While brownies are baking combine oil, orange juice, liqueur, egg, chocolate chips and 1/4 cup nuts. Pour evenly over brownies and bake 10 more minutes. Let brownies cool 1 hour before cutting into squares. Serve with whipped cream or ice cream.",230777
Place mayonnaise in a small bowl. Stir in cheese. Arrange mushroom pieces over bottom of baking dish. Cover with the french fried onion rings. Sprinkle with the cheese mixture. Bake at 350 degrees for 15 to 20 minutes. Makes 40 servings.,166694
Place lemon rind and orange rind in small bowl and rub together with your fingers. Add kosher salt and red pepper and rub together again. Place garlic clove in bowl and rub it with your fingers. Place steak in bowl and rub mixture all over. Place in refrigerator for 20 minutes. Heat grill to medium. Spray with cooking spray. Grill steak for 8 minutes per side. Let sit for 5 minutes. Slice steak into 2 1/2 inch slices. Serve with arugula salad.,279161
"In a large heavy saucepan, heat 2 tablespoons oil over medium-high heat. Saute carrots, celery ribs, onion and garlic for 5 minutes or until slightly softened. Stir in zucchini and saute for 3 minutes or until crisp-tender. Stir in kale for 1 minute or until wilted. Stir in 1/3 cup stock. Cover and cook 3 minutes or until kale is tender. Stir in remaining 3 cups stock. Bring to a boil over medium-high heat. Reduce heat to medium-lowcover and simmer for 10 minutes or until kale is tender. Stir in beans, zucchini mixture, tomatoes, thyme and remaining 2 tablespoons oil. Bring to a boilcover and simmer 10 minutes or until thickened. Season with salt and pepper. Makes 8 servings.",342315
Grease a baking sheet. Mix coconut and condensed milk together. Add egg and mix well. Add butter and almond essence and mix well. Spread mixture on baking sheet. Bake at 300f for 1 hour and 30 minutes. Cut into squares and roll in powdered sugar.,456860
"Place baking potatoes in microwave and cook for 20 minutes or until done. Let cool. Cut in half and scoop out pulp. Mash the pulp with sour cream, roquefort cheese and green onions with tops. Stuff the halves with the mixture and sprinkle with paprika. Bake at 350 for 30 minutes. Serve with green salad and garlic bread.",52760
"Heat oil in a large pot over medium-high heat. Add flour, stirring frequently, until slightly toasted, 3 to 4 minutes. Add beef stock, roast, potatoes, diced tomatoes, mixed vegetables, seasoning and water. Bring to a boil. Reduce heat to a simmer, cover and cook until potatoes are tender, about 20 minutes. Makes 6 servings.",143536
"Preheat griddle or frying pan over medium heat until hot. Sift flour, baking powder and bicarbonate of soda into a large mixing bowl and whisk through to combine well. Whisk egg and sugar together in a jug or large measuring cup. Make a well in the centre of the flour mixture and pour in the egg mixture and yogurt, followed by milk, stirring constantly until mixture is smooth. Leave for 5 minutes. Melt 2 tbsp of the butter in a small saucepan over medium heat. Add remaining butter and icing sugar and stir until melted, then remove from heat. Whisk into pancake mixture until smooth and light. Lightly grease the griddle or frying pan with oil. Spoon pancake mixture onto griddle or pan, in 6-8cm rounds, until well browned. Flip pancakes over, reduce heat if necessary, until browned on both sides. Remove from griddle or frying pan. Serve hot with warm maple syrup on top of pancakes or with berries or fruit.",314470
Peel apples and cut in slices. Add sugar and water in a sauce pan and let simmer until thick and apples are tender. Add cinnamon and apples and let simmer for another 5 minutes. In a separate bowl add self-rising flour and margarine and mix well. Add egg and mix well again. Press dough into a pie plate and add apples with the sugar and water mixture. Bake at 350 for 1 hour or until apples are tender. Serve with whipped cream or vanilla ice cream.,161021
"Preheat the oven to 375. Toss the fennel with the onion and garlic. Drizzle with the oil and sprinkle with salt and pepper. Roast for 45 minutes, tossing the vegetables every 15 minutes or so. Meanwhile, melt the butter in a small saucepan over low heat. Add the hot stock and the wine and bring to a boil. Stir in the saffron and cook until the mixture is reduced to about 1/2 cup. Toss the fennel with the sauce and serve immediately.",120273
"Preheat oven to 450 degrees F (230 degrees C). Grease or spray 24 muffin cups. In a large skillet, cook sausage over medium heat until no longer pink. Drain and set aside. In a large mixing bowl, stir together Bisquick, cornmeal, eggs, milk, cheese, and saltstir in sausage. Fill muffin cups three-quarters full. Bake in the preheated oven for 10 to 12 minutes. Remove from the oven and let the muffins cool in the pan for 10 minutes before removing. Serve warm.",87629
"Preheat the oven to 400 degrees f (200 degrees c). Line a baking pan with aluminum foil, and lightly oil the foil with the olive oil. Mix together the bread crumbs, parmesan cheese, garlic powder and italian seasoning in a small bowl. In a shallow bowl or plate, lightly beat the egg with a fork. Dip each of the chicken breasts in the egg, and then in the bread crumb mixture to coat well on all sides. Place the chicken breasts on the prepared baking pan. Bake the chicken in the preheated oven for 20-25 minutes, until cooked through. Prepare the escarole while the chicken bakes. In a large skillet over medium high heat, bring the broth to a boil, and add the escarole. Cook for about 2 minutes, or until the escarole is wilted. Add the parmesan cheese and garlic powder, and mix well. Drain the excess liquid from the escarole if necessary. To serve, spoon the escarole",50968
"Heat oil in a large skillet over medium-high heat. Add the garliccook and stir until fragrant. Add the pork chops and cook until browned. Transfer to a 5-quart crockpot. Add soy sauce, broth and brown sugar. Cover and cook for 6 hours on low. Mix cornstarch and water in a small bowl. Pour over porkstir to combine. Cover and cook for 30 minutes. Serve over hot rice.",79283
"Rinse beans well in a colander with cold water. Place in a large pot. Cover with cold water by 2 inches. Bring to a boil, reduce heat to low and simmer 1 hour or until tender. Drain beans, reserving liquid. Saute onion in butter until tender. Add dry mustard, black pepper, maple syrup and enough of the reserved liquid to make a thick sauce. Pour over beansstir gently to blend. Bake in a shallow 2-quart casserole in a 350-degree oven about 1 hour or until heated through. Uncover beans during the last 15 minutes of baking. Add salt pork to beans just before serving, if desired. Makes 6 servings (3 cups)",134716
"Combine cocoa powder and hot water in small microwaveable bowl and stir until smooth. Stir in sugar, salt and butter. Beat with electric mixer at low speed until smooth and creamy. Beat at high speed until very fluffy and spreadable. Stir in vanilla.",70874
"Bring broth to a boil. Stir in quinoa and return to a boil. Cover and simmer for 20 minutes. Add bell peppers, onion and garlic. Cook for an additional 10 minutes or until tender. Stir in chicken and basil. Cover and cook for an additional 5 minutes or until chicken is done. Stir in lemon juice and season with salt and pepper. Serve with lemon wedges.",287590
"Preheat oven to 350.Line 24 muffin cups with paper baking cups or spray with baking spray.Combine egg whites, cream of tartar, splenda granular, and salt in a large bowl.Beat with an electric mixer at high speed until foamy.Add cornstarch, one teaspoon at a time, beating well after each addition.Gradually beat in vanilla and cocoa powder.Drop batter by teaspoonfuls into prepared cups.Bake 15 minutes or until set.Cool 10 minutes.Remove from pans.Cool completely.Combine icing ingredients in a small bowl.Spread onto cooled cupcakes.",191606
"Heat the oil in a small pan over medium heat. Add the cinnamon sticks, ground cumin, salt and the dried apricots. Cook for a few minutes until the dried apricots are softened. Pour the boiling water over the couscous in a heat-proof bowl. Stir well to combine. Cover the couscous. Let it sit for 5 minutes. Uncover the couscous. Add the apricots and currants. Fold in the pistachios. Add a few sprigs of mint and serve immediately.",428627
"In a small bowl whisk together blue cheese, walnuts, and parsley. In another bowl, beat butter until softened. Add blue cheese mixturebeat until well blended.",264567
Bake pizza crust according to directions on box. Spread half the alfredo sauce over the crust. Arrange the spinach over the alfredo sauce and sprinkle with the mozzarella cheese. Bake for 6 to 8 minutes or until the cheese is melted and lightly browned. Sprinkle with the Parmesan cheese. Cut into 6 wedges.,378116
"In a large skillet, brown the chicken breasts in the oil and garlic and onion until golden brown on both sides. Remove from skillet and set aside. In the same skillet saute the vegetables until tender. Add the chicken broth and continue cooking until the vegetables are tender and the liquid is evaporated. Add the sour cream and stir until well blended. Add the chicken and heat through. In a medium bowl, combine the soup, mayonnaise and cheese and stir until smooth. Spread one half of the soup mixture in the bottom of a casserole dish. Place the chicken and vegetable mixture on top of the soup mixture, then spread the other half of the soup mixture on top of the chicken and vegetables. Bake at 425 for about 20 minutes or until the top is nicely browned. Garnish with fried onions.",113095
Heat butter and green onions in pan. Scramble eggs in pan. Add bacon. Add eggs and bacon to tortillas. Roll tortillas and place in pan. Cook in pan until cheese is melted. Cut into wedges. Serve.,413592
"Wash potatoes well and wrap each potato with 1/2 cup of foil. Place potatoes on a baking sheet and bake for 1 hour. Cool for a few minutes before removing foil. Slice potatoes lengthwise to within 1/4 inch of the bottom and scoop out the potato. Reserve potato pulp for another use. To assemble potato, put a spoonful of cheese and roquefort cheese at the bottom of the potato and sprinkle with a little mustard and mayonnaise. Add the garlic and a touch of tabasco sauce to the potato pulp and then spoon the potato pulp back into the potato skin and top with a spoonful of butter and a little black pepper. Top with mixed nuts and serve immediately.",464606
Preheat oven to 375. Cut french bread into 1/2 inch slices. Spread butter over one side. Top with minced garlic. Sprinkle freshly chopped parsley evenly over top. Bake for 7 minutes or until lightly browned.,265828
"Prepare 9"" square pan by lining bottom and sides with wax paper, leaving enough overhang for easy removal. In a small saucepan bring 1 cup boiling water to a boil. Add dates and baking soda and stir well. Remove from heat and stir in margarine until well blended. Cool. In a large bowl combine sugar, eggs and flour. Beat at medium speed for 2 minutes. Stir in nuts and chocolate chips. Spread about half of the mixture into prepared pan. Spread date mixture over. Spread remaining cake mixture over. Bake at 350f for 35 to 40 minutes or until done. Cool. Remove from pan using overhang. Cut into squares. Store in airtight container. Makes 24 servings.",19652
"Preheat oven to 400 degrees F (200 degrees C). Grease 12 muffin cups. In a large bowl, mash bananas. Add sugar, and egg. Mix well. In a small bowl, combine flax seeds and milk. Let stand for 5 minutes. Add vanilla and baking soda. Mix well. Add banana mixture, and mix well. In a small bowl, combine flour and baking powder. Add to banana mixture. Add salt and mix well. Spoon into muffin cups. Bake for 20 minutes in the preheated oven. Cool muffins in pan for 10 minutes. Remove from pan and cool on wire rack.",332699
"In saucepan over low heat, combine crushed pineapple, sugar, nuts and milk until thickened. Remove from heat. Add cream cheesemix until creamy. Spread between two slices of white breadtop with thin slice of white bread. Cut sandwich into triangles. Makes 3 dozen.",143565
"Place chocolate wafer pie crust on serving plate. In medium bowl, combine chocolate pudding mix, sugar, milk and eggs until well blended. Spread into crust. Refrigerate 2 hours or until set. Just before serving, top with whipped topping and chocolate curls. Serves 8.",329645
"Boil potatoes until just tender. Peel and mash them. Add in curds, mint leaves, green chili and chat masala. Mix well. Season with salt and black pepper. Serve it with hot roti or parathas.",238866
"Preheat oven to 350 degrees. In a casserole dish combine squash, onion, sour cream and 1/2 cup of cheese. In a small bowl combine cracker crumbs and melted butter. Sprinkle over squash mixture. Bake for 20 minutes or until bubbly. Sprinkle with remaining 1/2 cup of cheese. Bake for 5 minutes longer or until cheese is melted. Serve warm.",203909
Put 1/3 cup milk in a small bowl and sprinkle with gelatin. Let stand 1 minute to soften gelatin. Add remaining milk and boiling water and stir over medium heat until gelatin is dissolved. Remove from heat and add irish mist. Stir until blended. Set aside to cool to room temperature. Add egg yolks and sugar and beat until thick and lemon colored. Fold in cream. Pour into a shallow metal baking dish and bake in 350f oven 1 hour or until set. Cool. Dust with confectioners sugar and serve with whipped cream and chocolate shavings.,22259
"Combine cream cheese, garlic powder, 1 cup Parmesan cheese, and Romano cheese in a medium bowlbeat with a mixer at medium speed until well blended. Spread into a 13x9x2-inch baking dish coated with cooking spray. Bake at 400 for 15 minutes or until bubbly and browned on top. Combine spinach, pepper, and onionspread over the baked cheese mixturesprinkle with remaining 1 cup Parmesan cheese and Cheddar cheese. Bake at 400 for 10 minutes or until cheese is melted. Serve with crackers or tortilla chips. Makes 24 servings (1/2 cup each).",259584
"In a large pot, cover chicken with water and add green cardamoms. Bring to a boil over high heat and reduce the heat to simmer. Cook until chicken is tender. Drain the chicken. In another pot, bring rice with enough water to cover to a boil. Cover pot and let stand for 5 minutes. Drain rice. In a third pot, bring milk to a boil. Add chicken, rice and salt. Stir until rice is fully coated with milk. Add the ghee. Stir until mixture thickens. Add the cardamom powder. Stir in the gum arabic. Pour into serving plates. Garnish with pistachios.",132957
"In a large saucepan over medium-high heat, combine potatoes and water and boil until potatoes are tender. Drain and return to the pot. Melt butter in a saucepan over medium heat. Add flour and cook until light golden brown, stirring constantly to prevent burning. Gradually add milk and cook over medium heat until thickened and bubbly. Add to potatoes and mix well. Season with salt and pepper to taste. Serve hot in bowls and sprinkle with parsley if desired.",416708
Clean mushroom caps well with a wet brush. Brush caps with olive oil and sprinkle lightly with balsamic vinegar. Place caps in a single layer on a baking sheet and bake for about 10 minutes or until lightly browned and tender. Saute leeks and spinach in a skillet until tender and remove from heat. Top caps with leek-spinach mixture and sprinkle with goat cheese. Serve immediately.,223401
Heat oil in a wok or large saut pan over medium high heat. Add garlic and ginger and stir fry until fragrant. Add the pineapple and stir fry for about 1 minute. Add the soy sauce and cook until the pineapple juice is absorbed. Add the cooked rice and stir fry until heated through. Season with the crushed red pepper flakes and stir fry until the pineapple is coated with the spices and the rice is heated through. Remove from heat. Top with the green onions. Serve hot.,88702
"Peel, core and slice apples. Toss with lemon juice, sugar and spices. Line pie crusts with apples and dot with butter. Lay second pie crust over apples and crimp edges. Brush top crust with milk. Sprinkle with sugar. Bake 40 minutes or until crust is golden. Cool. Cut and serve with whipped cream or ice cream.",72106
"Peel bananas, and cut lengthwise into 1/2-inch-thick pieces. Place in a 1 1/2-quart bowl. Top with cake cubes. In a 2-quart bowl, sprinkle gelatin over 1/4 cup boiling water. Let stand for 1 minute to soften gelatin. Add remaining 1/2 cup boiling waterstir until gelatin is completely dissolved. Cool gelatin for 3 minutes. Stir in cold water and remaining 3 tablespoons water. Pour gelatin mixture over cake cubes and bananas. Cover and refrigerate 1 hour or until set. Top with whipped topping. Garnish with strawberries. Serve immediately or refrigerate covered until ready to serve.",223953
Mix all ingredients in a mug. Top with whipped cream.,426633
"Combine the eggs, flour, salt and milk in a large bowl. Beat until smooth. Heat butter in an ovenproof frying pan until very hot but not brown. Add about a quarter of the mixture into the pan and spread until thin. Cook for about 2 minutes on one side, then turn over and cook on the other side for about another minute or until puffed up. Serve with jam or honey or just butter.",31040
"In a shallow bowl, combine flour, salt and black pepper. Dip the chicken into the flour mixture to coat. In a large saucepan or Dutch oven over medium heat, heat 1 tablespoon oil. Add the chicken and brown for about 5 minutes. Add the onion and cook for about 5 more minutes. Add the remaining 3 tablespoons oil. Add the soy sauce, vinegar, ginger, garlic powder and cayenne pepper. Cover and simmer for 10 minutes. Remove cover and continue to cook until the liquid has thickened. Remove from heat. Makes 6 servings (serving size: about 2 ounces raw chicken). Each serving has 175 calories, 25 grams (g) protein, 4 g fat, 1 g carbohydrate, 101 milligrams sodium. Exchanges per serving: 1 lean meat, 1 starch.",119760
Mix first 5 ingredients and cook in medium saucepan over medium heat. Cook and stir until mixture comes to a boil and boils gently for 2 minutes. Remove from heat and cool completely. Beat with electric mixer on high speed 15 minutes until mixture is light and foamy. Fold in remaining ingredients. Refrigerate until ready to use. Yields 8 servings.,221405
"Cook asparagus in boiling water for 1 minute. Drain and rinse with cold water until cool. In a large bowl, toss together the breadcrumbs, prosciutto and cheese until well blended. In another large bowl, whisk together the eggs, mustard, salt and pepper until smooth. Add the asparagus and toss until evenly coated. Transfer the asparagus mixture to the breadcrumb mixture, tossing until evenly coated. Pour mixture into an 11 x 7-inch glass baking dish. Bake 20 minutes, or until browned and crusty on top. Serve hot or at room temperature.",126200
"In a heavy sauce pan, sauté the tomato paste over medium heat for about 1 minute. Stir in the celery, onions, carrots and tomatoes, along with about 1/2 cup of the heavy cream. Add the basil, salt and white pepper and let cook for about 10 minutes. Remove from heat. In a blender or food processor, puree the mixture until smooth. Return to the pan over medium heat. Stir in the heavy cream and let cook for 10 minutes more or until slightly thickened. Serve immediately or cool and refrigerate for up to one week. Makes about 4 servings.",317130
"Prepare pizza sauce according to package instructions. In a medium bowl combine the ground beef, pizza sauce and mozzarella cheese. Spray a 13x9 baking dish with nonstick cooking spray and spread the bisquick batter evenly on the bottom of the pan. Spread the meat mixture evenly over the bisquick crust. Bake for 25 minutes or until the bisquick is golden brown and the meat is hot and bubbly. Let stand for 5 minutes before serving.",274851
"In a food processor combine the peanuts, garlic and olive oil. Pulse until the peanuts are coarsely chopped. Add the red hot pepper, cumin, chili powder and coarse salt. Pulse until the flavors are blended. Spread the mixture on a small plate or in a shallow bowl. Serve at room temperature.",470406
"Heat oil in skillet over medium high heat until hot and shimmery. Add onions. Stir fry 1 minute. Add steaks. Stir fry 5 minutes. Add cumin, salt and pepper. Cook 2 to 3 minutes. Turn over and cook 1 minute. Remove from heat. Pour yogurt into shallow bowl. Stir in hot sauce. Add steaks and onions. Toss to coat. Garnish with parsley. Serve over rice or noodles.",418725
"Cut potatoes into quarters and place in a large saucepan with 4 cups water. Cover, bring to a boil over high heat, reduce heat to low and cook about 15 minutes or until potatoes are fork-tender. Drain potatoes in a colander and return to saucepan. Add 2 tablespoons of bacon grease or butter, salt and pepper to taste and stir to coat potatoes. Mash potatoes with a potato masher until smooth or leave a little chunky for mashed potatoes. Serve immediately. Serves 4 to 6.",110679
